trade_date,returncode,elapsed_seconds,industry_updated,model_rows_cleared,rule_bs_updated,score_rows,empty_industry_rows,null_score_rows,null_liquidity_rows,null_bs_v2_rows,null_consensus_rows,model_field_rows,score_log,status,error
2025-01-21,0,71.624,0,5090,5090,5090,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250121.log,PASS,
2025-01-22,0,71.264,0,5094,5094,5094,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250122.log,PASS,
2025-01-23,0,70.158,0,5095,5095,5095,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250123.log,PASS,
2025-01-24,0,73.399,0,5092,5092,5092,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250124.log,PASS,
2025-01-27,0,72.182,0,5093,5093,5093,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250127.log,PASS,
2025-02-05,0,70.006,0,5095,5095,5095,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250205.log,PASS,
2025-02-06,0,70.598,0,5096,5096,5096,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250206.log,PASS,
2025-02-07,0,69.824,0,5096,5096,5096,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250207.log,PASS,
2025-02-10,0,69.743,0,5098,5098,5098,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250210.log,PASS,
2025-02-11,0,69.897,0,5097,5097,5097,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250211.log,PASS,
2025-02-12,0,70.017,0,5097,5097,5097,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250212.log,PASS,
2025-02-13,0,69.434,0,5098,5098,5098,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250213.log,PASS,
2025-02-14,0,70.276,0,5097,5097,5097,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_165556_2025_full/logs/score_rank_20250214.log,PASS,
