ablation_name,target_strategy,output_dir,total_return,annualized_return,max_drawdown,avg_gross_exposure,worst_20d_return,recovery_days,sample_count_fail_days,pattern_veto_days,top_industry_veto_days,benign_recovered_days,dangerous_recovered_days,borderline_recovered_days,false_positive_reduce_days,baseline_false_positive_reduce_days,missed_risk_events,benign_false_positive_days,dangerous_false_positive_days,passes_hard_gates,gate_failure_reason,fp_classified_gate_reason,run_status,grid_index
default,production_governed_vol_position_v1_2b_fp_classified,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260619_012527_583852_trusted_account_backtest,0.2561006961300005,0.0981001712210001,-0.2481041815726421,0.5569659012771602,-0.1382758139327398,8,55,0,0,8,0,0,134,132,3,60,26,False,missed_risk_events|annualized_return|total_return|false_positive_reduce_days|fp_classified_mix|recovery_days,missed_risk_events|annualized_return|total_return|false_positive_reduce_days|fp_classified_mix|recovery_days,ok,1
