signal_date,exit_date,role,underlying_strategy,cycle_ret,selected_count
2023-01-03,2023-01-31,attack,tiered_liquidity_then_bs_v2,-0.0886340040560244,5
2023-01-03,2023-01-31,balanced,baseline_full_dynamic_factor_industry_cap2,-0.025828296815507207,5
2023-01-03,2023-01-31,defensive,baseline_full_liquidity_detail,0.07878408990870225,5
2023-01-03,2023-01-31,fallback,baseline_full_score,-0.12180087744214066,5
2023-01-04,2023-02-01,attack,tiered_liquidity_then_bs_v2,-0.028105973048652165,5
2023-01-04,2023-02-01,balanced,baseline_full_dynamic_factor_industry_cap2,0.011983202900483245,5
2023-01-04,2023-02-01,defensive,baseline_full_liquidity_detail,-0.0019077598523582944,5
2023-01-04,2023-02-01,fallback,baseline_full_score,-0.06487715232434313,5
2023-01-05,2023-02-02,attack,tiered_liquidity_then_bs_v2,0.010368653447021755,5
2023-01-05,2023-02-02,balanced,baseline_full_dynamic_factor_industry_cap2,0.061995662207413496,5
2023-01-05,2023-02-02,defensive,baseline_full_liquidity_detail,0.08129991139446263,5
2023-01-05,2023-02-02,fallback,baseline_full_score,-0.009192814415756857,5
2023-01-06,2023-02-03,attack,tiered_liquidity_then_bs_v2,0.04802488646346548,5
2023-01-06,2023-02-03,balanced,baseline_full_dynamic_factor_industry_cap2,-0.0258481801068466,5
2023-01-06,2023-02-03,defensive,baseline_full_liquidity_detail,0.07112143151385766,5
2023-01-06,2023-02-03,fallback,baseline_full_score,0.034703391565303714,5
2023-01-09,2023-02-06,attack,tiered_liquidity_then_bs_v2,0.051493651217289965,5
2023-01-09,2023-02-06,balanced,baseline_full_dynamic_factor_industry_cap2,-0.025557605571661472,5
2023-01-09,2023-02-06,defensive,baseline_full_liquidity_detail,0.014995246857238255,5
2023-01-09,2023-02-06,fallback,baseline_full_score,0.13747179413182567,5
2023-01-10,2023-02-07,attack,tiered_liquidity_then_bs_v2,-0.05188195131277134,5
2023-01-10,2023-02-07,balanced,baseline_full_dynamic_factor_industry_cap2,-0.07735364098541792,5
2023-01-10,2023-02-07,defensive,baseline_full_liquidity_detail,0.020714896123593028,5
2023-01-10,2023-02-07,fallback,baseline_full_score,0.03784587219725255,5
2023-01-11,2023-02-08,attack,tiered_liquidity_then_bs_v2,-0.09982531478133819,5
2023-01-11,2023-02-08,balanced,baseline_full_dynamic_factor_industry_cap2,-0.1308465957704683,5
2023-01-11,2023-02-08,defensive,baseline_full_liquidity_detail,0.03014081662327084,5
2023-01-11,2023-02-08,fallback,baseline_full_score,-0.015116824863821756,5
2023-01-12,2023-02-09,attack,tiered_liquidity_then_bs_v2,-0.022825028931214984,5
