first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,1054298.5688925001,1.1085971377850004,6.549499770786046,-0.20397252911108033,0.648936170212766,0.09865043544049668,-0.0593404353270921,0.9603938890161507,5.0,95,50,45,18.094646923631768,10529.8011075,baseline_full_dynamic_factor_industry_cap2_market_gate,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5
