sample_split,event_date,event_date_key,event_uid,symbol,ts_code,name,event_seq_for_symbol,buy_signal_description,sell_signal_description,total_b_points,total_s_points,buy_points_count,sell_points_count,process_time,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,claude_score,bs_score,bs_entry_score,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected,ret_1,max_ret_1,mdd_1,hit_1_5pct,hit_1_10pct,days_to_10pct_within_1,ret_3,max_ret_3,mdd_3,hit_3_5pct,hit_3_10pct,days_to_10pct_within_3,ret_5,max_ret_5,mdd_5,hit_5_5pct,hit_5_10pct,days_to_10pct_within_5,ret_10,max_ret_10,mdd_10,hit_10_5pct,hit_10_10pct,days_to_10pct_within_10,ret_20,max_ret_20,mdd_20,hit_20_5pct,hit_20_10pct,days_to_10pct_within_20
train,2026-03-24,20260324,20260324_000791_02,000791,000791.SZ,甘肃能源,2,当天出现买点,当天无卖点,2,2,1,0,2026-03-24 16:12:28,59.72,59.72,0.0,100.0,49.5,60.17,97.16,87.81,25.52,6.4,69.1429,69.99,75.0,8.41,8.41,0.0,0,,1,0.099881,0.099881,0.0,1.0,0.0,,0.023781,0.099881,0.0,1.0,0.0,,-0.08918,0.099881,-0.08918,1.0,0.0,,-0.124851,0.099881,-0.148633,1.0,0.0,,-0.020214,0.099881,-0.148633,1.0,0.0,
train,2026-03-24,20260324,20260324_002218_01,002218,002218.SZ,拓日新能,1,当天出现买点,当天无卖点,1,2,1,0,2026-03-24 16:14:28,58.39,58.39,0.0,0.0,99.36,93.85,91.05,51.02,26.14,8.6,52.0862,65.71,75.0,7.25,7.25,0.0,1,,1,0.006897,0.006897,0.0,0.0,0.0,,-0.08,0.006897,-0.08,0.0,0.0,,-0.044138,0.006897,-0.131034,0.0,0.0,,-0.169655,0.006897,-0.195862,0.0,0.0,,-0.228966,0.006897,-0.238621,0.0,0.0,
train,2026-03-24,20260324,20260324_002291_01,002291,002291.SZ,遥望科技,1,当天出现买点,当天无卖点,2,1,1,0,2026-03-24 16:14:11,33.95,33.95,0.0,0.0,49.5,80.91,17.54,38.28,19.5,4.5,42.4154,41.8,75.0,6.4,6.4,0.0,0,,1,0.015625,0.015625,0.0,0.0,0.0,,0.025,0.025,0.0,0.0,0.0,,0.020312,0.03125,0.0,0.0,0.0,,0.0375,0.0375,-0.040625,0.0,0.0,,-0.014063,0.0375,-0.040625,0.0,0.0,
train,2026-03-24,20260324,20260324_301227_03,301227,301227.SZ,森鹰窗业,3,当天出现买点,当天无卖点,3,3,1,0,2026-03-24 16:13:51,51.76,51.76,0.0,100.0,49.5,27.56,85.15,5.02,6.77,6.4,43.1193,60.49,75.0,38.08,38.08,0.0,0,,1,0.021534,0.021534,0.0,0.0,0.0,,-0.02521,0.021534,-0.02521,0.0,0.0,,-0.08062,0.021534,-0.08062,0.0,0.0,,-0.128151,0.021534,-0.128151,0.0,0.0,,-0.124737,0.021534,-0.145483,0.0,0.0,
train,2026-03-24,20260324,20260324_301388_02,301388,301388.SZ,欣灵电气,2,当天出现买点,当天无卖点,4,3,1,0,2026-03-24 16:12:23,37.03,37.03,0.0,0.0,49.5,27.56,77.61,74.89,19.69,5.55,41.0184,54.08,75.0,34.22,34.22,0.0,0,,1,0.004091,0.004091,0.0,0.0,0.0,,-0.0263,0.004091,-0.047633,0.0,0.0,,-0.063998,0.004091,-0.063998,0.0,0.0,,-0.065459,0.004091,-0.12069,0.0,0.0,,-0.068673,0.004091,-0.12069,0.0,0.0,
train,2026-03-24,20260324,20260324_600271_01,600271,600271.SH,航天信息,1,当天出现买点,当天无卖点,1,1,1,0,2026-03-24 16:10:14,25.91,25.91,0.0,0.0,49.5,27.56,28.5,21.12,16.94,4.75,29.4944,39.76,75.0,8.52,8.52,0.0,0,,1,0.011737,0.011737,0.0,0.0,0.0,,0.001174,0.011737,-0.007042,0.0,0.0,,0.005869,0.012911,-0.007042,0.0,0.0,,0.002347,0.012911,-0.038732,0.0,0.0,,0.005869,0.03169,-0.038732,0.0,0.0,
train,2026-03-24,20260324,20260324_601916_02,601916,601916.SH,浙商银行,2,当天出现买点,当天无卖点,1,1,1,0,2026-03-24 16:15:12,54.43,54.43,0.0,100.0,49.5,72.18,88.54,0.92,23.64,5.0,56.9923,60.67,75.0,3.09,3.09,0.0,0,,1,0.003236,0.003236,0.0,0.0,0.0,,0.0,0.003236,0.0,0.0,0.0,,-0.029126,0.003236,-0.029126,0.0,0.0,,-0.035599,0.003236,-0.048544,0.0,0.0,,-0.038835,0.003236,-0.048544,0.0,0.0,
train,2026-03-24,20260324,20260324_601975_01,601975,601975.SH,招商南油,1,当天出现买点,当天无卖点,2,1,1,0,2026-03-24 16:14:41,60.2,60.2,0.0,100.0,49.5,27.56,97.27,74.37,29.12,7.6,68.6089,65.55,75.0,4.83,4.83,0.0,1,WATCH,1,-0.039337,0.0,-0.039337,0.0,0.0,,-0.078675,0.0,-0.080745,0.0,0.0,,-0.109731,0.0,-0.109731,0.0,0.0,,0.057971,0.082816,-0.109731,1.0,0.0,,-0.066253,0.082816,-0.109731,1.0,0.0,
train,2026-03-25,20260325,20260325_002153_01,002153,002153.SZ,石基信息,1,当天出现买点,当天无卖点,2,1,1,0,2026-03-25 16:14:50,28.06,28.06,0.0,0.0,49.07,38.07,31.89,29.18,19.27,4.15,40.6351,41.55,75.0,10.31,10.31,0.0,0,,1,-0.032978,0.0,-0.032978,0.0,0.0,,-0.037827,0.0,-0.037827,0.0,0.0,,-0.034918,0.0,-0.044617,0.0,0.0,,-0.067895,0.0,-0.106693,0.0,0.0,,-0.065955,0.0,-0.106693,0.0,0.0,
train,2026-03-25,20260325,20260325_002223_01,002223,002223.SZ,鱼跃医疗,1,当天出现买点,当天无卖点,1,1,1,0,2026-03-25 16:14:41,30.93,30.93,0.0,0.0,49.07,38.07,36.4,44.84,20.37,4.8,56.0795,48.47,75.0,34.44,34.44,0.0,0,,1,-0.033101,0.0,-0.033101,0.0,0.0,,-0.004355,0.0,-0.033101,0.0,0.0,,-0.006098,0.0,-0.033101,0.0,0.0,,-0.06475,0.0,-0.06475,0.0,0.0,,-0.059814,0.0,-0.06475,0.0,0.0,
train,2026-03-25,20260325,20260325_002460_02,002460,002460.SZ,赣锋锂业,2,当天出现买点,当天无卖点,3,2,1,0,2026-03-25 16:12:12,40.53,40.53,0.0,0.0,49.07,38.07,80.34,50.09,29.5,8.4,50.999,66.03,75.0,70.63,70.63,0.0,0,,1,0.025485,0.025485,0.0,0.0,0.0,,0.134787,0.134787,0.0,1.0,1.0,2.0,0.094577,0.134787,0.0,1.0,1.0,2.0,0.146963,0.161121,0.0,1.0,1.0,2.0,0.130964,0.249894,0.0,1.0,1.0,2.0
train,2026-03-25,20260325,20260325_300383_03,300383,300383.SZ,光环新网,3,当天出现买点,当天无卖点,3,3,1,0,2026-03-25 16:12:20,65.59,65.59,0.0,0.0,98.66,99.34,95.84,48.48,29.32,9.1,55.3385,77.78,75.0,18.23,18.23,0.0,0,WATCH,1,-0.063083,0.0,-0.063083,0.0,0.0,,-0.03401,0.0,-0.063083,0.0,0.0,,-0.031816,0.0,-0.063083,0.0,0.0,,-0.041141,0.0,-0.106967,0.0,0.0,,-0.03401,0.03017,-0.106967,0.0,0.0,
train,2026-03-25,20260325,20260325_300444_04,300444,300444.SZ,双杰电气,4,当天出现买点,当天无卖点,3,4,1,0,2026-03-25 16:15:29,39.1,39.1,0.0,0.0,49.07,38.07,64.76,86.91,28.45,4.95,41.1145,50.66,75.0,14.48,14.48,0.0,0,,1,-0.05732,0.0,-0.05732,0.0,0.0,,-0.059392,0.0,-0.059392,0.0,0.0,,-0.058011,0.0,-0.09047,0.0,0.0,,-0.04558,0.0,-0.116022,0.0,0.0,,0.104972,0.104972,-0.116022,1.0,1.0,20.0
train,2026-03-25,20260325,20260325_600027_02,600027,600027.SH,华电国际,2,当天出现买点,当天无卖点,2,2,1,0,2026-03-25 16:14:31,61.2,61.2,0.0,100.0,49.07,98.15,92.91,52.86,26.51,7.4,69.4291,72.63,75.0,5.43,5.43,0.0,0,WATCH,1,-0.018416,0.0,-0.018416,0.0,0.0,,-0.108656,0.0,-0.108656,0.0,0.0,,-0.128913,0.0,-0.132597,0.0,0.0,,-0.156538,0.0,-0.167587,0.0,0.0,,-0.099448,0.0,-0.167587,0.0,0.0,
train,2026-03-25,20260325,20260325_600157_02,600157,600157.SH,永泰能源,2,当天出现买点,当天无卖点,3,3,1,0,2026-03-25 16:14:40,65.07,65.07,0.0,100.0,49.07,96.36,94.8,95.86,29.54,6.45,59.418,68.14,75.0,1.98,1.98,0.0,0,WATCH,1,-0.015152,0.0,-0.015152,0.0,0.0,,-0.050505,0.0,-0.050505,0.0,0.0,,-0.085859,0.0,-0.090909,0.0,0.0,,-0.126263,0.0,-0.131313,0.0,0.0,,-0.136364,0.0,-0.151515,0.0,0.0,
train,2026-03-25,20260325,20260325_600984_01,600984,600984.SH,建设机械,1,当天出现买点,当天无卖点,1,2,1,0,2026-03-25 16:11:45,21.71,21.71,0.0,0.0,49.07,38.07,3.17,11.9,17.72,4.2,30.2282,33.84,75.0,4.02,4.02,0.0,0,,1,-0.0199,0.0,-0.0199,0.0,0.0,,0.00995,0.00995,-0.0199,0.0,0.0,,-0.022388,0.00995,-0.022388,0.0,0.0,,0.024876,0.034826,-0.08209,0.0,0.0,,0.014925,0.072139,-0.08209,1.0,0.0,
train,2026-03-25,20260325,20260325_601702_01,601702,601702.SH,华峰铝业,1,当天出现买点,当天无卖点,2,2,1,0,2026-03-25 16:15:43,39.54,39.54,0.0,0.0,49.07,94.56,19.83,70.29,17.27,5.55,53.6894,48.93,75.0,20.0,20.0,0.0,0,,1,-0.056,0.0,-0.056,0.0,0.0,,-0.0075,0.0,-0.064,0.0,0.0,,-0.0165,0.0,-0.064,0.0,0.0,,0.0155,0.0155,-0.067,0.0,0.0,,-0.03,0.0455,-0.067,0.0,0.0,
train,2026-03-26,20260326,20260326_000001_01,000001,000001.SZ,平安银行,1,当天出现买点,当天无卖点,4,3,1,0,2026-03-26 16:11:16,37.81,37.81,0.0,0.0,49.19,41.67,84.76,0.7,26.75,6.25,63.2305,62.9,75.0,10.94,10.94,0.0,0,,1,0.007313,0.007313,0.0,0.0,0.0,,0.012797,0.012797,0.0,0.0,0.0,,0.030165,0.030165,0.0,0.0,0.0,,0.013711,0.030165,0.0,0.0,0.0,,0.005484,0.030165,0.0,0.0,0.0,
train,2026-03-26,20260326,20260326_002035_04,002035,002035.SZ,华帝股份,4,当天出现买点,当天无卖点,4,3,1,0,2026-03-26 16:11:04,39.67,39.67,0.0,0.0,49.19,92.97,86.61,0.38,6.69,8.55,67.3894,71.4,75.0,6.44,6.44,0.0,0,,1,0.01087,0.01087,0.0,0.0,0.0,,0.040373,0.065217,0.0,1.0,0.0,,0.059006,0.065217,0.0,1.0,0.0,,-0.009317,0.065217,-0.055901,1.0,0.0,,-0.063665,0.065217,-0.063665,1.0,0.0,
train,2026-03-26,20260326,20260326_002466_03,002466,002466.SZ,天齐锂业,3,当天出现买点,当天无卖点,2,2,1,0,2026-03-26 16:12:49,50.4,50.4,0.0,0.0,49.19,90.68,78.9,81.21,28.84,6.95,51.6303,63.11,75.0,54.2,54.2,0.0,0,,1,0.069373,0.069373,0.0,1.0,0.0,,0.023616,0.069373,0.0,1.0,0.0,,0.036347,0.069373,0.0,1.0,0.0,,0.100369,0.100369,0.0,1.0,1.0,10.0,0.359779,0.359779,0.0,1.0,1.0,10.0
train,2026-03-26,20260326,20260326_002475_01,002475,002475.SZ,立讯精密,1,当天出现买点,当天无卖点,4,4,1,0,2026-03-26 16:12:06,45.63,45.63,0.0,0.0,49.19,95.15,81.12,19.85,29.86,6.3,60.2775,62.94,75.0,50.19,50.19,0.0,0,,1,0.008368,0.008368,0.0,0.0,0.0,,-0.01853,0.008368,-0.028492,0.0,0.0,,-0.005977,0.008368,-0.028492,0.0,0.0,,0.159195,0.159195,-0.035864,1.0,1.0,10.0,0.315003,0.355449,-0.035864,1.0,1.0,10.0
train,2026-03-26,20260326,20260326_002795_02,002795,002795.SZ,永和智控,2,当天出现买点,当天无卖点,1,3,1,0,2026-03-26 16:13:10,46.51,46.51,0.0,0.0,49.19,92.73,82.62,17.95,17.7,5.5,47.0534,57.59,75.0,7.87,7.87,0.0,0,,1,-0.007624,0.0,-0.007624,0.0,0.0,,0.007624,0.008895,-0.007624,0.0,0.0,,0.024142,0.024142,-0.007624,0.0,0.0,,0.029225,0.029225,-0.013977,0.0,0.0,,0.125794,0.125794,-0.013977,1.0,1.0,20.0
train,2026-03-26,20260326,20260326_002812_02,002812,002812.SZ,恩捷股份,2,当天出现买点,当天无卖点,4,3,1,0,2026-03-26 16:14:51,63.11,63.11,0.0,100.0,49.19,92.07,94.82,94.01,29.06,7.05,55.7049,68.73,75.0,70.19,70.19,0.0,0,WATCH,1,0.028209,0.028209,0.0,0.0,0.0,,-0.034335,0.057131,-0.034335,1.0,0.0,,-0.06112,0.057131,-0.06112,1.0,0.0,,-0.04844,0.057131,-0.06226,1.0,0.0,,0.099587,0.099587,-0.06226,1.0,0.0,
train,2026-03-26,20260326,20260326_300055_03,300055,300055.SZ,万邦达,3,当天出现买点,当天无卖点,2,2,1,0,2026-03-26 16:12:36,40.65,40.65,0.0,0.0,49.19,84.58,97.13,10.49,23.46,7.65,58.7568,68.27,75.0,10.84,10.84,0.0,0,,1,0.0369,0.0369,0.0,0.0,0.0,,0.034133,0.041513,0.0,0.0,0.0,,0.125461,0.125461,0.0,1.0,1.0,5.0,0.071956,0.125461,0.0,1.0,1.0,5.0,0.059963,0.160517,0.0,1.0,1.0,5.0
train,2026-03-26,20260326,20260326_300084_03,300084,300084.SZ,海默科技,3,当天出现买点,当天无卖点,1,3,1,0,2026-03-26 16:10:31,40.79,40.79,0.0,0.0,49.19,41.67,77.99,93.96,25.73,5.55,39.7918,54.37,75.0,10.67,10.67,0.0,0,,1,0.056232,0.056232,0.0,1.0,0.0,,0.010309,0.056232,0.0,1.0,0.0,,0.021556,0.056232,0.0,1.0,0.0,,-0.042174,0.056232,-0.042174,1.0,0.0,,0.072165,0.074039,-0.042174,1.0,0.0,
train,2026-03-26,20260326,20260326_300198_02,300198,300198.SZ,ST纳川,2,当天出现买点,当天无卖点,3,3,1,0,2026-03-26 16:13:37,18.92,43.92,25.0,0.0,49.19,41.67,81.94,95.81,5.83,5.55,32.5314,49.87,75.0,2.73,2.73,0.0,0,,1,0.018315,0.018315,0.0,0.0,0.0,,-0.029304,0.018315,-0.029304,0.0,0.0,,-0.040293,0.018315,-0.040293,0.0,0.0,,-0.058608,0.018315,-0.084249,0.0,0.0,,-0.095238,0.018315,-0.095238,0.0,0.0,
train,2026-03-26,20260326,20260326_600098_02,600098,600098.SH,广州发展,2,当天出现买点,当天无卖点,2,3,1,0,2026-03-26 16:14:06,76.01,76.01,0.0,100.0,99.14,98.72,96.08,33.64,21.28,8.6,68.5134,81.2,75.0,8.36,8.36,0.0,0,TRADE,1,-0.044258,0.0,-0.044258,0.0,0.0,,-0.145933,0.0,-0.145933,0.0,0.0,,-0.143541,0.0,-0.149522,0.0,0.0,,-0.143541,0.0,-0.175837,0.0,0.0,,-0.15311,0.0,-0.175837,0.0,0.0,
train,2026-03-26,20260326,20260326_600754_03,600754,600754.SH,锦江酒店,3,当天出现买点,当天无卖点,6,5,1,0,2026-03-26 16:12:08,39.84,39.84,0.0,0.0,49.19,41.67,86.43,18.2,20.03,6.1,54.2593,60.76,75.0,27.24,27.24,0.0,0,,1,0.004405,0.004405,0.0,0.0,0.0,,-0.013583,0.004405,-0.017254,0.0,0.0,,0.033407,0.071953,-0.017254,1.0,0.0,,0.009178,0.071953,-0.017254,1.0,0.0,,-0.048825,0.071953,-0.048825,1.0,0.0,
train,2026-03-26,20260326,20260326_601665_02,601665,601665.SH,齐鲁银行,2,当天出现买点,当天无卖点,4,2,1,0,2026-03-26 16:10:35,43.0,43.0,0.0,0.0,49.19,84.93,86.5,2.12,21.07,5.55,58.2561,60.6,75.0,5.81,5.81,0.0,0,,1,-0.013769,0.0,-0.013769,0.0,0.0,,-0.008606,0.0,-0.015491,0.0,0.0,,0.003442,0.003442,-0.015491,0.0,0.0,,-0.001721,0.012048,-0.015491,0.0,0.0,,0.08778,0.101549,-0.015491,1.0,1.0,19.0
train,2026-03-26,20260326,20260326_603061_01,603061,603061.SH,金海通,1,当天出现买点,当天无卖点,1,1,1,0,2026-03-26 16:11:10,49.85,49.85,0.0,0.0,49.19,97.95,70.79,55.25,23.51,5.4,60.7273,59.44,75.0,256.79,256.79,0.0,0,,1,0.007788,0.007788,0.0,0.0,0.0,,0.052728,0.108571,0.0,1.0,1.0,2.0,0.059231,0.108571,0.0,1.0,1.0,2.0,0.201332,0.227384,0.0,1.0,1.0,2.0,-0.333125,0.316796,-0.354077,1.0,1.0,2.0
train,2026-03-26,20260326,20260326_603259_01,603259,603259.SH,药明康德,1,当天出现买点,当天无卖点,2,2,1,0,2026-03-26 16:15:40,38.33,38.33,0.0,0.0,49.19,41.67,78.74,22.1,29.4,5.75,64.9082,61.0,75.0,94.73,94.73,0.0,0,,1,0.023963,0.023963,0.0,0.0,0.0,,0.035575,0.035575,0.0,0.0,0.0,,0.089306,0.095851,0.0,1.0,0.0,,0.122453,0.122453,0.0,1.0,1.0,9.0,0.056476,0.127731,0.0,1.0,1.0,9.0
train,2026-03-26,20260326,20260326_603601_06,603601,603601.SH,再升科技,6,当天出现买点,当天无卖点,4,3,1,0,2026-03-26 16:15:05,44.42,44.42,0.0,0.0,49.19,99.69,86.01,54.26,28.85,8.5,51.8607,59.99,75.0,13.44,13.44,0.0,1,,1,-0.019345,0.0,-0.019345,0.0,0.0,,0.15253,0.15253,-0.019345,1.0,1.0,3.0,0.049107,0.15253,-0.019345,1.0,1.0,3.0,-0.009673,0.15253,-0.019345,1.0,1.0,3.0,0.05506,0.209821,-0.019345,1.0,1.0,3.0
train,2026-03-26,20260326,20260326_603881_02,603881,603881.SH,数据港,2,当天出现买点,当天无卖点,3,2,1,0,2026-03-26 16:12:28,44.88,44.88,0.0,0.0,49.19,41.67,72.37,76.52,29.1,4.2,49.3653,52.49,75.0,37.28,37.28,0.0,0,,1,0.001878,0.001878,0.0,0.0,0.0,,0.028165,0.028165,0.0,0.0,0.0,,-0.021996,0.039968,-0.021996,0.0,0.0,,0.06867,0.06867,-0.042918,1.0,0.0,,0.017167,0.128755,-0.042918,1.0,1.0,12.0
train,2026-03-27,20260327,20260327_002648_02,002648,002648.SZ,卫星化学,2,当天出现买点,当天无卖点,3,2,1,0,2026-03-27 16:12:48,64.39,64.39,0.0,100.0,49.13,40.75,96.85,97.36,29.21,5.55,65.7958,67.24,75.0,27.78,27.78,0.0,0,WATCH,1,0.028078,0.028078,0.0,0.0,0.0,,-0.027718,0.028078,-0.027718,0.0,0.0,,-0.039957,0.028078,-0.039957,0.0,0.0,,0.090353,0.090353,-0.039957,1.0,0.0,,0.00612,0.090353,-0.054716,1.0,0.0,
train,2026-03-27,20260327,20260327_002795_03,002795,002795.SZ,永和智控,3,当天出现买点,当天无卖点,2,3,1,0,2026-03-27 16:12:46,37.88,37.88,0.0,0.0,49.13,40.75,78.5,17.26,17.67,5.55,43.5654,54.95,75.0,7.81,7.81,0.0,0,,1,0.016645,0.016645,0.0,0.0,0.0,,0.023047,0.023047,0.0,0.0,0.0,,0.00128,0.03201,0.0,0.0,0.0,,0.039693,0.039693,-0.006402,0.0,0.0,,0.163892,0.163892,-0.006402,1.0,1.0,19.0
train,2026-03-27,20260327,20260327_002821_03,002821,002821.SZ,凯莱英,3,当天出现买点,当天无卖点,4,3,1,0,2026-03-27 16:11:35,49.8,49.8,0.0,0.0,49.13,90.16,87.04,67.88,21.52,7.3,59.0582,67.15,75.0,99.9,99.9,0.0,0,,1,0.008008,0.008008,0.0,0.0,0.0,,0.21972,0.21972,0.0,1.0,1.0,2.0,0.221822,0.267768,0.0,1.0,1.0,2.0,0.210811,0.267768,0.0,1.0,1.0,2.0,0.178378,0.267768,0.0,1.0,1.0,2.0
train,2026-03-27,20260327,20260327_300829_02,300829,300829.SZ,金丹科技,2,当天出现买点,当天无卖点,3,3,1,0,2026-03-27 16:10:27,64.25,64.25,0.0,100.0,49.13,91.35,94.14,80.91,20.41,7.2,65.8252,71.77,75.0,21.04,21.04,0.0,0,WATCH,1,-0.010932,0.0,-0.010932,0.0,0.0,,-0.057985,0.0,-0.064163,0.0,0.0,,-0.149715,0.0,-0.149715,0.0,0.0,,-0.10884,0.0,-0.149715,0.0,0.0,,-0.13403,0.0,-0.157319,0.0,0.0,
train,2026-03-27,20260327,20260327_600230_02,600230,600230.SH,沧州大化,2,当天出现买点,当天无卖点,2,2,1,0,2026-03-27 16:11:27,37.35,37.35,0.0,0.0,49.13,83.23,1.69,92.58,24.5,6.15,52.6545,47.43,75.0,18.26,18.26,0.0,0,,1,0.045455,0.045455,0.0,0.0,0.0,,0.040526,0.045455,0.0,0.0,0.0,,0.013691,0.045455,0.0,0.0,0.0,,0.08598,0.134721,0.0,1.0,1.0,6.0,0.035597,0.134721,0.0,1.0,1.0,6.0
train,2026-03-27,20260327,20260327_600748_02,600748,600748.SH,上实发展,2,当天出现买点,当天无卖点,3,2,1,0,2026-03-27 16:15:25,30.86,50.86,20.0,0.0,98.97,98.63,87.36,6.47,8.04,7.5,52.1965,57.73,75.0,5.37,5.37,0.0,1,,1,-0.027933,0.0,-0.027933,0.0,0.0,,-0.050279,0.0,-0.050279,0.0,0.0,,-0.126629,0.0,-0.126629,0.0,0.0,,-0.042831,0.0,-0.126629,0.0,0.0,,0.005587,0.020484,-0.126629,0.0,0.0,
train,2026-03-27,20260327,20260327_603061_02,603061,603061.SH,金海通,2,当天出现买点,当天无卖点,1,1,1,0,2026-03-27 16:11:09,45.21,45.21,0.0,0.0,49.13,82.02,71.85,58.11,23.64,7.75,58.2278,65.32,75.0,258.79,258.79,0.0,0,,1,0.100004,0.100004,0.0,1.0,1.0,1.0,0.07763,0.100004,0.0,1.0,1.0,1.0,0.017505,0.100004,0.0,1.0,1.0,1.0,0.187836,0.217899,0.0,1.0,1.0,1.0,-0.320285,0.306619,-0.359069,1.0,1.0,1.0
train,2026-03-27,20260327,20260327_603880_02,603880,603880.SH,南卫股份,2,当天出现买点,当天无卖点,5,4,1,0,2026-03-27 16:12:46,52.66,52.66,0.0,100.0,49.13,40.75,91.24,63.95,8.41,5.45,37.5898,57.29,75.0,7.18,7.18,0.0,0,,1,0.006964,0.006964,0.0,0.0,0.0,,-0.022284,0.006964,-0.022284,0.0,0.0,,-0.103064,0.006964,-0.103064,0.0,0.0,,-0.083565,0.006964,-0.103064,0.0,0.0,,-0.089136,0.006964,-0.122563,0.0,0.0,
train,2026-03-30,20260330,20260330_000858_02,000858,000858.SZ,五粮液,2,当天出现买点,当天无卖点,3,2,1,0,2026-03-30 16:12:46,46.8,46.8,0.0,0.0,48.97,81.3,81.72,29.34,28.15,6.55,64.5732,65.02,75.0,103.46,103.46,0.0,0,,1,-0.001836,0.0,-0.001836,0.0,0.0,,0.014885,0.014885,-0.001836,0.0,0.0,,-0.003383,0.014885,-0.003383,0.0,0.0,,-0.00348,0.014885,-0.013435,0.0,0.0,,-0.03151,0.014885,-0.03151,0.0,0.0,
train,2026-03-30,20260330,20260330_000868_02,000868,000868.SZ,安凯客车,2,当天出现买点,当天无卖点,3,2,1,0,2026-03-30 16:12:30,34.86,34.86,0.0,0.0,48.97,33.87,72.24,11.46,4.19,6.25,37.7003,54.19,75.0,4.61,4.61,0.0,0,,1,0.0,0.0,0.0,0.0,0.0,,-0.019523,0.0,-0.019523,0.0,0.0,,-0.032538,0.0,-0.047722,0.0,0.0,,-0.034707,0.0,-0.047722,0.0,0.0,,-0.030369,0.0,-0.067245,0.0,0.0,
train,2026-03-30,20260330,20260330_002204_02,002204,002204.SZ,大连重工,2,当天出现买点,当天无卖点,2,3,1,0,2026-03-30 16:13:04,35.51,35.51,0.0,0.0,48.97,33.87,37.09,83.59,19.37,7.05,52.9452,55.22,75.0,6.63,6.63,0.0,0,,1,0.001508,0.001508,0.0,0.0,0.0,,-0.006033,0.016591,-0.006033,0.0,0.0,,0.003017,0.016591,-0.00905,0.0,0.0,,0.0181,0.051282,-0.00905,1.0,0.0,,0.039216,0.051282,-0.00905,1.0,0.0,
train,2026-03-30,20260330,20260330_002306_03,002306,002306.SZ,*ST云网,3,当天出现买点,当天无卖点,3,3,1,0,2026-03-30 16:14:56,19.76,44.76,25.0,0.0,48.97,99.06,51.63,80.78,5.08,6.35,37.4412,49.07,75.0,2.3,2.3,0.0,0,,1,-0.013043,0.0,-0.013043,0.0,0.0,,0.056522,0.056522,-0.013043,1.0,0.0,,0.056522,0.056522,-0.013043,1.0,0.0,,0.047826,0.104348,-0.013043,1.0,1.0,7.0,0.056522,0.104348,-0.013043,1.0,1.0,7.0
train,2026-03-30,20260330,20260330_002940_01,002940,002940.SZ,昂利康,1,当天出现买点,当天无卖点,1,1,1,0,2026-03-30 16:16:14,42.74,42.74,0.0,0.0,48.97,95.51,83.72,14.87,14.86,7.1,52.8724,63.44,75.0,31.29,31.29,0.0,0,,1,0.013423,0.013423,0.0,0.0,0.0,,0.166187,0.166187,0.0,1.0,1.0,2.0,0.078939,0.166187,0.0,1.0,1.0,2.0,-0.026526,0.166187,-0.045382,1.0,1.0,2.0,0.129754,0.275168,-0.045382,1.0,1.0,2.0
train,2026-03-30,20260330,20260330_300149_04,300149,300149.SZ,睿智医药,4,当天出现买点,当天无卖点,4,3,1,0,2026-03-30 16:16:31,39.51,39.51,0.0,0.0,48.97,75.56,81.5,15.07,11.52,6.85,45.8388,60.11,75.0,10.36,10.36,0.0,0,,1,-0.000965,0.0,-0.000965,0.0,0.0,,0.22973,0.22973,-0.000965,1.0,1.0,2.0,0.125483,0.22973,-0.000965,1.0,1.0,2.0,0.085907,0.22973,-0.000965,1.0,1.0,2.0,0.023166,0.22973,-0.000965,1.0,1.0,2.0
train,2026-03-30,20260330,20260330_300212_01,300212,300212.SZ,易华录,1,当天出现买点,当天无卖点,2,1,1,0,2026-03-30 16:10:17,47.07,47.07,0.0,0.0,48.97,92.45,82.82,60.18,21.23,7.5,35.8607,60.9,75.0,12.06,12.06,0.0,0,,1,-0.052239,0.0,-0.052239,0.0,0.0,,-0.109453,0.0,-0.109453,0.0,0.0,,-0.30597,0.0,-0.30597,0.0,0.0,,-0.301824,0.0,-0.343284,0.0,0.0,,-0.320896,0.0,-0.361526,0.0,0.0,
train,2026-03-30,20260330,20260330_300807_02,300807,300807.SZ,天迈科技,2,当天出现买点,当天无卖点,2,2,1,0,2026-03-30 16:13:12,37.28,37.28,0.0,0.0,48.97,33.87,67.75,48.59,5.96,7.0,43.7875,57.65,75.0,51.25,51.25,0.0,0,,1,-0.010341,0.0,-0.010341,0.0,0.0,,0.011902,0.011902,-0.010341,0.0,0.0,,-0.009951,0.011902,-0.017561,0.0,0.0,,0.012683,0.030634,-0.017561,0.0,0.0,,,,,,,
train,2026-03-30,20260330,20260330_600039_02,600039,600039.SH,四川路桥,2,当天出现买点,当天无卖点,2,2,1,0,2026-03-30 16:16:14,50.84,50.84,0.0,0.0,48.97,86.25,80.31,79.12,18.37,6.85,56.7351,64.35,75.0,10.1,10.1,0.0,0,,1,-0.00297,0.0,-0.00297,0.0,0.0,,-0.049505,0.0,-0.063366,0.0,0.0,,-0.060396,0.0,-0.063366,0.0,0.0,,-0.066337,0.0,-0.085149,0.0,0.0,,-0.106931,0.0,-0.106931,0.0,0.0,
