event_uid,event_date,symbol,ts_code,rel_ret_d0,rel_ret_d1,rel_ret_d2,rel_ret_d3,rel_ret_d4,rel_ret_d5,rel_ret_d6,rel_ret_d7,rel_ret_d8,rel_ret_d9,rel_ret_d10,rel_ret_d11,rel_ret_d12,rel_ret_d13,rel_ret_d14,rel_ret_d15,rel_ret_d16,rel_ret_d17,rel_ret_d18,rel_ret_d19,rel_ret_d20
20260213_002908_02,2026-02-13,002908,002908.SZ,0.0,0.00679,0.00097,-0.008729,0.008729,-0.038797,-0.086324,-0.092144,-0.072745,-0.052376,-0.054316,-0.043647,-0.047527,-0.058196,-0.075655,-0.064016,-0.082444,-0.053346,-0.071775,-0.116392,-0.167798
20260213_300055_02,2026-02-13,300055,300055.SZ,0.0,0.055294,0.063529,0.051765,0.067059,0.104706,0.170588,0.177647,0.214118,0.264706,0.3,0.301176,0.275294,0.262353,0.263529,0.223529,0.201176,0.190588,0.164706,0.110588,0.058824
20260213_300149_03,2026-02-13,300149,300149.SZ,0.0,-0.006369,-0.016379,-0.029117,-0.016379,-0.058235,-0.093722,-0.104641,-0.071884,-0.052775,-0.076433,-0.046406,-0.060965,-0.080073,-0.077343,-0.071884,-0.081893,-0.069154,-0.097361,-0.124659,-0.171975
20260213_300285_01,2026-02-13,300285,300285.SZ,0.0,0.084839,0.138387,0.180645,0.234194,0.242258,0.170968,0.136129,0.145484,0.145484,0.110645,0.233548,0.280968,0.239355,0.225161,0.206129,0.158065,0.172581,0.11,0.056129,-0.006452
20260213_300444_02,2026-02-13,300444,300444.SZ,0.0,0.074125,0.07138,0.129032,0.130405,0.091283,0.040494,0.158545,0.216884,0.211393,0.246397,0.209334,0.188744,0.156486,0.12011,0.113933,0.092656,0.10501,0.02814,-0.023336,-0.042553
20260213_300469_02,2026-02-13,300469,300469.SZ,0.0,-0.000859,0.011448,-0.008157,-0.003291,-0.053091,-0.117201,-0.116915,-0.100458,-0.08257,-0.116915,0.027333,0.028764,0.046222,0.044791,0.051088,0.061963,0.03506,-0.034058,-0.088724,-0.157413
20260213_300491_01,2026-02-13,300491,300491.SZ,0.0,0.0185,0.024304,0.046066,0.039174,0.034824,-0.059482,-0.042074,-0.003627,0.064201,0.055136,0.08016,0.117157,0.078709,0.036635,0.03337,-0.042074,-0.030828,-0.063109,-0.08596,-0.111353
20260213_300564_01,2026-02-13,300564,300564.SZ,0.0,0.014366,0.010618,0.009994,0.021237,-0.001874,-0.033729,-0.056215,-0.031855,0.028107,0.005621,0.030606,0.021237,0.006246,0.015615,-0.000625,-0.029357,-0.000625,-0.039975,-0.090568,-0.149906
20260213_300682_02,2026-02-13,300682,300682.SZ,0.0,0.001144,0.02916,0.086335,0.090909,0.028588,-0.005146,-0.013722,0.03259,0.065752,0.088622,0.099485,0.099485,0.120069,0.057747,0.034877,0.02916,0.04231,0.046312,-0.002859,-0.081189
20260213_300713_01,2026-02-13,300713,300713.SZ,0.0,0.026982,0.004956,0.017621,0.028084,0.013216,0.006608,0.06663,0.067731,0.063326,0.071035,0.10022,0.086454,0.071035,0.045154,0.029185,-0.021476,-0.007159,-0.039648,-0.088106,-0.161344
20260213_300735_01,2026-02-13,300735,300735.SZ,0.0,0.022459,0.026399,0.044917,0.042553,0.016548,-0.048069,-0.079984,-0.059496,-0.059102,-0.078014,-0.062254,-0.065406,-0.091805,-0.098503,-0.092199,-0.112293,-0.100079,-0.124901,-0.144602,-0.190701
20260213_300767_01,2026-02-13,300767,300767.SZ,0.0,-0.011396,-0.014245,-0.016144,-0.018993,-0.034663,-0.087844,-0.075973,-0.033238,-0.021842,-0.023742,0.008547,0.020418,0.003324,-0.025641,-0.018993,-0.035138,-0.009972,-0.01472,-0.054606,-0.116334
20260213_301227_01,2026-02-13,301227,301227.SZ,0.0,-0.006596,-0.038786,-0.061741,-0.057784,-0.06438,-0.087335,-0.104749,-0.1,-0.023483,0.00686,0.020053,0.007916,-0.003958,-0.010554,-0.022164,-0.000792,0.069657,0.025594,0.059103,-0.059367
20260213_600009_01,2026-02-13,600009,600009.SH,0.0,-0.00065,-0.004228,-0.008455,-0.007805,-0.025691,-0.026992,-0.046179,-0.044553,-0.034472,-0.052683,-0.043902,-0.046179,-0.044878,-0.04813,-0.044228,-0.040976,-0.046179,-0.054309,-0.068618,-0.109919
20260213_600518_03,2026-02-13,600518,600518.SH,0.0,0.010582,0.021164,0.010582,0.021164,0.005291,-0.005291,-0.015873,-0.015873,-0.005291,-0.010582,-0.005291,-0.010582,0.0,-0.005291,-0.010582,-0.005291,-0.010582,-0.026455,-0.05291,-0.100529
20260213_600523_03,2026-02-13,600523,600523.SH,0.0,0.011681,0.008436,0.028553,0.038287,0.028553,-0.031798,-0.029202,-0.029202,-0.01233,-0.038287,-0.011032,-0.024659,-0.041531,-0.051265,-0.03634,-0.052563,-0.026606,-0.065542,-0.09085,-0.14536
20260213_600550_01,2026-02-13,600550,600550.SH,0.0,0.100132,0.146245,0.170619,0.151515,0.140975,0.0639,0.146245,0.253623,0.232543,0.251647,0.237154,0.211462,0.176548,0.129117,0.106719,0.114625,0.123847,0.070487,0.025692,0.017787
20260213_600563_01,2026-02-13,600563,600563.SH,0.0,0.02559,0.039196,0.065057,0.049649,0.075599,0.035772,0.027753,0.03361,0.061903,0.039557,0.055145,0.071454,0.090737,0.061903,0.066949,0.036223,0.121553,0.107947,0.122725,0.081546
20260213_600756_01,2026-02-13,600756,600756.SH,0.0,-0.028444,-0.034021,-0.045733,-0.027328,-0.076966,-0.11768,-0.121584,-0.110429,-0.102621,-0.092582,-0.086447,-0.093698,-0.105968,-0.016732,-0.034021,0.012828,0.031233,0.009481,-0.047407,-0.021194
20260213_601139_01,2026-02-13,601139,601139.SH,0.0,0.014859,0.022288,0.023774,0.034175,0.062407,0.169391,0.084695,0.041605,0.047548,0.074294,0.060921,0.07578,0.163447,0.136701,0.112927,0.080238,0.071322,0.123328,0.170877,0.1263
20260213_601877_01,2026-02-13,601877,601877.SH,0.0,0.016906,0.021372,0.038915,0.053907,0.071451,0.030941,0.042743,0.078788,0.132376,0.245614,0.279107,0.312919,0.304625,0.222648,0.147687,0.111324,0.133014,0.093461,0.118022,0.107815
20260213_603005_02,2026-02-13,603005,603005.SH,0.0,0.079114,0.067089,0.114557,0.078797,0.046519,-0.016772,-0.000633,0.027532,0.001266,-0.016772,0.002215,-0.015823,-0.033544,-0.041772,-0.030063,-0.074051,-0.044304,-0.078165,-0.110127,-0.150949
20260213_603168_01,2026-02-13,603168,603168.SH,0.0,0.025745,0.02439,0.012195,0.017615,-0.03252,-0.058266,-0.067751,-0.054201,-0.0271,-0.031165,-0.012195,-0.023035,-0.033875,-0.01897,-0.02981,-0.039295,0.056911,0.012195,-0.067751,-0.147696
20260213_603601_02,2026-02-13,603601,603601.SH,0.0,0.100372,0.210037,0.229554,0.217472,0.187732,0.068773,0.068773,0.083643,0.092937,0.065056,0.14777,0.157063,0.159851,0.078996,0.071561,-0.005576,0.093866,0.115242,0.042751,-0.005576
20260213_603602_01,2026-02-13,603602,603602.SH,0.0,-0.01871,-0.03871,-0.033548,-0.034194,-0.069032,-0.114839,-0.114839,-0.101935,-0.089032,-0.087097,-0.075484,-0.092258,-0.093548,-0.113548,-0.101935,-0.12129,-0.097419,-0.111613,-0.146452,-0.197419
20260213_603989_03,2026-02-13,603989,603989.SH,0.0,0.037684,0.051338,0.078099,0.048061,0.044784,0.040961,0.030038,0.031131,0.028946,-0.0071,0.028946,0.028946,-0.001638,-0.004369,0.009285,-0.047515,-0.008738,-0.044238,-0.067723,-0.146368
20260213_688099_01,2026-02-13,688099,688099.SH,0.0,0.018456,0.012304,0.030653,0.007637,-0.023547,-0.081884,-0.087293,-0.07011,-0.034578,-0.061307,-0.048685,-0.072444,-0.049958,-0.033941,-0.016653,-0.043594,-0.024608,-0.064701,-0.098112,-0.135554
20260213_688231_02,2026-02-13,688231,688231.SH,0.0,0.035737,0.043574,0.158621,0.176803,0.109091,0.012853,0.00815,0.021944,0.054232,0.078997,0.134169,0.111285,0.073041,0.057994,0.069906,0.055799,0.070846,-0.055486,-0.029154,-0.06395
20260224_000012_03,2026-02-24,000012,000012.SZ,0.0,0.099788,0.070064,0.067941,0.046709,0.025478,0.014862,0.021231,0.027601,0.027601,0.031847,0.048832,0.048832,0.03397,0.023355,0.021231,0.006369,-0.016985,-0.03397,-0.070064,-0.055202
20260224_000519_01,2026-02-24,000519,000519.SZ,0.0,0.004573,0.016768,0.030488,0.077744,0.007622,0.051321,0.038618,0.015752,-0.013211,-0.003049,-0.005589,-0.036077,-0.071138,-0.07622,-0.103659,-0.104675,-0.132114,-0.14939,-0.202744,-0.15498
20260224_001299_02,2026-02-24,001299,001299.SZ,0.0,0.002947,0.002209,0.016213,0.036106,0.140013,0.058214,0.034635,0.012528,0.007366,0.014737,0.037583,0.03095,0.028741,0.010313,-0.00958,0.001471,0.026526,-0.014004,-0.0678,-0.025793
20260224_002035_02,2026-02-24,002035,002035.SZ,0.0,0.0032,0.008,0.0144,0.0032,-0.0128,-0.0352,-0.032,-0.0192,-0.0208,-0.0144,-0.0096,-0.0128,0.0032,-0.0064,-0.0048,-0.008,-0.0128,-0.0272,-0.0832,-0.032
20260224_002185_01,2026-02-24,002185,002185.SZ,0.0,0.002732,0.032787,0.036885,0.004781,-0.034836,-0.036885,-0.027322,-0.043033,-0.060109,-0.032104,-0.038251,-0.049863,-0.067623,-0.040301,-0.078552,-0.048497,-0.075137,-0.112022,-0.16735,-0.157104
20260224_002306_02,2026-02-24,002306,002306.SZ,0.0,0.036199,0.085973,0.095023,0.131222,0.095023,0.067873,0.108597,0.058824,0.004525,0.00905,0.022624,0.027149,0.045249,0.045249,0.004525,0.004525,-0.0181,-0.045249,-0.054299,-0.031674
20260224_002328_01,2026-02-24,002328,002328.SZ,0.0,0.007003,0.022409,0.012605,-0.022409,-0.07423,-0.072829,-0.046218,-0.02381,-0.042017,-0.018207,0.026611,0.0,-0.015406,-0.026611,-0.057423,-0.039216,-0.070028,-0.032213,-0.106443,-0.095238
20260224_002430_01,2026-02-24,002430,002430.SZ,0.0,-0.006748,-0.009509,-0.00184,0.024233,0.000307,-0.004601,-0.031902,-0.027607,-0.044479,-0.057362,-0.069018,-0.047239,-0.028528,-0.075153,-0.116564,-0.127914,-0.119939,-0.148466,-0.10184,-0.148466
20260224_002458_01,2026-02-24,002458,002458.SZ,0.0,-0.001026,0.015385,0.031795,0.014359,0.003077,0.005128,-0.014359,0.018462,0.004103,0.012308,0.012308,0.020513,0.014359,0.036923,0.012308,-0.019487,-0.018462,-0.019487,-0.078974,-0.061538
20260224_002559_01,2026-02-24,002559,002559.SZ,0.0,-0.001885,0.010368,0.00377,-0.032988,-0.096136,-0.102733,-0.013195,-0.040528,-0.050895,-0.024505,0.00377,-0.024505,-0.03393,-0.025448,-0.06032,-0.00754,-0.021678,-0.054665,-0.130066,-0.102733
20260224_002628_01,2026-02-24,002628,002628.SZ,0.0,0.017094,0.023504,0.126068,0.190171,0.17735,0.162393,0.141026,0.179487,0.173077,0.181624,0.173077,0.130342,0.108974,0.123932,0.098291,0.119658,0.064103,0.051282,0.0,0.064103
20260224_002756_01,2026-02-24,002756,002756.SZ,0.0,0.034301,0.07078,0.177858,0.189292,0.194374,0.155172,0.246824,0.250091,0.255898,0.272777,0.347913,0.299274,0.266969,0.226679,0.194918,0.152269,0.056624,0.117967,0.161525,0.262069
20260224_300001_01,2026-02-24,300001,300001.SZ,0.0,-0.001745,0.028272,0.053752,0.062478,0.038045,0.051309,0.082723,0.15637,0.127749,0.125305,0.160558,0.1274,0.076789,0.065969,0.035253,0.048517,0.007679,0.001396,-0.042583,-0.017452
20260224_300024_02,2026-02-24,300024,300024.SZ,0.0,-0.003348,-0.020089,-0.023438,-0.051897,-0.099888,-0.093192,-0.087612,-0.082031,-0.085379,-0.073661,-0.079241,-0.09096,-0.080357,-0.069196,-0.073661,-0.079241,-0.099888,-0.135045,-0.179129,-0.16183
20260224_300084_02,2026-02-24,300084,300084.SZ,0.0,-0.005272,-0.026362,-0.014938,0.181898,0.246046,0.102812,0.113357,0.043937,0.049209,0.019332,0.017575,-0.027241,-0.050967,-0.003515,-0.009666,0.012302,0.003515,-0.075571,-0.115114,-0.101933
20260224_300175_01,2026-02-24,300175,300175.SZ,0.0,0.018519,0.009259,0.04321,0.03858,-0.010802,0.006173,0.012346,0.021605,0.032407,0.040123,0.032407,0.0,0.003086,0.010802,-0.012346,0.0,-0.024691,-0.055556,-0.112654,-0.084877
20260224_300285_02,2026-02-24,300285,300285.SZ,0.0,0.049361,0.088314,0.137675,0.145109,0.079393,0.047279,0.055902,0.055902,0.023788,0.13708,0.180791,0.142432,0.129349,0.111805,0.067499,0.08088,0.023194,-0.026464,-0.084151,-0.069283
20260224_300444_03,2026-02-24,300444,300444.SZ,0.0,-0.002556,0.051118,0.052396,0.015974,-0.03131,0.078594,0.132907,0.127796,0.160383,0.125879,0.106709,0.076677,0.042812,0.037061,0.017252,0.028754,-0.042812,-0.090735,-0.108626,-0.086262
20260224_300491_02,2026-02-24,300491,300491.SZ,0.0,0.005699,0.027065,0.020298,0.016027,-0.076566,-0.059474,-0.021725,0.044871,0.03597,0.060539,0.096864,0.059116,0.017806,0.0146,-0.059474,-0.048432,-0.080127,-0.102563,-0.127494,-0.134258
20260224_300693_01,2026-02-24,300693,300693.SZ,0.0,0.005858,0.019868,0.069791,0.171931,0.133979,0.144931,0.166836,0.177025,0.196383,0.246052,0.279929,0.279929,0.217015,0.202241,0.130922,0.146969,0.122262,0.184412,0.125318,0.128375
20260224_301107_01,2026-02-24,301107,301107.SZ,0.0,-0.014763,0.020539,0.02086,-0.030809,-0.068678,-0.069961,-0.046213,-0.005456,0.004814,0.032413,0.050706,0.011553,-0.013158,-0.025032,-0.059692,-0.027279,-0.063543,-0.103979,-0.164955,-0.134146
20260224_301287_02,2026-02-24,301287,301287.SZ,0.0,-0.009456,-0.010531,-0.031593,-0.044917,-0.078444,-0.090264,-0.082742,-0.059102,-0.07522,-0.03804,-0.052009,-0.074361,-0.077584,-0.059317,-0.0879,-0.065334,-0.097142,-0.115409,-0.182033,-0.131743
20260224_600098_01,2026-02-24,600098,600098.SH,0.0,0.008475,0.019774,0.042373,0.09322,0.083333,0.077684,0.087571,0.080508,0.080508,0.083333,0.105932,0.137006,0.111582,0.084746,0.070621,0.077684,0.077684,0.081921,0.04096,0.070621
20260224_600148_01,2026-02-24,600148,600148.SH,0.0,-0.000947,0.000474,-0.013264,-0.053529,-0.0919,-0.102321,-0.085741,-0.06253,-0.086689,-0.06253,-0.08432,-0.095689,-0.099953,-0.096163,-0.112743,-0.092847,-0.120322,-0.144481,-0.202748,-0.149218
20260224_600157_01,2026-02-24,600157,600157.SH,0.0,0.029762,0.017857,0.089286,0.136905,0.095238,0.095238,0.089286,0.107143,0.125,0.10119,0.166667,0.208333,0.154762,0.136905,0.113095,0.107143,0.107143,0.10119,0.10119,0.125
20260224_600230_01,2026-02-24,600230,600230.SH,0.0,0.100187,0.053839,0.159176,0.241573,0.155431,0.132022,0.101592,0.180243,0.125936,0.100655,0.142322,0.095974,-0.006554,-0.066011,-0.089419,-0.097846,-0.171816,-0.198502,-0.218165,-0.185393
20260224_600435_01,2026-02-24,600435,600435.SH,0.0,0.008163,0.005248,0.0,0.100292,0.033236,0.085714,0.073469,0.040816,0.012828,0.008746,-0.023324,-0.046064,-0.061808,-0.055977,-0.090962,-0.083382,-0.116618,-0.146939,-0.197085,-0.150437
20260224_600550_02,2026-02-24,600550,600550.SH,0.0,0.041916,0.064072,0.046707,0.037126,-0.032934,0.041916,0.139521,0.120359,0.137725,0.124551,0.101198,0.069461,0.026347,0.005988,0.013174,0.021557,-0.026946,-0.067665,-0.07485,-0.05509
20260224_600724_01,2026-02-24,600724,600724.SH,0.0,-0.011252,-0.021097,-0.028129,-0.07173,-0.074543,-0.108298,-0.085795,-0.078762,-0.075949,-0.075949,-0.064698,-0.075949,-0.082982,-0.101266,-0.118143,-0.118143,-0.149086,-0.171589,-0.229255,-0.194093
20260224_603601_03,2026-02-24,603601,603601.SH,0.0,0.099662,0.117399,0.106419,0.079392,-0.028716,-0.028716,-0.015203,-0.006757,-0.032095,0.043074,0.05152,0.054054,-0.019426,-0.026182,-0.096284,-0.005912,0.013514,-0.052365,-0.096284,-0.061655
20260224_605001_01,2026-02-24,605001,605001.SH,0.0,-0.017986,-0.010791,-0.023981,-0.05036,-0.07554,-0.083933,-0.058753,-0.029976,-0.041966,-0.007194,-0.013189,-0.021583,-0.023981,-0.021583,-0.040767,-0.034772,-0.065947,-0.105516,-0.179856,-0.139089
20260224_605177_02,2026-02-24,605177,605177.SH,0.0,0.029148,0.03722,0.0287,-0.000897,-0.035426,-0.041256,-0.027803,0.029148,0.004036,0.019731,0.00583,0.006726,0.013453,0.009865,-0.013901,0.018834,-0.049776,-0.084753,-0.140359,-0.093274
20260224_688721_01,2026-02-24,688721,688721.SH,0.0,0.018367,0.046939,0.010204,-0.022041,-0.115102,-0.115306,-0.098367,-0.102857,-0.112041,-0.088163,-0.09551,-0.107551,-0.117347,-0.09449,-0.119184,-0.112857,-0.138776,-0.160204,-0.208163,-0.182041
20260225_000025_01,2026-02-25,000025,000025.SZ,0.0,-0.014009,-0.016703,-0.024784,-0.054957,-0.0625,-0.0625,-0.059806,-0.072198,-0.058728,-0.061961,-0.074892,-0.084052,-0.078125,-0.088362,-0.086207,-0.110991,-0.131466,-0.173491,-0.144397,-0.135237
20260225_000723_02,2026-02-25,000723,000723.SZ,0.0,-0.009862,0.033531,0.043393,0.086785,0.033531,0.053254,0.045365,0.067061,0.04142,0.067061,0.080868,0.078895,0.065089,0.092702,0.04931,0.039448,-0.005917,-0.027613,0.005917,0.001972
20260225_000791_01,2026-02-25,000791,000791.SZ,0.0,0.039244,0.12064,0.193314,0.156977,0.162791,0.180233,0.235465,0.228198,0.204942,0.231105,0.292151,0.213663,0.172965,0.159884,0.177326,0.193314,0.235465,0.180233,0.222384,0.344477
20260225_000932_01,2026-02-25,000932,000932.SZ,0.0,0.034321,0.046802,0.059282,0.026521,0.0,-0.00156,-0.00156,-0.034321,-0.042122,-0.040562,-0.014041,-0.037441,-0.087363,-0.085803,-0.109204,-0.160686,-0.182527,-0.229329,-0.204368,-0.179407
20260225_002086_03,2026-02-25,002086,002086.SZ,0.0,0.021552,0.012931,-0.017241,-0.034483,-0.034483,-0.038793,0.0,-0.008621,-0.008621,-0.021552,-0.025862,-0.021552,0.077586,0.086207,0.051724,-0.008621,-0.047414,-0.116379,-0.086207,-0.068966
20260225_002128_02,2026-02-25,002128,002128.SZ,0.0,-0.006492,0.049213,0.113467,0.112441,0.125087,0.157553,0.137046,0.137046,0.086478,0.109847,0.167761,0.138296,0.11425,0.06548,0.040756,0.001131,-0.009029,-0.00869,0.004179,0.021791
20260225_002131_01,2026-02-25,002131,002131.SZ,0.0,0.0,0.031049,-0.024625,-0.120985,-0.109208,-0.082441,-0.071734,-0.078158,-0.082441,-0.110278,-0.141328,-0.172377,-0.162741,-0.168094,-0.146681,-0.17666,-0.215203,-0.232334,-0.205567,-0.174518
20260225_002167_01,2026-02-25,002167,002167.SZ,0.0,-0.006316,0.093333,0.087018,0.025263,0.127719,0.08,0.062456,0.06386,0.038596,0.024561,0.015439,-0.021053,-0.025263,-0.057544,-0.052632,-0.105263,-0.121404,-0.176842,-0.155789,-0.141754
20260225_002195_02,2026-02-25,002195,002195.SZ,0.0,0.03122,0.047304,0.017975,-0.083254,-0.080416,0.011353,0.017975,0.007569,-0.00473,0.013245,-0.025544,-0.011353,-0.016083,-0.052034,-0.04825,-0.072848,-0.115421,-0.172185,-0.131504,-0.128666
20260225_002204_01,2026-02-25,002204,002204.SZ,0.0,0.002656,0.002656,-0.010624,-0.070385,-0.082337,-0.057105,-0.041169,-0.054449,-0.050465,-0.055777,-0.055777,-0.034529,-0.055777,-0.073041,-0.088977,-0.112882,-0.12749,-0.171315,-0.143426,-0.126162
20260225_002239_01,2026-02-25,002239,002239.SZ,0.0,0.003049,0.006098,-0.033537,-0.073171,-0.079268,-0.054878,-0.021341,-0.030488,-0.027439,-0.012195,-0.015244,-0.027439,-0.027439,-0.036585,-0.042683,-0.060976,-0.079268,-0.134146,-0.109756,-0.07622
20260225_002573_03,2026-02-25,002573,002573.SZ,0.0,0.015306,0.02551,0.020408,0.028061,-0.002551,0.010204,0.035714,0.048469,0.043367,0.061224,0.053571,0.048469,0.040816,0.030612,0.030612,0.012755,-0.002551,-0.07398,-0.033163,-0.005102
20260225_002648_01,2026-02-25,002648,002648.SZ,0.0,-0.011097,-0.002134,0.054204,0.015792,0.009816,0.043961,0.148528,0.182245,0.108408,0.192061,0.241997,0.205719,0.152796,0.109262,0.112249,0.128895,0.09475,0.095604,0.110542,0.098592
20260225_002669_02,2026-02-25,002669,002669.SZ,0.0,0.012533,0.005937,-0.023087,-0.093008,-0.096306,-0.084433,-0.076517,-0.093668,-0.073219,-0.077836,-0.079815,0.012533,-0.031662,-0.077177,-0.077177,-0.129288,-0.158311,-0.226253,-0.192612,-0.17876
20260225_002747_01,2026-02-25,002747,002747.SZ,0.0,-0.009496,-0.019405,-0.059455,-0.102395,-0.110239,-0.092073,-0.082164,-0.096614,-0.077622,-0.077209,-0.091247,-0.094137,-0.094137,-0.099092,-0.103633,-0.132948,-0.156895,-0.18332,-0.173823,-0.162675
20260225_003025_01,2026-02-25,003025,003025.SZ,0.0,0.018293,0.010163,-0.016938,-0.051491,-0.044038,-0.00813,0.018293,0.015583,0.039973,0.041328,0.018293,0.02168,0.031843,-0.004065,0.02981,0.0271,0.0,-0.098916,-0.081301,-0.071816
20260225_300180_01,2026-02-25,300180,300180.SZ,0.0,-0.005797,0.005797,-0.030435,-0.047826,-0.052174,-0.024638,-0.001449,-0.014493,0.001449,0.002899,0.03913,-0.017391,0.013043,-0.008696,-0.023188,-0.034783,-0.07971,-0.131884,-0.113043,-0.104348
20260225_300322_01,2026-02-25,300322,300322.SZ,0.0,0.01306,0.001059,-0.024709,-0.057889,-0.034239,-0.000353,-0.001765,-0.040946,0.021885,0.039534,-0.002118,-0.010942,0.000706,-0.064243,-0.042005,-0.069538,-0.143311,-0.182845,-0.165196,-0.152489
20260225_300346_01,2026-02-25,300346,300346.SZ,0.0,-0.007989,-0.011636,-0.038729,-0.111844,-0.115144,-0.092393,-0.10455,-0.126954,-0.105245,-0.113234,-0.122959,-0.125043,-0.1405,-0.175061,-0.160646,-0.181313,-0.190344,-0.232372,-0.220215,-0.195728
20260225_300355_01,2026-02-25,300355,300355.SZ,0.0,0.059666,0.050119,0.019093,0.002387,0.038186,0.023866,0.026253,0.016706,0.01432,0.026253,0.00716,-0.004773,-0.009547,-0.02148,-0.031026,-0.047733,-0.069212,-0.136038,-0.100239,-0.093079
20260225_300569_03,2026-02-25,300569,300569.SZ,0.0,0.034921,0.038095,0.011111,0.004762,0.004762,0.038095,0.049206,0.063492,0.074603,0.106349,0.119048,0.236508,0.32381,0.277778,0.212698,0.219048,0.184127,0.133333,0.17619,0.192063
20260225_300618_01,2026-02-25,300618,300618.SZ,0.0,-0.026792,0.021509,-0.004151,-0.06566,-0.065849,-0.07434,-0.09,-0.093774,-0.082453,-0.086226,-0.103208,-0.09434,-0.121698,-0.15283,-0.158113,-0.202075,-0.20283,-0.24566,-0.23,-0.210755
20260225_300705_01,2026-02-25,300705,300705.SZ,0.0,-0.007648,-0.013384,-0.04334,-0.054175,-0.073932,-0.06501,-0.04334,-0.049713,-0.04334,-0.0529,-0.063735,-0.061823,-0.060548,-0.063098,-0.054812,-0.075207,-0.098152,-0.154238,-0.133843,-0.134481
20260225_300769_02,2026-02-25,300769,300769.SZ,0.0,-0.019365,-0.014466,-0.011666,-0.033598,-0.037331,-0.028465,-0.012832,-0.014699,-0.005366,0.027765,0.048297,0.080728,0.077928,0.04643,0.040831,0.017965,0.045964,0.039431,0.054596,0.051097
20260225_300829_01,2026-02-25,300829,300829.SZ,0.0,0.0021,0.00105,-0.022572,0.018373,0.055118,0.097113,0.072441,0.070866,0.129134,0.119685,0.090814,0.069816,0.130709,0.103412,0.090814,0.092913,0.047244,0.022047,0.077165,0.088714
20260225_300995_01,2026-02-25,300995,300995.SZ,0.0,-0.002521,0.002018,-0.015633,-0.052195,-0.073625,-0.056984,-0.026728,-0.057236,-0.023702,-0.012608,-0.045384,-0.080938,-0.074633,-0.107666,-0.089007,-0.133635,-0.157589,-0.212809,-0.164902,-0.158345
20260225_600143_01,2026-02-25,600143,600143.SH,0.0,-0.007239,0.0,-0.029473,-0.081179,-0.087384,-0.065667,-0.064633,-0.063599,-0.047053,-0.062565,-0.054292,-0.078594,-0.093071,-0.115305,-0.114271,-0.154602,-0.17425,-0.09152,-0.113237,-0.117373
20260225_600268_01,2026-02-25,600268,600268.SH,0.0,0.032042,0.033532,0.050671,0.011177,0.038003,0.087183,0.106557,0.217586,0.201192,0.288376,0.23696,0.128167,0.117735,0.078241,0.093145,0.051416,0.029806,0.006706,0.039493,0.064083
20260225_600340_01,2026-02-25,600340,600340.SH,0.0,-0.045714,-0.028571,-0.074286,-0.12,-0.114286,-0.102857,-0.085714,-0.097143,-0.097143,-0.102857,-0.114286,-0.114286,-0.102857,-0.051429,-0.102857,-0.137143,-0.165714,-0.188571,-0.171429,-0.16
20260225_600497_01,2026-02-25,600497,600497.SH,0.0,0.028,0.103,0.122,0.02,0.023,0.002,-0.017,-0.031,-0.017,-0.003,-0.002,-0.012,-0.062,-0.094,-0.108,-0.183,-0.19,-0.246,-0.222,-0.205
20260225_600518_04,2026-02-25,600518,600518.SH,0.0,-0.010363,0.0,-0.015544,-0.025907,-0.036269,-0.036269,-0.025907,-0.031088,-0.025907,-0.031088,-0.020725,-0.025907,-0.031088,-0.025907,-0.031088,-0.046632,-0.072539,-0.119171,-0.103627,-0.082902
20260225_600675_02,2026-02-25,600675,600675.SH,0.0,-0.036789,-0.033445,-0.056856,-0.073579,-0.09699,-0.090301,-0.073579,-0.086957,-0.076923,-0.076923,-0.070234,-0.06689,-0.056856,-0.046823,-0.070234,-0.086957,-0.090301,-0.147157,-0.113712,-0.107023
20260225_601608_01,2026-02-25,601608,601608.SH,0.0,0.00885,0.001264,-0.012642,-0.070796,-0.08976,-0.072061,-0.077118,-0.109987,-0.087231,-0.08976,-0.107459,-0.102402,-0.150442,-0.169406,-0.17067,-0.199747,-0.213654,-0.25158,-0.223767,-0.21871
20260225_603030_02,2026-02-25,603030,603030.SH,0.0,-0.030717,-0.030717,-0.068259,-0.109215,-0.112628,-0.102389,-0.078498,-0.088737,-0.075085,-0.088737,-0.102389,-0.105802,-0.098976,-0.105802,-0.109215,-0.136519,-0.163823,-0.208191,-0.16041,-0.139932
20260225_603055_02,2026-02-25,603055,603055.SH,0.0,0.009109,-0.005061,-0.022267,-0.027328,-0.051619,-0.033401,-0.015182,0.004049,-0.007085,0.003036,0.040486,0.02834,0.065789,0.02834,0.010121,0.001012,-0.032389,-0.08502,-0.045547,-0.007085
20260225_603168_02,2026-02-25,603168,603168.SH,0.0,-0.011905,-0.006614,-0.055556,-0.080688,-0.089947,-0.07672,-0.050265,-0.054233,-0.035714,-0.046296,-0.056878,-0.042328,-0.05291,-0.062169,0.031746,-0.011905,-0.089947,-0.167989,-0.125661,-0.109788
20260225_603260_01,2026-02-25,603260,603260.SH,0.0,-0.02606,-0.024158,-0.035762,-0.06848,-0.083127,-0.086361,-0.072475,-0.090356,-0.087122,-0.071714,-0.070763,-0.067339,-0.058779,-0.084269,-0.089405,-0.129922,-0.151607,-0.19631,-0.194788,-0.193837
