event_uid,event_date,symbol,ts_code,rel_ret_d0,rel_ret_d1,rel_ret_d2,rel_ret_d3,rel_ret_d4,rel_ret_d5,rel_ret_d6,rel_ret_d7,rel_ret_d8,rel_ret_d9,rel_ret_d10,rel_ret_d11,rel_ret_d12,rel_ret_d13,rel_ret_d14,rel_ret_d15,rel_ret_d16,rel_ret_d17,rel_ret_d18,rel_ret_d19,rel_ret_d20
20260309_603880_01,2026-03-09,603880,603880.SH,0.0,0.051699,0.073855,0.076809,0.085672,0.091581,0.093058,0.1226,0.078287,0.032496,-0.033973,0.026588,0.054653,0.039882,0.060561,0.067947,0.041359,0.036928,0.004431,-0.048744,-0.017725
20260309_688316_04,2026-03-09,688316,688316.SH,0.0,0.000559,-0.046247,-0.07395,-0.146336,-0.129803,-0.168677,-0.071381,-0.047475,-0.132149,-0.18454,-0.189455,-0.140974,-0.193029,-0.19046,-0.196269,-0.226095,-0.196604,-0.247542,-0.264075,-0.279937
20260309_688531_02,2026-03-09,688531,688531.SH,0.0,0.038436,0.02886,0.024604,-0.009443,-0.005852,-0.043224,-0.018487,-0.054662,-0.073946,-0.154409,-0.11318,-0.091768,-0.108525,-0.099215,-0.090837,-0.126214,-0.103072,-0.131533,-0.143503,-0.126879
20260310_000839_02,2026-03-10,000839,000839.SZ,0.0,0.099448,0.074586,0.005525,0.019337,-0.005525,0.027624,0.0,-0.052486,-0.099448,-0.046961,-0.027624,-0.066298,-0.058011,-0.063536,-0.08011,-0.060773,-0.104972,-0.146409,-0.132597,-0.085635
20260310_001259_01,2026-03-10,001259,001259.SZ,0.0,-0.026197,-0.034366,-0.027324,-0.025352,-0.050986,-0.026761,-0.056338,-0.082254,-0.130704,-0.089014,-0.077465,-0.099437,-0.100563,-0.099437,-0.122254,-0.100282,-0.123099,-0.15493,-0.12507,-0.103944
20260310_002074_03,2026-03-10,002074,002074.SZ,0.0,0.023647,0.024172,0.017604,0.020494,-0.008671,-0.027588,-0.028376,-0.009459,-0.0268,-0.024172,-0.022596,-0.029953,-0.012086,-0.027851,-0.062007,-0.056227,-0.085654,-0.120862,-0.111929,-0.075933
20260310_002086_04,2026-03-10,002086,002086.SZ,0.0,-0.013043,-0.017391,-0.013043,0.086957,0.095652,0.06087,0.0,-0.03913,-0.108696,-0.078261,-0.06087,-0.078261,-0.065217,-0.06087,-0.078261,-0.069565,-0.086957,-0.117391,-0.104348,-0.082609
20260310_002294_02,2026-03-10,002294,002294.SZ,0.0,-0.005925,-0.029439,-0.029994,0.02481,0.084614,0.094797,0.066654,0.075727,0.012775,0.0374,0.056286,0.041474,0.145714,0.168302,0.13516,0.222922,0.264581,0.229402,0.201629,0.19015
20260310_002439_02,2026-03-10,002439,002439.SZ,0.0,-0.00136,-0.00136,0.005438,-0.010877,-0.03671,-0.023793,-0.040109,-0.058464,-0.100612,-0.087695,-0.078858,-0.117607,-0.114208,-0.122366,-0.130523,-0.116927,-0.133923,-0.140721,-0.14412,-0.104011
20260310_002654_03,2026-03-10,002654,002654.SZ,0.0,0.057971,0.04809,0.017128,0.059947,0.023057,0.092227,0.043478,-0.01581,-0.098155,-0.021739,-0.021739,-0.057971,-0.04809,-0.05336,-0.112648,-0.096838,-0.146904,-0.181818,-0.150198,-0.100132
20260310_002821_02,2026-03-10,002821,002821.SZ,0.0,-0.013524,-0.025173,-0.019645,-0.021915,-0.025666,-0.018164,-0.051728,-0.062192,-0.092596,-0.056367,-0.047384,-0.044423,-0.01382,-0.005923,0.093485,0.202863,0.250247,0.204936,0.180257,0.171964
20260310_002972_01,2026-03-10,002972,002972.SZ,0.0,-0.016381,-0.031204,-0.03978,-0.035886,-0.055382,-0.036665,-0.065524,-0.10141,-0.167705,-0.122465,-0.107649,-0.112331,-0.049143,-0.013265,0.003116,0.00546,-0.003902,-0.01716,0.001558,0.009355
20260310_300166_02,2026-03-10,300166,300166.SZ,0.0,-0.008302,-0.009811,-0.086792,-0.050566,0.015094,0.181132,0.234717,0.085283,0.060377,0.082264,0.178868,0.09434,0.076981,0.102642,0.067925,0.126038,0.050566,0.124528,0.110943,0.277736
20260310_300469_03,2026-03-10,300469,300469.SZ,0.0,0.001393,0.018387,0.016994,0.023123,0.033709,0.007522,-0.059758,-0.112968,-0.17983,-0.149742,-0.11464,-0.136788,-0.101685,-0.129545,-0.16395,-0.14821,-0.226633,-0.271486,-0.255328,-0.240841
20260310_300686_03,2026-03-10,300686,300686.SZ,0.0,-0.013759,-0.033771,-0.033771,-0.046279,-0.054409,-0.052533,-0.08818,-0.100063,-0.164478,-0.146341,-0.121326,-0.095059,-0.098186,-0.114447,-0.146967,-0.123202,-0.145091,-0.110694,-0.058787,0.110694
20260310_301251_02,2026-03-10,301251,301251.SZ,0.0,0.118568,0.075764,0.038031,0.027293,-0.056078,-0.022073,-0.075317,-0.113348,-0.175988,-0.146905,-0.13915,-0.157345,-0.158986,-0.157494,-0.174944,-0.147353,-0.181506,-0.140045,-0.101864,-0.05921
20260310_301359_01,2026-03-10,301359,301359.SZ,0.0,0.0,-0.014745,-0.025022,-0.016979,-0.037087,-0.004468,-0.041555,-0.076854,-0.15639,-0.106792,-0.080429,-0.105451,-0.094727,-0.085344,-0.10992,-0.090706,-0.109026,-0.152368,-0.119303,-0.042002
20260310_600135_01,2026-03-10,600135,600135.SH,0.0,-0.005425,0.014467,-0.038879,-0.056058,-0.046112,-0.045208,-0.066908,-0.031646,-0.018083,0.036166,0.035262,-0.061483,-0.09132,0.0,0.005425,-0.012658,-0.051537,-0.146474,-0.128391,-0.073237
20260310_600212_02,2026-03-10,600212,600212.SH,0.0,-0.005161,-0.005161,-0.021935,0.00129,-0.021935,-0.015484,-0.034839,-0.037419,-0.091613,-0.042581,-0.037419,-0.002581,-0.037419,-0.051613,-0.073548,-0.059355,-0.082581,-0.108387,-0.100645,-0.070968
20260310_600235_01,2026-03-10,600235,600235.SH,0.0,0.0,-0.013755,-0.013755,-0.023384,-0.044017,-0.03989,-0.068776,-0.096286,-0.15956,-0.121045,-0.094911,-0.108666,-0.090784,-0.071527,-0.082531,-0.074278,-0.09216,-0.133425,-0.100413,-0.060523
20260310_600489_01,2026-03-10,600489,600489.SH,0.0,0.006916,-0.014775,-0.032694,-0.076705,-0.077963,-0.089594,-0.160641,-0.180132,-0.24835,-0.225715,-0.197737,-0.212826,-0.197108,-0.159069,-0.160327,-0.143037,-0.170072,-0.16127,-0.174788,-0.107199
20260310_603002_01,2026-03-10,603002,603002.SH,0.0,-0.001855,-0.018553,-0.008349,0.024119,-0.037106,-0.003711,-0.023191,-0.080705,-0.152134,-0.118738,-0.101113,-0.128015,-0.040816,-0.053803,-0.087199,-0.059369,-0.099258,-0.100186,-0.010204,0.021336
20260310_603601_05,2026-03-10,603601,603601.SH,0.0,0.008097,0.010526,-0.059919,-0.066397,-0.133603,-0.046964,-0.02834,-0.091498,-0.133603,-0.100405,-0.010526,0.088259,0.067206,0.174089,0.254251,0.204049,0.1417,0.133603,0.11498,0.154656
20260310_605001_02,2026-03-10,605001,605001.SH,0.0,-0.006039,-0.014493,-0.016908,-0.014493,-0.033816,-0.027778,-0.059179,-0.099034,-0.173913,-0.13285,-0.124396,-0.138889,-0.118357,-0.092995,-0.076087,-0.091787,-0.100242,-0.141304,-0.118357,-0.085749
20260310_688418_01,2026-03-10,688418,688418.SH,0.0,-0.016997,-0.027241,-0.063097,-0.049825,-0.078929,-0.016298,-0.052852,-0.091735,-0.117113,-0.077532,-0.064494,-0.078696,-0.035623,-0.027707,-0.035623,-0.043539,-0.076368,-0.082654,-0.089639,-0.020256
20260310_688556_02,2026-03-10,688556,688556.SH,0.0,-0.00295,-0.044248,-0.031268,-0.106195,-0.120354,-0.099705,-0.137463,-0.115634,-0.182301,-0.178171,-0.178171,-0.20649,-0.185841,-0.20649,-0.228319,-0.174631,-0.19528,-0.210619,-0.20649,-0.163422
20260310_688660_02,2026-03-10,688660,688660.SH,0.0,0.011127,0.062587,0.074409,0.020167,0.015299,-0.025035,-0.047288,-0.071627,-0.116829,-0.078581,-0.077191,-0.104312,-0.095967,-0.105702,-0.130042,-0.123088,-0.148122,-0.179416,-0.168289,-0.12726
20260311_000410_02,2026-03-11,000410,000410.SZ,0.0,-0.007772,-0.027202,-0.049223,-0.067358,-0.063472,-0.098446,-0.13601,-0.169689,-0.151554,-0.143782,-0.159326,-0.147668,-0.146373,-0.150259,-0.126943,-0.15285,-0.167098,-0.158031,-0.130829,-0.143782
20260311_000739_02,2026-03-11,000739,000739.SZ,0.0,-0.010251,-0.028599,-0.020507,-0.015646,-0.012948,-0.036696,-0.108469,-0.114946,-0.099295,-0.094977,-0.079326,-0.052886,-0.035076,-0.037773,-0.006471,-0.005395,-0.050188,-0.044788,-0.022666,-0.041553
20260311_001299_03,2026-03-11,001299,001299.SZ,0.0,-0.006393,-0.008522,-0.026282,-0.045455,-0.034804,-0.010656,-0.049718,-0.101566,-0.061081,-0.05043,-0.05043,-0.031963,-0.039774,-0.031963,-0.026988,-0.011362,-0.067473,-0.047584,-0.036933,-0.010656
20260311_002120_04,2026-03-11,002120,002120.SZ,0.0,0.0,0.007194,0.002878,-0.007194,-0.011511,-0.023022,-0.033094,-0.086331,-0.073381,-0.044604,-0.03741,-0.02446,-0.025899,-0.027338,-0.023022,-0.028777,-0.043165,-0.044604,-0.025899,-0.041727
20260311_002183_01,2026-03-11,002183,002183.SZ,0.0,0.005736,-0.013384,0.030593,0.011472,0.032505,0.003824,0.026769,-0.00956,0.034417,0.049713,0.082218,0.070746,0.059273,0.097514,0.082218,0.028681,-0.001912,0.078394,0.116635,0.095602
20260311_002239_02,2026-03-11,002239,002239.SZ,0.0,-0.003086,-0.015432,-0.015432,-0.024691,-0.030864,-0.049383,-0.067901,-0.123457,-0.098765,-0.064815,-0.070988,-0.061728,-0.055556,-0.058642,-0.052469,-0.070988,-0.098765,-0.092593,-0.055556,-0.067901
20260311_002328_02,2026-03-11,002328,002328.SZ,0.0,-0.025921,-0.040928,-0.051842,-0.081855,-0.06412,-0.094134,-0.057299,-0.129604,-0.11869,-0.077763,-0.113233,-0.024557,-0.013643,0.0,0.036835,0.00955,0.070941,0.121419,0.139154,0.253752
20260311_002460_01,2026-03-11,002460,002460.SZ,0.0,-0.009548,-0.001995,0.006128,-0.023942,-0.050164,-0.09591,-0.039048,-0.03691,-0.013681,0.006556,0.032207,0.135385,0.142226,0.117002,0.101753,0.139091,0.136526,0.125267,0.168733,0.154482
20260311_002466_02,2026-03-11,002466,002466.SZ,0.0,-0.017235,-0.007151,-0.017602,-0.044554,-0.062156,-0.10286,-0.081408,-0.101577,-0.053355,-0.019802,-0.006234,0.062706,0.049505,0.017235,0.016685,0.029886,0.016502,0.039604,0.06839,0.057022
20260311_002559_02,2026-03-11,002559,002559.SZ,0.0,-0.028169,-0.037559,-0.029108,-0.06385,-0.011268,-0.025352,-0.058216,-0.133333,-0.106103,-0.092019,-0.128638,-0.110798,-0.116432,-0.139906,-0.122066,-0.144601,-0.14554,-0.11831,-0.0723,-0.076995
20260311_002660_02,2026-03-11,002660,002660.SZ,0.0,-0.018634,-0.030021,-0.035197,-0.060041,-0.041408,-0.069358,-0.112836,-0.170807,-0.10766,-0.101449,-0.116977,-0.10766,-0.10559,-0.121118,-0.114907,-0.141822,-0.167702,-0.128364,-0.106625,-0.119048
20260311_300625_02,2026-03-11,300625,300625.SZ,0.0,-0.015444,0.005405,-0.000772,-0.016216,0.010811,-0.019305,-0.061004,-0.143629,-0.115058,-0.117375,-0.134363,-0.120463,-0.110425,-0.128185,-0.108108,-0.120463,-0.152896,-0.132819,-0.092664,-0.106564
20260311_300710_02,2026-03-11,300710,300710.SZ,0.0,-0.017727,-0.034821,-0.034505,-0.052548,-0.018677,-0.044001,-0.080722,-0.145299,-0.104463,-0.083254,-0.113644,-0.102881,-0.099399,-0.121557,-0.112694,-0.134536,-0.136119,-0.088319,-0.07724,-0.083571
20260311_300995_02,2026-03-11,300995,300995.SZ,0.0,-0.033195,-0.069203,-0.062817,-0.096272,-0.077375,-0.122573,-0.146833,-0.202758,-0.154239,-0.147599,-0.162154,-0.146833,-0.138406,-0.124617,-0.105465,-0.119,-0.148622,-0.131257,-0.093974,-0.108784
20260311_600006_01,2026-03-11,600006,600006.SH,0.0,-0.007153,-0.012876,-0.001431,-0.005722,-0.010014,-0.035765,-0.057225,-0.110157,-0.091559,-0.075823,-0.088698,-0.085837,-0.090129,-0.088698,-0.085837,-0.100143,-0.114449,-0.111588,-0.09299,-0.105866
20260311_600489_02,2026-03-11,600489,600489.SH,0.0,-0.021542,-0.039338,-0.083047,-0.084296,-0.095848,-0.166406,-0.185763,-0.253512,-0.231033,-0.203247,-0.218233,-0.202623,-0.164845,-0.166094,-0.148923,-0.175773,-0.167031,-0.180456,-0.113331,-0.132688
20260311_600548_01,2026-03-11,600548,600548.SH,0.0,0.0044,0.0011,0.0033,0.0033,-0.0044,0.008801,0.018702,-0.009901,0.034103,0.049505,0.009901,0.014301,0.005501,0.027503,0.033003,0.048405,0.045105,0.056106,0.051705,0.036304
20260311_601000_02,2026-03-11,601000,601000.SH,0.0,0.016166,0.009238,0.011547,0.016166,0.009238,0.004619,0.011547,-0.025404,-0.011547,0.0,-0.002309,-0.013857,0.057737,0.083141,0.096998,0.090069,0.08776,0.08776,0.080831,0.090069
20260311_603949_01,2026-03-11,603949,603949.SH,0.0,0.036133,0.079102,0.116211,0.120605,0.181152,0.181641,0.063477,-0.042969,-0.027344,-0.112793,-0.161133,-0.139648,-0.151855,-0.179199,-0.097168,-0.129883,-0.154785,-0.14209,-0.103027,-0.110352
20260312_002745_01,2026-03-12,002745,002745.SZ,0.0,-0.006645,-0.026578,-0.033223,-0.039867,-0.050941,-0.049834,-0.119601,-0.095238,-0.057586,-0.063123,-0.033223,-0.036545,-0.067553,-0.037652,-0.06423,-0.086379,-0.085271,-0.03876,-0.046512,-0.045404
20260312_002932_01,2026-03-12,002932,002932.SZ,0.0,0.002142,0.008034,-0.000536,0.024103,-0.003749,-0.011248,-0.110337,-0.074987,-0.124799,-0.148366,-0.128013,-0.12105,-0.140332,-0.073915,-0.095876,-0.110873,-0.088913,-0.110873,-0.12105,-0.106588
20260312_002936_02,2026-03-12,002936,002936.SZ,0.0,0.0,0.005181,0.010363,0.0,-0.010363,-0.015544,-0.051813,-0.036269,-0.020725,-0.020725,-0.025907,-0.025907,-0.036269,-0.041451,-0.046632,-0.062176,-0.062176,-0.046632,-0.062176,-0.056995
20260312_600054_01,2026-03-12,600054,600054.SH,0.0,0.035385,0.063077,0.061538,0.052308,0.044615,0.046923,-0.043077,0.003846,0.034615,0.021538,0.026154,0.017692,0.0,0.036923,0.013846,-0.016923,-0.017692,0.012308,-0.033846,-0.054615
20260312_600177_02,2026-03-12,600177,600177.SH,0.0,0.01749,0.028266,0.040375,0.043065,0.051138,0.059223,0.025575,0.04172,0.044411,0.047101,0.016358,0.023018,0.021686,0.021686,0.021686,0.008365,-0.008951,0.001705,-0.01428,-0.023604
20260312_600587_01,2026-03-12,600587,600587.SH,0.0,0.001961,0.011765,-0.004575,-0.003922,-0.024837,-0.040523,-0.09085,-0.075817,-0.073203,-0.081699,-0.064706,-0.060784,-0.06732,-0.050327,-0.052941,-0.073856,-0.067974,-0.048366,-0.064706,-0.05817
20260312_600739_02,2026-03-12,600739,600739.SH,0.0,-0.011373,-0.026807,-0.021933,-0.018684,-0.04143,-0.057677,-0.116978,-0.102356,-0.086109,-0.100731,-0.098294,-0.094232,-0.086921,-0.068237,-0.081235,-0.090171,-0.097482,-0.073924,-0.077985,-0.040617
20260312_600757_03,2026-03-12,600757,600757.SH,0.0,-0.002183,0.005459,-0.001092,0.001092,-0.002183,-0.017467,-0.076419,-0.061135,-0.039301,-0.055677,-0.050218,-0.040393,-0.036026,-0.030568,-0.033843,-0.041485,-0.042576,-0.012009,-0.00655,0.00655
20260313_000009_01,2026-03-13,000009,000009.SZ,0.0,-0.009504,-0.027455,-0.043295,-0.058078,-0.061246,-0.095037,-0.077086,-0.062302,-0.063358,-0.039071,-0.046463,-0.069694,-0.068638,-0.085533,-0.10982,-0.102429,-0.06547,-0.084477,-0.061246,-0.055966
20260313_002035_03,2026-03-13,002035,002035.SZ,0.0,-0.009569,-0.007974,-0.011164,-0.015949,-0.030303,-0.086124,-0.035088,0.017544,0.027113,0.038278,0.094099,0.068581,0.060606,0.087719,0.07177,0.068581,0.043062,-0.030303,0.017544,-0.015949
20260313_600336_02,2026-03-13,600336,600336.SH,0.0,-0.023227,-0.02934,-0.037897,-0.084352,-0.108802,-0.196822,-0.151589,-0.141809,-0.165037,-0.155257,-0.138142,-0.155257,-0.124694,-0.144254,-0.165037,-0.158924,-0.127139,-0.127139,-0.124694,-0.133252
20260313_600408_02,2026-03-13,600408,600408.SH,0.0,-0.053269,0.041162,0.033898,0.077482,0.024213,0.05569,0.031477,0.004843,-0.058111,-0.05569,-0.087167,-0.1477,-0.174334,-0.174334,-0.234867,-0.213075,-0.196126,-0.213075,-0.227603,-0.215496
20260313_600712_01,2026-03-13,600712,600712.SH,0.0,0.024961,0.00936,0.0078,-0.014041,-0.031201,-0.093604,-0.039002,-0.017161,-0.017161,-0.0078,-0.021841,-0.031201,-0.023401,-0.040562,-0.062402,-0.046802,-0.024961,-0.053042,-0.059282,-0.071763
20260313_601665_01,2026-03-13,601665,601665.SH,0.0,0.006908,0.0,-0.003454,0.0,-0.006908,-0.050086,-0.022453,-0.005181,0.003454,-0.010363,-0.01209,-0.005181,0.001727,0.006908,-0.005181,0.003454,0.015544,0.005181,0.001727,0.010363
20260313_603010_01,2026-03-13,603010,603010.SH,0.0,-0.006584,-0.03786,-0.026337,-0.068313,-0.080658,-0.136626,-0.150617,-0.141564,-0.135802,-0.102881,-0.101235,-0.097119,-0.038683,-0.044444,-0.054321,-0.040329,-0.027984,0.023045,0.032922,0.031276
20260317_000011_02,2026-03-17,000011,000011.SZ,0.0,0.014607,0.007865,-0.020225,-0.08764,-0.039326,-0.02809,-0.029213,-0.033708,-0.04382,-0.034831,-0.035955,-0.05618,-0.085393,-0.075281,-0.034831,-0.060674,-0.057303,-0.058427,-0.048315,-0.066292
20260317_000513_02,2026-03-17,000513,000513.SZ,0.0,-0.005947,-0.02209,-0.029737,-0.073917,-0.055792,-0.054659,-0.05919,-0.035118,-0.036817,-0.036817,-0.011611,-0.006797,-0.024922,-0.032852,-0.02209,-0.029453,-0.026055,-0.049278,-0.041348,-0.024073
20260317_002007_02,2026-03-17,002007,002007.SZ,0.0,-0.00394,-0.017728,-0.027577,-0.06763,-0.055154,-0.053185,-0.058437,-0.045305,-0.036113,-0.038083,-0.017072,-0.024294,-0.040709,-0.03086,-0.018385,-0.034143,-0.021011,-0.029547,-0.019041,-0.013789
20260317_002081_02,2026-03-17,002081,002081.SZ,0.0,-0.013966,-0.036313,-0.055866,-0.108939,-0.078212,-0.064246,-0.075419,-0.069832,-0.058659,-0.061453,-0.050279,-0.058659,-0.086592,-0.075419,-0.047486,-0.069832,-0.064246,-0.061453,-0.064246,-0.058659
20260317_002130_01,2026-03-17,002130,002130.SZ,0.0,-0.036714,-0.083969,-0.105416,-0.159215,-0.138495,-0.105053,-0.138859,-0.13486,-0.138132,-0.146856,-0.133043,-0.157397,-0.167939,-0.16394,-0.111959,-0.116685,-0.104689,-0.086514,-0.067975,-0.083969
20260317_600305_02,2026-03-17,600305,600305.SH,0.0,-0.007576,-0.018939,-0.032828,-0.078283,-0.064394,-0.054293,-0.059343,-0.044192,-0.034091,-0.035354,-0.034091,-0.037879,-0.055556,-0.04798,-0.036616,-0.05303,-0.049242,-0.058081,-0.056818,-0.059343
20260317_600340_02,2026-03-17,600340,600340.SH,0.0,-0.054217,-0.090361,-0.120482,-0.144578,-0.126506,-0.114458,-0.138554,-0.13253,-0.150602,-0.162651,-0.162651,-0.204819,-0.162651,-0.204819,-0.174699,-0.198795,-0.198795,-0.192771,-0.174699,-0.156627
20260317_600616_01,2026-03-17,600616,600616.SH,0.0,-0.003724,-0.027933,-0.05959,-0.128492,-0.089385,-0.068901,-0.078212,-0.067039,-0.054004,-0.057728,-0.039106,-0.054004,-0.087523,-0.061453,-0.044693,-0.065177,-0.054004,-0.05959,-0.05959,-0.068901
20260317_600675_03,2026-03-17,600675,600675.SH,0.0,-0.024561,-0.042105,-0.045614,-0.105263,-0.070175,-0.063158,-0.070175,-0.066667,-0.073684,-0.077193,-0.077193,-0.094737,-0.105263,-0.098246,-0.073684,-0.091228,-0.084211,-0.066667,-0.042105,-0.066667
20260317_600729_01,2026-03-17,600729,600729.SH,0.0,-0.011455,-0.026729,-0.039033,-0.07849,-0.061943,-0.053034,-0.062367,-0.061943,-0.058125,-0.058549,-0.063216,-0.069156,-0.088672,-0.089096,-0.060246,-0.075095,-0.067034,-0.069156,-0.067034,-0.054306
20260317_600838_02,2026-03-17,600838,600838.SH,0.0,0.002708,-0.016245,-0.057762,-0.122744,-0.087545,-0.077617,-0.097473,-0.053249,-0.06769,-0.079422,-0.077617,-0.094765,-0.118231,-0.101083,-0.072202,-0.087545,-0.080325,-0.088448,-0.088448,-0.099278
20260318_000021_02,2026-03-18,000021,000021.SZ,0.0,-0.035682,-0.093369,-0.153732,-0.145406,-0.124888,-0.171573,-0.182575,-0.194469,-0.233125,-0.206958,-0.237288,-0.237288,-0.226583,-0.172465,-0.176331,-0.164437,-0.159976,-0.133809,-0.159084,-0.144514
20260318_000555_01,2026-03-18,000555,000555.SZ,0.0,-0.011911,-0.043855,-0.123443,-0.121819,-0.108284,-0.17163,-0.158636,-0.153763,-0.168923,-0.193828,-0.234976,-0.251218,-0.226313,-0.176502,-0.191662,-0.186789,-0.183541,-0.168381,-0.13373,-0.117488
20260318_002112_02,2026-03-18,002112,002112.SZ,0.0,-0.048013,-0.062086,-0.009934,-0.019868,0.00207,-0.06043,-0.06995,-0.09644,-0.138659,-0.125828,-0.15149,-0.169702,-0.169702,-0.121275,-0.135762,-0.126656,-0.129139,-0.119619,-0.073675,-0.083195
20260318_002559_03,2026-03-18,002559,002559.SZ,0.0,-0.014245,-0.047483,-0.123457,-0.095916,-0.081671,-0.118708,-0.100665,-0.106363,-0.130104,-0.112061,-0.134853,-0.135802,-0.108262,-0.061728,-0.066477,-0.040836,-0.02754,0.013295,-0.014245,-0.007597
20260318_002572_01,2026-03-18,002572,002572.SZ,0.0,-0.017791,-0.030393,-0.077835,-0.065975,-0.060044,-0.065234,-0.067457,-0.056338,-0.060786,-0.050408,-0.05189,-0.069681,-0.080801,-0.054855,-0.072646,-0.070423,-0.080801,-0.07487,-0.067457,-0.030393
20260318_002629_03,2026-03-18,002629,002629.SZ,0.0,-0.047009,-0.089744,-0.086895,-0.125356,-0.065527,-0.105413,-0.068376,-0.066952,-0.055556,-0.05698,-0.048433,-0.048433,-0.037037,-0.052707,-0.064103,-0.069801,-0.058405,-0.08547,-0.078348,-0.048433
20260318_300166_03,2026-03-18,300166,300166.SZ,0.0,0.045367,-0.08115,-0.102236,-0.083706,-0.001917,-0.073482,-0.088179,-0.066454,-0.095847,-0.046645,-0.110543,-0.047923,-0.059425,0.081789,0.024281,0.015335,0.086262,0.097764,0.058147,0.079872
20260318_300503_01,2026-03-18,300503,300503.SZ,0.0,-0.057352,-0.064874,-0.120346,-0.127115,-0.116961,-0.121286,-0.12091,-0.066942,-0.021625,0.040429,0.021061,-0.002256,-0.01636,0.033283,0.000752,-0.012787,0.028018,0.062241,0.036104,0.059985
20260318_300636_01,2026-03-18,300636,300636.SZ,0.0,-0.03023,-0.053204,-0.126965,-0.099154,-0.094317,-0.088271,-0.042322,-0.025393,-0.01451,-0.006046,0.001209,-0.03023,-0.012092,-0.006046,-0.022975,-0.015719,-0.020556,-0.020556,-0.006046,-0.010883
20260318_300767_03,2026-03-18,300767,300767.SZ,0.0,-0.004796,-0.045084,-0.107434,-0.047002,-0.05036,-0.073861,-0.067626,-0.090168,-0.123261,-0.098801,-0.120384,-0.130935,-0.129017,-0.095444,-0.104077,-0.065228,0.006715,0.070504,0.064748,0.100719
20260318_301359_02,2026-03-18,301359,301359.SZ,0.0,-0.037253,-0.072711,-0.152603,-0.102783,-0.076302,-0.101436,-0.090664,-0.081239,-0.105925,-0.086625,-0.105027,-0.148564,-0.11535,-0.037702,-0.06553,-0.054758,-0.053411,-0.052962,-0.052962,-0.02693
20260318_600037_02,2026-03-18,600037,600037.SH,0.0,-0.011236,-0.054931,-0.11985,-0.104869,-0.083645,-0.091136,-0.066167,-0.068664,-0.083645,-0.06367,-0.084894,-0.107366,-0.09613,-0.052434,-0.052434,-0.043695,-0.052434,-0.031211,-0.058677,-0.032459
20260318_603168_03,2026-03-18,603168,603168.SH,0.0,-0.042308,-0.117949,-0.19359,-0.152564,-0.137179,-0.148718,-0.111538,-0.092308,-0.096154,-0.082051,-0.09359,-0.126923,-0.103846,-0.092308,-0.129487,-0.119231,-0.130769,-0.135897,-0.147436,-0.134615
20260318_605177_04,2026-03-18,605177,605177.SH,0.0,-0.067342,-0.101673,-0.15625,-0.110035,-0.089349,-0.09243,-0.069102,-0.058099,-0.082306,-0.049736,-0.071743,-0.102113,-0.090229,-0.071743,-0.113116,-0.110915,-0.119718,-0.12368,-0.115757,-0.090229
20260318_688400_03,2026-03-18,688400,688400.SH,0.0,-0.028359,-0.008553,-0.094306,-0.089129,-0.054243,-0.102633,-0.094981,-0.113212,-0.1544,-0.097007,-0.110061,-0.027009,-0.046815,0.017331,0.036237,0.073599,0.072248,0.091605,0.06302,0.085528
20260318_689009_02,2026-03-18,689009,689009.SH,0.0,-0.016093,-0.008047,0.015892,-0.020318,-0.033394,-0.06558,-0.064373,-0.100181,-0.110441,-0.096158,-0.125327,-0.109435,-0.10863,-0.087709,-0.09656,-0.099376,-0.117683,-0.116073,-0.091129,-0.078455
20260319_603706_02,2026-03-19,603706,603706.SH,0.0,-0.017224,-0.064469,-0.031004,-0.025591,-0.025591,-0.018209,-0.022638,-0.041339,-0.028051,-0.032972,-0.068898,-0.056594,-0.043307,-0.062992,-0.051181,-0.053642,-0.044783,-0.042815,-0.032972,-0.034941
20260319_603881_01,2026-03-19,603881,603881.SH,0.0,-0.064932,-0.108135,-0.081102,-0.03234,-0.05811,-0.056342,-0.03234,-0.031582,-0.020465,-0.078828,-0.074027,-0.098535,-0.008338,-0.014654,0.006569,0.015412,0.040677,0.018191,0.063163,0.033603
20260319_688316_05,2026-03-19,688316,688316.SH,0.0,-0.088894,-0.143896,-0.149056,-0.098159,-0.152809,-0.150111,-0.15621,-0.187522,-0.156562,-0.210039,-0.227395,-0.244048,-0.143427,-0.17556,-0.181072,-0.153981,-0.109417,-0.13123,-0.086314,-0.10027
20260319_688418_02,2026-03-19,688418,688418.SH,0.0,-0.041052,-0.067847,-0.026057,-0.012291,-0.027286,0.018191,0.026549,0.018191,0.009833,-0.024828,-0.031465,-0.03884,0.034415,0.029744,0.004916,0.049902,0.175025,0.160275,0.170108,0.171829
20260320_603816_01,2026-03-20,603816,603816.SH,0.0,-0.057389,-0.030129,-0.030129,-0.034433,-0.035294,-0.020086,-0.041607,-0.031564,-0.02439,-0.035294,-0.035007,-0.02439,-0.045624,-0.056528,-0.11736,-0.119943,-0.120803,-0.121664,-0.10043,-0.101291
20260323_300751_01,2026-03-23,300751,300751.SZ,0.0,-0.023369,0.025637,0.00872,-0.045309,-0.195919,-0.202302,-0.174747,-0.199791,-0.232612,-0.254831,-0.204046,-0.257063,-0.234112,-0.256714,-0.247297,-0.221591,-0.191175,-0.19421,-0.166585,-0.173945
