asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,claude_score,bs_score,bs_entry_score,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected
2026-05-08,20260508,300710,300710.SZ,万隆光电,54.02,54.02,0.0,100.0,43.85,29.12,70.96,80.94,12.55,6.5,39.874,59.65,92.41,33.18,31.43,5.57,0,,1
2026-05-08,20260508,301287,301287.SZ,康力源,47.97,47.97,0.0,100.0,43.85,29.12,49.03,54.79,4.66,7.25,48.3919,59.56,89.69,45.64,43.59,4.7,0,,1
2026-05-08,20260508,300467,300467.SZ,迅游科技,54.59,54.59,0.0,100.0,43.85,29.12,95.46,43.89,19.6,8.25,48.4119,59.55,40.0,41.98,29.33,43.13,0,,1
2026-05-08,20260508,603976,603976.SH,正川股份,57.35,57.35,0.0,100.0,43.85,76.99,47.37,66.91,3.04,6.75,47.7871,59.25,91.5,21.54,20.46,5.28,0,,1
2026-05-08,20260508,600153,600153.SH,建发股份,50.09,50.09,0.0,100.0,43.85,29.12,68.82,37.0,16.5,6.6,40.7597,59.13,91.12,9.95,8.92,11.55,0,,1
2026-05-08,20260508,601669,601669.SH,中国电建,50.0,50.0,0.0,100.0,43.85,83.77,36.96,5.27,27.91,7.55,58.2407,59.02,65.75,5.85,5.96,-1.85,0,,1
2026-05-08,20260508,300579,300579.SZ,数字认证,70.6,70.6,0.0,100.0,87.77,76.96,43.94,78.48,9.72,6.8,36.7369,58.87,77.16,27.74,27.55,0.69,0,WATCH,1
2026-05-08,20260508,002292,002292.SZ,奥飞娱乐,65.55,65.55,0.0,100.0,43.85,85.84,51.84,55.34,18.14,6.35,46.0007,58.84,84.91,8.13,7.88,3.17,0,WATCH,1
2026-05-08,20260508,688531,688531.SH,日联科技,52.19,52.19,0.0,100.0,43.85,29.12,99.58,5.82,25.01,7.5,53.4885,58.83,40.0,127.47,72.88,74.9,0,,1
2026-05-08,20260508,601975,601975.SH,招商南油,31.67,31.67,0.0,0.0,43.85,80.39,12.05,24.44,27.48,7.85,67.3135,58.77,96.38,5.0,4.68,6.84,0,,1
2026-05-08,20260508,002127,002127.SZ,南极电商,55.41,55.41,0.0,100.0,43.85,29.12,64.3,93.81,12.63,5.95,43.5694,58.76,98.72,3.06,2.82,8.51,0,,1
2026-05-08,20260508,300995,300995.SZ,奇德新材,40.02,40.02,0.0,0.0,43.85,85.92,48.31,37.24,4.36,7.7,47.2389,58.72,83.69,36.59,35.6,2.78,0,,1
2026-05-08,20260508,601566,601566.SH,九牧王,62.55,62.55,0.0,100.0,43.85,78.92,36.32,83.13,6.59,6.85,54.0251,58.66,75.84,10.96,10.93,0.27,0,WATCH,1
2026-05-08,20260508,600119,600119.SH,长江投资,55.24,55.24,0.0,100.0,90.56,29.12,64.63,5.38,5.0,6.9,24.6705,58.62,92.41,6.44,6.1,5.57,0,,1
2026-05-08,20260508,000831,000831.SZ,中国稀土,48.52,48.52,0.0,100.0,43.85,29.12,66.16,14.36,28.61,6.35,47.8344,58.61,82.06,55.25,54.03,2.26,0,,1
2026-05-08,20260508,600176,600176.SH,中国巨石,53.65,53.65,0.0,100.0,43.85,29.12,94.8,29.58,29.63,7.2,57.5156,58.44,40.0,38.0,25.71,47.8,0,,1
2026-05-08,20260508,601216,601216.SH,君正集团,47.1,47.1,0.0,100.0,43.85,29.12,23.01,16.18,23.19,7.85,57.254,58.24,76.69,5.58,5.55,0.54,0,,1
2026-05-08,20260508,601021,601021.SH,春秋航空,46.25,46.25,0.0,0.0,43.85,75.39,39.2,90.14,20.88,7.2,56.1083,58.14,75.0,47.93,47.93,0.0,0,,1
2026-05-08,20260508,300674,300674.SZ,宇信科技,42.54,42.54,0.0,0.0,43.85,86.01,34.56,59.71,19.05,7.75,54.2621,58.07,75.0,20.68,20.68,0.0,0,,1
2026-05-08,20260508,600037,600037.SH,歌华有线,49.17,49.17,0.0,100.0,43.85,29.12,66.21,32.7,13.51,6.15,45.6306,58.04,86.88,8.2,7.9,3.8,0,,1
2026-05-08,20260508,002006,002006.SZ,精工科技,44.36,44.36,0.0,0.0,43.85,79.71,52.81,82.28,15.07,7.25,46.423,57.97,78.47,18.29,18.09,1.11,0,,1
2026-05-08,20260508,600489,600489.SH,中金黄金,37.52,37.52,0.0,0.0,43.85,62.65,49.38,69.28,28.24,7.25,51.3125,57.83,80.28,28.22,27.75,1.69,0,,1
2026-05-08,20260508,603880,603880.SH,南卫股份,48.58,48.58,0.0,100.0,43.85,29.12,73.39,31.55,4.79,7.0,33.1417,57.72,79.45,7.74,6.66,16.22,0,,1
2026-05-08,20260508,000066,000066.SZ,中国长城,62.16,62.16,0.0,100.0,43.85,93.63,98.0,3.34,29.49,7.15,48.0469,57.68,40.0,23.09,15.39,50.03,0,WATCH,1
2026-05-08,20260508,002651,002651.SZ,利君股份,44.24,44.24,0.0,0.0,43.85,93.24,46.07,79.49,6.92,7.6,43.1951,57.62,82.81,9.85,9.61,2.5,0,,1
2026-05-08,20260508,600177,600177.SH,雅戈尔,46.08,46.08,0.0,100.0,43.85,29.12,37.81,21.21,16.82,6.65,55.6438,57.26,86.25,7.76,7.49,3.6,0,,1
2026-05-08,20260508,300625,300625.SZ,三雄极光,53.39,53.39,0.0,100.0,43.85,29.12,51.08,79.2,1.07,6.7,41.6475,57.22,88.44,12.13,11.63,4.3,0,,1
2026-05-08,20260508,603881,603881.SH,数据港,48.32,48.32,0.0,0.0,43.85,87.88,64.95,76.96,29.0,5.95,50.5262,57.16,75.0,40.2,40.2,0.0,0,,1
2026-05-08,20260508,603259,603259.SH,药明康德,54.3,54.3,0.0,100.0,43.85,29.12,42.31,55.62,29.63,6.65,58.6459,57.09,57.95,106.8,110.57,-3.41,0,,1
2026-05-08,20260508,000156,000156.SZ,华数传媒,41.68,41.68,0.0,0.0,43.85,69.02,40.51,73.72,8.59,7.25,52.3517,56.94,75.81,7.6,7.58,0.26,0,,1
2026-05-08,20260508,603239,603239.SH,浙江仙通,31.23,31.23,0.0,0.0,43.85,87.53,19.23,7.0,15.92,8.4,57.4306,56.82,75.0,25.9,25.9,0.0,0,,1
