asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,claude_score,bs_score,bs_entry_score,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected
2026-05-08,20260508,002466,002466.SZ,天齐锂业,52.95,52.95,0.0,100.0,43.85,29.12,90.87,21.15,29.81,6.85,57.7219,56.75,40.0,76.05,54.2,40.31,0,,1
2026-05-08,20260508,300525,300525.SZ,博思软件,46.3,46.3,0.0,0.0,43.85,91.76,40.69,85.0,13.11,7.4,46.5478,56.58,75.0,10.49,10.49,0.0,0,,1
2026-05-08,20260508,002353,002353.SZ,杰瑞股份,53.54,53.54,0.0,100.0,43.85,29.12,94.69,21.8,29.05,6.75,54.7915,56.37,40.0,146.38,108.0,35.54,0,,1
2026-05-08,20260508,603969,603969.SH,银龙股份,40.31,40.31,0.0,0.0,43.85,66.16,56.28,74.48,14.41,6.15,54.5033,56.26,75.0,9.56,9.56,0.0,0,,1
2026-05-08,20260508,603002,603002.SH,宏昌电子,52.39,52.39,0.0,100.0,43.85,29.12,94.58,9.53,27.44,7.1,50.8391,56.25,40.0,15.32,10.67,43.58,0,,1
2026-05-08,20260508,002347,002347.SZ,泰尔股份,44.6,44.6,0.0,0.0,43.85,90.75,50.46,85.31,17.79,7.2,39.2482,56.23,83.62,8.55,8.32,2.76,0,,1
2026-05-08,20260508,688567,688567.SH,孚能科技,52.71,52.71,0.0,100.0,43.85,29.12,62.5,26.07,17.75,6.0,46.933,55.97,67.6,13.99,14.2,-1.48,0,,1
2026-05-08,20260508,301388,301388.SZ,欣灵电气,56.99,56.99,0.0,100.0,43.85,74.5,48.15,33.88,5.59,7.2,42.7455,55.88,56.3,32.94,34.22,-3.74,0,,1
2026-05-08,20260508,600588,600588.SH,用友网络,45.68,45.68,0.0,0.0,43.85,94.67,50.48,61.27,24.1,6.95,43.4696,55.83,75.0,12.39,12.39,0.0,0,,1
2026-05-08,20260508,000782,000782.SZ,恒申新材,64.51,64.51,0.0,100.0,99.2,29.12,97.28,28.0,17.16,8.4,45.0965,55.7,40.0,8.23,5.47,50.46,1,WATCH,1
2026-05-08,20260508,002821,002821.SZ,凯莱英,51.09,51.09,0.0,100.0,43.85,29.12,34.39,54.94,27.26,6.55,57.3955,55.34,63.26,123.58,99.9,23.7,0,,1
2026-05-08,20260508,600789,600789.SH,鲁抗医药,40.19,40.19,0.0,0.0,43.85,90.58,24.9,49.03,11.3,8.15,44.1027,55.3,78.72,8.47,8.37,1.19,0,,1
2026-05-08,20260508,601877,601877.SH,正泰电器,37.55,37.55,0.0,0.0,43.85,29.12,38.82,58.41,26.78,6.7,57.3536,55.2,71.1,32.89,33.15,-0.78,0,,1
2026-05-08,20260508,600271,600271.SH,航天信息,44.76,44.76,0.0,0.0,43.85,89.28,47.56,75.93,15.54,6.8,44.9114,55.17,75.0,8.77,8.77,0.0,0,,1
2026-05-08,20260508,002660,002660.SZ,茂硕电源,52.57,52.57,0.0,100.0,43.85,29.12,46.35,71.23,2.72,6.75,36.6108,55.13,86.94,8.97,8.64,3.82,0,,1
2026-05-08,20260508,301107,301107.SZ,瑜欣电子,35.83,35.83,0.0,0.0,43.85,29.12,42.36,72.6,2.97,7.3,46.2091,54.87,75.0,28.27,28.27,0.0,0,,1
2026-05-08,20260508,300343,300343.SZ,ST联创,37.48,62.48,25.0,100.0,43.85,64.6,51.62,91.42,10.54,6.45,48.6165,54.84,77.81,6.74,6.68,0.9,0,,1
2026-05-08,20260508,000001,000001.SZ,平安银行,55.72,55.72,0.0,100.0,43.85,29.12,31.0,72.82,26.98,6.35,53.7283,54.83,71.5,11.3,11.38,-0.7,0,,1
2026-05-08,20260508,600756,600756.SH,浪潮软件,40.61,40.61,0.0,0.0,43.85,98.0,40.54,82.12,18.23,6.85,44.4566,54.64,86.09,17.48,16.88,3.55,0,,1
2026-05-08,20260508,688308,688308.SH,欧科亿,38.41,38.41,0.0,0.0,43.85,29.12,74.95,66.67,27.59,5.4,51.871,54.63,62.65,99.66,102.18,-2.47,0,,1
2026-05-08,20260508,603949,603949.SH,雪龙集团,47.38,47.38,0.0,0.0,43.85,84.14,41.54,97.21,12.13,6.45,48.1382,54.42,75.0,18.49,18.49,0.0,0,,1
2026-05-08,20260508,600148,600148.SH,长春一东,53.44,53.44,0.0,100.0,43.85,29.12,56.83,95.01,3.5,6.2,34.4841,54.33,83.72,19.53,19.0,2.79,0,,1
2026-05-08,20260508,603260,603260.SH,合盛硅业,50.21,50.21,0.0,100.0,43.85,29.12,39.42,14.43,23.3,6.7,42.1605,54.16,78.88,45.03,44.48,1.24,0,,1
2026-05-08,20260508,300596,300596.SZ,利安隆,40.47,40.47,0.0,0.0,43.85,83.82,27.16,63.17,18.21,7.05,50.822,53.79,76.0,44.56,44.42,0.32,0,,1
2026-05-08,20260508,603058,603058.SH,永吉股份,34.51,34.51,0.0,0.0,43.85,29.12,36.01,78.98,13.02,7.15,48.12,53.75,75.0,12.06,12.06,0.0,0,,1
2026-05-08,20260508,601198,601198.SH,东兴证券,52.48,52.48,0.0,100.0,43.85,29.12,45.94,46.38,18.46,5.65,45.9936,53.71,83.03,13.19,12.86,2.57,0,,1
2026-05-08,20260508,002654,002654.SZ,万润科技,33.37,33.37,0.0,0.0,43.85,29.12,72.48,19.61,25.69,5.65,40.9844,53.71,84.47,14.96,14.52,3.03,0,,1
2026-05-08,20260508,300769,300769.SZ,德方纳米,51.63,51.63,0.0,100.0,43.85,29.12,99.38,3.18,28.6,6.35,46.1333,53.43,40.0,78.96,45.9,72.03,0,,1
2026-05-08,20260508,002936,002936.SZ,郑州银行,47.24,47.24,0.0,100.0,43.85,29.12,28.19,7.66,10.77,7.0,46.6558,53.4,72.3,1.84,1.85,-0.54,0,,1
2026-05-08,20260508,300963,300963.SZ,中洲特材,43.18,43.18,0.0,0.0,43.85,72.14,48.82,91.63,14.14,6.6,38.8957,53.34,78.25,17.49,17.31,1.04,0,,1
2026-05-08,20260508,301503,301503.SZ,智迪科技,32.73,32.73,0.0,0.0,43.85,29.12,44.88,63.09,1.91,6.85,45.4191,53.24,75.0,36.6,36.6,0.0,0,,1
2026-05-08,20260508,605001,605001.SH,威奥股份,32.01,32.01,0.0,0.0,43.85,29.12,33.13,65.63,3.65,7.7,42.3371,53.19,75.41,7.52,7.51,0.13,0,,1
2026-05-08,20260508,002555,002555.SZ,三七互娱,41.24,41.24,0.0,0.0,43.85,72.22,33.79,61.49,26.86,6.15,54.2381,53.17,77.12,22.35,22.2,0.68,0,,1
2026-05-08,20260508,002573,002573.SZ,清新环境,47.28,47.28,0.0,100.0,43.85,29.12,31.18,15.39,3.07,7.45,41.0416,53.14,65.65,3.67,3.74,-1.87,0,,1
2026-05-08,20260508,600098,600098.SH,广州发展,39.52,39.52,0.0,0.0,43.85,67.43,28.39,51.43,17.83,6.9,51.9305,52.66,66.0,7.11,7.24,-1.8,0,,1
2026-05-08,20260508,002358,002358.SZ,森源电气,31.07,31.07,0.0,0.0,43.85,29.12,44.56,23.36,18.26,6.65,46.8657,52.57,73.7,7.57,7.59,-0.26,0,,1
2026-05-08,20260508,600563,600563.SH,法拉电子,35.63,35.63,0.0,0.0,43.85,29.12,42.34,59.66,26.27,5.65,55.1592,52.13,75.0,123.0,123.0,0.0,0,,1
2026-05-08,20260508,600477,600477.SH,杭萧钢构,44.36,44.36,0.0,0.0,43.85,85.49,25.86,79.64,12.82,6.95,43.9789,52.07,75.0,3.11,3.11,0.0,0,,1
2026-05-08,20260508,600895,600895.SH,张江高科,31.61,31.61,0.0,0.0,43.85,29.12,50.35,23.58,26.78,6.5,42.9843,52.01,72.75,37.51,37.68,-0.45,0,,1
2026-05-08,20260508,601106,601106.SH,中国一重,47.16,47.16,0.0,100.0,43.85,29.12,60.14,6.37,21.42,5.4,36.9845,51.85,81.19,4.63,4.54,1.98,0,,1
2026-05-08,20260508,603477,603477.SH,巨星农牧,49.88,49.88,0.0,100.0,43.85,29.12,38.28,22.97,22.3,6.15,43.4968,51.84,71.0,18.66,18.81,-0.8,0,,1
2026-05-08,20260508,000905,000905.SZ,厦门港务,39.15,39.15,0.0,0.0,43.85,82.83,24.79,76.51,15.34,6.95,44.0846,51.74,80.81,11.51,11.3,1.86,0,,1
2026-05-08,20260508,300832,300832.SZ,新产业,41.55,41.55,0.0,0.0,43.85,29.12,28.0,67.1,19.9,6.25,48.9033,51.64,80.44,47.43,46.62,1.74,0,,1
2026-05-08,20260508,300316,300316.SZ,晶盛机电,34.78,34.78,0.0,0.0,43.85,29.12,63.64,71.43,27.88,5.1,47.5946,51.51,73.6,45.98,46.11,-0.28,0,,1
2026-05-08,20260508,002909,002909.SZ,集泰股份,52.58,52.58,0.0,100.0,43.85,29.12,40.05,87.33,5.87,6.05,34.8355,51.21,82.59,6.75,6.59,2.43,0,,1
2026-05-08,20260508,300461,300461.SZ,田中精机,36.63,36.63,0.0,0.0,43.85,78.76,8.19,49.93,25.52,7.75,45.1915,50.96,75.0,59.24,59.24,0.0,0,,1
2026-05-08,20260508,603188,603188.SH,亚邦股份,42.24,42.24,0.0,100.0,43.85,29.12,28.51,8.41,9.11,6.4,40.7082,50.86,86.81,5.22,5.03,3.78,0,,1
2026-05-08,20260508,600435,600435.SH,北方导航,42.59,42.59,0.0,0.0,43.85,82.15,49.23,59.97,21.83,5.9,38.6143,50.82,75.0,15.23,15.23,0.0,0,,1
2026-05-08,20260508,002218,002218.SZ,拓日新能,32.54,32.54,0.0,0.0,43.85,63.94,27.05,46.11,24.4,7.2,40.7535,50.69,77.66,5.91,5.86,0.85,0,,1
2026-05-08,20260508,002460,002460.SZ,赣锋锂业,54.66,54.66,0.0,100.0,43.85,29.12,48.77,21.3,29.83,4.7,50.2702,50.65,62.75,84.77,86.9,-2.45,0,,1
2026-05-08,20260508,600903,600903.SH,贵州燃气,51.64,51.64,0.0,100.0,43.85,29.12,30.74,51.03,5.15,6.35,36.3245,50.42,77.44,6.42,6.37,0.78,0,,1
2026-05-08,20260508,601086,601086.SH,国芳集团,31.26,31.26,0.0,0.0,43.85,81.64,31.56,4.59,10.93,6.3,45.381,50.39,85.31,9.08,8.79,3.3,0,,1
2026-05-08,20260508,600797,600797.SH,浙大网新,42.65,42.65,0.0,0.0,43.85,64.65,44.45,73.28,20.43,6.05,37.705,50.33,75.0,9.2,9.2,0.0,0,,1
2026-05-08,20260508,605177,605177.SH,东亚药业,38.34,38.34,0.0,0.0,43.85,29.12,29.34,53.47,3.78,6.8,37.3424,50.32,82.44,21.09,20.6,2.38,0,,1
2026-05-08,20260508,300741,300741.SZ,华宝股份,42.09,42.09,0.0,0.0,43.85,66.76,29.67,86.56,7.88,5.8,48.5147,49.99,75.0,16.94,16.94,0.0,0,,1
2026-05-08,20260508,002320,002320.SZ,海峡股份,42.39,42.39,0.0,0.0,43.85,84.74,35.24,63.2,13.41,5.55,45.6824,49.89,79.78,8.65,8.52,1.53,0,,1
2026-05-08,20260508,600988,600988.SH,赤峰黄金,33.35,33.35,0.0,0.0,43.85,66.31,28.04,35.44,28.75,5.55,56.2504,49.61,75.0,44.4,44.4,0.0,0,,1
2026-05-08,20260508,603602,603602.SH,纵横通信,33.54,33.54,0.0,0.0,43.85,29.12,44.18,87.83,5.11,6.35,34.2978,49.54,80.62,13.61,13.37,1.8,0,,1
2026-05-08,20260508,002112,002112.SZ,三变科技,36.63,36.63,0.0,0.0,43.85,29.12,39.28,52.92,23.89,6.15,39.7742,49.47,75.0,20.99,20.99,0.0,0,,1
2026-05-08,20260508,603810,603810.SH,丰山集团,28.77,28.77,0.0,0.0,43.85,29.12,21.15,31.73,2.56,7.55,41.2171,49.13,65.0,15.72,16.04,-2.0,0,,1
2026-05-08,20260508,000596,000596.SZ,古井贡酒,43.89,43.89,0.0,100.0,43.85,29.12,25.71,29.69,20.36,5.9,51.4462,49.1,59.05,106.36,109.86,-3.19,0,,1
2026-05-08,20260508,002037,002037.SZ,保利联合,25.4,25.4,0.0,0.0,43.85,29.12,30.15,8.52,9.72,7.3,36.052,49.01,75.72,8.68,8.66,0.23,0,,1
2026-05-08,20260508,300506,300506.SZ,ST名家汇,17.55,42.55,25.0,100.0,43.85,29.12,64.84,12.69,3.91,6.1,34.4775,48.97,75.0,4.99,4.99,0.0,0,,1
2026-05-08,20260508,002646,002646.SZ,天佑德酒,50.91,50.91,0.0,100.0,43.85,29.12,29.3,55.95,1.94,5.65,41.233,48.86,73.75,8.12,8.14,-0.25,0,,1
2026-05-08,20260508,000661,000661.SZ,长春高新,37.29,37.29,0.0,0.0,43.85,66.84,29.32,26.18,22.16,5.6,50.1714,48.55,70.2,86.59,87.43,-0.96,0,,1
2026-05-08,20260508,002673,002673.SZ,西部证券,34.75,34.75,0.0,0.0,43.85,29.12,27.73,63.5,17.4,6.1,43.0898,48.07,74.3,7.21,7.22,-0.14,0,,1
2026-05-08,20260508,601136,601136.SH,首创证券,48.17,48.17,0.0,100.0,43.85,29.12,37.42,8.83,15.96,5.65,35.5073,47.97,71.1,16.64,16.77,-0.78,0,,1
2026-05-08,20260508,600622,600622.SH,光大嘉宝,28.49,28.49,0.0,0.0,43.85,29.12,45.78,19.23,4.73,5.9,37.6104,47.75,73.15,2.66,2.67,-0.37,0,,1
2026-05-08,20260508,600621,600621.SH,华鑫股份,32.69,32.69,0.0,0.0,43.85,29.12,37.79,45.54,15.32,5.85,40.565,47.61,71.55,14.31,14.41,-0.69,0,,1
2026-05-08,20260508,000650,000650.SZ,仁和药业,35.77,35.77,0.0,0.0,43.85,29.12,15.74,97.78,9.52,5.8,54.9901,47.29,62.2,5.71,5.86,-2.56,0,,1
2026-05-08,20260508,000839,000839.SZ,国安股份,36.48,36.48,0.0,0.0,90.48,29.12,47.81,17.99,17.84,7.2,35.0677,47.03,75.0,3.36,3.36,0.0,1,,1
2026-05-08,20260508,601916,601916.SH,浙商银行,32.29,32.29,0.0,0.0,43.85,29.12,30.65,33.93,18.92,5.35,48.0231,47.02,73.35,3.01,3.02,-0.33,0,,1
2026-05-08,20260508,002272,002272.SZ,川润股份,31.34,31.34,0.0,0.0,43.85,29.12,46.36,16.47,27.93,4.85,42.6566,46.56,75.0,19.53,19.53,0.0,0,,1
2026-05-08,20260508,600305,600305.SH,恒顺醋业,32.63,32.63,0.0,0.0,43.85,29.12,20.12,63.24,3.33,6.15,42.6563,46.39,71.7,7.48,7.53,-0.66,0,,1
2026-05-08,20260508,601788,601788.SH,光大证券,31.61,31.61,0.0,0.0,43.85,29.12,26.96,36.52,22.85,5.65,42.0035,45.97,75.41,15.35,15.33,0.13,0,,1
2026-05-08,20260508,000868,000868.SZ,安凯客车,47.3,47.3,0.0,0.0,43.85,68.22,23.94,81.34,2.18,5.4,36.1801,45.69,75.69,4.48,4.47,0.22,0,,1
2026-05-08,20260508,002130,002130.SZ,沃尔核材,32.91,32.91,0.0,0.0,43.85,29.12,31.22,79.34,27.39,4.65,51.2633,45.66,70.8,23.58,23.78,-0.84,0,,1
2026-05-08,20260508,000799,000799.SZ,酒鬼酒,34.95,34.95,0.0,0.0,43.85,29.12,36.91,63.13,19.59,5.35,36.5057,45.65,75.0,43.59,43.59,0.0,0,,1
2026-05-08,20260508,002163,002163.SZ,海南发展,44.43,44.43,0.0,0.0,43.85,84.96,27.95,70.88,22.05,5.8,29.4541,45.31,75.0,12.71,12.71,0.0,0,,1
2026-05-08,20260508,601162,601162.SH,天风证券,30.19,30.19,0.0,0.0,43.85,29.12,41.85,5.58,24.04,5.25,36.9629,45.22,72.35,3.77,3.79,-0.53,0,,1
2026-05-08,20260508,600408,600408.SH,安泰集团,34.64,34.64,0.0,0.0,43.85,29.12,27.69,17.48,14.59,6.1,32.6371,44.9,69.0,3.3,3.34,-1.2,0,,1
2026-05-08,20260508,000529,000529.SZ,广弘控股,30.93,30.93,0.0,0.0,43.85,29.12,18.11,52.74,1.47,5.95,43.2751,44.51,62.95,5.67,5.81,-2.41,0,,1
2026-05-08,20260508,300055,300055.SZ,万邦达,28.82,28.82,0.0,0.0,43.85,29.12,20.07,61.92,21.6,4.95,43.5322,43.71,84.5,11.17,10.84,3.04,0,,1
2026-05-08,20260508,603168,603168.SH,莎普爱思,31.8,31.8,0.0,0.0,43.85,29.12,12.72,73.23,5.32,6.05,36.7193,43.48,72.75,6.71,6.74,-0.45,0,,1
2026-05-08,20260508,300122,300122.SZ,智飞生物,42.85,42.85,0.0,0.0,43.85,80.11,17.06,77.16,19.48,5.0,37.8106,43.13,75.0,15.47,15.47,0.0,0,,1
2026-05-08,20260508,603816,603816.SH,顾家家居,37.95,37.95,0.0,0.0,43.85,71.94,6.43,57.2,18.91,6.2,54.8782,42.91,17.45,30.84,34.85,-11.51,0,,1
2026-05-08,20260508,300636,300636.SZ,同和药业,26.08,26.08,0.0,0.0,43.85,29.12,12.67,22.33,5.45,5.7,48.6625,42.87,56.0,7.84,8.15,-3.8,0,,1
2026-05-08,20260508,000025,000025.SZ,特力Ａ,30.38,30.38,0.0,0.0,43.85,29.12,24.75,41.42,7.73,5.2,41.2208,42.83,64.65,16.05,16.39,-2.07,0,,1
2026-05-08,20260508,600976,600976.SH,健民集团,27.79,27.79,0.0,0.0,43.85,29.12,6.54,72.44,7.79,5.65,51.6396,42.71,55.05,32.44,33.79,-3.99,0,,1
2026-05-08,20260508,600280,600280.SH,中央商场,27.94,27.94,0.0,0.0,43.85,29.12,24.59,32.74,6.19,5.95,30.2236,42.66,71.85,3.16,3.18,-0.63,0,,1
2026-05-08,20260508,002548,002548.SZ,金新农,24.26,24.26,0.0,0.0,43.85,29.12,20.88,5.62,15.0,6.5,33.7902,42.65,57.35,5.2,5.39,-3.53,0,,1
2026-05-08,20260508,600706,600706.SH,曲江文旅,31.63,31.63,0.0,0.0,43.85,29.12,28.35,47.37,6.43,5.65,27.7446,42.58,75.0,9.52,9.52,0.0,0,,1
2026-05-08,20260508,605008,605008.SH,长鸿高科,32.76,32.76,0.0,0.0,43.85,29.12,22.68,80.54,0.82,5.65,28.6527,42.33,77.06,12.28,12.2,0.66,0,,1
2026-05-08,20260508,300796,300796.SZ,贝斯美,30.66,30.66,0.0,0.0,43.85,29.12,12.32,61.11,5.65,5.5,37.5432,41.58,70.55,8.86,8.94,-0.89,0,,1
2026-05-08,20260508,002086,002086.SZ,东方海洋,25.98,25.98,0.0,0.0,43.85,29.12,21.21,10.91,10.04,5.55,31.4294,41.43,76.53,2.05,2.04,0.49,0,,1
2026-05-08,20260508,600757,600757.SH,长江传媒,31.75,31.75,0.0,0.0,43.85,29.12,17.83,88.14,7.88,4.55,49.8661,40.87,51.25,8.62,9.05,-4.75,0,,1
2026-05-08,20260508,300705,300705.SZ,九典制药,31.4,31.4,0.0,0.0,43.85,64.93,5.6,76.77,8.09,6.2,50.4703,40.8,18.4,12.92,14.57,-11.32,0,,1
2026-05-08,20260508,600616,600616.SH,金枫酒业,29.14,29.14,0.0,0.0,43.85,29.12,18.47,36.58,2.19,5.25,40.6118,39.01,37.75,4.97,5.37,-7.45,0,,1
2026-05-08,20260508,002629,002629.SZ,仁智股份,10.37,30.37,20.0,0.0,43.85,99.66,30.57,5.21,15.74,7.15,34.3765,37.88,75.0,6.92,6.92,0.0,1,,1
2026-05-08,20260508,002294,002294.SZ,信立泰,36.89,36.89,0.0,0.0,43.85,93.85,1.03,70.66,26.1,5.35,40.6239,35.93,18.45,47.9,54.01,-11.31,0,,1
2026-05-08,20260508,000858,000858.SZ,五粮液,20.05,20.05,0.0,0.0,43.85,29.12,4.54,4.9,28.73,4.65,42.8847,32.58,20.25,92.13,103.46,-10.95,0,,1
2026-05-08,20260508,000012,000012.SZ,南玻Ａ,27.92,27.92,0.0,0.0,43.85,29.12,6.61,97.32,9.32,4.9,25.9053,30.43,18.85,4.03,4.54,-11.23,0,,1
2026-05-08,20260508,603456,603456.SH,九洲药业,28.44,28.44,0.0,0.0,43.85,29.12,1.95,94.33,19.72,5.45,42.9096,29.33,15.0,13.69,17.09,-19.89,0,,1
2026-05-08,20260508,002306,002306.SZ,*ST云网,0.0,24.5,25.0,0.0,43.85,29.12,9.92,53.64,4.15,4.25,19.7608,28.66,72.85,2.29,2.3,-0.43,0,,1
2026-05-08,20260508,603061,603061.SH,金海通,29.11,29.11,0.0,0.0,43.85,29.12,0.62,95.92,26.24,5.6,37.6877,28.37,15.0,259.09,375.67,-31.03,0,,1
2026-05-08,20260508,600340,600340.SH,华夏幸福,29.79,29.79,0.0,0.0,43.85,88.58,1.51,13.22,14.21,5.25,16.2149,22.19,15.0,1.1,1.66,-33.73,0,,1
