rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,target_position_ratio
1,2026-06-17,baseline_full_liquidity_detail_vol_position,300285,国瓷材料,陶瓷,陶瓷,liquidity_detail_score,95.78680364411709,0.018544248490948073,1.0,0.1660621027750441,78.5,74.12,,,95.78680364411709,29.76,99.59,99.65,94.3399883698391,88.4861407249467,97.42198100407056,93.52587710796666,59.77,0,,过滤,1.0307066582732016,normal_liquidity,index_neutral,0.08526303079124421,0.0,1.0
2,2026-06-17,baseline_full_liquidity_detail_vol_position,301217,铜冠铜箔,元器件,元器件,liquidity_detail_score,95.73426891516445,0.022708208210951642,1.0,0.20334999326636832,181.69,63.6,,,95.73426891516445,29.48,48.14,99.81,96.70478774956386,95.0959488272921,98.35239387478192,80.6939329327389,62.18,0,,可买,1.0307066582732016,normal_liquidity,index_neutral,0.0696285156184909,0.0,1.0
3,2026-06-17,baseline_full_liquidity_detail_vol_position,301526,国际复材,玻璃,玻璃,liquidity_detail_score,94.29168701944822,0.018744335346853793,1.0,0.16785386284801604,40.23,77.11,,,94.29168701944822,29.54,97.44,99.9,96.23958131420818,92.09149059895329,96.80170575692964,73.23124636557472,69.93,0,,可买,1.0307066582732016,normal_liquidity,index_neutral,0.08435288853011164,0.0,1.0
4,2026-06-17,baseline_full_liquidity_detail_vol_position,600378,昊华科技,化工原料,化工原料,liquidity_detail_score,94.29022678813725,0.02729259142856202,1.0,0.24440273894191342,63.8,39.84,,,94.29022678813725,29.19,48.14,99.38,96.99554177166118,98.10040705563094,95.71622407443303,68.98623764295407,45.47,0,,过滤,1.0307066582732016,normal_liquidity,index_neutral,0.057932894874522946,-0.00140867115354526,1.0
5,2026-06-17,baseline_full_liquidity_detail_vol_position,002080,中材科技,玻璃,玻璃,liquidity_detail_score,94.20138269690509,0.024381179408841738,1.0,0.21833130216865806,82.41,58.07,,,94.20138269690509,29.3,99.59,95.58,95.3479356464431,82.30277185501066,97.73211862764101,90.59895328552045,61.4,0,,过滤,1.0307066582732016,normal_liquidity,index_neutral,0.0648507934571367,0.0,1.0
