strategy,strategy_display_name,rank,signal_date,symbol,name,industry,rank_score,effective_weight,sort_col,adaptive_role,adaptive_underlying_strategy,adaptive_position_scale,adaptive_position_reason,market_style_state,selected_strategy,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_version,strategy_source,ashare_resolved_strategy,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_weight_penalty,ashare_weight_reason,ashare_supplement,target_position_ratio,style_reason,switch_reason,route_reason,risk_veto_reason,base_strategy,hold_days,position_ratio
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,1,2026-06-17,002171,楚江新材,铜,75.1,0.2,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiered_liquidity_then_bs_v2,10,1.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,2,2026-06-17,300037,新宙邦,化工原料,73.07,0.2,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiered_liquidity_then_bs_v2,10,1.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,3,2026-06-17,002463,沪电股份,元器件,71.78,0.2,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiered_liquidity_then_bs_v2,10,1.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,4,2026-06-17,603256,宏和科技,玻璃,71.45,0.2,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiered_liquidity_then_bs_v2,10,1.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,5,2026-06-17,688525,佰维存储,半导体,70.86,0.2,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiered_liquidity_then_bs_v2,10,1.0
baseline_full_liquidity_detail,流动性质量防守策略,1,2026-06-17,300285,国瓷材料,陶瓷,95.78680364411709,0.2,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseline_full_liquidity_detail,10,1.0
baseline_full_liquidity_detail,流动性质量防守策略,2,2026-06-17,301217,铜冠铜箔,元器件,95.73426891516445,0.2,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseline_full_liquidity_detail,10,1.0
baseline_full_liquidity_detail,流动性质量防守策略,3,2026-06-17,301526,国际复材,玻璃,94.29168701944822,0.2,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseline_full_liquidity_detail,10,1.0
baseline_full_liquidity_detail,流动性质量防守策略,4,2026-06-17,600378,昊华科技,化工原料,94.29022678813725,0.2,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseline_full_liquidity_detail,10,1.0
baseline_full_liquidity_detail,流动性质量防守策略,5,2026-06-17,002080,中材科技,玻璃,94.20138269690509,0.2,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseline_full_liquidity_detail,10,1.0
