strategy,signal_date,entry_date,exit_date,selected,gross_ret,avg_score,avg_liquidity,bs_count,max_industry_count,max_industry_weight,cost_rate,net_ret
baseline_b_score_v2,2026-02-13,2026-02-24,2026-03-09,5,-0.04030412621215027,75.81199999999998,28.502,5,5,1.0,0.0,-0.04030412621215027
baseline_b_score_v2,2026-02-24,2026-02-25,2026-03-10,5,0.051317217346952625,75.816,27.534,5,5,1.0,0.0,0.051317217346952625
baseline_b_score_v2,2026-02-25,2026-02-26,2026-03-11,5,0.04806617383480385,75.114,26.706,5,5,1.0,0.0,0.04806617383480385
baseline_b_score_v2,2026-02-26,2026-02-27,2026-03-12,5,0.05748181410518507,71.63399999999999,27.627999999999997,5,5,1.0,0.0,0.05748181410518507
baseline_b_score_v2,2026-02-27,2026-03-02,2026-03-13,5,0.09686422412015445,71.40799999999999,27.264,5,5,1.0,0.0,0.09686422412015445
baseline_b_score_v2,2026-03-02,2026-03-03,2026-03-16,5,0.007552540733465185,77.078,23.631999999999998,5,5,1.0,0.0,0.007552540733465185
baseline_b_score_v2,2026-03-03,2026-03-04,2026-03-17,5,0.013707348396935593,78.55199999999999,22.768,5,5,1.0,0.0,0.013707348396935593
baseline_b_score_v2,2026-03-04,2026-03-05,2026-03-18,5,-0.06125258502934281,67.17999999999999,23.804,5,5,1.0,0.0,-0.06125258502934281
baseline_b_score_v2,2026-03-05,2026-03-06,2026-03-19,5,-0.10810393723212659,77.77000000000001,26.944,5,5,1.0,0.0,-0.10810393723212659
baseline_b_score_v2,2026-03-06,2026-03-09,2026-03-20,5,-0.11687183202414968,77.646,25.752,5,5,1.0,0.0,-0.11687183202414968
baseline_b_score_v2,2026-03-09,2026-03-10,2026-03-23,5,-0.05987675718332266,71.81800000000001,25.782,5,5,1.0,0.0,-0.05987675718332266
baseline_b_score_v2,2026-03-10,2026-03-11,2026-03-24,5,-0.1086859105415022,72.79400000000001,24.652,5,5,1.0,0.0,-0.1086859105415022
baseline_b_score_v2,2026-03-11,2026-03-12,2026-03-25,5,-0.03310395418653993,75.434,21.77,5,5,1.0,0.0,-0.03310395418653993
baseline_b_score_v2,2026-03-12,2026-03-13,2026-03-26,5,0.03374611211884428,77.73400000000001,22.259999999999998,5,5,1.0,0.0,0.03374611211884428
baseline_b_score_v2,2026-03-13,2026-03-16,2026-03-27,5,-0.05430467426648615,72.65599999999999,22.318,5,5,1.0,0.0,-0.05430467426648615
baseline_b_score_v2,2026-03-17,2026-03-18,2026-03-31,5,-0.07671086962323861,72.784,23.124000000000002,5,5,1.0,0.0,-0.07671086962323861
baseline_b_score_v2,2026-03-18,2026-03-19,2026-04-01,5,-0.04191229381416517,68.33,22.286,5,5,1.0,0.0,-0.04191229381416517
baseline_b_score_v2,2026-03-19,2026-03-20,2026-04-02,5,-0.1483155643871351,63.902,21.578,5,5,1.0,0.0,-0.1483155643871351
baseline_b_score_v2,2026-03-20,2026-03-23,2026-04-03,5,-0.030694918442375884,64.034,20.442,5,5,1.0,0.0,-0.030694918442375884
baseline_b_score_v2,2026-03-23,2026-03-24,2026-04-07,5,-0.1044637592784863,57.234,23.264,5,5,1.0,0.0,-0.1044637592784863
baseline_b_score_v2,2026-03-24,2026-03-25,2026-04-08,5,-0.023943725933737902,67.2,23.474,5,5,1.0,0.0,-0.023943725933737902
baseline_b_score_v2,2026-03-25,2026-03-26,2026-04-09,5,-0.11912439800346467,67.91799999999999,27.577999999999996,5,5,1.0,0.0,-0.11912439800346467
baseline_b_score_v2,2026-03-26,2026-03-27,2026-04-10,5,-0.05781834203457699,69.724,25.492,5,5,1.0,0.0,-0.05781834203457699
baseline_b_score_v2,2026-03-27,2026-03-30,2026-04-13,5,-0.018663457951398253,67.716,26.889999999999997,5,5,1.0,0.0,-0.018663457951398253
baseline_b_score_v2,2026-03-30,2026-03-31,2026-04-14,5,0.008096211199287561,72.48,21.884,5,5,1.0,0.0,0.008096211199287561
baseline_b_score_v2,2026-03-31,2026-04-01,2026-04-15,5,0.016508374080162057,69.036,25.634000000000004,5,5,1.0,0.0,0.016508374080162057
baseline_b_score_v2,2026-04-01,2026-04-02,2026-04-16,5,0.005025767931971648,64.252,22.514000000000003,5,5,1.0,0.0,0.005025767931971648
baseline_b_score_v2,2026-04-02,2026-04-03,2026-04-17,5,-0.0015096377400879435,75.74,21.342000000000002,5,5,1.0,0.0,-0.0015096377400879435
baseline_b_score_v2,2026-04-03,2026-04-07,2026-04-20,5,0.023633860199506862,59.372,29.276,5,5,1.0,0.0,0.023633860199506862
baseline_b_score_v2,2026-04-08,2026-04-09,2026-04-22,5,0.10130585735664292,66.848,29.468,5,5,1.0,0.0,0.10130585735664292
baseline_b_score_v2,2026-04-09,2026-04-10,2026-04-23,5,-0.012933366413118375,75.116,28.674,5,5,1.0,0.0,-0.012933366413118375
baseline_b_score_v2,2026-04-13,2026-04-14,2026-04-27,5,0.08154557320024032,75.45,25.236,5,5,1.0,0.0,0.08154557320024032
baseline_b_score_v2,2026-04-14,2026-04-15,2026-04-28,5,0.026321311987215545,74.33,26.844,5,5,1.0,0.0,0.026321311987215545
baseline_b_score_v2,2026-04-22,2026-04-23,2026-05-11,5,0.1235593034614125,73.418,26.356,5,5,1.0,0.0,0.1235593034614125
baseline_full_dynamic_factor,2026-02-13,2026-02-24,2026-03-09,4,0.0642369257243347,74.85249999999999,29.0775,1,4,1.0,0.0,0.0642369257243347
baseline_full_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,5,0.015406131798063605,75.298,29.195999999999998,1,5,1.0,0.0,0.015406131798063605
baseline_full_dynamic_factor,2026-02-25,2026-02-26,2026-03-11,5,-0.109871370494359,73.47200000000001,29.348000000000003,0,5,1.0,0.0,-0.109871370494359
baseline_full_dynamic_factor,2026-02-26,2026-02-27,2026-03-12,5,0.015209945942517478,74.066,29.48,0,5,1.0,0.0,0.015209945942517478
baseline_full_dynamic_factor,2026-02-27,2026-03-02,2026-03-13,5,-0.07881087303919035,75.376,29.298000000000002,1,5,1.0,0.0,-0.07881087303919035
baseline_full_dynamic_factor,2026-03-02,2026-03-03,2026-03-16,5,-0.13255857520576486,77.53999999999999,29.304000000000002,0,5,1.0,0.0,-0.13255857520576486
baseline_full_dynamic_factor,2026-03-03,2026-03-04,2026-03-17,5,0.011284842299928854,76.022,29.244,0,5,1.0,0.0,0.011284842299928854
baseline_full_dynamic_factor,2026-03-04,2026-03-05,2026-03-18,5,-0.07861150384968267,78.478,28.857999999999997,0,5,1.0,0.0,-0.07861150384968267
baseline_full_dynamic_factor,2026-03-05,2026-03-06,2026-03-19,5,-0.06563283584992474,78.232,29.24,0,5,1.0,0.0,-0.06563283584992474
baseline_full_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,5,-0.030661813919327808,77.65599999999999,29.222,1,5,1.0,0.0,-0.030661813919327808
baseline_full_dynamic_factor,2026-03-09,2026-03-10,2026-03-23,5,-0.055983288105192174,76.662,29.322000000000003,0,5,1.0,0.0,-0.055983288105192174
baseline_full_dynamic_factor,2026-03-10,2026-03-11,2026-03-24,5,-0.04756035064132742,51.166,17.874000000000002,1,5,1.0,0.0,-0.04756035064132742
baseline_full_dynamic_factor,2026-03-11,2026-03-12,2026-03-25,5,-0.041944337512149654,76.816,29.548000000000002,0,5,1.0,0.0,-0.041944337512149654
baseline_full_dynamic_factor,2026-03-12,2026-03-13,2026-03-26,5,-0.020178878668797216,77.578,27.904000000000003,1,5,1.0,0.0,-0.020178878668797216
baseline_full_dynamic_factor,2026-03-13,2026-03-16,2026-03-27,5,-0.0772004973229475,74.532,27.883999999999997,1,5,1.0,0.0,-0.0772004973229475
baseline_full_dynamic_factor,2026-03-17,2026-03-18,2026-03-31,5,-0.12112789524773111,75.686,26.444,1,5,1.0,0.0,-0.12112789524773111
baseline_full_dynamic_factor,2026-03-18,2026-03-19,2026-04-01,5,-0.10377597128371016,75.41,29.844,0,5,1.0,0.0,-0.10377597128371016
baseline_full_dynamic_factor,2026-03-19,2026-03-20,2026-04-02,5,0.04210161534550065,75.546,28.75,0,5,1.0,0.0,0.04210161534550065
baseline_full_dynamic_factor,2026-03-20,2026-03-23,2026-04-03,5,-0.003574684808484907,79.174,23.592,0,5,1.0,0.0,-0.003574684808484907
