rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,selected_strategy,target_position_ratio
1,2026-06-23,production_governed_vol_position,002008,大族激光,专用机械,专用机械,liquidity_detail_score,94.71629342632055,0.2,0.5,0.09999999999999999,145.11,46.81,,,94.71629342632055,29.74,48.63,83.01,96.04804339403333,95.81557535838822,99.28322355676094,65.88531576908176,57.33,1,,过滤,1.129911092873247,normal_liquidity,index_neutral,0.045679555357630915,0.0,baseline_full_liquidity_detail,0.5
2,2026-06-23,production_governed_vol_position,600392,盛和资源,小金属,小金属,liquidity_detail_score,94.42265271858453,0.2,0.5,0.09999999999999999,31.03,61.06,,,94.42265271858453,29.15,48.63,96.92,95.73808601317319,99.41882991088725,97.6365749709415,68.50058117008912,59.96,0,,过滤,1.129911092873247,normal_liquidity,index_neutral,0.052533787172481965,-0.10005800464037107,baseline_full_liquidity_detail,0.5
3,2026-06-23,production_governed_vol_position,300285,国瓷材料,陶瓷,陶瓷,liquidity_detail_score,94.39528606483275,0.2,0.5,0.09999999999999999,90.78,60.52,,,94.39528606483275,29.8,48.63,99.55,80.89887640449437,91.45679969004263,98.83765982177451,99.38008523827973,53.01,0,,过滤,1.129911092873247,normal_liquidity,index_neutral,0.08813444112829898,-0.08210313447927209,baseline_full_liquidity_detail,0.5
4,2026-06-23,production_governed_vol_position,300857,协创数据,IT设备,IT设备,liquidity_detail_score,94.20975590856257,0.2,0.5,0.09999999999999999,306.5,60.41,,,94.20975590856257,29.61,48.63,92.6,87.58233242929097,94.65323518016274,98.81828748547075,81.92561022859357,61.62,0,,可买,1.129911092873247,normal_liquidity,index_neutral,0.05665459939095204,-0.03254316467283236,baseline_full_liquidity_detail,0.5
5,2026-06-23,production_governed_vol_position,603986,兆易创新,半导体,半导体,liquidity_detail_score,93.54052176159111,0.2,0.5,0.09999999999999999,640.99,66.92,,,93.54052176159111,29.99,48.63,95.54,83.3010461061604,80.78264238667184,99.74815962805114,98.14025571483921,65.77,0,,可买,1.129911092873247,normal_liquidity,index_neutral,0.05513500621417616,-0.07062490938089028,baseline_full_liquidity_detail,0.5
