trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,note
2026-05-22,000791,000791,SELL,8.5551,47000,0,-47000,47000,0.49258149106485,0.0,-0.49258149106485,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-22,600507,600507,SELL,4.72,16700,0,-16700,16700,0.09656363605358641,0.0,-0.09656363605358641,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-22,600522,600522,SELL,43.82,7600,0,-7600,7600,0.40798209735864693,0.0,-0.40798209735864693,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-22,300136,信维通信,BUY,118.9254,0,1300,1300,1300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-22,300209,有棵树,BUY,30.9,0,5200,5200,5200,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-22,300408,三环集团,BUY,115.0,0,1400,1400,1400,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-22,600584,长电科技,BUY,72.88,0,2200,2200,2200,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-22,603986,兆易创新,BUY,468.74,0,300,300,300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
