scenario,total_return,annualized_return,max_drawdown,mean_daily_return,event_count,event_theory_gap,event_positive_rate,hard_block_event_count,promotion_valid_event_count
production,0.42677467538850955,1.1093387141008644,-0.1597195500000006,0.0033427195548996025,23,0.0,0.0,0,23
shadow_original,0.7372466870388525,2.189401054669612,-0.19538662637021942,0.005146708256771059,23,0.03772784053618572,0.5652173913043478,0,23
hard_block_fallback,0.7372466870388525,2.189401054669612,-0.19538662637021942,0.005146708256771059,23,0.03772784053618572,0.5652173913043478,0,23
open_gap_downweight,0.7372466870388525,2.189401054669612,-0.19538662637021942,0.005146708256771059,23,0.03772784053618572,0.5652173913043478,0,23
large_slippage_downweight,0.7372466870388525,2.189401054669612,-0.19538662637021942,0.005146708256771059,23,0.03772784053618572,0.5652173913043478,0,23
