strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,adaptive_role,adaptive_underlying_strategy,market_style_state,selected_strategy,target_position_ratio,adaptive_target_position_ratio,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,governed_nav_drawdown_20d,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,fp_classified_label,fp_classified_gate_reason,route_reason,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_position_scale,adaptive_position_reason,strategy_source,risk_veto_reason,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_industry_concentration_triggered,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint,ashare_route_cache_hit,ashare_weekly_unconfirmed_count
production_governed_vol_position_v1_2b_dynamic_score,2025-09-02,2025-09-01,318470.094605,177762.73,496232.824605,0.9924656492099999,3,0.35822444865774183,0.0,0.0,5.0,3.0,500000.0,5.0,0.5,0.0,0.6371135419369454,0.5,0.5,0.13711354193694536,0.0,0.0,0.0,0.0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,,,,,0.08247057380984857,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-03,2025-09-02,318470.094605,172982.3,491452.394605,0.9829047892099999,3,0.351981803118556,3.0,179243.22,5.0,0.0,497713.31460499996,5.0,0.5,2.0,0.6398665361358623,0.5,0.5,0.1398665361358623,0.0,0.0,0.0,0.0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,,,,,0.0736393265359149,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-04,2025-09-03,318470.094605,164038.55,482508.644605,0.96501728921,3,0.3399701784292139,3.0,173581.78,5.0,0.0,492051.874605,5.0,0.5,3.0,0.6472286989266229,0.5,0.5,0.14722869892662294,0.0,0.0,0.0,0.0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,-0.009633441729303582,,,,0.14008133467088124,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-05,2025-09-04,280555.920285,210948.04,491503.96028500004,0.9830079205700001,4,0.42918889173890107,3.0,163922.36,5.0,1.0,482392.454605,5.0,0.5,3.0,0.5816269391044082,0.5,0.5,0.08162693910440821,0.0,0.0,0.0,0.0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,-0.027656735547319733,,,,0.09528922285881611,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-08,2025-09-05,245588.714535,239838.89,485427.60453500005,0.9708552090700001,5,0.49407756740522835,4.0,208797.72999999998,5.0,1.0,489353.650285,5.0,0.5,3.0,0.5018903339222655,0.5,0.5,0.0018903339222654525,0.0,0.0,0.0,0.0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,-0.027656735547319733,,,,0.11506464046210203,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-09,2025-09-08,245588.714535,235668.96,481257.674535,0.96251534907,5,0.48969392587392535,5.0,237824.37,5.0,0.0,483413.08453500003,5.0,0.5,4.0,0.5080307554588315,0.5,0.5,0.008030755458831473,0.0,0.0,0.0,0.0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,-0.027656735547319733,,,,0.10846222154595533,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-10,2025-09-09,245588.714535,238922.59,484511.304535,0.96902260907,5,0.49312077502361096,5.0,238168.41999999998,5.0,0.0,483757.13453499996,5.0,0.5,5.0,0.5076694419629931,0.5,0.5,0.007669441962993129,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,-0.0301776692864284,,,,0.10532160305738075,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-11,2025-09-10,245588.714535,254040.76,499629.47453500004,0.9992589490700001,5,0.5084583135060899,5.0,242317.97999999998,5.0,0.0,487906.694535,5.0,0.5,4.0,0.5033518032972648,0.5,0.5,0.0033518032972648104,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,low_liquidity,v1.2b_dynamic_score,blocked_non_whitelisted_reason,,0.0,,,,,,,,,,,,-0.0301776692864284,,,,0.06983728870725836,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-12,2025-09-11,245588.714535,257612.36,503201.074535,1.0064021490700001,5,0.5119471579786578,5.0,251370.65,5.0,0.0,496959.364535,5.0,0.5,4.0,0.4941826878839379,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,-0.0301776692864284,,,,0.05324241604045975,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-15,2025-09-12,245588.714535,260325.76,505914.47453500004,1.01182894907,5,0.5145647596647094,5.0,257011.89,5.0,0.0,502600.60453500005,5.0,0.5,5.0,0.4886359314315105,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,0.0,,,,,,,,,,,,-0.0301776692864284,,,,0.07010227947843638,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
