strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason,planned_shares,planned_price,filled_shares,filled_price,reject_reason,open_weight_drift_bps,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,precommit_cap_applied,pattern_guard_enabled,pattern_strategy_mode,risk_event_triggered,risk_event_types,missing_cap_risk_label,missed_risk_event
production_governed_vol_position_v1_2b_dynamic_score,2025-09-02,000988,华工科技,专用机械,BUY,75.5155,600,45309.3,33.981975000000006,454656.718025,rebalance_unlocked,600.0,75.5155,600.0,75.5155,,-131.41910348174594,0.6371135419369454,0.5,0.5,0.13711354193694536,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-02,002436,兴森科技,元器件,BUY,21.3272,2300,49052.560000000005,36.78942000000001,405567.368605,rebalance_unlocked,2300.0,21.3272,2300.0,21.3272,,-14.819156739026562,0.6371135419369454,0.5,0.5,0.13711354193694536,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-02,002594,比亚迪,汽车整车,BUY,108.79,800,87032.0,65.274,318470.094605,rebalance_unlocked,800.0,108.79,800.0,108.79,,-35.085324223219914,0.6371135419369454,0.5,0.5,0.13711354193694536,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-05,300308,中际旭创,通信设备,BUY,378.8576,100,37885.76,28.414320000000004,280555.920285,rebalance_unlocked,100.0,378.8576,100.0,378.8576,,-15.947697689639718,0.5816269391044082,0.5,0.5,0.08162693910440821,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-08,601012,隆基绿能,电气设备,BUY,18.39,1900,34941.0,26.205750000000002,245588.714535,rebalance_unlocked,1900.0,18.39,1900.0,18.39,,-19.170085723354962,0.5018903339222655,0.5,0.5,0.0018903339222654525,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-16,000988,华工科技,专用机械,SELL,81.7158,600,49029.48,36.772110000000005,294581.422425,rebalance_unlocked,,,,,,,0.5374806714605632,0.5,0.5,0.03748067146056322,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-16,002436,兴森科技,元器件,SELL,22.1179,2300,50871.17,38.1533775,345414.4390475,rebalance_unlocked,,,,,,,0.5374806714605632,0.5,0.5,0.03748067146056322,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-16,002594,比亚迪,汽车整车,SELL,109.0,800,87200.0,65.4,432549.0390475,rebalance_unlocked,,,,,,,0.5374806714605632,0.5,0.5,0.03748067146056322,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-16,002460,赣锋锂业,小金属,BUY,48.68,1700,82756.0,62.067,349730.9720475,rebalance_unlocked,1700.0,48.68,1700.0,48.68,,-76.69887775396205,0.5374806714605632,0.5,0.5,0.03748067146056322,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-16,300274,阳光电源,电气设备,BUY,139.3759,300,41812.770000000004,31.359577500000004,307886.84247000003,rebalance_unlocked,300.0,139.3759,300.0,139.3759,,-200.11794729399,0.5374806714605632,0.5,0.5,0.03748067146056322,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-16,688521,芯原股份,半导体,BUY,178.47,200,35694.0,26.770500000000002,272166.07197000005,rebalance_unlocked,200.0,178.47,200.0,178.47,,-100.36826666637467,0.5374806714605632,0.5,0.5,0.03748067146056322,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-19,300308,中际旭创,通信设备,SELL,416.3204,100,41632.04,31.224030000000003,313766.88794000004,rebalance_unlocked,,,,,,,0.5102457156495769,0.5,0.5,0.01024571564957688,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-19,600580,卧龙电驱,电气设备,BUY,55.2552,1000,55255.200000000004,41.4414,258470.24654000002,rebalance_unlocked,1000.0,55.2552,1000.0,55.2552,,-103.1596019508793,0.5102457156495769,0.5,0.5,0.01024571564957688,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-22,601012,隆基绿能,电气设备,SELL,16.9,1900,32109.999999999996,24.082499999999996,290556.16404,rebalance_unlocked,,,,,,,0.5115076404645323,0.5,0.5,0.011507640464532343,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-22,002475,立讯精密,元器件,BUY,61.1412,500,30570.6,22.92795,259962.63609,rebalance_unlocked,500.0,61.1412,500.0,61.1412,,-115.5282119071574,0.5115076404645323,0.5,0.5,0.011507640464532343,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-30,002460,赣锋锂业,小金属,SELL,58.51,600,35106.0,26.3295,295042.30659,rebalance_unlocked,,,,,,,0.5303039932360892,0.5,0.5,0.030303993236089233,64360.999999999985,1100,0.38562094792736146,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-30,300274,阳光电源,电气设备,SELL,166.8749,300,50062.47,37.5468525,345067.22973749996,rebalance_unlocked,,,,,,,0.5303039932360892,0.5,0.5,0.030303993236089233,64360.999999999985,1100,0.38562094792736146,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-30,688521,芯原股份,半导体,SELL,192.48,200,38496.0,28.872,383534.3577375,rebalance_unlocked,,,,,,,0.5303039932360892,0.5,0.5,0.030303993236089233,64360.999999999985,1100,0.38562094792736146,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-30,600895,张江高科,园区开发,BUY,52.0784,1100,57286.240000000005,42.96468,326205.15305749996,rebalance_unlocked,1100.0,52.0784,1100.0,52.0784,,-65.6664922390164,0.5303039932360892,0.5,0.5,0.030303993236089233,64360.999999999985,1100,0.38562094792736146,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-09-30,688123,聚辰股份,半导体,BUY,150.85,300,45255.0,33.941250000000004,280916.2118075,rebalance_unlocked,300.0,150.85,300.0,150.85,,-185.04916137102035,0.5303039932360892,0.5,0.5,0.030303993236089233,64360.999999999985,1100,0.38562094792736146,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-09,002460,赣锋锂业,小金属,SELL,63.2,1100,69520.0,52.14,350384.0718075,rebalance_unlocked,,,,,,,0.500954261547109,0.5,0.5,0.000954261547108981,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-09,603799,华友钴业,小金属,BUY,67.6087,1200,81130.44,60.84783,269192.7839775,rebalance_unlocked,1200.0,67.6087,1200.0,67.6087,,-10.591711814868232,0.500954261547109,0.5,0.5,0.000954261547108981,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-13,600580,卧龙电驱,电气设备,SELL,44.2122,1000,44212.200000000004,33.159150000000004,313371.8248275,rebalance_unlocked,,,,,,,0.5054425957754293,0.5,0.5,0.005442595775429271,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-13,688347,华虹公司,半导体,BUY,112.0,500,56000.0,42.0,257329.82482749998,rebalance_unlocked,500.0,112.0,500.0,112.0,,-55.15594651606601,0.5054425957754293,0.5,0.5,0.005442595775429271,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-14,002475,立讯精密,元器件,SELL,58.9845,500,29492.25,22.1191875,286799.95564,rebalance_unlocked,,,,,,,0.5079914119018795,0.5,0.5,0.007991411901879464,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-14,600111,北方稀土,小金属,BUY,58.1606,200,11632.12,8.72409,275159.11155,rebalance_unlocked,200.0,58.1606,200.0,58.1606,,-80.1942627750772,0.5079914119018795,0.5,0.5,0.007991411901879464,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-22,600895,张江高科,园区开发,SELL,44.71,1100,49181.0,36.88575,324303.22579999996,rebalance_unlocked,,,,,,,0.5686553049301196,0.5,0.5,0.06865530493011962,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-22,688123,聚辰股份,半导体,SELL,151.886,300,45565.799999999996,34.17435,369834.85144999996,rebalance_unlocked,,,,,,,0.5686553049301196,0.5,0.5,0.06865530493011962,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-22,601288,农业银行,银行,BUY,8.1505,9800,79874.9,59.906175,289900.045275,rebalance_unlocked,9800.0,8.1505,9800.0,8.1505,,-8.748746505664872,0.5686553049301196,0.5,0.5,0.06865530493011962,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-23,603799,华友钴业,小金属,SELL,62.0309,1200,74437.08,55.82781,364281.29746499995,rebalance_unlocked,,,,,,,0.6432294986124292,0.5,0.5,0.14322949861242917,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-23,688313,仕佳光子,通信设备,BUY,68.5657,500,34282.850000000006,25.712137500000004,329972.7353274999,rebalance_unlocked,500.0,68.5657,500.0,68.5657,,-79.31694068948295,0.6432294986124292,0.5,0.5,0.14322949861242917,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
production_governed_vol_position_v1_2b_dynamic_score,2025-10-24,601857,中国石油,石油开采,BUY,9.16,8200,75112.0,56.334,254804.40132749992,rebalance_unlocked,8200.0,9.16,8200.0,9.16,,-2.612744934084865,0.5002060088063722,0.5,0.5,0.00020600880637222652,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
