market_regime,n,hit20,max_ret20,mdd20,avg_hs300_ret20,avg_bs_ratio,avg_market_research
risk_off,86,0.38372093023255816,0.10020772093023257,-0.07983782558139535,-0.046629075505224334,0.012470685791314594,33.706794093023255
neutral,667,0.3058470764617691,0.09001709295352324,-0.09640717391304347,-0.006666555032941369,0.04447594049226167,34.26038331634183
risk_on,68,0.29411764705882354,0.09192111764705882,-0.09940038235294117,0.06838743183206633,0.031158491150193306,32.81563310294117
