bs_score_v2_label,n,hit10,max_ret,mdd,avg_v2
观察,92,0.42391304347826086,0.125148,-0.11459582608695652,62.23891304347826
剔除,729,0.299039780521262,0.08696335390946502,-0.09243627983539095,46.81698216735254
