month,n,hit20,max_ret20,mdd20,avg_v2
2026-01,64,0.171875,0.057508046874999996,-0.0895515,45.9509375
2026-02,277,0.3285198555956679,0.09002882310469314,-0.10554900722021661,46.877870036101086
2026-03,228,0.2236842105263158,0.06514604824561404,-0.11864529824561403,51.198157894736845
2026-04,252,0.4126984126984127,0.12475437698412699,-0.06313240079365079,48.63630952380952
