event_uid,event_date,symbol,ts_code,rel_ret_d0,rel_ret_d1,rel_ret_d2,rel_ret_d3,rel_ret_d4,rel_ret_d5,rel_ret_d6,rel_ret_d7,rel_ret_d8,rel_ret_d9,rel_ret_d10,rel_ret_d11,rel_ret_d12,rel_ret_d13,rel_ret_d14,rel_ret_d15,rel_ret_d16,rel_ret_d17,rel_ret_d18,rel_ret_d19,rel_ret_d20,rel_ret_d21,rel_ret_d22,rel_ret_d23,rel_ret_d24,rel_ret_d25,rel_ret_d26,rel_ret_d27,rel_ret_d28,rel_ret_d29,rel_ret_d30,rel_ret_d31,rel_ret_d32,rel_ret_d33,rel_ret_d34,rel_ret_d35,rel_ret_d36,rel_ret_d37,rel_ret_d38,rel_ret_d39,rel_ret_d40,rel_ret_d41,rel_ret_d42,rel_ret_d43,rel_ret_d44,rel_ret_d45,rel_ret_d46,rel_ret_d47,rel_ret_d48,rel_ret_d49,rel_ret_d50,rel_ret_d51,rel_ret_d52,rel_ret_d53,rel_ret_d54,rel_ret_d55,rel_ret_d56,rel_ret_d57,rel_ret_d58,rel_ret_d59,rel_ret_d60
20260209_300711_01,2026-02-09,300711,300711.SZ,0.0,0.011498,-0.028223,-0.022997,-0.025784,-0.036237,-0.034843,-0.031359,-0.028571,0.008362,-0.101045,-0.067944,-0.049129,-0.033101,-0.044599,-0.010105,-0.040767,-0.072474,-0.098606,-0.090592,-0.122648,-0.073519,-0.091289,-0.116725,-0.170732,-0.144948,-0.12439,-0.151568,-0.140418,-0.138328,-0.145645,-0.138328,-0.162369,-0.16899,-0.167944,-0.118118,-0.130314,-0.134146,-0.142509,-0.125436,-0.129268,-0.118118,-0.1223,-0.119861,-0.138676,-0.118467,-0.143902,-0.160279,-0.166899,-0.200348,-0.265854,-0.272822,-0.273171,-0.266899,-0.244948,-0.242857,-0.257143,-0.248432,-0.271777,-0.285366,-0.279791
20260209_600037_02,2026-02-09,600037,600037.SH,0.0,0.035152,0.007273,-0.013333,-0.029091,-0.031515,-0.030303,-0.012121,-0.020606,-0.046061,-0.08,-0.092121,-0.084848,-0.071515,-0.05697,-0.038788,-0.033939,-0.029091,-0.049697,-0.047273,-0.064242,-0.029091,-0.04,-0.082424,-0.145455,-0.130909,-0.110303,-0.117576,-0.093333,-0.095758,-0.110303,-0.090909,-0.111515,-0.133333,-0.122424,-0.08,-0.08,-0.071515,-0.08,-0.059394,-0.086061,-0.060606,-0.067879,-0.06303,-0.071515,-0.077576,-0.08,-0.092121,-0.081212,-0.092121,-0.042424,-0.031515,-0.02303,-0.010909,-0.006061,-0.004848,-0.019394,-0.014545,-0.046061,-0.052121,-0.042424
20260209_600177_04,2026-02-09,600177,600177.SH,0.0,0.004052,0.009456,0.001351,-0.020276,-0.018925,-0.016223,-0.018925,-0.01082,-0.020276,-0.024328,-0.056761,-0.066217,-0.051358,-0.052709,-0.044604,-0.018925,0.004052,0.021613,0.032433,0.044591,0.047292,0.055397,0.063516,0.029732,0.045941,0.048643,0.051345,0.020476,0.027164,0.025826,0.025826,0.025826,0.012452,-0.004935,0.005764,-0.010285,-0.019647,-0.042384,-0.039709,-0.027672,-0.02366,-0.02366,-0.022322,-0.016972,-0.004935,0.001752,0.013789,0.021814,-0.003598,0.008439,0.028501,0.05525,0.047225,0.037863,0.041876,0.037863,0.032513,0.025826,0.019139,0.00309
20260209_600292_03,2026-02-09,600292,600292.SH,0.0,0.016606,0.118412,0.13213,0.153791,0.148014,0.155957,0.115523,0.098195,0.098917,0.076534,0.083032,0.12852,0.13213,0.129964,0.130686,0.103971,0.095307,0.058484,0.066426,0.050542,0.044043,0.031769,0.025271,-0.024549,0.005776,0.016606,-0.00722,0.001444,-0.025993,-0.030325,0.030325,0.032491,-0.012274,-0.010108,0.033935,0.054152,0.050542,0.077978,0.101083,0.111913,0.134296,0.088809,0.123466,0.12852,0.134296,0.141516,0.150181,0.153791,0.14657,0.1213,0.106137,0.090975,0.161011,0.163177,0.150181,0.159567,0.141516,0.107581,0.081588,0.062094
20260209_600392_02,2026-02-09,600392,600392.SH,0.0,0.049374,0.060796,0.138909,0.085483,0.072955,0.163596,0.158806,0.23692,0.185335,0.066691,0.042741,0.027266,0.026161,0.014001,0.01916,-0.017686,-0.029845,-0.067797,-0.095063,-0.117539,-0.110169,-0.159175,-0.180177,-0.21297,-0.201916,-0.169123,-0.194178,-0.172071,-0.175755,-0.17465,-0.154753,-0.175755,-0.170965,-0.114959,-0.088799,-0.068902,-0.072587,-0.060796,-0.075903,-0.095063,-0.063744,-0.035372,-0.008475,0.009948,0.008843,-0.080324,-0.079587,-0.10538,-0.122697,-0.035004,-0.040899,-0.016949,-0.008106,-0.023581,0.016581,-0.042741,-0.02395,-0.071481,-0.073692,-0.113854
20260209_600477_01,2026-02-09,600477,600477.SH,0.0,0.014493,-0.021739,-0.050725,-0.077295,-0.060386,-0.038647,-0.065217,-0.050725,-0.103865,-0.154589,-0.152174,-0.140097,-0.142512,-0.144928,-0.135266,-0.154589,-0.15942,-0.152174,-0.176329,-0.178744,-0.181159,-0.210145,-0.224638,-0.251208,-0.217391,-0.205314,-0.224638,-0.219807,-0.214976,-0.217391,-0.207729,-0.236715,-0.263285,-0.256039,-0.219807,-0.23913,-0.241546,-0.23913,-0.2343,-0.241546,-0.23913,-0.256039,-0.243961,-0.253623,-0.26087,-0.268116,-0.280193,-0.282609,-0.282609,-0.268116,-0.270531,-0.2657,-0.258454,-0.248792,-0.256039,-0.268116,-0.2657,-0.294686,-0.292271,-0.299517
20260209_600706_02,2026-02-09,600706,600706.SH,0.0,0.012522,-0.009839,-0.038462,-0.030411,-0.038462,-0.029517,-0.039356,-0.033989,-0.079606,-0.09839,-0.101073,-0.09839,-0.078712,-0.089445,-0.071556,-0.079606,-0.08229,-0.088551,-0.072451,-0.083184,-0.08229,-0.095707,-0.11449,-0.178891,-0.133274,-0.105546,-0.11449,-0.09839,-0.105546,-0.116279,-0.123435,-0.157424,-0.189624,-0.162791,-0.134168,-0.165474,-0.154741,-0.152952,-0.154741,-0.155635,-0.135957,-0.149374,-0.152952,-0.143113,-0.152057,-0.165474,-0.17263,-0.150268,-0.177102,-0.151163,-0.146691,-0.15653,-0.158318,-0.148479,-0.152952,-0.174419,-0.168157,-0.183363,-0.18873,-0.192308
20260209_600875_03,2026-02-09,600875,600875.SH,0.0,0.08342,0.06326,0.169621,0.107404,0.176225,0.180049,0.298227,0.288495,0.303789,0.222802,0.333681,0.467153,0.537018,0.494612,0.465415,0.427876,0.406674,0.334724,0.346194,0.306917,0.396246,0.3382,0.282586,0.238095,0.29058,0.314911,0.275287,0.25617,0.244004,0.218283,0.330553,0.296837,0.281196,0.210288,0.331248,0.331595,0.373306,0.380605,0.353146,0.328467,0.461244,0.450122,0.477581,0.460202,0.467153,0.523114,0.441432,0.402503,0.374348,0.388947,0.355926,0.412583,0.394508,0.311088,0.322906,0.3382,0.419882,0.337504,0.358012,0.389294
20260209_601916_01,2026-02-09,601916,601916.SH,0.0,0.010101,0.010101,-0.003367,-0.003367,0.0,-0.003367,0.0,0.003367,0.013468,0.010101,-0.003367,0.010101,0.016835,0.013468,0.020202,0.030303,0.040404,0.043771,0.043771,0.053872,0.050505,0.047138,0.040404,0.003367,0.040404,0.043771,0.043771,0.040404,0.040404,0.010101,0.006734,0.0,-0.003367,-0.010101,0.003367,0.0,0.0,-0.003367,0.006734,0.016835,0.016835,0.016835,0.010101,0.006734,0.0,0.003367,-0.003367,-0.003367,-0.003367,-0.003367,0.0,0.003367,0.016835,0.013468,0.013468,0.013468,0.010101,0.006734,0.006734,0.006734
20260209_603048_03,2026-02-09,603048,603048.SH,0.0,0.002176,0.007844,0.003922,0.022223,0.011765,0.009585,0.033985,0.067973,-0.014814,-0.036603,-0.053159,-0.045394,-0.008478,-0.055383,-0.02281,-0.024981,-0.050605,-0.047131,-0.041051,-0.057554,-0.038445,-0.072321,-0.098379,-0.187412,-0.143113,-0.124438,-0.121832,-0.096642,-0.08231,-0.067978,-0.047565,-0.055817,-0.084481,-0.071452,-0.042354,-0.03193,-0.001094,-0.018901,-0.026719,-0.035405,-0.027153,-0.038879,0.00238,0.004117,-0.004569,-0.026284,-0.030193,-0.02889,-0.048,-0.041051,0.016712,0.00542,0.0115,0.034519,0.031479,0.015409,0.015844,0.011935,0.012369,0.007592
20260209_603055_03,2026-02-09,603055,603055.SH,0.0,-0.002141,0.007495,-0.008565,-0.021413,-0.011777,0.057816,0.067452,0.052463,0.034261,0.028908,0.003212,0.022484,0.041756,0.062099,0.050321,0.061028,0.100642,0.087794,0.127409,0.087794,0.068522,0.058887,0.023555,-0.03212,0.009636,0.050321,0.025696,0.023555,0.038544,0.005353,0.003212,-0.033191,-0.040685,0.019272,0.024625,0.034261,0.049251,0.021413,0.029979,0.013919,0.020343,0.012848,0.011777,0.002141,-0.004283,-0.012848,-0.024625,-0.028908,-0.031049,-0.004283,-0.028908,-0.01606,-0.021413,-0.017131,-0.021413,-0.033191,-0.036403,-0.058887,-0.062099,-0.099572
20260209_603790_02,2026-02-09,603790,603790.SH,0.0,0.042735,0.071075,0.071075,0.05758,0.090418,0.11516,0.128655,0.165542,0.1435,0.11471,0.148448,0.178587,0.177688,0.131354,0.117409,0.103914,0.102114,0.067027,0.069276,0.040936,0.061628,-0.002699,-0.026991,-0.124157,-0.103014,-0.073774,-0.073324,-0.076023,-0.039586,-0.010346,-0.013945,-0.050832,-0.078273,-0.012596,0.024291,-0.003149,-0.007647,-0.014395,-0.030589,-0.02924,-0.0009,-0.002699,0.015295,0.044085,0.047233,0.047233,0.050382,0.090418,0.08502,0.097166,0.103914,0.14305,0.125956,0.137202,0.173639,0.161493,0.277553,0.265407,0.305893,0.2861
20260209_605117_05,2026-02-09,605117,605117.SH,0.0,0.022332,0.037148,0.038222,0.015675,-0.009341,0.057118,0.055723,0.121967,0.234164,0.309427,0.322847,0.292678,0.244793,0.336697,0.287202,0.415933,0.46006,0.440198,0.395748,0.352158,0.372987,0.374383,0.510629,0.470797,0.45029,0.401117,0.409169,0.393923,0.397144,0.411424,0.363968,0.320593,0.308782,0.338308,0.323814,0.362572,0.498819,0.577625,0.551428,0.463388,0.503006,0.545952,0.536075,0.535431,0.558944,0.597595,0.576337,0.510629,0.502791,0.585033,0.617243,0.709792,0.657075,0.624114,0.7347,0.705175,0.705712,0.623148,0.614022,0.710221
20260209_605177_01,2026-02-09,605177,605177.SH,0.0,-0.00365,-0.010493,-0.017792,-0.009124,0.017336,0.046989,0.055201,0.046533,0.016423,-0.018704,-0.024635,-0.010949,0.046989,0.021442,0.037409,0.023266,0.024179,0.031022,0.027372,0.003193,0.036496,-0.033303,-0.068887,-0.125456,-0.077555,-0.056113,-0.059307,-0.035128,-0.023723,-0.048814,-0.015055,-0.037865,-0.069343,-0.057026,-0.037865,-0.080748,-0.078467,-0.087591,-0.091697,-0.083485,-0.057026,-0.078467,-0.048814,-0.067518,-0.062956,-0.069343,-0.060219,-0.027372,-0.037865,-0.037865,-0.04562,-0.057482,-0.063412,-0.037865,-0.020073,-0.019161,0.005018,0.021898,0.041515,0.020073
20260209_688017_02,2026-02-09,688017,688017.SH,0.0,0.012737,0.011852,0.036972,0.071909,0.0291,0.046347,0.048249,0.02764,0.006324,-0.073147,-0.065983,-0.058067,-0.060455,-0.078631,-0.045639,-0.077039,-0.094684,-0.124359,-0.132098,-0.157483,-0.138511,-0.161286,-0.177339,-0.200071,-0.195162,-0.168716,-0.167256,-0.170087,-0.154166,-0.172298,-0.106713,-0.14426,-0.171679,-0.178932,-0.100257,-0.118698,-0.097824,-0.102335,-0.084999,-0.086768,-0.080223,-0.058022,-0.067884,-0.056607,-0.027109,-0.098841,-0.092252,-0.054484,-0.081682,-0.049133,-0.008845,0.003051,0.019282,0.163055,0.198479,0.211171,0.236733,0.171944,0.351053,0.427914
20260209_688190_03,2026-02-09,688190,688190.SH,0.0,-0.016568,-0.02425,0.076823,0.01916,0.027397,0.030081,0.070992,0.055072,0.036746,-0.020178,0.038504,0.042021,0.102462,0.115328,0.120048,0.080063,0.030822,-0.006849,-0.034617,-0.068401,-0.053128,-0.085524,-0.081822,-0.140689,-0.127638,-0.118845,-0.11144,-0.099408,-0.084598,-0.128563,-0.12301,-0.215106,-0.213625,-0.227323,-0.196686,-0.201592,-0.207146,-0.220474,-0.185487,-0.184561,-0.186227,-0.172066,-0.185209,-0.202888,-0.208719,-0.204461,-0.21492,-0.217327,-0.23806,-0.23843,-0.247593,-0.228897,-0.213439,-0.198815,-0.189559,-0.195576,-0.148926,-0.147075,-0.169937,-0.144761
20260209_688316_03,2026-02-09,688316,688316.SH,0.0,0.002645,0.050875,0.150611,0.148218,0.087017,0.009948,-0.01083,0.04672,-0.017504,-0.119003,-0.113462,-0.106536,-0.060572,0.127314,0.127944,0.075179,0.043949,-0.037653,-0.019015,-0.062838,0.046845,0.073794,-0.02166,-0.08072,-0.086261,-0.031608,-0.090291,-0.087395,-0.093943,-0.127566,-0.094321,-0.151744,-0.170382,-0.188263,-0.080217,-0.114721,-0.12064,-0.09155,-0.043697,-0.06712,-0.018889,-0.033875,-0.037149,-0.078202,-0.036519,-0.032238,-0.038282,-0.08135,-0.118499,-0.11661,-0.119758,-0.035764,-0.023926,-0.025186,-0.0204,-0.042942,-0.001259,-0.057172,-0.074424,-0.073416
20260209_688400_02,2026-02-09,688400,688400.SH,0.0,0.002258,-0.022132,0.029359,0.012873,0.032746,0.040876,0.049458,0.050587,0.020325,-0.027552,-0.031165,-0.03636,-0.017389,-0.04336,-0.000452,-0.017389,-0.042909,-0.024616,0.0472,-0.015357,0.003388,-0.025068,-0.005194,-0.091238,-0.086043,-0.051039,-0.099593,-0.091915,-0.110208,-0.151536,-0.093948,-0.107046,-0.023713,-0.043586,0.020777,0.039747,0.077236,0.075881,0.095303,0.066621,0.089205,0.105239,0.082204,0.110208,0.141373,0.063686,0.053975,0.056911,0.03794,0.116305,0.339657,0.404472,0.506098,0.502936,0.500678,0.475836,0.503613,0.46364,0.426829,0.556007
20260210_000513_02,2026-02-10,000513,000513.SZ,0.0,-0.003372,-0.007305,-0.021635,-0.011239,-0.003653,-0.005901,-0.004215,-0.025007,-0.033998,-0.050014,-0.049171,-0.022478,-0.025288,-0.016859,-0.02023,-0.024164,-0.024164,-0.020511,-0.007867,-0.013768,-0.029784,-0.03737,-0.081203,-0.06322,-0.062096,-0.066592,-0.042709,-0.044394,-0.044394,-0.019387,-0.014611,-0.032593,-0.040461,-0.029784,-0.037089,-0.033717,-0.056758,-0.04889,-0.03175,-0.035965,-0.050576,-0.055353,-0.053667,-0.053105,-0.057038,-0.078393,-0.085698,-0.082046,-0.07755,-0.082607,-0.084574,-0.092161,-0.100028,-0.087665,-0.098623,-0.10621,-0.117449,-0.132341,-0.131498,-0.123911
20260210_002086_01,2026-02-10,002086,002086.SZ,0.0,-0.017094,-0.034188,-0.038462,-0.025641,-0.008547,0.012821,0.004274,-0.025641,-0.042735,-0.042735,-0.047009,-0.008547,-0.017094,-0.017094,-0.029915,-0.034188,-0.029915,0.068376,0.076923,0.042735,-0.017094,-0.055556,-0.123932,-0.094017,-0.076923,-0.094017,-0.081197,-0.076923,-0.094017,-0.08547,-0.102564,-0.132479,-0.119658,-0.098291,-0.128205,-0.128205,-0.119658,-0.119658,-0.132479,-0.123932,-0.132479,-0.132479,-0.136752,-0.153846,-0.179487,-0.17094,-0.179487,-0.183761,-0.132479,-0.123932,-0.128205,-0.132479,-0.123932,-0.132479,-0.17094,-0.175214,-0.192308,-0.196581,-0.188034,-0.188034
20260210_002294_02,2026-02-10,002294,002294.SZ,0.0,0.003247,-0.018335,-0.030176,-0.046409,-0.043163,-0.081742,-0.06207,-0.067991,-0.084607,-0.107334,-0.080978,-0.029603,-0.062261,0.031513,0.025401,0.001146,0.000573,0.057105,0.118793,0.129297,0.100267,0.109626,0.044691,0.070092,0.089572,0.074293,0.181818,0.205118,0.170932,0.261459,0.304431,0.268144,0.239496,0.227655,0.200726,0.201681,0.191558,0.18793,0.284759,0.156226,0.12204,0.073338,0.043354,0.090336,0.068946,0.060351,0.044309,0.013942,-0.008785,-0.020435,-0.03285,-0.030749,-0.08518,-0.176662,-0.258976,-0.28094,-0.307296,-0.326776,-0.336134,-0.307105
20260210_002448_01,2026-02-10,002448,002448.SZ,0.0,0.045839,0.137518,0.132581,0.160085,0.136812,0.212976,0.188999,0.169252,0.114245,0.117772,0.148096,0.263047,0.220733,0.235543,0.191114,0.141749,0.141044,0.110014,0.07969,0.088152,0.021157,0.00141,-0.062764,-0.026798,0.01481,0.007757,0.019041,-0.01763,-0.01481,0.023272,0.01481,-0.005642,-0.014104,0.062764,0.045134,0.062059,0.066291,0.096615,0.06347,0.087447,0.070522,0.069111,0.069111,0.123413,0.235543,0.141044,0.086742,0.060649,0.076164,0.065585,0.103667,0.138223,0.149506,0.146685,0.102962,0.130465,0.050776,0.065585,0.038787,0.028209
20260210_002573_02,2026-02-10,002573,002573.SZ,0.0,-0.002558,-0.02046,-0.033248,-0.005115,0.002558,0.017903,0.028133,0.023018,0.030691,0.0,0.012788,0.038363,0.051151,0.046036,0.063939,0.056266,0.051151,0.043478,0.033248,0.033248,0.015345,0.0,-0.071611,-0.030691,-0.002558,-0.017903,-0.015345,-0.017903,-0.033248,-0.030691,-0.051151,-0.102302,-0.084399,-0.058824,-0.076726,-0.071611,-0.071611,-0.079284,-0.089514,-0.081841,-0.102302,-0.097187,-0.092072,-0.076726,-0.079284,-0.076726,-0.104859,-0.102302,-0.074169,-0.043478,-0.048593,-0.061381,-0.061381,-0.069054,-0.081841,-0.079284,-0.094629,-0.109974,-0.11509,-0.099744
20260210_002655_02,2026-02-10,002655,002655.SZ,0.0,-0.005682,0.036932,0.100852,0.12358,0.106534,0.105114,0.215909,0.260653,0.199574,0.181108,0.15696,0.197443,0.227983,0.238636,0.234375,0.215909,0.191051,0.262784,0.22017,0.283381,0.254261,0.223011,0.165483,0.24929,0.256392,0.25,0.254261,0.242898,0.285511,0.326705,0.301847,0.331676,0.350142,0.419744,0.502841,0.53267,0.506392,0.541193,0.550426,0.617188,0.627131,0.611506,0.676847,0.737216,0.754972,0.786222,0.839489,0.982244,1.180398,1.238636,1.31179,1.543324,1.797585,1.583097,1.476562,1.605114,1.62358,1.65696,1.497869,1.361506
20260210_002908_01,2026-02-10,002908,002908.SZ,0.0,0.0,-0.006679,-0.016221,-0.009542,-0.015267,-0.024809,-0.007634,-0.054389,-0.101145,-0.10687,-0.087786,-0.067748,-0.069656,-0.05916,-0.062977,-0.073473,-0.090649,-0.079198,-0.097328,-0.068702,-0.086832,-0.130725,-0.181298,-0.150763,-0.137405,-0.153626,-0.144084,-0.131679,-0.145038,-0.13645,-0.15458,-0.170802,-0.152672,-0.123092,-0.142176,-0.131679,-0.131679,-0.131679,-0.14313,-0.121183,-0.125954,-0.124046,-0.144084,-0.142176,-0.15458,-0.145038,-0.187023,-0.205153,-0.19084,-0.195611,-0.182252,-0.181298,-0.170802,-0.176527,-0.192748,-0.187977,-0.209924,-0.225191,-0.211832,-0.197519
20260210_300055_02,2026-02-10,300055,300055.SZ,0.0,0.010563,-0.011737,-0.002347,0.052817,0.061033,0.049296,0.064554,0.102113,0.16784,0.174883,0.211268,0.261737,0.296948,0.298122,0.2723,0.25939,0.260563,0.220657,0.198357,0.187793,0.161972,0.107981,0.056338,0.127934,0.247653,0.2723,0.319249,0.325117,0.315728,0.325117,0.431925,0.315728,0.321596,0.347418,0.349765,0.36385,0.461268,0.476526,0.45892,0.41784,0.453052,0.348592,0.350939,0.357981,0.419014,0.348592,0.370892,0.339202,0.338028,0.36385,0.338028,0.292254,0.311033,0.340376,0.294601,0.308685,0.284038,0.194836,0.163146,0.140845
20260210_300149_02,2026-02-10,300149,300149.SZ,0.0,-0.010638,-0.015957,-0.025709,-0.031915,-0.041667,-0.054078,-0.041667,-0.082447,-0.117021,-0.12766,-0.095745,-0.077128,-0.100177,-0.070922,-0.085106,-0.103723,-0.101064,-0.095745,-0.105496,-0.093085,-0.120567,-0.147163,-0.193262,-0.137411,-0.132979,-0.141844,-0.089539,-0.08156,-0.082447,0.101064,0.129433,0.065603,0.033688,0.034574,0.0,-0.007092,-0.021277,-0.00266,0.027482,0.012411,-0.016844,-0.008865,-0.041667,-0.028369,-0.054965,-0.062943,-0.069149,-0.060284,-0.113475,-0.114362,-0.111702,-0.115248,-0.109043,-0.101064,-0.12234,-0.128546,-0.155142,-0.163121,-0.166667,-0.16844
20260210_300315_02,2026-02-10,300315,300315.SZ,0.0,-0.029231,-0.036923,-0.069231,-0.104615,-0.103077,-0.110769,-0.106154,-0.155385,-0.203077,-0.210769,-0.196923,-0.196923,-0.196923,-0.186154,-0.192308,-0.129231,-0.176923,-0.189231,-0.187692,-0.184615,-0.2,-0.229231,-0.270769,-0.249231,-0.24,-0.263077,-0.247692,-0.247692,-0.263077,-0.246154,-0.264615,-0.287692,-0.283077,-0.233846,-0.258462,-0.212308,-0.236923,-0.235385,-0.241538,-0.235385,-0.243077,-0.241538,-0.244615,-0.250769,-0.264615,-0.276923,-0.263077,-0.249231,-0.236923,-0.229231,-0.218462,-0.206154,-0.203077,-0.206154,-0.221538,-0.215385,-0.247692,-0.246154,-0.244615,-0.227692
20260210_300469_02,2026-02-10,300469,300469.SZ,0.0,0.034217,-0.00233,0.017472,0.016599,0.029121,0.009173,0.014123,-0.036546,-0.101776,-0.101485,-0.084741,-0.06654,-0.101485,0.045282,0.046738,0.064502,0.063046,0.069453,0.080518,0.053145,-0.017181,-0.072801,-0.142691,-0.111241,-0.074549,-0.097699,-0.061008,-0.090128,-0.126092,-0.109639,-0.191613,-0.238497,-0.221607,-0.206465,-0.202388,-0.200641,-0.21258,-0.186372,-0.212143,-0.204135,-0.182877,-0.198748,-0.211415,-0.220151,-0.266599,-0.308096,-0.214036,-0.235585,-0.187536,-0.131188,-0.134246,-0.156232,-0.106144,-0.10032,-0.088672,-0.094496,-0.121724,-0.120559,-0.117501,-0.085178
20260210_300579_02,2026-02-10,300579,300579.SZ,0.0,0.008869,-0.00367,0.019572,-0.022936,-0.023853,-0.036697,-0.018043,-0.079817,-0.116514,-0.127829,-0.082569,-0.087768,-0.078593,-0.077064,-0.080122,-0.074618,-0.111621,-0.088073,-0.104587,-0.093578,-0.058104,-0.11682,-0.166972,-0.142202,-0.130581,-0.143731,-0.144648,-0.136086,-0.174924,-0.159021,-0.195413,-0.207951,-0.198471,-0.166972,-0.19633,-0.179205,-0.184404,-0.177064,-0.184098,-0.159633,-0.175841,-0.175841,-0.192355,-0.184709,-0.178287,-0.176453,-0.175535,-0.204281,-0.186544,-0.188685,-0.170948,-0.157492,-0.151682,-0.151988,-0.167584,-0.165749,-0.202446,-0.215291,-0.198777,-0.179817
20260210_300682_03,2026-02-10,300682,300682.SZ,0.0,-0.021925,-0.029947,-0.064706,-0.063636,-0.037433,0.016043,0.020321,-0.037968,-0.069519,-0.07754,-0.034225,-0.003209,0.018182,0.028342,0.028342,0.047594,-0.010695,-0.032086,-0.037433,-0.025134,-0.02139,-0.06738,-0.140642,-0.133155,-0.109091,-0.14492,-0.122995,-0.143316,-0.165775,-0.134225,-0.166845,-0.196257,-0.199465,-0.140107,-0.151872,-0.138503,-0.150802,-0.12246,-0.13369,-0.13262,-0.137433,-0.139037,-0.149198,-0.132086,-0.135829,-0.214973,-0.236364,-0.267914,-0.265775,-0.270588,-0.261497,-0.213369,-0.205348,-0.204278,-0.221925,-0.194118,-0.206952,-0.224064,-0.216578,-0.171123
20260210_600518_04,2026-02-10,600518,600518.SH,0.0,-0.005181,-0.015544,-0.020725,-0.010363,0.0,-0.010363,0.0,-0.015544,-0.025907,-0.036269,-0.036269,-0.025907,-0.031088,-0.025907,-0.031088,-0.020725,-0.025907,-0.031088,-0.025907,-0.031088,-0.046632,-0.072539,-0.119171,-0.103627,-0.082902,-0.098446,-0.088083,-0.088083,-0.082902,-0.07772,-0.051813,-0.093264,-0.082902,-0.072539,-0.088083,-0.088083,-0.093264,-0.093264,-0.082902,-0.088083,-0.093264,-0.093264,-0.098446,-0.098446,-0.108808,-0.108808,-0.11399,-0.11399,-0.103627,-0.11399,-0.119171,-0.124352,-0.119171,-0.11399,-0.124352,-0.124352,-0.145078,-0.160622,-0.165803,-0.176166
20260210_600523_02,2026-02-10,600523,600523.SH,0.0,-0.010283,-0.015424,-0.00964,0.001928,-0.001285,0.018638,0.028278,0.018638,-0.041131,-0.03856,-0.03856,-0.021851,-0.047558,-0.020566,-0.034062,-0.050771,-0.060411,-0.04563,-0.061697,-0.03599,-0.07455,-0.099614,-0.153599,-0.131748,-0.111183,-0.121465,-0.109254,-0.107969,-0.113753,-0.106684,-0.115039,-0.125321,-0.126607,-0.098329,-0.106041,-0.099614,-0.095116,-0.089332,-0.087404,-0.093188,-0.090617,-0.083548,-0.089332,-0.096401,-0.107326,-0.120823,-0.106684,-0.131105,-0.122108,-0.119537,-0.118895,-0.127249,-0.101542,-0.107969,-0.116967,-0.109897,-0.13946,-0.13946,-0.147172,-0.147815
20260210_603005_01,2026-02-10,603005,603005.SH,0.0,-0.008085,0.002177,-0.017413,0.060323,0.048507,0.095149,0.060012,0.028296,-0.033893,-0.018035,0.009639,-0.016169,-0.033893,-0.015236,-0.03296,-0.050373,-0.058458,-0.046953,-0.090174,-0.060945,-0.094216,-0.125622,-0.165734,-0.153918,-0.141169,-0.16449,-0.163557,-0.162002,-0.180348,-0.160137,-0.189366,-0.17102,-0.168221,-0.125,-0.132774,-0.129353,-0.126866,-0.057836,-0.077736,-0.076182,-0.028607,-0.041978,-0.039179,-0.004042,-0.014614,-0.023632,-0.007152,-0.029851,-0.046953,-0.03296,-0.018346,0.007774,-0.002799,0.023632,0.00653,0.046642,0.018657,0.024254,0.023327,0.040112
20260210_603888_02,2026-02-10,603888,603888.SH,0.0,-0.097686,-0.096217,-0.089607,-0.164524,-0.155343,-0.162688,-0.150202,-0.172237,-0.219243,-0.223283,-0.214469,-0.214469,-0.213368,-0.20639,-0.212633,-0.220712,-0.236504,-0.230628,-0.23834,-0.225487,-0.232464,-0.259273,-0.298568,-0.280206,-0.259273,-0.279471,-0.269188,-0.26625,-0.269923,-0.262211,-0.277268,-0.29159,-0.289754,-0.245685,-0.271025,-0.260375,-0.266618,-0.258171,-0.264414,-0.250092,-0.249357,-0.236137,-0.245318,-0.247521,-0.250092,-0.247154,-0.250459,-0.267719,-0.252295,-0.262211,-0.243849,-0.229526,-0.235035,-0.230995,-0.243849,-0.23834,-0.269188,-0.268821,-0.268454,-0.251928
20260210_603989_04,2026-02-10,603989,603989.SH,0.0,-0.003806,0.005438,-0.00435,0.03317,0.046765,0.073409,0.043502,0.040239,0.036433,0.025557,0.026645,0.02447,-0.011419,0.02447,0.02447,-0.005982,-0.0087,0.004894,-0.051659,-0.013051,-0.048396,-0.071778,-0.150082,-0.110386,-0.094617,-0.071778,-0.092985,-0.077216,-0.094073,-0.062534,-0.078303,-0.085372,-0.042414,0.044046,0.026645,0.019032,0.027732,0.083741,0.063622,0.060903,0.060359,0.05329,0.055465,0.082654,0.058184,0.05764,0.09516,0.075585,0.071234,0.079935,0.102773,0.154432,0.144644,0.159326,0.144644,0.138662,0.114736,0.087548,0.196302,0.315933
