calendar_execution_degraded_days,event_execution_degraded_days,incremental_execution_degraded_days,common_execution_degraded_days,degraded_candidate_rows,candidate_proxy_degraded_rows,avg_degraded_day_theory_gap,calendar_large_slippage_days,event_large_slippage_days,incremental_large_slippage_days,execution_hard_block_days,execution_slippage_warning_days,event_hard_block_days,incremental_hard_block_days,max_event_open_gap_abs,max_event_turnover_impact
24,3,3,21,120,77,-0.0010465040406900166,24,3,3,17,19,2,2,0.0571263704558571,0.0
