strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,avg_max_industry_weight,turnover_proxy
baseline_full_liquidity,all,0.0,34,2026-02-13,2026-04-22,5.0,0.029411764705882353,1.5453829851145278,1.5453829851145278,0.9986404732015184,-0.26752279482082675,0.5294117647058824,0.030529072720365372,0.00885384571503901,0.20015173492313557,-0.06642728136997396,48.18582352941175,29.988000000000003,0.5235294117647059,1.0
baseline_full_liquidity_industry_penalty_1pt,all,0.0,34,2026-02-13,2026-04-22,5.0,0.058823529411764705,1.0362609998745014,1.0362609998745014,0.6939480278011008,-0.39711982274325686,0.4117647058823529,0.02391074479303306,-0.012890655340770973,0.20184154292707496,-0.06781083375038,44.98070588235294,29.980235294117648,0.2,1.0
baseline_full_liquidity_industry_penalty_2pt,all,0.0,34,2026-02-13,2026-04-22,5.0,0.058823529411764705,1.0362609998745014,1.0362609998745014,0.6939480278011008,-0.39711982274325686,0.4117647058823529,0.02391074479303306,-0.012890655340770973,0.20184154292707496,-0.06781083375038,44.98070588235294,29.980235294117648,0.2,1.0
baseline_full_liquidity_industry_cap2,all,0.0,34,2026-02-13,2026-04-22,5.0,0.058823529411764705,1.0058390146742813,1.0058390146742813,0.675153995137763,-0.3508012865559633,0.5,0.0235170440589321,0.002278066729354933,0.20015173492313557,-0.08267312245008489,48.233117647058826,29.986294117647056,0.4,1.0
baseline_full_liquidity_detail,all,0.0,34,2026-02-13,2026-04-22,5.0,0.35294117647058826,0.611990403765805,0.611990403765805,0.42459747543495374,-0.4852708238574319,0.5294117647058824,0.017468148112587047,0.015137247809846866,0.15284444078471773,-0.15569378492336852,59.896,29.316823529411767,0.3764705882352941,1.0
liq_top_20_then_liquidity_detail,all,0.0,34,2026-02-13,2026-04-22,5.0,0.35294117647058826,0.611990403765805,0.611990403765805,0.42459747543495374,-0.4852708238574319,0.5294117647058824,0.017468148112587047,0.015137247809846866,0.15284444078471773,-0.15569378492336852,59.896,29.316823529411767,0.3764705882352941,1.0
liq_top_30_then_liquidity_detail,all,0.0,34,2026-02-13,2026-04-22,5.0,0.35294117647058826,0.611990403765805,0.611990403765805,0.42459747543495374,-0.4852708238574319,0.5294117647058824,0.017468148112587047,0.015137247809846866,0.15284444078471773,-0.15569378492336852,59.896,29.316823529411767,0.3764705882352941,1.0
liq_top_10_then_liquidity_detail,all,0.0,34,2026-02-13,2026-04-22,5.0,0.3235294117647059,0.5974922073033564,0.5974922073033564,0.4150898419765503,-0.48990028362545257,0.5294117647058824,0.01716675406907513,0.015137247809846866,0.15284444078471773,-0.15569378492336852,59.95582352941177,29.351470588235294,0.37058823529411766,1.0
tiered_liquidity_then_liquidity_detail,all,0.0,34,2026-02-13,2026-04-22,5.0,0.35294117647058826,0.5334975122101315,0.5334975122101315,0.37285265119205313,-0.5103346091685073,0.5294117647058824,0.016045275170748417,0.015137247809846866,0.15284444078471773,-0.15569378492336852,59.88794117647059,29.334705882352942,0.3764705882352941,1.0
baseline_full_score,all,0.0,34,2026-02-13,2026-04-22,5.0,0.35294117647058826,0.3003459162709363,0.3003459162709363,0.2148922777131559,-0.5901765976847734,0.4411764705882353,0.011426019568885941,-0.010921997735326905,0.21531793179926986,-0.1322448186483337,80.98435294117647,23.687705882352944,0.2588235294117647,1.0
liq_top_10_then_score_industry_penalty_10pt,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,0.6470588235294118,0.17386304168419886,0.17386304168419886,0.1261566367252298,-0.631404522470264,0.4411764705882353,0.008640998716627027,-0.008396532232131725,0.22904012557873535,-0.1393226139833495,78.1929117647059,28.576323529411766,0.20147058823529412,1.0
liq_top_10_then_score_industry_penalty_5pt,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,0.6470588235294118,0.03375170720718179,0.03375170720718179,0.02490822338728038,-0.6726154713136053,0.38235294117647056,0.00502745553799939,-0.009635294268528305,0.22904012557873535,-0.1393226139833495,78.36479411764707,28.57385294117647,0.21911764705882356,1.0
liq_top_10_then_score_industry_cap2,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,0.7352941176470589,0.0326262741524066,0.0326262741524066,0.02408109821291049,-0.7088209705690642,0.38235294117647056,0.00641354998155679,-0.009635294268528305,0.25755882965795635,-0.17062041808808684,78.5440294117647,28.635205882352945,0.33676470588235297,1.0
liq_top_10_then_liq_breakout_adj,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,0.7352941176470589,-0.07309051120504129,-0.07309051120504129,-0.05470177338861337,-0.7386308947647341,0.38235294117647056,0.0034671960417241004,-0.014972965950370598,0.25755882965795635,-0.17062041808808684,78.58614705882353,28.623911764705884,0.3485294117647059,1.0
liq_top_10_then_score,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,0.7352941176470589,-0.07309051120504129,-0.07309051120504129,-0.05470177338861337,-0.7386308947647341,0.38235294117647056,0.0034671960417241004,-0.014972965950370598,0.25755882965795635,-0.17062041808808684,78.58614705882353,28.623911764705884,0.3485294117647059,1.0
tiered_liquidity_then_bs_v2,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,1.2058823529411764,-0.09285213887676202,-0.09285213887676202,-0.06968078856244575,-0.6695236545474219,0.47058823529411764,0.0008609060555933921,-0.0007158630265430733,0.22080893547731653,-0.11991379349515577,77.09888235294117,28.093485294117645,0.3264705882352941,1.0
baseline_full_liq_breakout_adj,all,0.0,34,2026-02-13,2026-04-22,5.0,0.38235294117647056,-0.1395892897522515,-0.1395892897522515,-0.10544822651458996,-0.6484756120572186,0.4411764705882353,-0.001131170853066583,-0.010921997735326905,0.2350542210309317,-0.1322448186483337,80.79876470588236,25.255941176470586,0.2764705882352941,1.0
tiered_liquidity_then_score_industry_penalty_5pt,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,1.0294117647058822,-0.1878489711348127,-0.1878489711348127,-0.1429129732389688,-0.7087991766042292,0.4117647058823529,-0.001985367915591647,-0.02079531878285268,0.2536778370502845,-0.1393226139833495,78.63277941176473,28.043661764705885,0.21911764705882356,1.0
liq_top_30_then_liq_breakout_adj,all,0.0,34,2026-02-13,2026-04-22,5.0,0.47058823529411764,-0.280136205239931,-0.280136205239931,-0.21621435614985263,-0.6684906433099287,0.4411764705882353,-0.007182252805642417,-0.018391210021854076,0.1191999297616193,-0.15209188180590777,80.60076470588236,26.127235294117646,0.27058823529411763,1.0
liq_top_30_then_score,all,0.0,34,2026-02-13,2026-04-22,5.0,0.47058823529411764,-0.280136205239931,-0.280136205239931,-0.21621435614985263,-0.6684906433099287,0.4411764705882353,-0.007182252805642417,-0.018391210021854076,0.1191999297616193,-0.15209188180590777,80.60076470588236,26.127235294117646,0.27058823529411763,1.0
liq20_bs_score_v2_b_bonus_3pct,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,1.3823529411764706,-0.30434965713731976,-0.30434965713731976,-0.2358406695496521,-0.7376195502038797,0.4411764705882353,-0.00683855343682203,-0.005938437794027354,0.24894082864244474,-0.1151371167788349,77.97142647058823,27.167455882352947,0.3338235294117647,1.0
tiered_liquidity_then_score_industry_cap2,all,0.0,34,2026-02-13,2026-04-22,4.970588235294118,1.2058823529411764,-0.31847658877322316,-0.31847658877322316,-0.24737286619295473,-0.7229956376977806,0.38235294117647056,-0.006688566054679651,-0.01761826762079951,0.25755882965795635,-0.17062041808808684,78.85919117647059,28.038529411764706,0.33235294117647063,1.0
