rule,n,coverage,hit20,lift,max_ret20,mdd20,avg_v2
v2>=55 & rs_liq>=40 & gain<=8,349,0.14813242784380307,0.41260744985673353,1.4316688539947926,0.13852130372492835,-0.13646125787965618,61.33510028653294
v2>=58 & rs_liq>=40,262,0.11120543293718166,0.4122137404580153,1.4303027577600647,0.14174025954198474,-0.14303877099236642,63.04251908396947
v2>=58 & rs_liq>=40 & gain<=5,248,0.10526315789473684,0.40725806451612906,1.4131075110456552,0.1412612620967742,-0.1427576935483871,63.077701612903226
v2>=58 & rs_liq>=40 & gain<=12,259,0.1099320882852292,0.40540540540540543,1.4066791386379014,0.14127693436293437,-0.14320657915057916,63.06822393822393
v2>=58 & rs_liq>=40 & gain<=8,255,0.10823429541595925,0.403921568627451,1.4015305091108607,0.1413121843137255,-0.14321540784313724,63.10090196078431
bs_score_v2>=60,238,0.10101867572156197,0.3907563025210084,1.3558495563173723,0.12957094537815128,-0.1495163025210084,64.26651260504202
bs_score_v2>=58,334,0.14176570458404075,0.38922155688622756,1.3505242828040531,0.12807184131736526,-0.1448912365269461,62.72200598802396
bs_score_v2>=55,540,0.22920203735144312,0.3851851851851852,1.3365188457971962,0.12285230925925925,-0.1359889925925926,60.30533333333334
s_rs>=70,753,0.3196095076400679,0.3851261620185923,1.3363140467095778,0.11881078884462151,-0.1312684395750332,56.06843293492696
bs_score_v2>=52,788,0.33446519524617996,0.37944162436548223,1.3165897894036467,0.11659257868020305,-0.12861580583756346,58.19521573604061
bs_score_v2>=62,164,0.06960950764006792,0.3719512195121951,1.2905995186608714,0.13321226829268293,-0.15513787804878051,65.75878048780487
bs_score>=65,116,0.04923599320882852,0.3706896551724138,1.286222131938449,0.13927822413793103,-0.15694487931034484,65.74629310344828
s_rs>=60,1058,0.44906621392190155,0.3695652173913043,1.2823205481206377,0.11090450378071834,-0.12328146691871456,54.42162570888468
bs_score>=60,340,0.14431239388794567,0.36470588235294116,1.2654595858962139,0.12178905294117645,-0.1408680176470588,61.216411764705875
bs_score_v2>=50,944,0.400679117147708,0.3644067796610169,1.264421756820848,0.11326611440677965,-0.1260604650423729,57.00789194915254
bs_score>=58,501,0.21264855687606113,0.36327345309381237,1.260489330617116,0.11778482035928142,-0.1372748243512974,59.64091816367265
breakout_volume_combo>=70,205,0.08701188455008489,0.36097560975609755,1.2525162541757964,0.12519303902439022,-0.14980914634146342,58.53663414634147
s_breakout>=50,208,0.08828522920203735,0.3605769230769231,1.2511328877308256,0.12488808653846155,-0.14910791826923075,58.33110576923077
s_breakout>=60,208,0.08828522920203735,0.3605769230769231,1.2511328877308256,0.12488808653846155,-0.14910791826923075,58.33110576923077
s_breakout>=70,208,0.08828522920203735,0.3605769230769231,1.2511328877308256,0.12488808653846155,-0.14910791826923075,58.33110576923077
s_breakout>=80,208,0.08828522920203735,0.3605769230769231,1.2511328877308256,0.12488808653846155,-0.14910791826923075,58.33110576923077
bs_score>=55,764,0.3242784380305603,0.34554973821989526,1.198991433352096,0.10647186649214659,-0.13196492408376964,57.519633507853406
s_rs>=50,1340,0.568760611205433,0.32686567164179103,1.1341612995405885,0.10016114477611941,-0.11938277238805971,52.68173134328357
bs_score_v2>=45,1402,0.5950764006791172,0.3238231098430813,1.1236041926219433,0.10186912196861628,-0.11964301711840228,53.911954350927246
bs_score>=50,1314,0.5577249575551783,0.3211567732115677,1.1143525150021405,0.10137664916286149,-0.1195530806697108,53.861917808219175
breakout_volume_combo>=65,510,0.2164685908319185,0.3176470588235294,1.102174478038638,0.10105856274509804,-0.1357716862745098,53.14933333333334
breakout_volume_combo>=60,1119,0.47495755517826826,0.3136729222520107,1.0883849850158132,0.0967612582663092,-0.12328406613047362,51.09562109025916
bs_score>=45,1780,0.7555178268251274,0.31235955056179776,1.083827836706326,0.09485978764044943,-0.11602958988764045,51.21723033707866
s_breakout>=45,2142,0.9091680814940577,0.2964519140989729,1.0286313838250076,0.0907753538748833,-0.10902262931839403,47.22281512605041
breakout_volume_combo>=55,1471,0.6243633276740238,0.29503738953093134,1.0237232543959855,0.09181563358259688,-0.12268407273963292,50.05592114208022
breakout_volume_combo>=45,1750,0.7427843803056027,0.2937142857142857,1.0191323374710708,0.09056241085714285,-0.11915907542857143,49.03697142857143
breakout_volume_combo>=50,1657,0.7033106960950763,0.28968014484007243,1.0051346410062012,0.09026334520217259,-0.12064538382619192,49.33133373566686
price_change_ratio<=12,2285,0.9698641765704584,0.2840262582056893,0.9855167368668687,0.08686512560175055,-0.11188948796498907,47.026612691466084
price_change_ratio<=8,2266,0.9617996604414262,0.28375992939099737,0.9845926268706771,0.08668521447484555,-0.11190721535745808,47.02321270962048
price_change_ratio<=5,2235,0.948641765704584,0.28232662192393737,0.9796193243781979,0.08596286085011186,-0.11162618657718121,46.950008948545864
price_change_ratio<=0,2085,0.884974533106961,0.2810551558752998,0.9752075806218059,0.08640433381294964,-0.11154158129496401,46.70074820143885
price_change_ratio<=-5,392,0.166383701188455,0.2576530612244898,0.8940067927023533,0.07435070153061225,-0.07772922193877552,33.31443877551021
