event_uid,event_date,symbol,ts_code,rel_ret_d0,rel_ret_d1,rel_ret_d2,rel_ret_d3,rel_ret_d4,rel_ret_d5,rel_ret_d6,rel_ret_d7,rel_ret_d8,rel_ret_d9,rel_ret_d10,rel_ret_d11,rel_ret_d12,rel_ret_d13,rel_ret_d14,rel_ret_d15,rel_ret_d16,rel_ret_d17,rel_ret_d18,rel_ret_d19,rel_ret_d20,rel_ret_d21,rel_ret_d22,rel_ret_d23,rel_ret_d24,rel_ret_d25,rel_ret_d26,rel_ret_d27,rel_ret_d28,rel_ret_d29,rel_ret_d30,rel_ret_d31,rel_ret_d32,rel_ret_d33,rel_ret_d34,rel_ret_d35,rel_ret_d36,rel_ret_d37,rel_ret_d38,rel_ret_d39,rel_ret_d40,rel_ret_d41,rel_ret_d42,rel_ret_d43,rel_ret_d44,rel_ret_d45,rel_ret_d46,rel_ret_d47,rel_ret_d48,rel_ret_d49,rel_ret_d50,rel_ret_d51,rel_ret_d52,rel_ret_d53,rel_ret_d54,rel_ret_d55,rel_ret_d56,rel_ret_d57,rel_ret_d58,rel_ret_d59,rel_ret_d60
20260227_002673_03,2026-02-27,002673,002673.SZ,0.0,-0.012498,-0.032502,-0.052493,-0.051249,-0.034991,-0.045,-0.036249,-0.037494,-0.034991,-0.039996,-0.038751,-0.034991,-0.039996,-0.049991,-0.066248,-0.111248,-0.097493,-0.089999,-0.101252,-0.091244,-0.089999,-0.089999,-0.088742,-0.107501,-0.114995,-0.112493,-0.086252,-0.104999,-0.089999,-0.084995,-0.078746,-0.082493,-0.079991,-0.079991,-0.086252,-0.099995,-0.104999,-0.114995,-0.114995,-0.118742,-0.11375,-0.106244,-0.102497,-0.091244,-0.097493,-0.09875,-0.089999,-0.091244,-0.092501,-0.111248,-0.129995,-0.138746,-0.126248,-0.138746,-0.144995,-0.153746,-0.144995,-0.136244,-0.146252,-0.161252
20260227_002677_05,2026-02-27,002677,002677.SZ,0.0,-0.056995,-0.094301,-0.105699,-0.090155,-0.083938,-0.076684,-0.05285,-0.071503,-0.104663,-0.117098,-0.109845,-0.127461,-0.118135,-0.141969,-0.157513,-0.20829,-0.169948,-0.174093,-0.19171,-0.181347,-0.169948,-0.169948,-0.161658,-0.174093,-0.205181,-0.190674,-0.17513,-0.202073,-0.194819,-0.215544,-0.206218,-0.206218,-0.185492,-0.202073,-0.210363,-0.214508,-0.22487,-0.240415,-0.207254,-0.203109,-0.178238,-0.180311,-0.172021,-0.178238,-0.181347,-0.145078,-0.127461,-0.13886,-0.139896,-0.176166,-0.181347,-0.173057,-0.182383,-0.188601,-0.222798,-0.220725,-0.184456,-0.219689,-0.251813,-0.258031
20260227_002908_03,2026-02-27,002908,002908.SZ,0.0,-0.047118,-0.094227,-0.099995,-0.080772,-0.060574,-0.062503,-0.051922,-0.05577,-0.066342,-0.083656,-0.07211,-0.090379,-0.061538,-0.079807,-0.124041,-0.174999,-0.14423,-0.130764,-0.147114,-0.137497,-0.124996,-0.138462,-0.129809,-0.148078,-0.164418,-0.146149,-0.116344,-0.135578,-0.124996,-0.124996,-0.124996,-0.136532,-0.114425,-0.119228,-0.117309,-0.137497,-0.135578,-0.148078,-0.138462,-0.180767,-0.199035,-0.184615,-0.189419,-0.175963,-0.174999,-0.164418,-0.170195,-0.186535,-0.181731,-0.203849,-0.219233,-0.205768,-0.191348,-0.213456,-0.236537,-0.226921,-0.235573,-0.253841,-0.276923,-0.271155
20260227_300175_02,2026-02-27,300175,300175.SZ,0.0,-0.004438,-0.051775,-0.035503,-0.029586,-0.02071,-0.010355,-0.002959,-0.010355,-0.04142,-0.038462,-0.031065,-0.053254,-0.04142,-0.065089,-0.094675,-0.149408,-0.122781,-0.106509,-0.107988,-0.08432,-0.06213,-0.088757,-0.08432,-0.100592,-0.118343,-0.100592,-0.076923,-0.079882,-0.081361,-0.050296,-0.044379,-0.042899,-0.035503,-0.031065,-0.04142,-0.04142,-0.04142,-0.056213,-0.023669,-0.039941,-0.076923,-0.075444,-0.093195,-0.085799,-0.066568,-0.044379,-0.036982,-0.023669,-0.004438,-0.022189,-0.005917,-0.02071,-0.039941,0.002959,-0.029586,-0.007396,0.005917,-0.032544,-0.059172,-0.045858
20260227_300271_02,2026-02-27,300271,300271.SZ,0.0,-0.05875,-0.10125,-0.11625,-0.1,-0.08625,-0.07125,-0.04,-0.05125,-0.05625,-0.0775,-0.0675,-0.0875,-0.065,-0.0675,-0.11125,-0.1775,-0.1575,-0.14,-0.17375,-0.1575,-0.1575,-0.17125,-0.15875,-0.18375,-0.20875,-0.19625,-0.1475,-0.17125,-0.16875,-0.17125,-0.16,-0.1725,-0.15875,-0.16375,-0.165,-0.1825,-0.17875,-0.19,-0.19,-0.1725,-0.2225,-0.205,-0.2075,-0.1925,-0.18625,-0.1675,-0.15875,-0.17875,-0.1775,-0.2075,-0.21875,-0.20625,-0.19,-0.22125,-0.25125,-0.25,-0.25875,-0.27,-0.28875,-0.29125
20260227_300278_03,2026-02-27,300278,300278.SZ,0.0,-0.039861,-0.098787,-0.107452,-0.079723,-0.071057,-0.076256,-0.055459,-0.060659,-0.079723,-0.091854,-0.088388,-0.112652,-0.103986,-0.135182,-0.162912,-0.214905,-0.190641,-0.181976,-0.207972,-0.192374,-0.192374,-0.206239,-0.188908,-0.211438,-0.237435,-0.221837,-0.17851,-0.204506,-0.20104,-0.199307,-0.20104,-0.218371,-0.199307,-0.192374,-0.171577,-0.183709,-0.17851,-0.194107,-0.202773,-0.164645,-0.197574,-0.181976,-0.162912,-0.15078,-0.145581,-0.124783,-0.129983,-0.149047,-0.140381,-0.161179,-0.107452,-0.121317,-0.07799,-0.10052,-0.112652,-0.107452,-0.131716,-0.135182,-0.181976,-0.171577
20260227_300339_04,2026-02-27,300339,300339.SZ,0.0,-0.05083,-0.036528,-0.110939,-0.133359,-0.101275,-0.099536,-0.101856,-0.09335,-0.11577,-0.132199,-0.126594,-0.137417,-0.127174,-0.156937,-0.200232,-0.241013,-0.228256,-0.21956,-0.245071,-0.236567,-0.241399,-0.250482,-0.234634,-0.259567,-0.275222,-0.268071,-0.212794,-0.228835,-0.221491,-0.222651,-0.209896,-0.221879,-0.212601,-0.21202,-0.199652,-0.215307,-0.182258,-0.186123,-0.109005,-0.096636,-0.135871,-0.147468,-0.126208,-0.097796,-0.09335,-0.076149,-0.07267,-0.103015,-0.097024,-0.141863,-0.130654,-0.135871,-0.120409,-0.145728,-0.174719,-0.17182,-0.143216,-0.122148,-0.163124,-0.161576
20260227_300339_05,2026-02-27,300339,300339.SZ,0.0,-0.05083,-0.036528,-0.110939,-0.133359,-0.101275,-0.099536,-0.101856,-0.09335,-0.11577,-0.132199,-0.126594,-0.137417,-0.127174,-0.156937,-0.200232,-0.241013,-0.228256,-0.21956,-0.245071,-0.236567,-0.241399,-0.250482,-0.234634,-0.259567,-0.275222,-0.268071,-0.212794,-0.228835,-0.221491,-0.222651,-0.209896,-0.221879,-0.212601,-0.21202,-0.199652,-0.215307,-0.182258,-0.186123,-0.109005,-0.096636,-0.135871,-0.147468,-0.126208,-0.097796,-0.09335,-0.076149,-0.07267,-0.103015,-0.097024,-0.141863,-0.130654,-0.135871,-0.120409,-0.145728,-0.174719,-0.17182,-0.143216,-0.122148,-0.163124,-0.161576
20260227_300444_07,2026-02-27,300444,300444.SZ,0.0,-0.03461,-0.079535,0.024894,0.076504,0.071646,0.102609,0.069825,0.05161,0.023073,-0.009105,-0.014574,-0.033394,-0.022462,-0.090467,-0.136003,-0.153002,-0.131756,-0.120824,-0.171218,-0.163329,-0.173039,-0.200365,-0.171829,-0.195508,-0.222828,-0.211291,-0.15665,-0.160897,-0.170613,-0.174255,-0.159076,-0.066788,-0.065572,-0.071646,-0.033394,-0.067393,-0.065572,-0.028536,-0.022462,0.027931,0.015179,0.0,-0.042499,0.018216,0.021857,-0.015784,-0.022462,0.062536,0.078325,0.0085,-0.032051,-0.018742,-0.006038,-0.050805,-0.120377,-0.097993,-0.065929,-0.108882,-0.094363,-0.075609
20260227_300471_02,2026-02-27,300471,300471.SZ,0.0,-0.022181,0.020333,-0.049908,0.004929,-0.033888,-0.049291,-0.007394,-0.020949,-0.046827,-0.052988,-0.041898,-0.135551,-0.134935,-0.147874,-0.182994,-0.210721,-0.193469,-0.189772,-0.210721,-0.204559,-0.202095,-0.226741,-0.202095,-0.219347,-0.235983,-0.209489,-0.191004,-0.202711,-0.195317,-0.186075,-0.195933,-0.197782,-0.192237,-0.18854,-0.17252,-0.181146,-0.187924,-0.227357,-0.244609,-0.240296,-0.250154,-0.256315,-0.261861,-0.269254,-0.269871,-0.255083,-0.260012,-0.272951,-0.273567,-0.276648,-0.275416,-0.288355,-0.283426,-0.303758,-0.339495,-0.32101,-0.341959,-0.357979,-0.373999,-0.361676
20260227_300628_05,2026-02-27,300628,300628.SZ,0.0,-0.039117,-0.072645,-0.082224,-0.066257,-0.05854,-0.080629,-0.065992,-0.068919,-0.078766,-0.089941,-0.097125,-0.104577,-0.098988,-0.08861,-0.082756,-0.124533,-0.123204,-0.122672,-0.152207,-0.146621,-0.13358,-0.12879,-0.124533,-0.125067,-0.123736,-0.120542,-0.078498,-0.085151,-0.077435,-0.039649,-0.042308,-0.060935,-0.050824,-0.050824,-0.043907,-0.048961,0.005856,-0.007981,-0.007716,-0.00479,-0.020755,-0.020755,-0.027939,-0.019691,-0.012239,-0.004258,0.032464,0.027942,0.057479,0.033795,0.014104,0.003194,0.032996,0.041512,-0.005322,0.011442,0.01171,0.007716,0.006121,0.007185
20260227_300664_02,2026-02-27,300664,300664.SZ,0.0,-0.010168,-0.008474,-0.027116,0.030505,0.010168,0.027116,0.016947,0.050842,0.045758,0.076264,0.050842,0.013558,0.050842,0.037284,0.016947,-0.049148,-0.003389,0.03559,0.020337,0.016947,0.010168,-0.040674,-0.03559,-0.064417,-0.106786,-0.089838,0.049148,0.022032,0.055927,0.052537,0.047453,0.038979,0.074569,0.049148,0.054232,0.030505,0.033895,0.016947,-0.033895,-0.040674,-0.045758,-0.045758,-0.050842,-0.052537,-0.062722,-0.045758,-0.042369,-0.066112,-0.040674,-0.042369,-0.074586,-0.069501,-0.067807,-0.094922,-0.133902,-0.101701,-0.122038,-0.137291,-0.150849,-0.157662
20260227_300674_03,2026-02-27,300674,300674.SZ,0.0,-0.046338,-0.072817,-0.090193,-0.084815,-0.0753,-0.083162,-0.078195,-0.081094,-0.069096,-0.102194,-0.099296,-0.110467,-0.102194,-0.117087,-0.158047,-0.206453,-0.187835,-0.186594,-0.209351,-0.190319,-0.158873,-0.172528,-0.161357,-0.180804,-0.175011,-0.172528,-0.13281,-0.161357,-0.137361,-0.156805,-0.154326,-0.161772,-0.151842,-0.150185,-0.146464,-0.15722,-0.148532,-0.159704,-0.161772,-0.167565,-0.190319,-0.200248,-0.194455,-0.176253,-0.162183,-0.144392,-0.195697,-0.212661,-0.211004,-0.227142,-0.223002,-0.250723,-0.224244,-0.252534,-0.258641,-0.264748,-0.27289,-0.270855,-0.298538,-0.302202
20260227_300682_06,2026-02-27,300682,300682.SZ,0.0,-0.057128,-0.08805,-0.095912,-0.053462,-0.023066,-0.002098,0.007857,0.007857,0.026726,-0.030402,-0.051364,-0.056607,-0.044554,-0.040883,-0.085957,-0.157757,-0.150421,-0.126835,-0.161954,-0.140466,-0.160381,-0.18239,-0.151468,-0.183442,-0.212266,-0.215411,-0.157236,-0.168764,-0.155664,-0.167718,-0.13994,-0.150947,-0.149895,-0.154612,-0.156185,-0.166145,-0.149374,-0.15304,-0.230609,-0.251576,-0.282499,-0.2804,-0.285118,-0.276209,-0.229037,-0.221175,-0.220128,-0.237425,-0.210168,-0.222747,-0.239518,-0.232181,-0.187633,-0.215937,-0.261531,-0.252097,-0.24738,-0.266249,-0.283019,-0.302414
20260227_300747_02,2026-02-27,300747,300747.SZ,0.0,0.022833,-0.067875,0.004692,0.031905,0.007196,-0.004065,0.022521,0.017517,0.032845,-0.015013,-0.034094,-0.079395,-0.065022,-0.100646,-0.111269,-0.177206,-0.154707,-0.141895,-0.160332,-0.154395,-0.138458,-0.15752,-0.146268,-0.158456,-0.06721,-0.072521,-0.043147,0.014351,-0.008772,0.02529,0.049975,0.010914,0.018728,0.089039,0.143724,0.153099,0.15466,0.138411,0.107473,0.103099,0.064039,0.119973,0.124974,0.124974,0.169348,0.177159,0.195285,0.215283,0.23216,0.178099,0.164659,0.187786,0.264347,0.231533,0.181536,0.221846,0.242159,0.189971,0.131536,0.25997
20260227_300773_02,2026-02-27,300773,300773.SZ,0.0,-0.040042,-0.059889,-0.073468,-0.088788,-0.028552,0.026462,0.014276,0.001393,0.027855,-0.059192,-0.032382,-0.082521,-0.06929,-0.087396,-0.147981,-0.166086,-0.153552,-0.149721,-0.191852,-0.168872,-0.182451,-0.203343,-0.18663,-0.214485,-0.209262,-0.177925,-0.143106,-0.168872,-0.110376,-0.137883,-0.135097,-0.127089,-0.120474,-0.060237,-0.043524,-0.056407,-0.037256,-0.058148,-0.071031,-0.071379,-0.094708,-0.059192,-0.061978,-0.038649,-0.036212,-0.045961,-0.039345,-0.023329,-0.012535,-0.050139,-0.073816,-0.080084,-0.086699,-0.095056,-0.09227,-0.083217,-0.077994,-0.076253,-0.108983,-0.114554
20260227_300807_01,2026-02-27,300807,300807.SZ,0.0,-0.044238,-0.09026,-0.095255,-0.076704,-0.062433,-0.080628,-0.047449,-0.072422,-0.083482,-0.101855,-0.093828,-0.105244,-0.085266,-0.090796,-0.105958,-0.182661,-0.139672,-0.09472,-0.098288,-0.092044,-0.085801,-0.095255,-0.078487,-0.07492,-0.101855,-0.094898,-0.063503,-0.057795,-0.067071,-0.066179,-0.074206,-0.043882,-0.025152,-0.000714,0.199072,0.060649,0.044773,-0.007314,-0.003032,-0.053514,-0.090617,-0.091152,-0.097574,-0.085623,-0.152694,-0.125936,-0.151623,-0.162504,-0.162148,-0.168926,-0.199072,-0.177667,-0.200143,-0.226186,-0.252587,-0.257403,-0.2401,-0.243667,-0.281127,-0.286479
20260227_300807_02,2026-02-27,300807,300807.SZ,0.0,-0.044238,-0.09026,-0.095255,-0.076704,-0.062433,-0.080628,-0.047449,-0.072422,-0.083482,-0.101855,-0.093828,-0.105244,-0.085266,-0.090796,-0.105958,-0.182661,-0.139672,-0.09472,-0.098288,-0.092044,-0.085801,-0.095255,-0.078487,-0.07492,-0.101855,-0.094898,-0.063503,-0.057795,-0.067071,-0.066179,-0.074206,-0.043882,-0.025152,-0.000714,0.199072,0.060649,0.044773,-0.007314,-0.003032,-0.053514,-0.090617,-0.091152,-0.097574,-0.085623,-0.152694,-0.125936,-0.151623,-0.162504,-0.162148,-0.168926,-0.199072,-0.177667,-0.200143,-0.226186,-0.252587,-0.257403,-0.2401,-0.243667,-0.281127,-0.286479
20260227_300836_03,2026-02-27,300836,300836.SZ,0.0,0.008689,-0.091153,-0.051501,-0.028436,-0.055292,-0.056714,-0.045182,-0.062717,-0.101738,-0.126382,-0.093839,-0.075829,-0.029858,-0.077725,-0.068088,-0.162875,-0.135545,-0.117852,-0.126224,-0.115324,-0.121959,-0.138231,-0.130332,-0.162717,-0.179621,-0.183412,-0.109637,-0.107425,-0.062717,-0.050869,0.009163,-0.018799,-0.012638,-0.015482,-0.011532,-0.018009,0.010427,-0.027014,-0.10158,-0.094787,-0.100158,-0.080885,-0.055134,-0.029226,-0.030648,0.000158,0.101738,0.109005,0.134281,0.077725,0.093681,0.239021,0.260979,0.256714,0.200632,0.251975,0.243286,0.225908,0.188626,0.234755
20260227_301107_04,2026-02-27,301107,301107.SZ,0.0,-0.050612,-0.087708,-0.088965,-0.065702,-0.025778,-0.015718,0.011318,0.029237,-0.009116,-0.033322,-0.044955,-0.078905,-0.047154,-0.082677,-0.122287,-0.182018,-0.151839,-0.140206,-0.156868,-0.15341,-0.146495,-0.155924,-0.138636,-0.157497,-0.18296,-0.157182,-0.11097,-0.12103,-0.111285,-0.115686,-0.112229,-0.125433,-0.113486,-0.118831,-0.109084,-0.105627,-0.099339,-0.122287,-0.142092,-0.13392,-0.146808,-0.131406,-0.119773,-0.127318,-0.123231,-0.111285,-0.107827,-0.130146,-0.132034,-0.138005,-0.125746,-0.124173,-0.125433,-0.107827,-0.11946,-0.088337,-0.058158,-0.072303,-0.118515,-0.110656
20260227_600039_02,2026-02-27,600039,600039.SH,0.0,0.021127,0.013078,0.020121,0.050302,0.064386,0.007042,0.007042,-0.002012,-0.007042,0.001006,0.011066,-0.008048,-0.026157,-0.038229,-0.019115,-0.05835,-0.027163,-0.003018,-0.003018,0.0,0.016097,0.013078,-0.04829,-0.034205,-0.040241,-0.045272,-0.026157,-0.05332,-0.05332,-0.070423,-0.051308,-0.044266,-0.033199,-0.027163,-0.007042,0.004024,0.007042,0.01006,0.006036,-0.082495,-0.092555,-0.120724,-0.176056,-0.193159,-0.189135,-0.185111,-0.195171,-0.195171,-0.196177,-0.199195,-0.199195,-0.199195,-0.188129,-0.186117,-0.187123,-0.185111,-0.163984,-0.137827,-0.115694,-0.119718
20260227_600039_03,2026-02-27,600039,600039.SH,0.0,0.021127,0.013078,0.020121,0.050302,0.064386,0.007042,0.007042,-0.002012,-0.007042,0.001006,0.011066,-0.008048,-0.026157,-0.038229,-0.019115,-0.05835,-0.027163,-0.003018,-0.003018,0.0,0.016097,0.013078,-0.04829,-0.034205,-0.040241,-0.045272,-0.026157,-0.05332,-0.05332,-0.070423,-0.051308,-0.044266,-0.033199,-0.027163,-0.007042,0.004024,0.007042,0.01006,0.006036,-0.082495,-0.092555,-0.120724,-0.176056,-0.193159,-0.189135,-0.185111,-0.195171,-0.195171,-0.196177,-0.199195,-0.199195,-0.199195,-0.188129,-0.186117,-0.187123,-0.185111,-0.163984,-0.137827,-0.115694,-0.119718
20260227_600198_01,2026-02-27,600198,600198.SH,0.0,-0.016211,-0.098278,-0.098278,-0.071935,-0.073961,-0.078014,-0.064843,-0.073961,-0.091185,-0.110436,-0.103343,-0.123607,-0.116515,-0.133739,-0.161094,-0.206687,-0.174265,-0.164134,-0.184397,-0.167173,-0.162107,-0.16616,-0.160081,-0.174265,-0.183384,-0.16616,-0.14387,-0.150963,-0.154002,-0.157042,-0.14691,-0.161094,-0.141844,-0.138804,-0.12766,-0.147923,-0.140831,-0.177305,-0.174265,-0.165147,-0.195542,-0.141844,-0.148936,-0.132725,-0.119554,-0.104357,-0.015198,0.023303,0.029382,-0.037487,-0.056738,-0.058764,-0.050659,-0.077001,-0.12462,-0.110436,-0.093212,-0.132725,-0.167173,-0.151976
20260227_600271_02,2026-02-27,600271,600271.SH,0.0,-0.020751,-0.065217,-0.063241,-0.046443,-0.040514,-0.040514,-0.035573,-0.04249,-0.054348,-0.068182,-0.06917,-0.086957,-0.074111,-0.093874,-0.119565,-0.175889,-0.158103,-0.148221,-0.164032,-0.157115,-0.147233,-0.153162,-0.149209,-0.170949,-0.190711,-0.189723,-0.156126,-0.173913,-0.166996,-0.160079,-0.146245,-0.13834,-0.142292,-0.13834,-0.131423,-0.146245,-0.153162,-0.166996,-0.175889,-0.173913,-0.202569,-0.183794,-0.168972,-0.155138,-0.155138,-0.133399,-0.132411,-0.147233,-0.147233,-0.183794,-0.199605,-0.181818,-0.172925,-0.192688,-0.218379,-0.214427,-0.20751,-0.228261,-0.252964,-0.247036
20260227_600338_05,2026-02-27,600338,600338.SH,0.0,-0.015523,-0.09364,-0.090135,-0.098648,-0.110165,-0.107161,-0.091137,-0.052579,-0.0666,-0.078618,-0.115173,-0.1332,-0.154732,-0.213821,-0.218327,-0.263395,-0.216324,-0.208312,-0.204306,-0.124687,-0.112168,-0.147722,-0.151227,-0.140711,-0.17326,-0.161743,-0.113671,-0.118678,-0.107661,-0.081622,-0.043065,-0.049074,0.027041,0.087131,0.069104,0.066099,0.141713,0.027541,0.130195,0.243365,0.256885,0.382574,0.381072,0.325989,0.282924,0.225338,0.208813,0.175263,0.14672,0.089634,0.063095,0.063095,0.016525,0.031047,-0.002003,0.024537,-0.010015,-0.014522,-0.057586,-0.067601
20260227_600408_05,2026-02-27,600408,600408.SH,0.0,-0.005102,0.045918,-0.056122,-0.053571,-0.048469,-0.030612,-0.056122,-0.068878,-0.043367,0.053571,-0.002551,0.096939,0.089286,0.135204,0.079082,0.112245,0.086735,0.058673,-0.007653,-0.005102,-0.038265,-0.102041,-0.130102,-0.130102,-0.193878,-0.170918,-0.153061,-0.170918,-0.186224,-0.173469,-0.181122,-0.196429,-0.186224,-0.201531,-0.191327,-0.186224,-0.193878,-0.196429,-0.19898,-0.178571,-0.163265,-0.147959,-0.158163,-0.137755,-0.160714,-0.158163,-0.158163,-0.181122,-0.165816,-0.186224,-0.196429,-0.186224,-0.188776,-0.211735,-0.255102,-0.239796,-0.234694,-0.242347,-0.252551,-0.239796
20260227_600558_04,2026-02-27,600558,600558.SH,0.0,-0.013616,-0.066566,-0.069592,-0.043873,-0.039334,-0.045386,-0.024206,-0.033283,-0.054463,-0.046899,-0.07413,-0.09531,-0.08472,-0.11649,-0.143722,-0.196672,-0.16944,-0.155825,-0.167927,-0.15885,-0.151286,-0.149773,-0.143722,-0.154312,-0.183056,-0.187595,-0.160363,-0.181543,-0.170953,-0.16944,-0.172466,-0.181543,-0.173979,-0.181543,-0.175492,-0.186082,-0.189107,-0.20121,-0.199697,-0.19062,-0.154312,-0.146747,-0.130106,-0.12708,-0.121029,-0.111952,-0.124054,-0.133132,-0.119516,-0.134644,-0.133132,-0.139183,-0.125567,-0.14826,-0.172466,-0.154312,-0.152799,-0.175492,-0.192133,-0.164902
20260227_600754_04,2026-02-27,600754,600754.SH,0.0,-0.006363,-0.024044,-0.031823,-0.055871,-0.053747,-0.070012,-0.052335,-0.049859,-0.032179,-0.028643,-0.024752,0.01273,-0.010254,-0.019093,-0.007071,-0.087693,-0.052687,-0.014498,-0.036774,-0.032531,-0.053395,-0.049859,0.032531,-0.004595,-0.024044,-0.039605,-0.001768,-0.02546,-0.027935,-0.028995,-0.050564,-0.038897,-0.01379,-0.043141,-0.040309,-0.047384,-0.071428,-0.062589,-0.083806,-0.105022,-0.109618,-0.063294,-0.09618,-0.140381,-0.151343,-0.149927,-0.174683,-0.197667,-0.198727,-0.199434,-0.204386,-0.231257,-0.228782,-0.235501,-0.262172,-0.278745,-0.299806,-0.29877,-0.300496,-0.316724
20260227_600895_03,2026-02-27,600895,600895.SH,0.0,-0.045278,-0.083051,-0.095642,-0.068523,-0.066344,-0.085472,-0.067797,-0.07385,-0.087893,-0.098305,-0.09661,-0.099758,-0.09322,-0.113801,-0.128329,-0.174818,-0.160291,-0.142615,-0.165375,-0.154722,-0.163438,-0.175545,-0.139467,-0.171671,-0.168039,-0.157385,-0.122518,-0.100969,-0.105569,-0.118886,-0.09661,-0.119613,-0.116949,-0.103148,-0.098789,-0.086199,-0.089588,-0.101211,-0.106538,-0.131477,-0.145763,-0.150847,-0.113317,-0.087651,-0.080145,-0.091768,-0.069007,-0.088378,-0.100484,-0.138499,-0.156901,-0.163923,-0.160291,-0.076271,-0.09661,-0.039952,-0.022518,-0.047942,-0.105569,-0.091768
20260227_601139_03,2026-02-27,601139,601139.SH,0.0,0.027294,0.130746,0.048849,0.00718,0.012933,0.038786,0.025852,0.040227,0.124993,0.099141,0.076144,0.044538,0.035916,0.086207,0.132173,0.089077,0.074716,0.064652,0.05603,0.057472,0.044538,0.014361,0.031605,0.041669,0.005739,0.031605,0.028736,0.040227,0.040227,0.041669,0.021541,-0.015803,-0.012933,-0.022997,-0.014375,0.002869,-0.002883,0.020114,0.014361,0.00718,0.017244,0.012933,-0.004311,-0.010064,-0.030177,-0.028736,-0.027308,-0.043111,-0.050291,-0.050291,-0.061783,-0.051733,-0.037358,-0.035916,-0.064652,-0.058913,-0.071846,-0.067535,-0.074716,-0.079027
20260227_601669_02,2026-02-27,601669,601669.SH,0.0,-0.001745,-0.024433,-0.022688,0.00349,0.04014,0.033159,0.052356,0.113438,0.141361,0.254799,0.129145,0.068063,0.069808,0.048866,0.020942,0.013962,0.038394,0.069808,0.038394,0.034904,0.022688,0.001745,0.012216,-0.010471,-0.029668,-0.019197,0.012216,-0.006981,-0.012216,-0.008726,-0.006981,-0.008726,-0.001745,-0.00349,0.012216,0.034904,0.024433,0.036649,0.008726,-0.008726,-0.019197,-0.008726,-0.024433,-0.017452,0.04014,0.020942,0.027923,0.038394,0.062827,0.017452,0.005236,0.008726,0.013962,-0.012216,-0.04363,-0.04363,-0.033159,-0.052356,-0.078534,-0.08377
20260227_601778_05,2026-02-27,601778,601778.SH,0.0,-0.041667,-0.05625,-0.054167,-0.022917,0.014583,0.0625,0.16875,0.229167,0.279167,0.208333,0.120833,0.116667,0.108333,0.125,0.1125,0.120833,0.15625,0.233333,0.185417,0.15,0.070833,0.01875,0.0375,-0.01875,0.014583,0.020833,0.060417,0.058333,0.052083,0.141667,0.25625,0.260417,0.3875,0.439583,0.35625,0.322917,0.3625,0.497917,0.49375,0.445833,0.483333,0.45,0.354167,0.489583,0.545833,0.539583,0.520833,0.479167,0.4875,0.566667,0.45,0.375,0.389583,0.339583,0.272917,0.31875,0.375,0.31875,0.302083,0.304167
20260227_688660_03,2026-02-27,688660,688660.SH,0.0,-0.048597,-0.072553,-0.085558,-0.022587,-0.019849,-0.028747,-0.015743,-0.004791,0.045859,0.057495,0.004107,-0.000684,-0.040383,-0.062286,-0.086242,-0.130732,-0.093087,-0.091718,-0.118412,-0.110198,-0.119781,-0.143737,-0.136893,-0.161533,-0.192334,-0.181383,-0.140999,-0.117728,-0.136208,-0.145106,-0.144422,-0.154689,-0.135524,-0.116359,-0.11499,-0.130732,-0.131417,-0.155373,-0.1718,-0.169747,-0.175222,-0.180698,-0.162218,-0.147844,-0.134839,-0.154004,-0.141684,-0.142368,-0.118412,-0.173854,-0.185489,-0.173854,-0.169747,-0.143737,-0.208761,-0.194387,-0.223135,-0.232717,-0.277892,-0.270363
20260302_000905_03,2026-03-02,000905,000905.SZ,0.0,0.022244,-0.037063,-0.066717,-0.05933,-0.09039,-0.082995,-0.10001,-0.11997,-0.13476,-0.115536,-0.151775,-0.155472,-0.182835,-0.190967,-0.227205,-0.20354,-0.148077,-0.189486,-0.188006,-0.140682,-0.126629,-0.153992,-0.13476,-0.164348,-0.154728,-0.123668,-0.143636,-0.166565,-0.16065,-0.181355,-0.192447,-0.184308,-0.19023,-0.179874,-0.194664,-0.201323,-0.197625,-0.213152,-0.20354,-0.199842,-0.202059,-0.193184,-0.182835,-0.164348,-0.148814,-0.153992,-0.150294,-0.130326,-0.154728,-0.192447,-0.207974,-0.195401,-0.24939,-0.26122,-0.263444,-0.285541,-0.290697,-0.30911,-0.31132,-0.316476
20260302_002049_01,2026-03-02,002049,002049.SZ,0.0,-0.060288,-0.068418,-0.063039,-0.059912,-0.076673,-0.058286,-0.055285,-0.059287,-0.077674,-0.067292,-0.090557,-0.066917,-0.093183,-0.11995,-0.16848,-0.156973,-0.137211,-0.152971,-0.150844,-0.154096,-0.173984,-0.156973,-0.175735,-0.187992,-0.179737,-0.136836,-0.143465,-0.132208,-0.121076,-0.111445,-0.122201,-0.11207,-0.088305,-0.085428,-0.121076,-0.094059,-0.107442,-0.110694,-0.082427,-0.069043,-0.050907,-0.032896,-0.011257,-0.011757,-0.032395,0.024891,-0.004503,0.025641,-0.014384,-0.033521,-0.020263,0.012758,0.016886,-0.025766,-0.002752,0.063415,0.037523,0.063915,0.079425,-0.00813
