trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,note
2026-05-28,000791,000791,SELL,9.68,47000,0,-47000,47000,0.5739241300456371,0.0,-0.5739241300456371,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-28,600507,600507,SELL,4.74,16700,0,-16700,16700,0.09985644075556652,0.0,-0.09985644075556652,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-28,600522,600522,SELL,40.52,7600,0,-7600,7600,0.3884760939331239,0.0,-0.3884760939331239,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-28,002185,华天科技,BUY,21.49,0,7300,7300,7300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-28,300308,中际旭创,BUY,1197.99,0,100,100,100,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-28,301217,铜冠铜箔,BUY,119.08,0,1300,1300,1300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-28,301511,德福科技,BUY,119.52,0,1300,1300,1300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-28,600396,华电辽能,BUY,19.26,0,8200,8200,8200,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
