rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20
1,2026-05-28,baseline_full_dynamic_factor_industry_cap2,002185,华天科技,半导体,半导体,dynamic_factor_score,99.41619566035887,0.2,1.0,0.2,21.49,80.57,99.41619566035887,99.40980539013934,92.67088032035136,29.71,98.99,98.86,99.4574694826584,98.87618678550668,99.53497384227863,34.043789963185425,62.42,1,,过滤,0.9604919110208976,normal_liquidity,index_neutral,0.04136583577324657,0.0
2,2026-05-28,baseline_full_dynamic_factor_industry_cap2,301217,铜冠铜箔,元器件,元器件,dynamic_factor_score,99.32899102406948,0.2,1.0,0.2,119.08,80.74,99.32899102406948,99.5366520656153,91.15606536200995,29.44,99.66,99.88,90.73822902538268,69.17264096105406,93.27649680294516,93.87715559000193,66.44,0,,过滤,0.9604919110208976,normal_liquidity,index_neutral,0.08229938493669386,0.0
3,2026-05-28,baseline_full_dynamic_factor_industry_cap2,301511,德福科技,电气设备,电气设备,dynamic_factor_score,99.17715864151468,0.2,1.0,0.2,119.52,79.06,99.17715864151468,99.32641892098742,92.58500290641348,29.4,99.09,99.26,92.36582057740748,74.77233094361559,94.10966866886262,95.79538849060259,65.15,0,,过滤,0.9604919110208976,normal_liquidity,index_neutral,0.07112149607964312,0.0
4,2026-05-28,baseline_full_dynamic_factor_industry_cap2,300308,中际旭创,通信设备,通信设备,dynamic_factor_score,99.12561908070339,0.2,1.0,0.2,1197.99,77.87,99.12561908070339,98.7265492270915,92.76981205192793,30.0,98.95,95.85,86.90176322418137,73.55163727959699,99.76748692113931,93.91590776981205,72.35,0,,可买,0.9604919110208976,normal_liquidity,index_neutral,0.034743194096917986,0.0
5,2026-05-28,baseline_full_dynamic_factor_industry_cap2,600396,华电辽能,火力发电,火力发电,dynamic_factor_score,98.98756008780317,0.2,1.0,0.2,19.26,82.4,98.98756008780317,99.18943924788262,87.57120971387974,29.41,98.86,99.59,94.24530129819803,80.95330362332881,97.40360395272234,27.552799844991284,73.44,0,,可买,0.9604919110208976,normal_liquidity,index_neutral,0.06631901988833552,0.0
