strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_cap_skipped
baseline_full_dynamic_factor_industry_cap2,2026-01-06,2026-01-05,30024.36243499999,483925.78,513950.14243500005,1.02790028487,5,0.9415811769352759,0.0,0.0,5.0,5.0,500000.0,12.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-07,2026-01-06,10252.544684999986,514368.64,524621.184685,1.04924236937,8,0.9804572423220844,5.0,485684.73,5.0,3.0,515709.092435,12.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-08,2026-01-07,8611.314684999987,533744.05,542355.364685,1.08471072937,9,0.9841223757600306,8.0,510072.62,5.0,1.0,520325.16468499997,12.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-09,2026-01-08,4484.221684999988,564540.1799999999,569024.4016849999,1.1380488033699998,11,0.9921194562628224,9.0,536684.22,5.0,2.0,545295.534685,12.0,1.0
baseline_full_dynamic_factor_industry_cap2,2026-01-12,2026-01-09,4484.221684999988,622657.9,627142.121685,1.25428424337,11,0.9928497520259812,11.0,587685.26,5.0,0.0,592169.481685,12.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-13,2026-01-12,4484.221684999988,600787.3200000001,605271.5416850001,1.2105430833700002,11,0.9925913885319695,11.0,629929.47,5.0,0.0,634413.691685,12.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-14,2026-01-13,4484.221684999988,592636.9,597121.121685,1.19424224337,11,0.992490264500532,11.0,587214.36,5.0,0.0,591698.581685,12.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-15,2026-01-14,4484.221684999988,556877.23,561361.451685,1.12272290337,11,0.9920118817002129,11.0,574959.22,5.0,0.0,579443.441685,12.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-16,2026-01-15,273.06568499998775,549895.25,550168.315685,1.10033663137,12,0.9995036688278567,11.0,542518.69,5.0,1.0,547002.9116849999,12.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-19,2026-01-16,273.06568499998775,558185.87,558458.935685,1.11691787137,12,0.999511037128155,12.0,545207.31,5.0,0.0,545480.3756850001,12.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-20,2026-01-19,31752.865727499957,534689.0,566441.8657275,1.132883731455,12,0.9439432929507803,7.0,22060.0,5.0,10.0,568343.675685,12.0,0.0
