first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,974492.9377549998,0.9489858755099998,5.099413378147491,-0.21248555996988305,0.6170212765957447,0.10213572533603377,-0.05988679465749058,0.9833691676039883,11.042553191489361,208,110,98,18.65329323941312,10425.382245,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,12
