strategy,strategy_display_name,rank,signal_date,symbol,name,industry,rank_score,effective_weight,sort_col,adaptive_role,adaptive_underlying_strategy,adaptive_position_scale,adaptive_position_reason,market_style_state,selected_strategy,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_version,strategy_source,ashare_resolved_strategy,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_weight_penalty,ashare_weight_reason,ashare_supplement,target_position_ratio,style_reason,switch_reason,route_reason,risk_veto_reason,base_strategy,hold_days,position_ratio
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,1.0,2026-07-01,600366,宁波韵升,矿物制品,74.87,0.028002381241890036,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13999999999999999,,,,,tiered_liquidity_then_bs_v2,10,0.13999999999999999
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,2.0,2026-07-01,600999,招商证券,证券,73.76,0.028951283670521414,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13999999999999999,,,,,tiered_liquidity_then_bs_v2,10,0.13999999999999999
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,3.0,2026-07-01,600378,昊华科技,化工原料,73.25,0.02822655245168429,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13999999999999999,,,,,tiered_liquidity_then_bs_v2,10,0.13999999999999999
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,4.0,2026-07-01,300503,昊志机电,机械基件,73.25,0.027609875699743873,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13999999999999999,,,,,tiered_liquidity_then_bs_v2,10,0.13999999999999999
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,5.0,2026-07-01,603067,振华股份,化工原料,73.16,0.027209906936160398,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13999999999999999,,,,,tiered_liquidity_then_bs_v2,10,0.13999999999999999
baseline_full_liquidity_detail,流动性质量防守策略,1.0,2026-07-01,000021,深科技,元器件,98.32581395348836,0.14963663884885897,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,2.0,2026-07-01,688120,华海清科,半导体,94.82860465116279,0.13447777084722431,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,3.0,2026-07-01,300223,北京君正,半导体,94.55961240310077,0.13970570838620866,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,4.0,2026-07-01,688019,安集科技,半导体,94.26620155038759,0.12677849353666143,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,5.0,2026-07-01,002371,北方华创,半导体,94.13031007751938,0.14940138838104658,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail_hold12_shadow,流动性质量防守策略（12日持有影子）,1.0,2026-07-01,000021,深科技,元器件,98.32581395348836,0.14963663884885897,baseline_full_liquidity_detail:liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,12,0.7
baseline_full_liquidity_detail_hold12_shadow,流动性质量防守策略（12日持有影子）,2.0,2026-07-01,688120,华海清科,半导体,94.82860465116279,0.13447777084722431,baseline_full_liquidity_detail:liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,12,0.7
baseline_full_liquidity_detail_hold12_shadow,流动性质量防守策略（12日持有影子）,3.0,2026-07-01,300223,北京君正,半导体,94.55961240310077,0.13970570838620866,baseline_full_liquidity_detail:liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,12,0.7
baseline_full_liquidity_detail_hold12_shadow,流动性质量防守策略（12日持有影子）,4.0,2026-07-01,688019,安集科技,半导体,94.26620155038759,0.12677849353666143,baseline_full_liquidity_detail:liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,12,0.7
baseline_full_liquidity_detail_hold12_shadow,流动性质量防守策略（12日持有影子）,5.0,2026-07-01,002371,北方华创,半导体,94.13031007751938,0.14940138838104658,baseline_full_liquidity_detail:liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,12,0.7
baseline_full_liquidity_detail_market_gate_pos50_shadow,流动性质量防守策略（市场门禁50%仓位影子）,1.0,2026-07-01,000021,深科技,元器件,98.32581395348836,0.1068833134634707,baseline_full_liquidity_detail_market_gate:liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,baseline_full_liquidity_detail_market_gate,10,0.5
