rank,signal_date,strategy,symbol,name,industry,industry_key,candidate_pool,candidate_pool_role,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,selected_strategy,market_regime,market_regime_raw,target_position_ratio
1,2026-07-01,production_governed_vol_position,000021,深科技,元器件,元器件,liquidity_quality,champion_core,liquidity_detail_score,98.32581395348836,0.0317552747100997,0.5,0.115120234044018,62.26,68.4,,,98.32581395348836,29.74,47.52,98.37,96.62790697674419,96.68604651162791,99.32170542635659,99.45736434108528,54.39,0,SCAN,过滤,1.15461846258959,normal_liquidity,index_neutral,0.049791376220760936,-0.031274311498366236,baseline_full_liquidity_detail_vol_position,normal_risk_on,normal_risk_on,0.5
2,2026-07-01,production_governed_vol_position,688120,华海清科,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,94.82860465116279,0.012310692419892992,0.5,0.04010798348463732,330.0,47.15,,,94.82860465116279,29.12,47.52,66.36,91.14341085271317,90.93023255813954,96.74418604651163,96.22093023255815,52.38,0,BASE,可买,1.15461846258959,normal_liquidity,index_neutral,0.12843622244425576,-0.07709913801059487,baseline_full_liquidity_detail_vol_position,normal_risk_on,normal_risk_on,0.5
3,2026-07-01,production_governed_vol_position,300223,北京君正,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,94.55961240310077,0.025141514232701154,0.5,0.08509487958386738,259.05,65.63,,,94.55961240310077,29.77,96.28,99.17,88.29457364341086,93.83720930232559,98.72093023255813,83.23643410852713,69.42,1,TRADE,可买,1.15461846258959,normal_liquidity,index_neutral,0.06288956247621826,0.0,baseline_full_liquidity_detail_vol_position,normal_risk_on,normal_risk_on,0.5
4,2026-07-01,production_governed_vol_position,688019,安集科技,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,94.26620155038759,0.014675473808479287,0.5,0.04507498219544665,322.6,47.17,,,94.26620155038759,28.72,47.52,49.15,95.03875968992249,93.04263565891473,94.32170542635659,88.60465116279069,39.46,0,BASE,过滤,1.15461846258959,normal_liquidity,index_neutral,0.1077402236356164,-0.12343435485203258,baseline_full_liquidity_detail_vol_position,normal_risk_on,normal_risk_on,0.5
5,2026-07-01,production_governed_vol_position,002371,北方华创,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,94.13031007751938,0.05928995571068098,0.5,0.2146019206920307,935.36,66.48,,,94.13031007751938,29.73,97.83,97.58,85.65891472868216,86.25968992248062,99.01162790697674,95.67829457364341,66.38,0,SCAN,可买,1.15461846258959,normal_liquidity,index_neutral,0.026667903713737305,0.0,baseline_full_liquidity_detail_vol_position,normal_risk_on,normal_risk_on,0.5
