trade_date,production_strategy,shadow_strategy,production_target_position,shadow_target_position,position_diff,production_risk_decision,shadow_risk_decision,risk_decision_diff,shadow_recovery_status,shadow_risk_governor_reasons,top5_overlap,production_top5,shadow_top5,buy_list_added_by_shadow,buy_list_removed_by_shadow,sell_list_added_by_shadow,sell_list_removed_by_shadow,production_estimated_order_value,shadow_estimated_order_value,estimated_order_value_diff,production_theory_return,shadow_theory_return,theory_gap,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,execution_feasibility,fp_explanation_label
2023-11-30,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002142|002594|300351|688041|688271,002142|002594|300351|688041|688271,,,,,318710.05000000005,318710.05000000005,0.0,,,,0.00594333701956626,0.0,0.0,0.0,0.00259909370112738,4.52241166136754e-05,pass,unknown_pending_forward_return
2023-12-01,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.6378759360621759,0.6378759360621759,0.0,,,False,,,1.0,,,,,,,0.0,0.0,0.0,-0.007816150104709596,-0.007816150104709596,0.0,,,,,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2023-12-04,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002594|002728|600036|600519|688271,002594|002728|600036|600519|688271,,,,,0.0,0.0,0.0,-0.006729313079388066,-0.006729313079388066,0.0,0.01348500193790948,0.0,0.0,0.0,-0.01334403958920236,0.0,pass,unknown_pending_forward_return
2023-12-05,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.6311173625615266,0.6311173625615266,0.0,,,False,,,1.0,,,,,,,0.0,0.0,0.0,-0.011670969208024018,-0.011670969208024018,0.0,,,,,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2023-12-06,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002142|300760|600519|688041|688271,002142|300760|600519|688041|688271,,,,,0.0,0.0,0.0,0.01266743281427929,0.01266743281427929,0.0,0.00205209647658096,0.0,0.0,0.0,-0.00205209647658096,0.0,pass,unknown_pending_forward_return
2023-12-07,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,300750|300760|601398|688041|688271,300750|300760|601398|688041|688271,,,,,0.0,0.0,0.0,-0.009654881685432048,-0.009654881685432048,0.0,0.0040724051265901996,0.0,0.0,0.0,-0.0040724051265901996,0.0,pass,unknown_pending_forward_return
2023-12-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,300124|300760|600133|688041|688271,300124|300760|600133|688041|688271,,,,,0.0,0.0,0.0,0.009178722181445886,0.009178722181445886,0.0,0.0025521877451479,0.0,0.0,0.0,0.00241093445176014,0.0,pass,unknown_pending_forward_return
2023-12-11,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002415|300760|600028|688041|688271,002415|300760|600028|688041|688271,,,,,0.0,0.0,0.0,0.0004551827137646569,0.0004551827137646569,0.0,0.00942542384862222,0.0,0.0,0.0,-0.00918048716705438,0.0,pass,unknown_pending_forward_return
2023-12-12,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000100|000858|002415|600028|688041,000100|000858|002415|600028|688041,,,,,0.0,0.0,0.0,-0.007071610090997771,-0.007071610090997771,0.0,0.0074779558158632395,0.0,0.0,0.0,-0.0074779558158632395,0.0,pass,unknown_pending_forward_return
2023-12-13,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002415|002602|601288|601328|601398,002415|002602|601288|601328|601398,,,,,0.0,0.0,0.0,-0.01674750792519797,-0.01674750792519797,0.0,0.00164775466991098,0.0,0.0,0.0,-0.00164775466991098,0.0,pass,unknown_pending_forward_return
2023-12-14,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000568|002558|600519|600938|601398,000568|002558|600519|600938|601398,,,,,554122.99,554122.99,0.0,-0.00157216212482425,-0.00157216212482425,0.0,0.00398238513623398,0.0,0.0,0.0,0.00398238513623398,7.917025891512769e-05,pass,unknown_pending_forward_return
2023-12-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000568|002558|600519|600809|601456,000568|002558|600519|600809|601456,,,,,0.0,0.0,0.0,-0.0028552713497541626,-0.0028552713497541626,0.0,0.005944584624538261,0.0,0.0,0.0,0.005944584624538261,0.0,pass,unknown_pending_forward_return
2023-12-18,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002129|300274|600519|601456|601888,002129|300274|600519|601456|601888,,,,,0.0,0.0,0.0,0.002540704437551833,0.002540704437551833,0.0,0.017149124344246418,0.0,0.0,0.0,0.009451408697068302,0.0,pass,unknown_pending_forward_return
2023-12-19,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,300015|300750|300896|600887|601398,300015|300750|300896|600887|601398,,,,,0.0,0.0,0.0,0.0023885631031621557,0.0023885631031621557,0.0,0.0029293291659204,0.0,0.0,0.0,-0.0029293291659204,0.0,pass,unknown_pending_forward_return
2023-12-20,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002475|300274|301236|600795|601099,002475|300274|301236|600795|601099,,,,,0.0,0.0,0.0,-0.0018740866293788239,-0.0018740866293788239,0.0,0.0064285139229904005,0.0,0.0,0.0,-0.0016109662072884804,0.0,pass,unknown_pending_forward_return
2023-12-21,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002241|002475|002786|300059|600795,002241|002475|002786|300059|600795,,,,,0.0,0.0,0.0,0.0009273893876162731,0.0009273893876162731,0.0,0.012897163966025702,0.0,0.0,0.0,-0.012897163966025702,0.0,pass,unknown_pending_forward_return
2023-12-22,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002786|002812|002865|300750|301236,002786|002812|002865|300750|301236,,,,,0.0,0.0,0.0,-0.005665166577017544,-0.005665166577017544,0.0,0.010328859977584499,0.0,0.0,0.0,-0.00423986700334558,0.0,pass,unknown_pending_forward_return
2023-12-25,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002786|002812|002865|300063|601088,002786|002812|002865|300063|601088,,,,,0.0,0.0,0.0,-0.003251688617167625,-0.003251688617167625,0.0,0.00811499749955242,0.0,0.0,0.0,-0.00288623932961774,0.0,pass,unknown_pending_forward_return
2023-12-26,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_non_whitelisted_reason,low_liquidity|negative_recent_champion,1.0,002241|002602|002786|601088|605117,002241|002602|002786|601088|605117,,,,,0.0,0.0,0.0,-0.0004323264912706737,-0.0004323264912706737,0.0,0.0045868645692063795,0.0,0.0,0.0,0.00052048210677046,0.0,pass,unknown_pending_forward_return
2023-12-27,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002241|002786|002855|600938|601088,002241|002786|002855|600938|601088,,,,,0.0,0.0,0.0,0.0040246648806050445,0.0040246648806050445,0.0,0.01557130066657506,0.0,0.0,0.0,-0.00435400816682086,0.0,pass,unknown_pending_forward_return
2023-12-28,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002786|002855|300735|600938|605117,002786|002855|300735|600938|605117,,,,,307798.82,307798.82,0.0,0.0031039584673548948,0.0031039584673548948,0.0,0.039733236594128064,0.0,0.0,0.0,-0.039733236594128064,3.8093276088335065e-05,degraded_large_slippage_proxy,unknown_pending_forward_return
2023-12-29,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002855|600030|600941|601088|605117,002855|600030|600941|601088|605117,,,,,180728.85,180728.85,0.0,0.0032491498021960386,0.0032491498021960386,0.0,0.011512849062062739,0.0,0.0,0.0,-0.011512849062062739,1.721925876871709e-05,pass,unknown_pending_forward_return
2024-01-02,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002241|002475|300735|600938|600941,002241|002475|300735|600938|600941,,,,,0.0,0.0,0.0,-0.014711610825212995,-0.014711610825212995,0.0,0.00508229441818644,0.0,0.0,0.0,-0.00241625942531604,0.0,pass,unknown_pending_forward_return
2024-01-03,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002241|002395|002415|002952|601088,002241|002395|002415|002952|601088,,,,,0.0,0.0,0.0,-0.0038447545291916407,-0.0038447545291916407,0.0,0.021734348474946957,0.0,0.0,0.2,-0.021734348474946957,0.0,pass,unknown_pending_forward_return
2024-01-04,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000338|002241|002475|002952|601166,000338|002241|002475|002952|601166,,,,,0.0,0.0,0.0,0.0052078427519635095,0.0052078427519635095,0.0,0.00169930750012234,0.0,0.0,0.0,-0.00169930750012234,0.0,pass,unknown_pending_forward_return
2024-01-05,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002415|002952|301236|601288|601857,002415|002952|301236|601288|601857,,,,,0.0,0.0,0.0,-0.010713053420564944,-0.010713053420564944,0.0,0.00407513158200904,0.0,0.0,0.0,-0.0030292011216654,0.0,pass,unknown_pending_forward_return
2024-01-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000333|002952|601166|601288|601857,000333|002952|601166|601288|601857,,,,,0.0,0.0,0.0,0.001880818968481579,0.001880818968481579,0.0,0.00918363306968284,0.0,0.0,0.0,-0.008645139169809,0.0,pass,unknown_pending_forward_return
2024-01-09,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000333|002415|002952|601088|601857,000333|002415|002952|601088|601857,,,,,0.0,0.0,0.0,-0.0035107017490995096,-0.0035107017490995096,0.0,0.024480089720025296,0.0,0.0,0.2,-0.024480089720025296,0.0,pass,unknown_pending_forward_return
2024-01-10,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002352|002415|600900|601288|601857,002352|002415|600900|601288|601857,,,,,0.0,0.0,0.0,-0.003697070634619437,-0.003697070634619437,0.0,0.00264290988483194,0.0,0.0,0.0,-0.00264290988483194,0.0,pass,unknown_pending_forward_return
2024-01-11,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002415|300760|600900|601398|601985,002415|300760|600900|601398|601985,,,,,0.0,0.0,0.0,0.00284237561389733,0.00284237561389733,0.0,0.00141976173448636,0.0,0.0,0.0,-0.0004034386217195601,0.0,pass,unknown_pending_forward_return
2024-01-12,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002410|002415|601398|601857|603259,002410|002415|601398|601857|603259,,,,,223976.86,223976.86,0.0,-0.001725944472346308,-0.001725944472346308,0.0,0.00571293735290882,0.0,0.0,0.0,-0.0040543230180977805,3.3456994530601325e-05,pass,unknown_pending_forward_return
2024-01-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000158|000338|002415|600129|688981,000158|000338|002415|600129|688981,,,,,188519.87,188519.87,0.0,0.002688124124263558,0.002688124124263558,0.0,0.0048513720972867,0.0,0.0,0.0,-0.0030623116653185406,1.815012662112914e-05,pass,unknown_pending_forward_return
2024-01-16,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000158|000338|002415|002920|600309,000158|000338|002415|002920|600309,,,,,0.0,0.0,0.0,-0.00017696493334828922,-0.00017696493334828922,0.0,0.003691902234792,0.0,0.0,0.0,-0.003691902234792,0.0,pass,unknown_pending_forward_return
2024-01-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000333|000338|300760|600309|600919,000333|000338|300760|600309|600919,,,,,0.0,0.0,0.0,-0.0021659842769128357,-0.0021659842769128357,0.0,0.00214204308649158,0.0,0.0,0.0,-0.00214204308649158,0.0,pass,unknown_pending_forward_return
2024-01-18,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,002475|002920|300760|600309|600919,002475|002920|300760|600309|600919,,,,,0.0,0.0,0.0,0.01031738989482589,0.01031738989482589,0.0,0.00543044601954384,0.0,0.0,0.0,-0.00543044601954384,0.0,pass,unknown_pending_forward_return
2024-01-19,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000333|300502|600309|600919|601398,000333|300502|600309|600919|601398,,,,,0.0,0.0,0.0,-0.01427828046516555,-0.01427828046516555,0.0,0.005779184967676279,0.0,0.0,0.0,-0.005779184967676279,0.0,pass,unknown_pending_forward_return
2024-01-22,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000333|300502|300760|600309|600900,000333|300502|300760|600309|600900,,,,,0.0,0.0,0.0,-0.018296537537861535,-0.018296537537861535,0.0,0.0124805708078147,0.0,0.0,0.0,0.004499585411010381,0.0,pass,unknown_pending_forward_return
2024-01-23,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,300308|300502|300760|600309|601318,300308|300502|300760|600309|601318,,,,,0.0,0.0,0.0,0.0001618842803465803,0.0001618842803465803,0.0,0.00506672291799666,0.0,0.0,0.0,-0.0036689595690823397,0.0,pass,unknown_pending_forward_return
2024-01-24,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000988|300308|300502|300624|600030,000988|300308|300502|300624|600030,,,,,0.0,0.0,0.0,0.003351805616387482,0.003351805616387482,0.0,0.006548424560469321,0.0,0.0,0.0,-0.00452677777268944,0.0,pass,unknown_pending_forward_return
2024-01-25,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,300308|300502|600030|600900|601318,300308|300502|600030|600900|601318,,,,,0.0,0.0,0.0,0.02789548829628008,0.02789548829628008,0.0,0.009161744007020241,0.0,0.0,0.0,-0.00899537946464048,0.0,pass,unknown_pending_forward_return
2024-01-26,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,300059|600030|601099|601318|601688,300059|600030|601099|601318|601688,,,,,239899.63,239899.63,0.0,0.0012966630603372664,0.0012966630603372664,0.0,0.007238443176690719,0.0,0.0,0.0,-0.007238443176690719,1.0699607243160233e-05,pass,unknown_pending_forward_return
2024-01-29,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000002|600030|600048|601318|601857,000002|600030|600048|601318|601857,,,,,189399.0,189399.0,0.0,-0.01226302477196728,-0.01226302477196728,0.0,0.01325743922505582,0.0,0.0,0.0,0.00596906702069826,1.6581016004183373e-05,pass,unknown_pending_forward_return
2024-01-30,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,000002|600048|600938|601600|601857,000002|600048|600938|601600|601857,,,,,0.0,0.0,0.0,-0.008577227441814439,-0.008577227441814439,0.0,0.01072831406363458,0.0,0.0,0.0,-0.01072831406363458,0.0,pass,unknown_pending_forward_return
2024-01-31,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,False,blocked_dynamic_score_sample_count,negative_recent_champion,1.0,600028|600030|600048|601600|601857,600028|600030|600048|601600|601857,,,,,0.0,0.0,0.0,-0.0042993940779386675,-0.0042993940779386675,0.0,0.00683351385469958,0.0,0.0,0.0,-0.00683351385469958,0.0,pass,unknown_pending_forward_return
