order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,23.08,24.8404818,4000,99361.9272000,7041.9272000,74.521445,0,0,74.521445,-99436.4486450,500000.0,400563.551355,0,4000,0,92320.00,500000.0,492883.551355,False,0.6000,c0.00075_s0.002
2,2023-11-30,2,2023-11-29,002594,BUY,201.6,620.7706632000001,100,62077.0663200000100,41917.0663200000100,46.557800,0,0,46.557800,-62123.6241200000100,400563.551355,338439.927235,0,100,92320.00,112480.00,492883.551355,450919.927235,False,0.6000,c0.00075_s0.002
3,2023-11-30,3,2023-11-29,300351,BUY,23.0,23.3159388,800,18652.7510400,252.7510400,13.989563,0,0,13.989563,-18666.7406030,338439.927235,319773.186632,0,800,112480.00,130880.00,450919.927235,450653.186632,False,0.6000,c0.00075_s0.002
4,2023-11-30,4,2023-11-29,688041,BUY,71.79,72.18538260000001,400,28874.15304000000400,158.15304000000400,21.655615,0,0,21.655615,-28895.80865500000400,319773.186632,290877.377977,0,400,130880.00,159596.00,450653.186632,450473.377977,False,0.6000,c0.00075_s0.002
5,2023-11-30,5,2023-11-29,688271,BUY,138.19,139.1303052,500,69565.1526000,470.1526000,52.173864,0,0,52.173864,-69617.3264640,290877.377977,221260.05151300004,0,500,159596.00,228691.00,450473.377977,449951.05151300004,False,0.6000,c0.00075_s0.002
6,2023-12-14,1,2023-12-13,002142,SELL,20.58,22.0613888,4000,88245.5552000,5925.5552000,66.184166,0,0,66.184166,88179.3710340,221260.05151234998,309439.42254635,4000,0,219731.00,137411.00,440991.05151234998,446850.42254635,True,0.6000,c0.00075_s0.002
7,2023-12-14,2,2023-12-13,002594,SELL,193.0,591.9168938,100,59191.6893800,39891.6893800,44.393767,0,0,44.393767,59147.2956130,309439.42254635,368586.71815935,100,0,137411.00,118111.00,446850.42254635,486697.71815935,True,0.6000,c0.00075_s0.002
8,2023-12-14,3,2023-12-13,300351,SELL,20.48,20.6784602,800,16542.7681600,158.7681600,12.407076,0,0,12.407076,16530.3610840,368586.71815935,385117.07924334996,800,0,118111.00,101727.00,486697.71815935,486844.07924334996,True,0.6000,c0.00075_s0.002
9,2023-12-14,4,2023-12-13,688041,SELL,78.13,78.246693,400,31298.677200,46.677200,23.474008,0,0,23.474008,31275.203192,385117.07924334996,416392.28243534995,400,0,101727.00,70475.00,486844.07924334996,486867.28243534995,True,0.6000,c0.00075_s0.002
10,2023-12-14,5,2023-12-13,688271,SELL,140.95,141.3426482,500,70671.3241000,196.3241000,53.003493,0,0,53.003493,70618.3206070,416392.28243534995,487010.6030423499,500,0,70475.00,0,486867.28243534995,487010.6030423499,True,0.6000,c0.00075_s0.002
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.7253694,200,39145.0738800,3945.0738800,29.358805,0,0,29.358805,-39174.4326850,487010.6030423499,447836.1703573499,0,200,0,35200.0,487010.6030423499,483036.1703573499,True,0.6000,c0.00075_s0.002
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.092224199999999,1800,27166.003559999998200,1156.003559999998200,20.374503,0,0,20.374503,-27186.378062999998200,447836.1703573499,420649.7922943499,0,1800,35200.0,61210.00,483036.1703573499,481859.7922943499,True,0.6000,c0.00075_s0.002
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.3266682,2600,55449.3373200,4879.3373200,41.587003,0,0,41.587003,-55490.9243230,420649.7922943499,365158.8679713499,0,2600,61210.00,111780.00,481859.7922943499,476938.8679713499,True,0.6000,c0.00075_s0.002
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.483445000000001,17600,96508.632000000017600,12204.632000000017600,72.381474,0,0,72.381474,-96581.013474000017600,365158.8679713499,268577.8544973499,0,17600,111780.00,196084.00,476938.8679713499,464661.8544973499,True,0.6000,c0.00075_s0.002
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.861597,400,62744.638800,4220.638800,47.058479,0,0,47.058479,-62791.697279,268577.85449674993,205786.15721774992,0,400,194090.00,252614.00,462667.85449674993,458400.15721774992,True,0.6000,c0.00075_s0.002
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.4058292,200,37881.1658400,3681.1658400,28.410874,0,0,28.410874,37852.7549660,205786.15721764995,243638.91218364995,200,0,253802.00,219602.00,459588.15721764995,463240.91218364995,True,0.6000,c0.00075_s0.002
