bucket_type,bucket,strategy,cost_rate,periods,total_return,avg_return,win_rate,max_drawdown
index_bucket,index_neutral,baseline_full_score,0.0,6,0.735384166107812,0.103862252495227,0.8333333333333334,-0.1322448186483337
index_bucket,index_neutral,tiered_liquidity_then_bs_v2,0.0,6,0.6416759767825959,0.08877765837516467,0.8333333333333334,-0.000442128076711068
index_bucket,index_neutral,baseline_full_liquidity_detail,0.0,6,0.4630600603868722,0.06786645673054982,0.8333333333333334,-0.041335907678860306
index_bucket,index_neutral,liq_top_10_then_liquidity_detail,0.0,6,0.4630600603868722,0.06786645673054982,0.8333333333333334,-0.041335907678860306
index_bucket,index_neutral,liq_top_20_then_liquidity_detail,0.0,6,0.4630600603868722,0.06786645673054982,0.8333333333333334,-0.041335907678860306
index_bucket,index_neutral,liq_top_30_then_liquidity_detail,0.0,6,0.4630600603868722,0.06786645673054982,0.8333333333333334,-0.041335907678860306
index_bucket,index_neutral,tiered_liquidity_then_liquidity_detail,0.0,6,0.4630600603868722,0.06786645673054982,0.8333333333333334,-0.041335907678860306
index_bucket,index_neutral,liq_top_20_then_dynamic_factor,0.0,6,0.4611715525488824,0.0702187879156543,0.6666666666666666,-0.023750652310860043
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_0pct,0.0,6,0.4601647503998396,0.06738750397750325,0.8333333333333334,-0.00012341445156205388
index_bucket,index_neutral,liq_top_20_then_bs_v2,0.0,6,0.4601647503998396,0.06738750397750325,0.8333333333333334,-0.00012341445156205388
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_5pct,0.0,6,0.43218414030171926,0.06343719517642624,0.8333333333333334,-0.003943912054565568
index_bucket,index_neutral,liq20_score_b_bonus_8pct,0.0,6,0.43026497512472117,0.06558783870416925,0.8333333333333334,-0.07553013037678846
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_3pct,0.0,6,0.4285037062438928,0.06299950727215108,0.8333333333333334,-0.003943912054565679
index_bucket,index_neutral,baseline_full_liq_breakout_adj,0.0,6,0.42021295036192363,0.06610980506456378,0.8333333333333334,-0.1322448186483337
index_bucket,index_neutral,liq_top_10_then_liq_breakout_adj,0.0,6,0.3604660360808405,0.05858133803524288,0.5,-0.10290228168518112
index_bucket,index_neutral,liq_top_10_then_score,0.0,6,0.3604660360808405,0.05858133803524288,0.5,-0.10290228168518112
index_bucket,index_neutral,liq_top_10_then_score_industry_cap2,0.0,6,0.3604660360808405,0.05858133803524288,0.5,-0.10290228168518112
index_bucket,index_neutral,tiered_liquidity_then_score_industry_cap2,0.0,6,0.35505877325433266,0.05687655063443944,0.5,-0.07920519039941942
index_bucket,index_neutral,liq_top_10_then_dynamic_factor,0.0,6,0.34645699977333844,0.05421533146614741,0.6666666666666666,-0.023750652310859932
index_bucket,index_neutral,tiered_liquidity_then_dynamic_factor,0.0,6,0.34645699977333844,0.05421533146614741,0.6666666666666666,-0.023750652310859932
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_10pt,0.0,6,0.34516613900811044,0.05581003863475931,0.5,-0.08617483898511413
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_5pt,0.0,6,0.34516613900811044,0.05581003863475931,0.5,-0.08617483898511413
index_bucket,index_neutral,tiered_liquidity_then_score_industry_penalty_5pt,0.0,6,0.3267540103150177,0.05258619663677185,0.5,-0.07118274187205442
index_bucket,index_neutral,liq_top_30_then_liq_breakout_adj,0.0,6,0.32048127914622104,0.05218285770434003,0.8333333333333334,-0.15209188180590782
index_bucket,index_neutral,liq_top_30_then_score,0.0,6,0.32048127914622104,0.05218285770434003,0.8333333333333334,-0.15209188180590782
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_8pct,0.0,6,0.31203379184900304,0.04824447923174563,0.8333333333333334,-0.05356903425864756
index_bucket,index_neutral,liq20_score_b_bonus_5pct,0.0,6,0.2919517653851653,0.048695597515618395,0.6666666666666666,-0.07553013037678846
index_bucket,index_neutral,tiered_liquidity_then_liq_breakout_adj,0.0,6,0.28791429043429684,0.04915792382555937,0.5,-0.12483147059796851
index_bucket,index_neutral,tiered_liquidity_then_score,0.0,6,0.28791429043429684,0.04915792382555937,0.5,-0.12483147059796851
index_bucket,index_neutral,baseline_b_consensus,0.0,3,0.25582133274802965,0.08377010669225898,0.6666666666666666,-0.039099239514676865
index_bucket,index_neutral,baseline_full_dynamic_factor_industry_cap2,0.0,6,0.25148127759186956,0.04044163790933289,0.5,-0.0375755885645479
index_bucket,index_neutral,liq_top_20_then_consensus,0.0,3,0.25000695629518566,0.08043342467791971,1.0,0.0
index_bucket,index_neutral,baseline_full_dynamic_factor,0.0,6,0.2332054925492708,0.0379345282805443,0.5,-0.0375755885645479
