strategy,signal_date,entry_date,exit_date,selected,gross_ret,avg_score,avg_liquidity,bs_count,max_industry_count,max_industry_weight,cost_rate,net_ret
baseline_full_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,5,-0.04133590767886033,62.733999999999995,29.042,0,2,0.4,0.0,-0.04133590767886033
baseline_full_liquidity_detail,2026-02-02,2026-02-03,2026-02-24,5,0.029931279207007843,46.742000000000004,29.826,0,2,0.4,0.0,0.029931279207007843
baseline_full_liquidity_detail,2026-02-24,2026-02-25,2026-03-10,5,0.11222786620566713,65.172,29.125999999999998,0,1,0.2,0.0,0.11222786620566713
baseline_full_liquidity_detail,2026-03-10,2026-03-11,2026-03-24,5,0.015152121799018347,62.862,29.394,0,1,0.2,0.0,0.015152121799018347
baseline_full_liquidity_detail,2026-03-25,2026-03-26,2026-04-09,5,0.05144238318136276,54.686,29.356,0,2,0.4,0.0,0.05144238318136276
baseline_full_liquidity_detail,2026-04-13,2026-04-14,2026-04-27,5,0.1517148236722527,63.024,29.766000000000002,0,4,0.8,0.0,0.1517148236722527
baseline_full_liquidity_industry_cap2,2026-01-05,2026-01-06,2026-01-19,5,-0.03648620372981866,47.384,29.982,0,2,0.4,0.0,-0.03648620372981866
baseline_full_liquidity_industry_cap2,2026-01-19,2026-01-20,2026-02-02,5,0.0015984191225354883,48.42999999999999,29.986,0,2,0.4,0.0,0.0015984191225354883
baseline_full_liquidity_industry_cap2,2026-02-02,2026-02-03,2026-02-24,5,-0.09552991041889132,46.2,29.988,0,2,0.4,0.0,-0.09552991041889132
baseline_full_liquidity_industry_cap2,2026-02-24,2026-02-25,2026-03-10,5,-0.006710162659806418,40.628,29.988,0,2,0.4,0.0,-0.006710162659806418
baseline_full_liquidity_industry_cap2,2026-03-10,2026-03-11,2026-03-24,5,-0.04404466989814737,45.068,29.983999999999998,0,2,0.4,0.0,-0.04404466989814737
baseline_full_liquidity_industry_cap2,2026-03-25,2026-03-26,2026-04-09,5,-0.005430370536043694,59.864,29.988,0,2,0.4,0.0,-0.005430370536043694
baseline_full_liquidity_industry_cap2,2026-04-13,2026-04-14,2026-04-27,5,0.030084591382264447,49.602,29.986,0,2,0.4,0.0,0.030084591382264447
baseline_full_liquidity_industry_penalty_0p10pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_0p10pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_0p10pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_0p10pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_0p10pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1,0.2,0.0,0.000505390700496533
baseline_full_liquidity_industry_penalty_0p25pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_0p25pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_0p25pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_0p25pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_0p25pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1,0.2,0.0,0.000505390700496533
baseline_full_liquidity_industry_penalty_0p50pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_0p50pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_0p50pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_0p50pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_0p50pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_0p50pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_0p50pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1,0.2,0.0,0.000505390700496533
baseline_full_liquidity_industry_penalty_1pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_1pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_1pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_1pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_1pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_1pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_1pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1,0.2,0.0,0.000505390700496533
baseline_full_liquidity_industry_penalty_2pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_2pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_2pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_2pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_2pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_2pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_2pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1,0.2,0.0,0.000505390700496533
baseline_full_score,2026-01-05,2026-01-06,2026-01-19,5,0.2359511756783606,80.238,22.53,2,2,0.4,0.0,0.2359511756783606
baseline_full_score,2026-01-19,2026-01-20,2026-02-02,5,0.1387765274668646,80.11,20.098000000000003,0,2,0.4,0.0,0.1387765274668646
baseline_full_score,2026-02-02,2026-02-03,2026-02-24,5,0.13803880859765888,78.52799999999999,16.878,0,1,0.2,0.0,0.13803880859765888
baseline_full_score,2026-02-24,2026-02-25,2026-03-10,5,0.21531793179926986,78.108,22.872,2,1,0.2,0.0,0.21531793179926986
baseline_full_score,2026-03-10,2026-03-11,2026-03-24,5,-0.1322448186483337,81.90599999999999,24.806,1,2,0.4,0.0,-0.1322448186483337
baseline_full_score,2026-03-25,2026-03-26,2026-04-09,5,-0.10003518538804901,81.576,25.232,1,1,0.2,0.0,-0.10003518538804901
baseline_full_score,2026-04-13,2026-04-14,2026-04-27,5,0.027333890077541768,81.65799999999999,21.7,0,2,0.4,0.0,0.027333890077541768
liq20_bs_model_rank_score_b_bonus_0pct,2026-01-05,2026-01-06,2026-01-19,5,0.07592415677407574,61.779999999999994,27.536,1,2,0.4,0.0,0.07592415677407574
liq20_bs_model_rank_score_b_bonus_0pct,2026-01-19,2026-01-20,2026-02-02,5,-0.10062013481341933,57.81999999999999,28.444,0,1,0.2,0.0,-0.10062013481341933
liq20_bs_model_rank_score_b_bonus_0pct,2026-02-02,2026-02-03,2026-02-24,5,0.0208800119640447,61.242000000000004,27.392000000000003,0,1,0.2,0.0,0.0208800119640447
liq20_bs_model_rank_score_b_bonus_3pct,2026-01-05,2026-01-06,2026-01-19,5,0.07592415677407574,61.779999999999994,27.536,1,2,0.4,0.0,0.07592415677407574
liq20_bs_model_rank_score_b_bonus_3pct,2026-01-19,2026-01-20,2026-02-02,5,-0.051186003615291686,57.934000000000005,28.804000000000002,2,2,0.4,0.0,-0.051186003615291686
liq20_bs_model_rank_score_b_bonus_3pct,2026-02-02,2026-02-03,2026-02-24,5,0.013133080347311931,61.029999999999994,27.674,1,1,0.2,0.0,0.013133080347311931
liq20_bs_model_rank_score_b_bonus_5pct,2026-01-05,2026-01-06,2026-01-19,5,0.07592415677407574,61.779999999999994,27.536,1,2,0.4,0.0,0.07592415677407574
liq20_bs_model_rank_score_b_bonus_5pct,2026-01-19,2026-01-20,2026-02-02,5,-0.051186003615291686,57.934000000000005,28.804000000000002,2,2,0.4,0.0,-0.051186003615291686
liq20_bs_model_rank_score_b_bonus_5pct,2026-02-02,2026-02-03,2026-02-24,5,0.008294730221892154,60.80800000000001,28.346000000000004,2,2,0.4,0.0,0.008294730221892154
liq20_bs_model_rank_score_b_bonus_8pct,2026-01-05,2026-01-06,2026-01-19,5,0.07217054568292687,56.92999999999999,27.542,3,3,0.6,0.0,0.07217054568292687
liq20_bs_model_rank_score_b_bonus_8pct,2026-01-19,2026-01-20,2026-02-02,5,-0.051186003615291686,57.934000000000005,28.804000000000002,2,2,0.4,0.0,-0.051186003615291686
liq20_bs_model_rank_score_b_bonus_8pct,2026-02-02,2026-02-03,2026-02-24,5,0.09144813590124001,58.186,27.422000000000004,5,3,0.6,0.0,0.09144813590124001
liq20_bs_score_v2_b_bonus_0pct,2026-01-05,2026-01-06,2026-01-19,5,0.15425124054522468,76.05199999999999,27.248,0,2,0.4,0.0,0.15425124054522468
liq20_bs_score_v2_b_bonus_0pct,2026-01-19,2026-01-20,2026-02-02,5,0.009060837457791692,76.744,28.244,0,2,0.4,0.0,0.009060837457791692
liq20_bs_score_v2_b_bonus_0pct,2026-02-02,2026-02-03,2026-02-24,5,0.17592655629574225,71.548,27.694,0,1,0.2,0.0,0.17592655629574225
liq20_bs_score_v2_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,5,0.03775488407702894,77.174,27.3,2,2,0.4,0.0,0.03775488407702894
liq20_bs_score_v2_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,5,-0.00012341445156207608,77.51,27.224,0,1,0.2,0.0,-0.00012341445156207608
liq20_bs_score_v2_b_bonus_0pct,2026-03-25,2026-03-26,2026-04-09,5,-0.09805453529959504,80.928,27.21,0,2,0.4,0.0,-0.09805453529959504
liq20_bs_score_v2_b_bonus_0pct,2026-04-13,2026-04-14,2026-04-27,5,0.02745491994079401,76.87,27.168,1,1,0.2,0.0,0.02745491994079401
liq20_bs_score_v2_b_bonus_3pct,2026-01-05,2026-01-06,2026-01-19,5,0.15425124054522468,76.05199999999999,27.248,0,2,0.4,0.0,0.15425124054522468
liq20_bs_score_v2_b_bonus_3pct,2026-01-19,2026-01-20,2026-02-02,5,0.009060837457791692,76.744,28.244,0,2,0.4,0.0,0.009060837457791692
liq20_bs_score_v2_b_bonus_3pct,2026-02-02,2026-02-03,2026-02-24,5,0.13881439338707197,71.626,27.612000000000002,1,1,0.2,0.0,0.13881439338707197
liq20_bs_score_v2_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,5,0.05235956435658973,76.59400000000001,27.657999999999998,4,2,0.4,0.0,0.05235956435658973
liq20_bs_score_v2_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,5,-0.003943912054565635,78.962,27.092000000000002,1,2,0.4,0.0,-0.003943912054565635
liq20_bs_score_v2_b_bonus_3pct,2026-03-25,2026-03-26,2026-04-09,5,-0.09714666618504168,77.708,27.786,1,2,0.4,0.0,-0.09714666618504168
liq20_bs_score_v2_b_bonus_3pct,2026-04-13,2026-04-14,2026-04-27,5,0.02745491994079401,76.87,27.168,1,1,0.2,0.0,0.02745491994079401
liq20_bs_score_v2_b_bonus_5pct,2026-01-05,2026-01-06,2026-01-19,5,0.15425124054522468,76.05199999999999,27.248,0,2,0.4,0.0,0.15425124054522468
liq20_bs_score_v2_b_bonus_5pct,2026-01-19,2026-01-20,2026-02-02,5,0.009060837457791692,76.744,28.244,0,2,0.4,0.0,0.009060837457791692
liq20_bs_score_v2_b_bonus_5pct,2026-02-02,2026-02-03,2026-02-24,5,0.13881439338707197,71.626,27.612000000000002,1,1,0.2,0.0,0.13881439338707197
liq20_bs_score_v2_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,5,0.051317217346952625,75.816,27.534,5,1,0.2,0.0,0.051317217346952625
liq20_bs_score_v2_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,5,-0.003943912054565635,78.962,27.092000000000002,1,2,0.4,0.0,-0.003943912054565635
liq20_bs_score_v2_b_bonus_5pct,2026-03-25,2026-03-26,2026-04-09,5,-0.11345086794254469,76.304,27.6,3,1,0.2,0.0,-0.11345086794254469
liq20_bs_score_v2_b_bonus_5pct,2026-04-13,2026-04-14,2026-04-27,5,0.031123394376082116,77.28999999999999,26.654000000000003,3,2,0.4,0.0,0.031123394376082116
liq20_bs_score_v2_b_bonus_8pct,2026-01-05,2026-01-06,2026-01-19,5,0.12286091775395964,73.53999999999999,27.262,2,2,0.4,0.0,0.12286091775395964
liq20_bs_score_v2_b_bonus_8pct,2026-01-19,2026-01-20,2026-02-02,5,0.009060837457791692,76.744,28.244,0,2,0.4,0.0,0.009060837457791692
liq20_bs_score_v2_b_bonus_8pct,2026-02-02,2026-02-03,2026-02-24,5,0.1286735427143352,68.53399999999999,28.084000000000003,3,2,0.4,0.0,0.1286735427143352
liq20_bs_score_v2_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,5,0.051317217346952625,75.816,27.534,5,1,0.2,0.0,0.051317217346952625
liq20_bs_score_v2_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,5,-0.053569034258647494,76.872,27.544,3,4,0.8,0.0,-0.053569034258647494
liq20_bs_score_v2_b_bonus_8pct,2026-03-25,2026-03-26,2026-04-09,5,-0.12932681700453003,71.568,27.518,4,2,0.4,0.0,-0.12932681700453003
liq20_bs_score_v2_b_bonus_8pct,2026-04-13,2026-04-14,2026-04-27,5,0.031123394376082116,77.28999999999999,26.654000000000003,3,2,0.4,0.0,0.031123394376082116
liq20_score_b_bonus_0pct,2026-01-05,2026-01-06,2026-01-19,5,0.075483514789996,78.628,27.407999999999998,1,2,0.4,0.0,0.075483514789996
liq20_score_b_bonus_0pct,2026-01-19,2026-01-20,2026-02-02,5,-0.03701879411271765,79.28,27.296,0,2,0.4,0.0,-0.03701879411271765
liq20_score_b_bonus_0pct,2026-02-02,2026-02-03,2026-02-24,5,0.2222409043875398,74.652,26.110000000000003,0,1,0.2,0.0,0.2222409043875398
liq20_score_b_bonus_0pct,2026-02-24,2026-02-25,2026-03-10,5,0.018918873769549482,77.762,27.669999999999998,2,1,0.2,0.0,0.018918873769549482
liq20_score_b_bonus_0pct,2026-03-10,2026-03-11,2026-03-24,5,-0.1486609419508714,80.732,26.516,1,2,0.4,0.0,-0.1486609419508714
liq20_score_b_bonus_0pct,2026-03-25,2026-03-26,2026-04-09,5,-0.12695826231112597,81.39,27.381999999999998,1,2,0.4,0.0,-0.12695826231112597
liq20_score_b_bonus_0pct,2026-04-13,2026-04-14,2026-04-27,5,0.05288761722773527,80.402,27.162,1,1,0.2,0.0,0.05288761722773527
liq20_score_b_bonus_3pct,2026-01-05,2026-01-06,2026-01-19,5,0.0641998058500883,78.536,27.194,2,2,0.4,0.0,0.0641998058500883
liq20_score_b_bonus_3pct,2026-01-19,2026-01-20,2026-02-02,5,-0.058545016599678965,78.86,27.172000000000004,1,2,0.4,0.0,-0.058545016599678965
liq20_score_b_bonus_3pct,2026-02-02,2026-02-03,2026-02-24,5,0.2222409043875398,74.652,26.110000000000003,0,1,0.2,0.0,0.2222409043875398
liq20_score_b_bonus_3pct,2026-02-24,2026-02-25,2026-03-10,5,0.01603422503352785,77.678,27.82,3,1,0.2,0.0,0.01603422503352785
liq20_score_b_bonus_3pct,2026-03-10,2026-03-11,2026-03-24,5,-0.1486609419508714,80.732,26.516,1,2,0.4,0.0,-0.1486609419508714
liq20_score_b_bonus_3pct,2026-03-25,2026-03-26,2026-04-09,5,-0.12695826231112597,81.39,27.381999999999998,1,2,0.4,0.0,-0.12695826231112597
liq20_score_b_bonus_3pct,2026-04-13,2026-04-14,2026-04-27,5,0.05288761722773527,80.402,27.162,1,1,0.2,0.0,0.05288761722773527
liq20_score_b_bonus_5pct,2026-01-05,2026-01-06,2026-01-19,5,0.031812089692091414,77.826,27.792,3,2,0.4,0.0,0.031812089692091414
liq20_score_b_bonus_5pct,2026-01-19,2026-01-20,2026-02-02,5,-0.058545016599678965,78.86,27.172000000000004,1,2,0.4,0.0,-0.058545016599678965
liq20_score_b_bonus_5pct,2026-02-02,2026-02-03,2026-02-24,5,0.2222409043875398,74.652,26.110000000000003,0,1,0.2,0.0,0.2222409043875398
liq20_score_b_bonus_5pct,2026-02-24,2026-02-25,2026-03-10,5,0.03555946088739011,77.186,27.631999999999998,4,2,0.4,0.0,0.03555946088739011
liq20_score_b_bonus_5pct,2026-03-10,2026-03-11,2026-03-24,5,-0.07553013037678849,79.638,27.5,3,3,0.6,0.0,-0.07553013037678849
liq20_score_b_bonus_5pct,2026-03-25,2026-03-26,2026-04-09,5,-0.12695826231112597,81.39,27.381999999999998,1,2,0.4,0.0,-0.12695826231112597
liq20_score_b_bonus_5pct,2026-04-13,2026-04-14,2026-04-27,5,0.1366362771031565,79.738,26.869999999999997,2,1,0.2,0.0,0.1366362771031565
liq20_score_b_bonus_8pct,2026-01-05,2026-01-06,2026-01-19,5,0.06204338585910205,76.832,27.192,4,2,0.4,0.0,0.06204338585910205
liq20_score_b_bonus_8pct,2026-01-19,2026-01-20,2026-02-02,5,0.01257713436461554,77.196,26.863999999999997,3,1,0.2,0.0,0.01257713436461554
liq20_score_b_bonus_8pct,2026-02-02,2026-02-03,2026-02-24,5,0.2222409043875398,74.652,26.110000000000003,0,1,0.2,0.0,0.2222409043875398
liq20_score_b_bonus_8pct,2026-02-24,2026-02-25,2026-03-10,5,0.03555946088739011,77.186,27.631999999999998,4,2,0.4,0.0,0.03555946088739011
liq20_score_b_bonus_8pct,2026-03-10,2026-03-11,2026-03-24,5,-0.07553013037678849,79.638,27.5,3,3,0.6,0.0,-0.07553013037678849
liq20_score_b_bonus_8pct,2026-03-25,2026-03-26,2026-04-09,5,-0.12695826231112597,81.39,27.381999999999998,1,2,0.4,0.0,-0.12695826231112597
liq20_score_b_bonus_8pct,2026-04-13,2026-04-14,2026-04-27,5,0.1366362771031565,79.738,26.869999999999997,2,1,0.2,0.0,0.1366362771031565
liq_top_10_then_dynamic_factor,2026-01-05,2026-01-06,2026-01-19,4,0.14458314397119704,74.0425,29.2075,0,1,0.25,0.0,0.14458314397119704
liq_top_10_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,5,-0.023171116591245246,74.28999999999999,28.692,0,2,0.4,0.0,-0.023171116591245246
liq_top_10_then_dynamic_factor,2026-02-02,2026-02-03,2026-02-24,5,0.19898529500892836,70.1,28.73,0,2,0.4,0.0,0.19898529500892836
liq_top_10_then_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,5,0.01360338510933128,76.22,28.814,2,1,0.2,0.0,0.01360338510933128
liq_top_10_then_dynamic_factor,2026-03-10,2026-03-11,2026-03-24,5,-0.023750652310859887,75.596,29.016,0,1,0.2,0.0,-0.023750652310859887
