strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,max_per_industry,industry_penalty_step,symbol,name,industry,industry_key,is_bs_candidate,sort_col,rank_score,score,dynamic_factor_score,score_liq_breakout_adj,liquidity_detail_score,s_breakout,s_liquidity,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
baseline_full_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,dynamic_factor_score,97.96878730645122,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
baseline_full_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600584,长电科技,半导体,半导体,0,dynamic_factor_score,97.94948019175145,73.41,97.94948019175145,73.41,91.19002157704662,92.34,29.41,98.62722351121424,93.5614849187935,99.28474772859076,33.243086443627924,68.32,61.34,49.7173,0.324423,-0.036561,,可买,48.83,46.34,-0.050993241859512484
baseline_full_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002028,思源电气,电气设备,电气设备,0,dynamic_factor_score,97.37505628638777,76.96,97.37505628638777,76.96,88.42291908182993,99.51,27.89,98.1631863882444,91.8600154679041,96.4237386429538,33.61052020885709,62.43,41.16,34.5303,0.31538,0.1,,过滤,202.45,187.06,-0.07601877006668312
baseline_full_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600406,国电南瑞,电气设备,电气设备,0,dynamic_factor_score,97.2163021354836,70.29,97.2163021354836,70.29,89.52285126579173,94.8,28.51,99.51662799690641,99.1492652745553,98.3568528900058,19.802746083929605,64.15,53.04,46.4992,0.2769,-0.023046,,可买,26.4,25.48,-0.034848484848484795
liq_top_10_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300751,迈为股份,专用机械,专用机械,0,score,80.36,80.36,95.17361431258908,80.36,80.51863360965454,99.51,29.32,81.7478731631864,37.39365815931941,92.71215928861396,55.598530264939086,65.71,44.44,36.3577,0.33217,0.1,,过滤,259.0,304.2,0.17451737451737448
liq_top_10_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300672,国科微,半导体,半导体,0,score,79.13,79.13,95.16548171312579,79.13,83.50645064089377,96.06,28.28,87.2583139984532,64.984532095901,90.39242219215156,50.41578031328563,73.21,63.7,52.8423,0.325663,0.1,,可买,142.01,132.3,-0.06837546651644233
liq_top_10_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,603179,新泉股份,汽车配件,汽车配件,0,score,77.66,77.66,96.20401963032558,77.66,83.64592292618367,98.01,27.72,93.75483372003094,73.35653518948183,91.12700560603132,32.62425062850512,72.52,63.7,53.0946,0.332743,0.1,,可买,103.85,85.06,-0.18093403948001918
liq_top_10_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,603626,科森科技,元器件,元器件,0,score,77.35,77.35,91.63033026993139,77.35,73.08655717915582,98.2,27.83,75.8894044856922,14.849187935034802,85.26966943746376,57.84181009475924,71.02,62.66,52.0206,0.321093,0.030968,,可买,23.39,20.95,-0.10431808465156056
liq_top_10_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002028,思源电气,电气设备,电气设备,0,score,76.96,76.96,97.37505628638777,76.96,88.42291908182993,99.51,27.89,98.1631863882444,91.8600154679041,96.4237386429538,33.61052020885709,62.43,41.16,34.5303,0.31538,0.1,,过滤,202.45,187.06,-0.07601877006668312
liq_top_20_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300751,迈为股份,专用机械,专用机械,0,score,80.36,80.36,95.17361431258908,80.36,80.51863360965454,99.51,29.32,81.7478731631864,37.39365815931941,92.71215928861396,55.598530264939086,65.71,44.44,36.3577,0.33217,0.1,,过滤,259.0,304.2,0.17451737451737448
liq_top_20_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300429,强力新材,化工原料,化工原料,0,score,79.2,79.2,92.44262803752936,79.2,74.68368351096355,93.18,25.51,90.00386697602475,61.89095127610209,87.78271795863135,2.1852639721523883,70.75,61.37,52.0213,0.32223,0.069962,,可买,16.83,14.41,-0.14379084967320255
liq_top_20_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300672,国科微,半导体,半导体,0,score,79.13,79.13,95.16548171312579,79.13,83.50645064089377,96.06,28.28,87.2583139984532,64.984532095901,90.39242219215156,50.41578031328563,73.21,63.7,52.8423,0.325663,0.1,,可买,142.01,132.3,-0.06837546651644233
liq_top_20_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000510,新金路,化工原料,化工原料,0,score,79.07,79.07,92.23540079592364,79.07,82.23946492303045,98.57,26.83,86.09822119102861,60.885537509667444,74.27024937173788,89.73119319280603,71.43,62.7,48.9875,0.320527,-0.062033,,可买,17.22,14.72,-0.14518002322880363
liq_top_20_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002796,世嘉科技,通信设备,通信设备,0,score,78.64,78.64,91.17771915286494,78.64,76.75572150962722,97.54,26.54,86.38824439288476,43.793503480278424,72.56910883433211,66.37014117192032,70.75,61.86,51.121,0.307224,0.1,,可买,44.15,44.05,-0.0022650056625141968
liq_top_30_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300751,迈为股份,专用机械,专用机械,0,score,80.36,80.36,95.17361431258908,80.36,80.51863360965454,99.51,29.32,81.7478731631864,37.39365815931941,92.71215928861396,55.598530264939086,65.71,44.44,36.3577,0.33217,0.1,,过滤,259.0,304.2,0.17451737451737448
liq_top_30_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300429,强力新材,化工原料,化工原料,0,score,79.2,79.2,92.44262803752936,79.2,74.68368351096355,93.18,25.51,90.00386697602475,61.89095127610209,87.78271795863135,2.1852639721523883,70.75,61.37,52.0213,0.32223,0.069962,,可买,16.83,14.41,-0.14379084967320255
liq_top_30_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300806,斯迪克,塑料,塑料,0,score,79.18,79.18,90.52315622474214,79.18,73.16685587236569,96.93,23.95,84.01005413766434,64.38515081206496,83.31722404794122,22.761554824985495,71.23,61.11,50.558,0.295842,0.053547,,可买,38.28,55.26,0.4435736677115987
liq_top_30_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300672,国科微,半导体,半导体,0,score,79.13,79.13,95.16548171312579,79.13,83.50645064089377,96.06,28.28,87.2583139984532,64.984532095901,90.39242219215156,50.41578031328563,73.21,63.7,52.8423,0.325663,0.1,,可买,142.01,132.3,-0.06837546651644233
liq_top_30_then_score,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000510,新金路,化工原料,化工原料,0,score,79.07,79.07,92.23540079592364,79.07,82.23946492303045,98.57,26.83,86.09822119102861,60.885537509667444,74.27024937173788,89.73119319280603,71.43,62.7,48.9875,0.320527,-0.062033,,可买,17.22,14.72,-0.14518002322880363
liq_top_10_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300751,迈为股份,专用机械,专用机械,0,score_liq_breakout_adj,80.36,80.36,95.17361431258908,80.36,80.51863360965454,99.51,29.32,81.7478731631864,37.39365815931941,92.71215928861396,55.598530264939086,65.71,44.44,36.3577,0.33217,0.1,,过滤,259.0,304.2,0.17451737451737448
liq_top_10_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300672,国科微,半导体,半导体,0,score_liq_breakout_adj,79.13,79.13,95.16548171312579,79.13,83.50645064089377,96.06,28.28,87.2583139984532,64.984532095901,90.39242219215156,50.41578031328563,73.21,63.7,52.8423,0.325663,0.1,,可买,142.01,132.3,-0.06837546651644233
liq_top_10_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,603179,新泉股份,汽车配件,汽车配件,0,score_liq_breakout_adj,77.66,77.66,96.20401963032558,77.66,83.64592292618367,98.01,27.72,93.75483372003094,73.35653518948183,91.12700560603132,32.62425062850512,72.52,63.7,53.0946,0.332743,0.1,,可买,103.85,85.06,-0.18093403948001918
liq_top_10_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,603626,科森科技,元器件,元器件,0,score_liq_breakout_adj,77.35,77.35,91.63033026993139,77.35,73.08655717915582,98.2,27.83,75.8894044856922,14.849187935034802,85.26966943746376,57.84181009475924,71.02,62.66,52.0206,0.321093,0.030968,,可买,23.39,20.95,-0.10431808465156056
liq_top_10_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002028,思源电气,电气设备,电气设备,0,score_liq_breakout_adj,76.96,76.96,97.37505628638777,76.96,88.42291908182993,99.51,27.89,98.1631863882444,91.8600154679041,96.4237386429538,33.61052020885709,62.43,41.16,34.5303,0.31538,0.1,,过滤,202.45,187.06,-0.07601877006668312
liq_top_20_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300751,迈为股份,专用机械,专用机械,0,score_liq_breakout_adj,80.36,80.36,95.17361431258908,80.36,80.51863360965454,99.51,29.32,81.7478731631864,37.39365815931941,92.71215928861396,55.598530264939086,65.71,44.44,36.3577,0.33217,0.1,,过滤,259.0,304.2,0.17451737451737448
liq_top_20_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300429,强力新材,化工原料,化工原料,0,score_liq_breakout_adj,79.2,79.2,92.44262803752936,79.2,74.68368351096355,93.18,25.51,90.00386697602475,61.89095127610209,87.78271795863135,2.1852639721523883,70.75,61.37,52.0213,0.32223,0.069962,,可买,16.83,14.41,-0.14379084967320255
liq_top_20_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300672,国科微,半导体,半导体,0,score_liq_breakout_adj,79.13,79.13,95.16548171312579,79.13,83.50645064089377,96.06,28.28,87.2583139984532,64.984532095901,90.39242219215156,50.41578031328563,73.21,63.7,52.8423,0.325663,0.1,,可买,142.01,132.3,-0.06837546651644233
liq_top_20_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000510,新金路,化工原料,化工原料,0,score_liq_breakout_adj,79.07,79.07,92.23540079592364,79.07,82.23946492303045,98.57,26.83,86.09822119102861,60.885537509667444,74.27024937173788,89.73119319280603,71.43,62.7,48.9875,0.320527,-0.062033,,可买,17.22,14.72,-0.14518002322880363
liq_top_20_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002796,世嘉科技,通信设备,通信设备,0,score_liq_breakout_adj,78.64,78.64,91.17771915286494,78.64,76.75572150962722,97.54,26.54,86.38824439288476,43.793503480278424,72.56910883433211,66.37014117192032,70.75,61.86,51.121,0.307224,0.1,,可买,44.15,44.05,-0.0022650056625141968
liq_top_30_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300751,迈为股份,专用机械,专用机械,0,score_liq_breakout_adj,80.36,80.36,95.17361431258908,80.36,80.51863360965454,99.51,29.32,81.7478731631864,37.39365815931941,92.71215928861396,55.598530264939086,65.71,44.44,36.3577,0.33217,0.1,,过滤,259.0,304.2,0.17451737451737448
liq_top_30_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300429,强力新材,化工原料,化工原料,0,score_liq_breakout_adj,79.2,79.2,92.44262803752936,79.2,74.68368351096355,93.18,25.51,90.00386697602475,61.89095127610209,87.78271795863135,2.1852639721523883,70.75,61.37,52.0213,0.32223,0.069962,,可买,16.83,14.41,-0.14379084967320255
liq_top_30_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300806,斯迪克,塑料,塑料,0,score_liq_breakout_adj,79.18,79.18,90.52315622474214,79.18,73.16685587236569,96.93,23.95,84.01005413766434,64.38515081206496,83.31722404794122,22.761554824985495,71.23,61.11,50.558,0.295842,0.053547,,可买,38.28,55.26,0.4435736677115987
liq_top_30_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300672,国科微,半导体,半导体,0,score_liq_breakout_adj,79.13,79.13,95.16548171312579,79.13,83.50645064089377,96.06,28.28,87.2583139984532,64.984532095901,90.39242219215156,50.41578031328563,73.21,63.7,52.8423,0.325663,0.1,,可买,142.01,132.3,-0.06837546651644233
liq_top_30_then_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000510,新金路,化工原料,化工原料,0,score_liq_breakout_adj,79.07,79.07,92.23540079592364,79.07,82.23946492303045,98.57,26.83,86.09822119102861,60.885537509667444,74.27024937173788,89.73119319280603,71.43,62.7,48.9875,0.320527,-0.062033,,可买,17.22,14.72,-0.14518002322880363
liq_top_10_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600089,特变电工,电气设备,电气设备,0,liquidity_detail_score,95.49348021462671,38.64,72.97082432745788,38.64,95.49348021462671,44.66,29.9,96.51972157772622,97.79582366589327,99.24608544364972,67.66582865983369,45.66,25.09,22.2342,0.304487,-0.149001,,过滤,30.9,28.35,-0.08252427184466016
liq_top_10_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,688525,佰维存储,半导体,半导体,0,liquidity_detail_score,94.55065813103056,53.92,83.18853824931698,53.92,94.55065813103056,44.66,29.45,90.1585460170147,91.47331786542924,99.09143630388556,86.67569135563721,57.2,54.45,48.8874,0.326457,0.1,,可买,177.0,167.9,-0.05141242937853108
liq_top_10_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,liquidity_detail_score,93.07536876641547,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
liq_top_10_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002156,通富微电,半导体,半导体,0,liquidity_detail_score,93.00232087666133,73.97,98.50591904375538,73.97,93.00232087666133,96.87,29.36,97.83449342614075,87.49033255993814,99.07210516141504,63.043898665635275,68.76,61.82,51.8587,0.327811,0.066804,,可买,47.7,48.88,0.024737945492662394
liq_top_10_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000938,紫光股份,IT设备,IT设备,0,liquidity_detail_score,91.81914254804572,70.32,96.29520608811168,70.32,91.81914254804572,93.35,28.21,95.70765661252901,87.91569992266048,98.10554803788904,71.61090698124154,63.87,52.71,47.4119,0.274073,0.032867,,可买,27.79,24.49,-0.11874775098956458
liq_top_20_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600089,特变电工,电气设备,电气设备,0,liquidity_detail_score,95.49348021462671,38.64,72.97082432745788,38.64,95.49348021462671,44.66,29.9,96.51972157772622,97.79582366589327,99.24608544364972,67.66582865983369,45.66,25.09,22.2342,0.304487,-0.149001,,过滤,30.9,28.35,-0.08252427184466016
liq_top_20_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,688525,佰维存储,半导体,半导体,0,liquidity_detail_score,94.55065813103056,53.92,83.18853824931698,53.92,94.55065813103056,44.66,29.45,90.1585460170147,91.47331786542924,99.09143630388556,86.67569135563721,57.2,54.45,48.8874,0.326457,0.1,,可买,177.0,167.9,-0.05141242937853108
liq_top_20_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,liquidity_detail_score,93.07536876641547,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
liq_top_20_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002156,通富微电,半导体,半导体,0,liquidity_detail_score,93.00232087666133,73.97,98.50591904375538,73.97,93.00232087666133,96.87,29.36,97.83449342614075,87.49033255993814,99.07210516141504,63.043898665635275,68.76,61.82,51.8587,0.327811,0.066804,,可买,47.7,48.88,0.024737945492662394
liq_top_20_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000938,紫光股份,IT设备,IT设备,0,liquidity_detail_score,91.81914254804572,70.32,96.29520608811168,70.32,91.81914254804572,93.35,28.21,95.70765661252901,87.91569992266048,98.10554803788904,71.61090698124154,63.87,52.71,47.4119,0.274073,0.032867,,可买,27.79,24.49,-0.11874775098956458
liq_top_30_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600089,特变电工,电气设备,电气设备,0,liquidity_detail_score,95.49348021462671,38.64,72.97082432745788,38.64,95.49348021462671,44.66,29.9,96.51972157772622,97.79582366589327,99.24608544364972,67.66582865983369,45.66,25.09,22.2342,0.304487,-0.149001,,过滤,30.9,28.35,-0.08252427184466016
liq_top_30_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,688525,佰维存储,半导体,半导体,0,liquidity_detail_score,94.55065813103056,53.92,83.18853824931698,53.92,94.55065813103056,44.66,29.45,90.1585460170147,91.47331786542924,99.09143630388556,86.67569135563721,57.2,54.45,48.8874,0.326457,0.1,,可买,177.0,167.9,-0.05141242937853108
liq_top_30_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,liquidity_detail_score,93.07536876641547,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
liq_top_30_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002156,通富微电,半导体,半导体,0,liquidity_detail_score,93.00232087666133,73.97,98.50591904375538,73.97,93.00232087666133,96.87,29.36,97.83449342614075,87.49033255993814,99.07210516141504,63.043898665635275,68.76,61.82,51.8587,0.327811,0.066804,,可买,47.7,48.88,0.024737945492662394
liq_top_30_then_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000938,紫光股份,IT设备,IT设备,0,liquidity_detail_score,91.81914254804572,70.32,96.29520608811168,70.32,91.81914254804572,93.35,28.21,95.70765661252901,87.91569992266048,98.10554803788904,71.61090698124154,63.87,52.71,47.4119,0.274073,0.032867,,可买,27.79,24.49,-0.11874775098956458
liq_top_10_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002156,通富微电,半导体,半导体,0,dynamic_factor_score,98.50591904375538,73.97,98.50591904375538,73.97,93.00232087666133,96.87,29.36,97.83449342614075,87.49033255993814,99.07210516141504,63.043898665635275,68.76,61.82,51.8587,0.327811,0.066804,,可买,47.7,48.88,0.024737945492662394
liq_top_10_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,dynamic_factor_score,97.96878730645122,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
liq_top_10_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600584,长电科技,半导体,半导体,0,dynamic_factor_score,97.94948019175145,73.41,97.94948019175145,73.41,91.19002157704662,92.34,29.41,98.62722351121424,93.5614849187935,99.28474772859076,33.243086443627924,68.32,61.34,49.7173,0.324423,-0.036561,,可买,48.83,46.34,-0.050993241859512484
liq_top_10_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002028,思源电气,电气设备,电气设备,0,dynamic_factor_score,97.37505628638777,76.96,97.37505628638777,76.96,88.42291908182993,99.51,27.89,98.1631863882444,91.8600154679041,96.4237386429538,33.61052020885709,62.43,41.16,34.5303,0.31538,0.1,,过滤,202.45,187.06,-0.07601877006668312
liq_top_10_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600406,国电南瑞,电气设备,电气设备,0,dynamic_factor_score,97.2163021354836,70.29,97.2163021354836,70.29,89.52285126579173,94.8,28.51,99.51662799690641,99.1492652745553,98.3568528900058,19.802746083929605,64.15,53.04,46.4992,0.2769,-0.023046,,可买,26.4,25.48,-0.034848484848484795
liq_top_20_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002156,通富微电,半导体,半导体,0,dynamic_factor_score,98.50591904375538,73.97,98.50591904375538,73.97,93.00232087666133,96.87,29.36,97.83449342614075,87.49033255993814,99.07210516141504,63.043898665635275,68.76,61.82,51.8587,0.327811,0.066804,,可买,47.7,48.88,0.024737945492662394
liq_top_20_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,dynamic_factor_score,97.96878730645122,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
liq_top_20_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600584,长电科技,半导体,半导体,0,dynamic_factor_score,97.94948019175145,73.41,97.94948019175145,73.41,91.19002157704662,92.34,29.41,98.62722351121424,93.5614849187935,99.28474772859076,33.243086443627924,68.32,61.34,49.7173,0.324423,-0.036561,,可买,48.83,46.34,-0.050993241859512484
liq_top_20_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002028,思源电气,电气设备,电气设备,0,dynamic_factor_score,97.37505628638777,76.96,97.37505628638777,76.96,88.42291908182993,99.51,27.89,98.1631863882444,91.8600154679041,96.4237386429538,33.61052020885709,62.43,41.16,34.5303,0.31538,0.1,,过滤,202.45,187.06,-0.07601877006668312
liq_top_20_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600406,国电南瑞,电气设备,电气设备,0,dynamic_factor_score,97.2163021354836,70.29,97.2163021354836,70.29,89.52285126579173,94.8,28.51,99.51662799690641,99.1492652745553,98.3568528900058,19.802746083929605,64.15,53.04,46.4992,0.2769,-0.023046,,可买,26.4,25.48,-0.034848484848484795
liq_top_30_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002156,通富微电,半导体,半导体,0,dynamic_factor_score,98.50591904375538,73.97,98.50591904375538,73.97,93.00232087666133,96.87,29.36,97.83449342614075,87.49033255993814,99.07210516141504,63.043898665635275,68.76,61.82,51.8587,0.327811,0.066804,,可买,47.7,48.88,0.024737945492662394
liq_top_30_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,dynamic_factor_score,97.96878730645122,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
liq_top_30_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600584,长电科技,半导体,半导体,0,dynamic_factor_score,97.94948019175145,73.41,97.94948019175145,73.41,91.19002157704662,92.34,29.41,98.62722351121424,93.5614849187935,99.28474772859076,33.243086443627924,68.32,61.34,49.7173,0.324423,-0.036561,,可买,48.83,46.34,-0.050993241859512484
liq_top_30_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002028,思源电气,电气设备,电气设备,0,dynamic_factor_score,97.37505628638777,76.96,97.37505628638777,76.96,88.42291908182993,99.51,27.89,98.1631863882444,91.8600154679041,96.4237386429538,33.61052020885709,62.43,41.16,34.5303,0.31538,0.1,,过滤,202.45,187.06,-0.07601877006668312
liq_top_30_then_dynamic_factor,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600406,国电南瑞,电气设备,电气设备,0,dynamic_factor_score,97.2163021354836,70.29,97.2163021354836,70.29,89.52285126579173,94.8,28.51,99.51662799690641,99.1492652745553,98.3568528900058,19.802746083929605,64.15,53.04,46.4992,0.2769,-0.023046,,可买,26.4,25.48,-0.034848484848484795
liq_top_20_then_bs_v2,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,300672,国科微,半导体,半导体,0,bs_score_v2,73.21,79.13,95.16548171312579,79.13,83.50645064089377,96.06,28.28,87.2583139984532,64.984532095901,90.39242219215156,50.41578031328563,73.21,63.7,52.8423,0.325663,0.1,,可买,142.01,132.3,-0.06837546651644233
liq_top_20_then_bs_v2,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,603179,新泉股份,汽车配件,汽车配件,0,bs_score_v2,72.52,77.66,96.20401963032558,77.66,83.64592292618367,98.01,27.72,93.75483372003094,73.35653518948183,91.12700560603132,32.62425062850512,72.52,63.7,53.0946,0.332743,0.1,,可买,103.85,85.06,-0.18093403948001918
liq_top_20_then_bs_v2,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000657,中钨高新,小金属,小金属,0,bs_score_v2,71.75,73.87,92.33836459901613,73.87,78.50361578574302,96.48,29.31,64.52049497293116,29.833720030935808,93.67871641213996,79.92651324695417,71.75,63.68,53.2825,0.339083,0.096574,,可买,40.3,45.6,0.13151364764267992
liq_top_20_then_bs_v2,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,000338,潍柴动力,汽车配件,汽车配件,0,bs_score_v2,71.72,76.82,97.96878730645122,76.82,93.07536876641547,98.49,28.29,97.7571539056458,94.23820572312451,95.66982408660351,73.17733513827113,71.72,63.07,52.7519,0.330365,0.077081,,可买,22.1,22.57,0.02126696832579178
liq_top_20_then_bs_v2,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002378,章源钨业,小金属,小金属,0,bs_score_v2,71.71,76.24,91.34863829710982,76.24,77.52732611812749,94.36,27.62,75.54137664346482,44.93426140757927,83.4718731877054,63.3146393347515,71.71,63.81,51.936,0.355933,-0.04695,,可买,19.53,22.3,0.14183307731694828
liq_top_20_then_model_rank,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,002361,神剑股份,化工原料,化工原料,0,bs_model_rank_score,55.2112,47.09,61.06033633795799,47.09,55.61915010621806,44.66,29.36,5.839133797370456,5.665119876256767,95.90179779624975,0.6961902920131503,58.22,58.49,55.2112,0.427603,0.024543,,可买,12.67,11.65,-0.08050513022888706
liq_top_20_then_model_rank,2026-01-19,2026-01-20,2026-02-02,10,10,5,,0.0,600783,鲁信创投,专用机械,专用机械,0,bs_model_rank_score,55.1936,68.07,86.19028706522309,68.07,81.61394285467637,44.66,27.78,86.48491879350348,91.16395978344934,90.56640247438624,0.17404757300328758,64.36,60.1,55.1936,0.401727,0.034115,,可买,26.52,23.01,-0.13235294117647056
