strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,avg_max_industry_weight,turnover_proxy
baseline_full_score,all,0.0,7,2026-01-05,2026-04-13,5.0,0.8571428571428571,0.561784689331732,0.561784689331732,3.9777855144408747,-0.2190508690862878,0.7142857142857143,0.07473404708333042,0.13803880859765888,0.2359511756783606,-0.1322448186483337,80.30342857142857,22.016571428571428,0.31428571428571433,1.0
baseline_full_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
liq_top_10_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
liq_top_20_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
liq_top_30_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
tiered_liquidity_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
tiered_liquidity_then_bs_v2,all,0.0,7,2026-01-05,2026-04-13,5.0,0.8571428571428571,0.5122950103388635,0.5122950103388635,3.4329360819959396,-0.07921757786999384,0.7142857142857143,0.06483652231628252,0.033128620963193536,0.17546355731096747,-0.07881029403701037,75.61171428571429,28.385714285714283,0.2857142857142857,1.0
liq_top_20_then_dynamic_factor,all,0.0,7,2026-01-05,2026-04-13,4.857142857142857,0.42857142857142855,0.4293023210549163,0.4293023210549163,2.617818342094611,-0.0450433721171456,0.5714285714285714,0.05707171262956321,0.015041933609532876,0.2708545347382721,-0.023750652310859887,71.92264285714285,28.555071428571427,0.35000000000000003,1.0
liq_top_10_then_score_industry_penalty_10pt,all,0.0,7,2026-01-05,2026-04-13,5.0,0.5714285714285714,0.3567045008066547,0.3567045008066547,1.9987962336453688,-0.08617483898511413,0.5714285714285714,0.04906255427499754,0.008577648116426917,0.19040450170768902,-0.057228366028646005,76.87714285714286,28.66828571428572,0.19999999999999998,1.0
liq_top_10_then_score_industry_cap2,all,0.0,7,2026-01-05,2026-04-13,5.0,0.7142857142857143,0.3471882223445253,0.3471882223445253,1.9237605278878975,-0.11165773466317053,0.42857142857142855,0.048818324897976495,-0.00975975392562185,0.19040450170768902,-0.07448566989735335,77.112,28.637428571428575,0.2857142857142857,1.0
liq_top_10_then_score_industry_penalty_5pt,all,0.0,7,2026-01-05,2026-04-13,5.0,0.5714285714285714,0.3320376485023122,0.3320376485023122,1.8071097937886917,-0.0950935476876612,0.42857142857142855,0.046442925411847705,-0.00975975392562185,0.19040450170768902,-0.057228366028646005,77.064,28.642857142857146,0.22857142857142856,1.0
liq_top_10_then_dynamic_factor,all,0.0,7,2026-01-05,2026-04-13,4.857142857142857,0.42857142857142855,0.31708977745943967,0.31708977745943967,1.695351220653531,-0.045043372117145486,0.5714285714285714,0.04335446424427159,0.01360338510933128,0.19898529500892836,-0.023750652310859887,71.13635714285714,29.088214285714283,0.35000000000000003,1.0
tiered_liquidity_then_dynamic_factor,all,0.0,7,2026-01-05,2026-04-13,4.857142857142857,0.42857142857142855,0.31708977745943967,0.31708977745943967,1.695351220653531,-0.045043372117145486,0.5714285714285714,0.04335446424427159,0.01360338510933128,0.19898529500892836,-0.023750652310859887,71.13635714285714,29.088214285714283,0.35000000000000003,1.0
liq20_bs_score_v2_b_bonus_0pct,all,0.0,7,2026-01-05,2026-04-13,5.0,0.42857142857142855,0.3169889743385341,0.3169889743385341,1.694608657742108,-0.09816584840446008,0.7142857142857143,0.043752926937917776,0.02745491994079401,0.17592655629574225,-0.09805453529959504,76.68942857142858,27.44114285714286,0.31428571428571433,1.0
liq_top_20_then_bs_v2,all,0.0,7,2026-01-05,2026-04-13,5.0,0.42857142857142855,0.3169889743385341,0.3169889743385341,1.694608657742108,-0.09816584840446008,0.7142857142857143,0.043752926937917776,0.02745491994079401,0.17592655629574225,-0.09805453529959504,76.68942857142858,27.44114285714286,0.31428571428571433,1.0
liq_top_10_then_liq_breakout_adj,all,0.0,7,2026-01-05,2026-04-13,5.0,0.7142857142857143,0.2904922642600336,0.2904922642600336,1.5044909112060503,-0.1490433167257631,0.42857142857142855,0.04286490719500229,-0.03070358919745315,0.19040450170768902,-0.07448566989735335,77.25857142857144,28.592285714285715,0.31428571428571433,1.0
liq_top_10_then_score,all,0.0,7,2026-01-05,2026-04-13,5.0,0.7142857142857143,0.2904922642600336,0.2904922642600336,1.5044909112060503,-0.1490433167257631,0.42857142857142855,0.04286490719500229,-0.03070358919745315,0.19040450170768902,-0.07448566989735335,77.25857142857144,28.592285714285715,0.31428571428571433,1.0
liq20_bs_score_v2_b_bonus_3pct,all,0.0,7,2026-01-05,2026-04-13,5.0,1.1428571428571428,0.28972933354932273,0.28972933354932273,1.4991647065291591,-0.10070744033177925,0.7142857142857143,0.0401214824925521,0.02745491994079401,0.15425124054522468,-0.09714666618504168,76.36514285714286,27.544000000000004,0.34285714285714286,1.0
liq20_bs_score_v2_b_bonus_5pct,all,0.0,7,2026-01-05,2026-04-13,5.0,1.8571428571428572,0.2697016065309421,0.2697016065309421,1.3622508217689915,-0.11694733975143068,0.7142857142857143,0.0381674718737161,0.031123394376082116,0.15425124054522468,-0.11345086794254469,76.11342857142857,27.426285714285715,0.31428571428571433,1.0
baseline_b_consensus,all,0.0,3,2026-01-05,2026-02-02,4.666666666666667,4.666666666666667,0.25582133274802965,0.25582133274802965,5.776321331414592,-0.039099239514676865,0.6666666666666666,0.08377010669225898,0.07758052564399032,0.2128290339474635,-0.039099239514676865,61.698,27.545666666666666,0.7166666666666668,1.0
liq_top_20_then_consensus,all,0.0,3,2026-01-05,2026-02-02,5.0,0.3333333333333333,0.25000695629518566,0.25000695629518566,5.517250452227571,0.0,1.0,0.08043342467791971,0.03280899522150658,0.1994304413544609,0.009060837457791692,73.22533333333332,28.457333333333334,0.3333333333333333,1.0
liq20_score_b_bonus_8pct,all,0.0,7,2026-01-05,2026-04-13,5.0,2.4285714285714284,0.2486810192384208,0.2486810192384208,1.2244642821947411,-0.19289921858314452,0.7142857142857143,0.038081252844841366,0.03555946088739011,0.2222409043875398,-0.12695826231112597,78.09028571428573,27.07857142857143,0.3428571428571429,1.0
baseline_full_liq_breakout_adj,all,0.0,7,2026-01-05,2026-04-13,5.0,0.8571428571428571,0.23990518207221645,0.23990518207221645,1.1686951606569207,-0.24241350858421717,0.7142857142857143,0.038528652582322395,0.05214894056210493,0.2359511756783606,-0.1322448186483337,79.93314285714287,24.872571428571426,0.39999999999999997,1.0
baseline_full_dynamic_factor_industry_cap2,all,0.0,7,2026-01-05,2026-04-13,4.857142857142857,0.42857142857142855,0.2241855459740687,0.2241855459740687,1.0713337942381775,-0.058566776293310197,0.42857142857142855,0.03154844119557343,-0.014161275791285077,0.14458314397119704,-0.023750652310859887,71.94321428571428,28.29535714285714,0.32142857142857145,1.0
tiered_liquidity_then_score_industry_cap2,all,0.0,7,2026-01-05,2026-04-13,5.0,1.2857142857142858,0.22135000603220578,0.22135000603220578,1.0541137986422822,-0.17006349211023275,0.42857142857142855,0.034655075257233305,-0.014801437952292584,0.16258688288935513,-0.09867377700600352,77.59657142857144,28.13171428571429,0.2857142857142857,1.0
baseline_full_dynamic_factor,all,0.0,7,2026-01-05,2026-04-13,4.857142857142857,0.42857142857142855,0.20630836931064378,0.20630836931064378,0.9644909272170039,-0.058566776293310197,0.42857142857142855,0.029399490085183205,-0.014161275791285077,0.14458314397119704,-0.023750652310859887,72.25092857142856,28.295642857142855,0.35000000000000003,1.0
liq_top_30_then_dynamic_factor,all,0.0,7,2026-01-05,2026-04-13,4.857142857142857,0.42857142857142855,0.20630836931064378,0.20630836931064378,0.9644909272170039,-0.058566776293310197,0.42857142857142855,0.029399490085183205,-0.014161275791285077,0.14458314397119704,-0.023750652310859887,72.25092857142856,28.295642857142855,0.35000000000000003,1.0
tiered_liquidity_then_score_industry_penalty_5pt,all,0.0,7,2026-01-05,2026-04-13,5.0,1.1428571428571428,0.19583818095937278,0.19583818095937278,0.9037972535591356,-0.162832648879899,0.42857142857142855,0.03097762897351822,-0.014801437952292584,0.16258688288935513,-0.09867377700600352,77.4297142857143,28.209428571428578,0.22857142857142856,1.0
liq_top_30_then_liq_breakout_adj,all,0.0,7,2026-01-05,2026-04-13,5.0,1.0,0.15283527053144397,0.15283527053144397,0.6686379565474487,-0.2597408230913265,0.7142857142857143,0.02659126913070203,0.07775675026084712,0.12867306290992728,-0.15209188180590777,79.77999999999999,25.913714285714285,0.34285714285714286,1.0
liq_top_30_then_score,all,0.0,7,2026-01-05,2026-04-13,5.0,1.0,0.15283527053144397,0.15283527053144397,0.6686379565474487,-0.2597408230913265,0.7142857142857143,0.02659126913070203,0.07775675026084712,0.12867306290992728,-0.15209188180590777,79.77999999999999,25.913714285714285,0.34285714285714286,1.0
liq20_bs_score_v2_b_bonus_8pct,all,0.0,7,2026-01-05,2026-04-13,5.0,2.857142857142857,0.1423526377467874,0.1423526377467874,0.6146584875236882,-0.17596793857250004,0.7142857142857143,0.02287715119799196,0.031123394376082116,0.1286735427143352,-0.12932681700453003,74.33771428571428,27.548571428571428,0.42857142857142855,1.0
tiered_liquidity_then_liq_breakout_adj,all,0.0,7,2026-01-05,2026-04-13,5.0,1.2857142857142858,0.13266371913006791,0.13266371913006791,0.5658983364487873,-0.23032794282930802,0.42857142857142855,0.024914766218991562,-0.014801437952292584,0.16258688288935513,-0.12054417942041525,77.6617142857143,28.04,0.34285714285714286,1.0
