strategy,symbol,name,industry,entry_date,exit_date,shares,entry_price,exit_price,gross_pnl,cost,net_pnl,net_return,exit_reason,holding_calendar_days,exit_month,exit_year
production_governed_vol_position_v1_2b_dynamic_score,002241,歌尔股份,元器件,2024-11-15,2024-11-29,2900,25.6927,25.1748,-1501.9099999999924,110.63681250000002,-1612.5468124999925,-0.02164235852985468,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,300058,蓝色光标,广告包装,2024-11-15,2024-11-29,2900,13.3652,14.4439,3128.2299999999987,60.484792500000005,3067.7452074999987,0.07914907184329449,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,002371,北方华创,半导体,2024-11-18,2024-12-02,100,570.1734,557.5474,-1262.5999999999976,84.57906000000001,-1347.1790599999977,-0.02362753260674731,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,002131,利欧股份,互联网,2024-11-29,2024-12-13,11000,3.7022,4.1965,5437.300000000005,65.164275,5372.135725000005,0.13191507076873224,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,300364,中文在线,出版业,2024-11-29,2024-12-13,1600,29.4,30.33,1487.9999999999995,71.676,1416.3239999999996,0.030108928571428564,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,300459,汤姆猫,互联网,2024-11-29,2024-12-13,4300,6.97,7.45,2064.000000000002,46.5045,2017.4955000000018,0.06731492109038743,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,603019,中科曙光,IT设备,2024-11-29,2024-12-13,500,80.6126,74.2802,-3166.2000000000035,58.0848,-3224.2848000000035,-0.07999456164420955,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,300377,赢时胜,软件服务,2024-12-02,2024-12-16,4200,34.84,33.1,-7308.000000000008,214.011,-7522.011000000009,-0.05140513777267514,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,300063,天龙集团,互联网,2024-12-13,2024-12-27,1600,12.71,10.19,-4032.0000000000023,27.480000000000004,-4059.4800000000023,-0.19962037765538956,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,300496,中科创达,软件服务,2024-12-13,2024-12-27,500,62.5483,65.0611,1256.3999999999992,47.85352499999999,1208.5464749999992,0.0386436234078304,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,600887,伊利股份,乳制品,2024-12-13,2024-12-27,3100,31.79,31.7476,-131.44000000000204,147.72492,-279.16492000000204,-0.002832752437873566,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,688165,埃夫特-U,专用机械,2024-12-13,2024-12-27,300,35.0,28.0,-2100.0,14.175,-2114.175,-0.20135000000000003,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,300502,新易盛,通信设备,2024-12-16,2024-12-30,700,187.0947,181.3314,-4034.309999999991,193.4237025,-4227.733702499991,-0.03228108318942219,rebalance_unlocked,14,2024-12,2024
production_governed_vol_position_v1_2b_dynamic_score,000938,紫光股份,IT设备,2024-12-27,2025-01-13,700,29.0851,24.261,-3376.870000000001,28.006702500000003,-3404.8767025000006,-0.16723716181137424,rebalance_unlocked,17,2025-01,2025
production_governed_vol_position_v1_2b_dynamic_score,002281,光迅科技,通信设备,2024-12-27,2025-01-13,200,58.2182,48.2302,-1997.6,15.967260000000005,-2013.5672599999998,-0.17293279936514694,rebalance_unlocked,17,2025-01,2025
production_governed_vol_position_v1_2b_dynamic_score,601398,工商银行,银行,2024-12-27,2025-01-13,5100,7.308,6.9174,-1992.0600000000004,54.412155,-2046.4721550000004,-0.05490818965517243,rebalance_unlocked,17,2025-01,2025
production_governed_vol_position_v1_2b_dynamic_score,603083,剑桥科技,通信设备,2024-12-27,2025-01-13,300,48.697,37.2188,-3443.4600000000005,19.331055000000003,-3462.7910550000006,-0.23702973181099454,rebalance_unlocked,17,2025-01,2025
production_governed_vol_position_v1_2b_dynamic_score,600584,长电科技,半导体,2024-12-30,2025-01-14,5200,41.6857,39.2247,-12797.199999999992,315.55056,-13112.750559999991,-0.06049275410992255,rebalance_unlocked,15,2025-01,2025
production_governed_vol_position_v1_2b_dynamic_score,002131,利欧股份,互联网,2025-01-14,2025-02-05,4700,3.3996,3.7829,1801.510000000001,25.3183125,1776.1916875000009,0.11116399723496888,rebalance_unlocked,22,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,002681,奋达科技,元器件,2025-01-14,2025-02-05,3200,6.6,6.82,704.000000000002,32.208000000000006,671.7920000000021,0.03180833333333343,rebalance_unlocked,22,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,601600,中国铝业,铝,2025-01-14,2025-02-05,7900,7.6243,8.0679,3504.44,92.97628499999999,3411.463715,0.05663875372165313,rebalance_unlocked,22,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,601899,紫金矿业,铜,2025-01-14,2025-02-05,3500,16.655,16.9617,1073.4499999999975,88.24383750000003,985.2061624999975,0.01690107925547879,rebalance_unlocked,22,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,000831,中国稀土,小金属,2025-01-15,2025-02-06,800,29.51,28.5,-808.0000000000013,34.806000000000004,-842.8060000000013,-0.03570001694340907,rebalance_unlocked,22,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,300418,昆仑万维,互联网,2025-02-05,2025-02-19,800,39.0,41.88,2304.000000000002,48.528,2255.472000000002,0.0722907692307693,rebalance_unlocked,14,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,300442,润泽科技,软件服务,2025-02-05,2025-02-19,300,62.6057,55.8997,-2011.7999999999988,26.663715,-2038.4637149999987,-0.10853451123459998,rebalance_unlocked,14,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,600900,长江电力,水力发电,2025-02-05,2025-02-19,3000,29.8122,29.1924,-1859.4000000000044,132.76035,-1992.1603500000044,-0.022274553706200864,rebalance_unlocked,14,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,002896,中大力德,机械基件,2025-02-06,2025-02-20,300,74.3567,108.3521,10198.619999999997,41.10947999999999,10157.510519999998,0.45535060593060195,rebalance_unlocked,14,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,603893,瑞芯微,半导体,2025-02-06,2025-02-20,100,164.0619,176.2202,1215.8299999999997,25.5211575,1190.3088424999996,0.07255242335362443,rebalance_unlocked,14,2025-02,2025
production_governed_vol_position_v1_2b_dynamic_score,000938,紫光股份,IT设备,2025-02-19,2025-03-05,1900,29.2757,29.5866,590.7100000000004,83.8787775,506.83122250000037,0.009111764193512032,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,300251,光线传媒,影视音像,2025-02-19,2025-03-05,600,27.6656,23.5501,-2469.3000000000006,23.047064999999996,-2492.347065000001,-0.15014717826470422,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,603501,豪威集团,半导体,2025-02-19,2025-03-05,400,145.7627,142.9881,-1109.839999999997,86.62524,-1196.465239999997,-0.02052077177494649,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,300718,长盛轴承,机械基件,2025-02-20,2025-03-06,100,104.5441,107.8614,331.7300000000003,15.930412500000003,315.7995875000003,0.030207308446865994,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,600986,浙文互联,互联网,2025-02-20,2025-03-06,3500,10.19,9.68,-1784.9999999999993,52.15875,-1837.1587499999994,-0.051511530912659455,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,300035,中科电气,电气设备,2025-03-05,2025-03-19,3300,18.1019,18.1629,201.2999999999998,89.75538000000002,111.5446199999998,0.0018672846496776546,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,300458,全志科技,半导体,2025-03-05,2025-03-19,500,100.6499,94.6015,-3024.2000000000003,73.219275,-3097.419275,-0.061548382561731306,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,688525,佰维存储,半导体,2025-03-05,2025-03-19,1000,74.0,80.29,6290.000000000006,115.7175,6174.282500000007,0.08343625000000009,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,002155,湖南黄金,黄金,2025-03-07,2025-03-21,1300,27.3044,31.8836,5952.96,57.7083,5895.2517,0.16608345175136607,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,688521,芯原股份,半导体,2025-03-07,2025-03-21,100,94.86,96.79,193.00000000000068,14.373750000000001,178.62625000000068,0.018830513388151032,rebalance_unlocked,14,2025-03,2025
production_governed_vol_position_v1_2b_dynamic_score,300153,科泰电源,电气设备,2025-03-19,2025-04-02,500,42.84,38.6,-2120.000000000001,30.540000000000006,-2150.540000000001,-0.10039869281045756,rebalance_unlocked,14,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,300476,胜宏科技,元器件,2025-03-19,2025-04-02,400,93.9498,81.6516,-4919.279999999998,52.680420000000005,-4971.960419999998,-0.1323036456703473,rebalance_unlocked,14,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,601899,紫金矿业,铜,2025-03-19,2025-04-02,6600,18.1784,18.1579,-135.2999999999895,179.864685,-315.1646849999895,-0.0026268662258503725,rebalance_unlocked,14,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,300100,双林股份,汽车配件,2025-03-21,2025-04-07,300,93.1377,79.5815,-4066.859999999997,38.86182,-4105.721819999997,-0.14694092080865204,rebalance_unlocked,17,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,600797,浙大网新,软件服务,2025-03-21,2025-04-07,2000,13.5,9.45,-8100.000000000002,34.425,-8134.425000000002,-0.30127500000000007,rebalance_unlocked,17,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,600276,恒瑞医药,化学制药,2025-04-02,2025-04-17,700,51.5053,48.7153,-1952.9999999999993,52.615815,-2005.6158149999992,-0.055628555702034524,rebalance_unlocked,15,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,600418,江淮汽车,汽车整车,2025-04-02,2025-04-17,1000,36.15,33.36,-2789.999999999999,52.1325,-2842.1324999999993,-0.07862053941908712,rebalance_unlocked,15,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,600795,国电电力,火力发电,2025-04-02,2025-04-17,16200,4.8163,4.8371,336.96000000000606,117.28881,219.67119000000605,0.0028154288561759804,rebalance_unlocked,15,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,300760,迈瑞医疗,医疗保健,2025-04-07,2025-04-21,200,221.597,219.545,-410.4000000000042,66.1713,-476.57130000000416,-0.010753108119694856,rebalance_unlocked,14,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,601288,农业银行,银行,2025-04-07,2025-04-21,15800,5.3521,5.6114,4096.939999999994,129.91747500000002,3967.022524999994,0.04691193643616517,rebalance_unlocked,14,2025-04,2025
production_governed_vol_position_v1_2b_dynamic_score,002155,湖南黄金,黄金,2025-04-17,2025-05-06,500,34.1666,30.1123,-2027.1500000000008,24.104587500000004,-2051.254587500001,-0.12007367355838747,rebalance_unlocked,19,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,600171,上海贝岭,半导体,2025-04-17,2025-05-06,400,36.9061,35.5288,-550.9200000000021,21.73047,-572.6504700000021,-0.03879104470534695,rebalance_unlocked,19,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,600988,赤峰黄金,黄金,2025-04-17,2025-05-06,500,30.9952,27.4731,-1761.0500000000009,21.9256125,-1782.9756125000008,-0.11504849863849892,rebalance_unlocked,19,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,002261,拓维信息,软件服务,2025-04-21,2025-05-08,2500,29.05,33.7,11625.000000000005,117.65625,11507.343750000005,0.15844879518072297,rebalance_unlocked,17,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,300476,胜宏科技,元器件,2025-04-21,2025-05-08,700,79.7113,78.4539,-880.1799999999929,83.03673,-963.2167299999929,-0.017262595140212115,rebalance_unlocked,17,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,300548,长芯博创,通信设备,2025-05-06,2025-05-20,200,47.0036,49.2957,458.41999999999956,14.444894999999999,443.9751049999996,0.047227776702210005,rebalance_unlocked,14,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,300766,每日互动,互联网,2025-05-06,2025-05-20,300,39.13,38.9,-69.0000000000012,17.55675,-86.55675000000119,-0.007373434704830155,rebalance_unlocked,14,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,600839,四川长虹,家用电器,2025-05-06,2025-05-20,2200,10.7027,10.5419,-353.7600000000001,35.05359000000001,-388.8135900000001,-0.016512978033580317,rebalance_unlocked,14,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,000034,神州数码,软件服务,2025-05-08,2025-05-22,2300,41.7443,40.2,-3551.8899999999994,141.35391749999997,-3693.2439174999995,-0.038466526567699055,rebalance_unlocked,14,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,000158,常山北明,软件服务,2025-05-08,2025-05-22,3200,24.8,23.4,-4480.000000000007,115.68,-4595.680000000008,-0.05790927419354848,rebalance_unlocked,14,2025-05,2025
production_governed_vol_position_v1_2b_dynamic_score,601919,中远海控,水运,2025-05-20,2025-06-04,300,18.0804,18.0804,0.0,8.13618,-8.13618,-0.0015,rebalance_unlocked,15,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,002456,欧菲光,元器件,2025-05-22,2025-06-06,2800,12.88,12.0,-2464.0000000000023,52.248,-2516.2480000000023,-0.06977173913043484,rebalance_unlocked,15,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,300750,宁德时代,电气设备,2025-05-22,2025-06-06,200,283.1744,256.8753,-5259.8200000000015,81.007455,-5340.8274550000015,-0.09430279458524503,rebalance_unlocked,15,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,300963,中洲特材,小金属,2025-05-22,2025-06-06,300,39.4186,40.8884,440.9399999999998,18.069074999999998,422.87092499999983,0.035759000827020736,rebalance_unlocked,15,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,600418,江淮汽车,汽车整车,2025-05-23,2025-06-09,1800,40.0,35.81,-7541.999999999996,102.3435,-7644.343499999996,-0.10617143749999995,rebalance_unlocked,17,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,300468,四方精创,软件服务,2025-06-04,2025-06-18,500,26.04,38.64,6300.000000000001,24.255,6275.745000000001,0.4820080645161291,rebalance_unlocked,14,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,002550,千红制药,生物制药,2025-06-06,2025-06-20,4500,8.24,8.58,1529.9999999999993,56.7675,1473.2324999999994,0.039731189320388334,rebalance_unlocked,14,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,002639,雪人集团,专用机械,2025-06-06,2025-06-20,3100,13.18,10.3,-8927.999999999996,54.591,-8982.590999999997,-0.21984901365705606,rebalance_unlocked,14,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,002916,深南电路,元器件,2025-06-06,2025-06-20,200,91.5,102.08,2115.9999999999995,29.037000000000003,2086.9629999999997,0.11404169398907102,rebalance_unlocked,14,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,300255,常山药业,生物制药,2025-06-09,2025-06-23,1400,44.46,50.39,8302.0,99.59249999999999,8202.4075,0.13177828385065227,rebalance_unlocked,14,2025-06,2025
production_governed_vol_position_v1_2b_dynamic_score,002734,利民股份,农药化肥,2025-06-18,2025-07-02,600,22.03,18.21,-2292.0,18.108,-2310.108,-0.1747698592827962,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,000766,通化金马,化学制药,2025-06-20,2025-07-04,400,24.99,24.76,-91.99999999999875,14.924999999999999,-106.92499999999875,-0.010696778711484469,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,600415,小商品城,商品城,2025-06-20,2025-07-04,1500,19.46,18.67,-1184.9999999999986,42.89625,-1227.8962499999986,-0.04206564748201434,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,601857,中国石油,石油开采,2025-06-20,2025-07-04,6000,9.7117,8.7736,-5628.600000000002,83.18385,-5711.7838500000025,-0.09802238279600897,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,601328,交通银行,银行,2025-06-23,2025-07-07,8600,8.1166,8.3926,2373.599999999998,106.48433999999999,2267.115659999998,0.03247888278343146,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,600150,中国船舶,船舶,2025-07-03,2025-07-17,400,33.03,33.79,303.9999999999992,20.046000000000003,283.9539999999992,0.021492128368150107,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,000063,中兴通讯,通信设备,2025-07-04,2025-07-18,1700,32.67,34.64,3348.999999999998,85.82025,3263.179749999998,0.05875474441383528,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,002987,京北方,软件服务,2025-07-04,2025-07-18,500,22.52,22.1,-209.9999999999991,16.7325,-226.7324999999991,-0.020136101243339175,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,300065,海兰信,船舶,2025-07-04,2025-07-18,1100,18.2,17.89,-340.9999999999986,29.774250000000002,-370.7742499999986,-0.018520192307692238,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,603228,景旺电子,元器件,2025-07-07,2025-07-21,1600,45.8,53.47,12272.000000000004,119.12400000000001,12152.876000000004,0.16584164847161578,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,002602,世纪华通,互联网,2025-07-17,2025-07-31,1000,12.26,12.75,490.0000000000002,18.7575,471.24250000000023,0.038437398042414375,rebalance_unlocked,14,2025-07,2025
production_governed_vol_position_v1_2b_dynamic_score,002050,三花智控,家用电器,2025-07-18,2025-08-01,1300,27.9611,26.5179,-1876.1599999999967,53.117025,-1929.2770249999967,-0.05307585359660376,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,601689,拓普集团,汽车配件,2025-07-18,2025-08-01,600,49.28,46.04,-1944.0000000000011,42.894,-1986.8940000000011,-0.06719744318181822,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,002126,银轮股份,汽车配件,2025-07-21,2025-08-04,2400,28.0,28.5,1200.0,101.69999999999999,1098.3,0.01634375,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,300502,新易盛,通信设备,2025-07-21,2025-08-04,100,184.83,179.64,-519.0000000000026,27.33525,-546.3352500000026,-0.02955879727317008,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,000625,长安汽车,汽车整车,2025-07-31,2025-08-14,5400,13.2566,13.1361,-650.6999999999991,106.890435,-757.5904349999992,-0.010582994508395806,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,000333,美的集团,家用电器,2025-08-01,2025-08-15,400,70.6408,72.7842,857.3599999999999,43.0275,814.3324999999999,0.028819481800885602,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,600584,长电科技,半导体,2025-08-01,2025-08-15,800,35.0343,35.1544,96.08000000000061,42.11322,53.96678000000061,0.0019254980119483122,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,002317,众生药业,中成药,2025-08-04,2025-08-18,800,21.35,22.53,943.9999999999998,26.327999999999996,917.6719999999998,0.053727868852459004,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,300661,圣邦股份,半导体,2025-08-04,2025-08-18,500,74.36,76.5,1070.0000000000002,56.5725,1013.4275000000002,0.027257329209252293,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,600410,华胜天成,软件服务,2025-08-14,2025-08-28,6800,16.12,24.53,57188.0,207.315,56980.685,0.5198208746898263,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,300468,四方精创,软件服务,2025-08-15,2025-08-29,500,46.3,46.04,-129.999999999999,34.6275,-164.627499999999,-0.007111339092872527,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,600967,内蒙一机,运输设备,2025-08-15,2025-08-29,900,27.45,23.86,-3231.0,34.634249999999994,-3265.63425,-0.1321851548269581,rebalance_unlocked,14,2025-08,2025
production_governed_vol_position_v1_2b_dynamic_score,002104,恒宝股份,通信设备,2025-08-18,2025-09-01,900,29.58,26.55,-2726.9999999999977,37.88775,-2764.8877499999976,-0.10385725152129809,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,300803,指南针,软件服务,2025-08-18,2025-09-01,200,115.2271,150.1134,6977.260000000004,39.801075000000004,6937.458925000004,0.30103417186581993,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,688012,中微公司,半导体,2025-08-28,2025-09-11,1300,206.4,206.0,-520.0000000000074,402.09000000000003,-922.0900000000074,-0.003436531007751966,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,002594,比亚迪,汽车整车,2025-09-01,2025-09-15,400,108.5,106.0,-1000.0,64.35,-1064.35,-0.024524193548387096,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,601698,中国卫通,电信运营,2025-09-01,2025-09-15,1000,24.8,22.0,-2800.000000000001,35.10000000000001,-2835.100000000001,-0.1143185483870968,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,002436,兴森科技,元器件,2025-09-02,2025-09-16,800,21.31,22.1,632.0000000000022,26.046000000000003,605.9540000000021,0.03554399343031453,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,300502,新易盛,通信设备,2025-09-11,2025-09-25,100,345.99,348.23,224.0000000000009,52.06649999999999,171.93350000000092,0.0049693199225411405,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,601138,工业富联,通信设备,2025-09-11,2025-09-25,1500,56.1063,68.2526,18219.450000000004,139.90376250000003,18079.546237500006,0.2148249095912581,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,002475,立讯精密,元器件,2025-09-15,2025-09-29,2100,52.3036,64.4516,25510.799999999992,183.88944,25326.910559999993,0.23058515283842787,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,300274,阳光电源,电气设备,2025-09-15,2025-09-29,500,138.8993,164.0622,12581.44999999999,113.6105625,12467.83943749999,0.1795234308236253,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,688521,芯原股份,半导体,2025-09-16,2025-09-30,100,178.47,192.48,1400.999999999999,27.82125,1373.1787499999991,0.07694171289292313,rebalance_unlocked,14,2025-09,2025
production_governed_vol_position_v1_2b_dynamic_score,688008,澜起科技,半导体,2025-09-25,2025-10-17,400,133.3441,143.3587,4005.8400000000006,83.01084,3922.8291600000007,0.07354710782104347,rebalance_unlocked,22,2025-10,2025
production_governed_vol_position_v1_2b_dynamic_score,688012,中微公司,半导体,2025-09-25,2025-10-17,100,285.0,272.4,-1260.0000000000023,41.80499999999999,-1301.8050000000023,-0.045677368421052716,rebalance_unlocked,22,2025-10,2025
production_governed_vol_position_v1_2b_dynamic_score,000977,浪潮信息,IT设备,2025-09-29,2025-10-21,1300,72.04,65.17,-8931.000000000005,133.77975,-9064.779750000005,-0.09679216407551364,rebalance_unlocked,22,2025-10,2025
production_governed_vol_position_v1_2b_dynamic_score,603501,豪威集团,半导体,2025-09-29,2025-10-21,1000,151.1161,128.1376,-22978.499999999996,209.44027499999999,-23187.940274999997,-0.15344453883471054,rebalance_unlocked,22,2025-10,2025
production_governed_vol_position_v1_2b_dynamic_score,002460,赣锋锂业,小金属,2025-09-30,2025-10-22,500,58.51,60.51,1000.0,44.6325,955.3675,0.03265655443513929,rebalance_unlocked,22,2025-10,2025
production_governed_vol_position_v1_2b_dynamic_score,600036,招商银行,银行,2025-10-17,2025-10-31,1700,42.9621,42.3261,-1081.2000000000048,108.74245499999999,-1189.9424550000049,-0.016292642817739424,rebalance_unlocked,14,2025-10,2025
production_governed_vol_position_v1_2b_dynamic_score,600392,盛和资源,小金属,2025-10-17,2025-10-31,800,24.0576,24.0977,32.07999999999913,28.893179999999997,3.186819999999134,0.00016558280959027156,rebalance_unlocked,14,2025-10,2025
production_governed_vol_position_v1_2b_dynamic_score,000426,兴业银锡,铅锌,2025-10-21,2025-11-04,1000,31.16,29.43,-1730.0000000000005,45.4425,-1775.4425000000006,-0.05697825738125804,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,601288,农业银行,银行,2025-10-21,2025-11-04,11200,7.8725,8.1366,2957.92,134.47644000000003,2823.44356,0.03202199745951096,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,300308,中际旭创,通信设备,2025-10-22,2025-11-05,200,436.6057,462.5663,5192.12,134.8758,5057.2442,0.05791546239547491,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,300502,新易盛,通信设备,2025-10-31,2025-11-14,200,371.84,318.01,-10765.999999999996,103.4775,-10869.477499999997,-0.14615799134036142,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,301308,江波龙,半导体,2025-10-31,2025-11-14,100,275.79,297.4,2160.9999999999955,42.98925,2118.0107499999954,0.07679795315276099,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,002812,恩捷股份,电气设备,2025-11-04,2025-11-18,200,48.5,62.0,2700.0,16.575,2683.425,0.2766417525773196,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,603686,福龙马,环境保护,2025-11-04,2025-11-18,2200,30.0,30.99,2177.9999999999964,100.6335,2077.3664999999964,0.03147524999999995,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,002812,恩捷股份,电气设备,2025-11-04,2025-11-19,300,48.5,59.34,3252.000000000001,24.264000000000003,3227.736000000001,0.22183752577319593,rebalance_unlocked,15,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,300760,迈瑞医疗,医疗保健,2025-11-05,2025-11-19,400,206.4448,206.72,110.08000000000493,123.94943999999998,-13.869439999995052,-0.00016795579254109394,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,002812,恩捷股份,电气设备,2025-11-04,2025-11-21,1100,48.5,58.8,11329.999999999996,88.52250000000001,11241.477499999997,0.21071185567010303,rebalance_unlocked,17,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,002407,多氟多,化工原料,2025-11-14,2025-11-28,1600,37.53,31.8,-9168.0,83.196,-9251.196,-0.15406334932054355,rebalance_unlocked,14,2025-11,2025
production_governed_vol_position_v1_2b_dynamic_score,300475,香农芯创,元器件,2025-11-14,2025-11-28,200,176.82,132.54,-8856.0,46.404,-8902.404,-0.25173634204275536,rebalance_unlocked,14,2025-11,2025
