strategy,symbol,name,industry,entry_date,exit_date,shares,entry_price,exit_price,gross_pnl,cost,net_pnl,net_return,exit_reason,holding_calendar_days,exit_month,exit_year
production_governed_vol_position_v1_2b_dynamic_score,002786,银宝山新,专用机械,2023-12-28,2024-01-12,900,17.71,16.3,-1269.0000000000002,22.956750000000003,-1291.9567500000003,-0.08105632411067196,rebalance_unlocked,15,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,002855,捷荣技术,元器件,2023-12-28,2024-01-12,500,38.6,33.85,-2375.0,27.16875,-2402.16875,-0.12446470207253885,rebalance_unlocked,15,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,300735,光弘科技,元器件,2023-12-28,2024-01-12,2700,22.934,20.6049,-6288.570000000001,88.1662725,-6376.7362725,-0.10298047331472922,rebalance_unlocked,15,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,605117,德业股份,电气设备,2023-12-28,2024-01-12,100,168.125,194.3547,2622.9700000000007,27.185977500000003,2595.784022500001,0.1543960756877324,rebalance_unlocked,15,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,600941,中国移动,电信运营,2023-12-29,2024-01-15,900,106.0923,103.8343,-2032.199999999996,141.70045499999998,-2173.900454999996,-0.022767391695721513,rebalance_unlocked,17,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,002410,广联达,软件服务,2024-01-12,2024-01-26,1000,15.5321,14.1497,-1382.4000000000005,22.26135,-1404.6613500000005,-0.09043602281726235,rebalance_unlocked,14,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,002415,海康威视,IT设备,2024-01-12,2024-01-26,700,32.7389,34.1772,1006.8099999999987,35.1309525,971.6790474999987,0.04239949799779461,rebalance_unlocked,14,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,601398,工商银行,银行,2024-01-12,2024-01-26,8600,5.3257,5.5937,2304.7999999999984,70.43013,2234.369869999998,0.048784281878438474,rebalance_unlocked,14,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,601857,中国石油,石油开采,2024-01-12,2024-01-26,4100,8.0641,8.9416,3597.749999999998,52.2925275,3545.4574724999984,0.10723400317456376,rebalance_unlocked,14,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,000158,常山北明,软件服务,2024-01-15,2024-01-29,10300,9.23,9.09,-1442.000000000006,141.522,-1583.5220000000058,-0.0166565547128928,rebalance_unlocked,14,2024-01,2024
production_governed_vol_position_v1_2b_dynamic_score,300059,东方财富,证券,2024-01-26,2024-02-19,1900,13.3985,13.4996,192.08999999999781,38.329792499999996,153.76020749999782,0.006039961562861428,rebalance_unlocked,24,2024-02,2024
production_governed_vol_position_v1_2b_dynamic_score,600030,中信证券,证券,2024-01-26,2024-02-19,1600,21.4875,22.2459,1213.439999999997,52.480079999999994,1160.959919999997,0.033768467713787,rebalance_unlocked,24,2024-02,2024
production_governed_vol_position_v1_2b_dynamic_score,601099,太平洋,证券,2024-01-26,2024-02-19,6100,3.45,3.29,-976.0000000000009,30.835500000000003,-1006.8355000000009,-0.04784202898550729,rebalance_unlocked,24,2024-02,2024
production_governed_vol_position_v1_2b_dynamic_score,601318,中国平安,保险,2024-01-26,2024-02-19,800,45.2217,47.3588,1709.680000000003,55.5483,1654.131700000003,0.045722841578268926,rebalance_unlocked,24,2024-02,2024
production_governed_vol_position_v1_2b_dynamic_score,000002,万科Ａ,全国地产,2024-01-29,2024-02-20,9200,10.41,9.9,-4691.999999999998,140.139,-4832.138999999998,-0.05045461095100863,rebalance_unlocked,22,2024-02,2024
production_governed_vol_position_v1_2b_dynamic_score,000895,双汇发展,食品,2024-02-19,2024-03-04,1800,32.4796,33.2475,1382.220000000008,88.731585,1293.488415000008,0.022124800644096738,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,002340,格林美,小金属,2024-02-19,2024-03-04,3600,5.3046,5.5504,884.8800000000001,29.3085,855.5715000000001,0.04480238849300608,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,002384,东山精密,元器件,2024-02-19,2024-03-04,1200,14.3277,15.5098,1418.5200000000002,26.85375,1391.6662500000002,0.08094264082860474,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,600111,北方稀土,小金属,2024-02-19,2024-03-04,1200,18.4377,19.2018,916.9199999999989,33.875550000000004,883.044449999999,0.03991118062448132,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,002463,沪电股份,元器件,2024-02-20,2024-03-05,3400,27.2374,28.6411,4772.580000000002,142.490175,4630.089825000002,0.04999710416559585,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,000938,紫光股份,IT设备,2024-03-04,2024-03-18,1700,25.0572,23.4332,-2760.800000000004,61.82526000000001,-2822.625260000004,-0.06626310202257243,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,002281,光迅科技,通信设备,2024-03-04,2024-03-18,900,34.8717,40.2872,4873.950000000002,50.732257499999996,4823.217742500002,0.1536813755853601,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,300045,华力创通,IT设备,2024-03-04,2024-03-18,1300,22.97,24.91,2522.000000000002,46.683,2475.317000000002,0.08289464518937752,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,603220,中贝通信,通信设备,2024-03-04,2024-03-18,700,45.7577,47.9404,1527.8899999999978,49.191502500000006,1478.6984974999978,0.046165485262589616,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,000988,华工科技,专用机械,2024-03-05,2024-03-19,3000,34.0551,35.2263,3513.5999999999967,155.88315000000003,3357.7168499999966,0.03286553115392405,rebalance_unlocked,14,2024-03,2024
production_governed_vol_position_v1_2b_dynamic_score,300757,罗博特科,专用机械,2024-03-18,2024-04-01,100,182.6856,225.8034,4311.780000000002,30.636675000000004,4281.143325000002,0.2343448703674511,rebalance_unlocked,14,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,601138,工业富联,通信设备,2024-03-18,2024-04-01,1700,24.7117,24.1321,-985.3199999999987,62.27584499999999,-1047.5958449999987,-0.02493688617132772,rebalance_unlocked,14,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,601225,陕西煤业,煤炭开采,2024-03-18,2024-04-01,3500,27.5986,27.7899,669.5499999999938,145.39481250000003,524.1551874999938,0.005426312385410789,rebalance_unlocked,14,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,601899,紫金矿业,铜,2024-03-18,2024-04-01,7000,16.6277,17.95,9256.09999999999,181.53292499999998,9074.56707499999,0.07796428399598251,rebalance_unlocked,14,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,603993,洛阳钼业,小金属,2024-03-19,2024-04-02,14700,8.1293,8.6223,7247.0999999999785,184.68639,7062.413609999979,0.059099344346991566,rebalance_unlocked,14,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,000977,浪潮信息,IT设备,2024-04-01,2024-04-17,700,42.6554,37.4417,-3649.590000000002,42.0509775,-3691.640977500002,-0.12363669840160925,rebalance_unlocked,16,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,300975,商络电子,元器件,2024-04-01,2024-04-17,1000,14.1323,8.7639,-5368.4000000000015,17.172150000000002,-5385.572150000002,-0.3810824954182972,rebalance_unlocked,16,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,601166,XD兴业银,银行,2024-04-01,2024-04-17,5600,18.1192,18.2453,706.1600000000055,152.73090000000002,553.4291000000055,0.005454248807894443,rebalance_unlocked,16,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,601288,农业银行,银行,2024-04-01,2024-04-17,17300,4.7364,4.938,3487.68,125.52534,3362.1546599999997,0.04103204965796807,rebalance_unlocked,16,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,600309,万华化学,化工原料,2024-04-02,2024-04-18,1400,87.9054,90.3709,3451.700000000008,187.190115,3264.509885000008,0.026526160793307416,rebalance_unlocked,16,2024-04,2024
production_governed_vol_position_v1_2b_dynamic_score,300760,迈瑞医疗,医疗保健,2024-04-17,2024-05-06,100,279.2248,321.5035,4227.869999999995,45.054622499999994,4182.8153774999955,0.14980099824585763,rebalance_unlocked,19,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,600019,宝钢股份,普钢,2024-04-17,2024-05-06,7500,7.5527,7.596,324.75000000000256,85.2114375,239.53856250000257,0.004228749321434764,rebalance_unlocked,19,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,601006,大秦铁路,铁路,2024-04-17,2024-05-06,8600,8.3397,7.7488,-5081.740000000003,103.770825,-5185.510825000003,-0.07230072724438534,rebalance_unlocked,19,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,601658,邮储银行,银行,2024-04-17,2024-05-06,9700,5.3798,5.4815,986.4899999999926,79.0159575,907.4740424999926,0.0173898704412802,rebalance_unlocked,19,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,601668,中国建筑,建筑工程,2024-04-18,2024-05-07,24800,5.8785,5.9555,1909.599999999999,220.11240000000004,1689.487599999999,0.01158875563494088,rebalance_unlocked,19,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,600570,恒生电子,软件服务,2024-05-06,2024-05-20,1200,21.2596,21.4819,266.76000000000073,38.467349999999996,228.29265000000072,0.008948610274887608,rebalance_unlocked,14,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,600887,伊利股份,乳制品,2024-05-06,2024-05-20,2600,31.8759,31.0685,-2099.2400000000034,122.74158000000003,-2221.9815800000033,-0.026810483782418734,rebalance_unlocked,14,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,601137,博威合金,小金属,2024-05-06,2024-05-20,1300,19.6955,18.3423,-1759.1599999999967,37.086855,-1796.2468549999967,-0.07015452006803573,rebalance_unlocked,14,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,601919,中远海控,水运,2024-05-06,2024-05-20,5000,13.999,16.5188,12598.99999999999,114.44175000000001,12484.558249999991,0.1783635723980283,rebalance_unlocked,14,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,601816,京沪高铁,铁路,2024-05-07,2024-05-21,27800,5.5074,5.5074,0.0,229.65858,-229.65858,-0.0015,rebalance_unlocked,14,2024-05,2024
production_governed_vol_position_v1_2b_dynamic_score,000002,万科Ａ,全国地产,2024-05-20,2024-06-03,4400,9.0,8.18,-3608.0000000000014,56.694,-3664.6940000000013,-0.09254277777777781,rebalance_unlocked,14,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,002085,万丰奥威,汽车配件,2024-05-20,2024-06-03,1400,17.8964,15.0952,-3921.6799999999994,34.64118,-3956.3211799999995,-0.15790570729308687,rebalance_unlocked,14,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,600066,宇通客车,汽车整车,2024-05-20,2024-06-03,1200,27.3115,26.0264,-1542.12,48.00411,-1590.12411,-0.04851814894824525,rebalance_unlocked,14,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,601668,中国建筑,建筑工程,2024-05-20,2024-06-03,17000,6.4399,6.1977,-4117.399999999992,161.12939999999998,-4278.529399999992,-0.039081072687464025,rebalance_unlocked,14,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,603993,洛阳钼业,小金属,2024-05-21,2024-06-04,16700,9.3566,8.6538,-11736.759999999998,225.58026,-11962.340259999999,-0.0765564200671184,rebalance_unlocked,14,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,002155,湖南黄金,黄金,2024-06-03,2024-06-18,1300,25.1083,22.5965,-3265.340000000001,46.512179999999994,-3311.852180000001,-0.10146360366890633,rebalance_unlocked,15,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,300641,正丹股份,化工原料,2024-06-03,2024-06-18,500,25.423,33.3554,3966.2000000000025,22.0419,3944.1581000000024,0.3102826653030722,rebalance_unlocked,15,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,601020,华钰矿业,铅锌,2024-06-03,2024-06-18,1800,16.3213,14.3514,-3545.8200000000015,41.408145,-3587.2281450000014,-0.1221045213922911,rebalance_unlocked,15,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,601985,中国核电,新型电力,2024-06-03,2024-06-18,12300,10.0908,10.4234,4090.9800000000137,189.243495,3901.7365050000135,0.0314359961549135,rebalance_unlocked,15,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,600900,长江电力,水力发电,2024-06-04,2024-06-19,4900,29.3118,29.6858,1832.599999999994,216.81618,1615.783819999994,0.01124979701007781,rebalance_unlocked,15,2024-06,2024
production_governed_vol_position_v1_2b_dynamic_score,000021,深科技,元器件,2024-06-18,2024-07-02,500,16.473,15.1042,-684.3999999999992,11.84145,-696.2414499999992,-0.08453122685606741,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,000858,五粮液,白酒,2024-06-18,2024-07-02,100,149.9413,141.8333,-810.8000000000004,21.883095,-832.6830950000004,-0.055533938614644555,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,600028,中国石化,石油加工,2024-06-18,2024-07-02,2900,6.6081,7.0589,1307.3200000000002,29.725725000000008,1277.5942750000002,0.06666814212859976,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,002230,科大讯飞,软件服务,2024-06-19,2024-07-03,2700,43.7188,42.9955,-1952.9100000000049,175.5964575,-2128.5064575000047,-0.018031961650365556,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,002475,立讯精密,元器件,2024-06-19,2024-07-03,1500,38.4835,39.7233,1859.7000000000037,87.98265,1771.7173500000038,0.03069224212974398,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,003816,中国广核,新型电力,2024-07-02,2024-07-16,4100,4.9559,5.0315,309.96000000000225,30.711255,279.24874500000226,0.013743104178857636,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,300319,麦捷科技,元器件,2024-07-02,2024-07-16,1600,9.3791,9.753,598.2400000000013,22.95852,575.2814800000012,0.03833533334754942,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,600733,北汽蓝谷,汽车整车,2024-07-02,2024-07-16,400,8.81,9.96,460.0000000000001,5.631,454.36900000000014,0.12893558456299664,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,600050,中国联通,电信运营,2024-07-03,2024-07-17,15300,5.0304,5.1047,1136.7900000000004,116.3002725,1020.4897275000004,0.013259119553117052,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,601988,中国银行,银行,2024-07-03,2024-07-17,18900,5.3315,4.9522,-7168.769999999995,145.7714475,-7314.541447499995,-0.07258984807277497,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,600733,北汽蓝谷,汽车整车,2024-07-02,2024-07-18,700,8.81,10.3,1043.0000000000002,10.032749999999998,1032.9672500000001,0.16749914869466517,rebalance_unlocked,16,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,600733,北汽蓝谷,汽车整车,2024-07-17,2024-07-18,4800,10.27,10.3,144.00000000000546,74.052,69.94800000000545,0.001418938656280539,rebalance_unlocked,1,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,601398,工商银行,银行,2024-07-16,2024-07-30,3900,6.2792,6.3322,206.69999999999976,36.888345,169.81165499999975,0.006934235252898447,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,688036,传音控股,通信设备,2024-07-16,2024-07-30,100,78.478,82.3496,387.1600000000001,12.06207,375.0979300000001,0.04779657101353247,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,000625,长安汽车,汽车整车,2024-07-17,2024-07-31,6000,16.2397,14.6887,-9305.99999999999,139.1778,-9445.17779999999,-0.096935060376731,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,600418,江淮汽车,汽车整车,2024-07-17,2024-07-31,4000,20.3492,18.89,-5836.7999999999965,117.7176,-5954.5175999999965,-0.07315419770801795,rebalance_unlocked,14,2024-07,2024
production_governed_vol_position_v1_2b_dynamic_score,300274,阳光电源,电气设备,2024-07-18,2024-08-01,800,70.7294,70.146,-466.719999999998,84.52524000000001,-551.245239999998,-0.009742151778468326,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,300760,迈瑞医疗,医疗保健,2024-07-31,2024-08-14,200,258.0293,266.6999,1734.1200000000072,78.70938000000001,1655.4106200000072,0.03207795820087113,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,600171,上海贝岭,半导体,2024-07-31,2024-08-14,700,24.1282,23.3742,-527.800000000001,24.93876,-552.738760000001,-0.03272630366127608,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,600926,杭州银行,银行,2024-07-31,2024-08-14,2700,14.4306,13.8102,-1675.0800000000002,57.18762,-1732.26762,-0.04445973140409962,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,601985,中国核电,新型电力,2024-07-31,2024-08-14,4200,11.7923,11.0361,-3176.039999999999,71.90946,-3247.949459999999,-0.06557849613730993,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,300762,上海瀚讯,通信设备,2024-08-01,2024-08-15,3200,17.9,14.83,-9823.999999999995,78.55199999999999,-9902.551999999994,-0.17287974860335187,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,003026,中晶科技,半导体,2024-08-14,2024-08-28,500,36.6555,28.4406,-4107.450000000002,24.411037499999996,-4131.861037500002,-0.22544289601833295,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,300139,晓程科技,黄金,2024-08-14,2024-08-28,3700,13.69,12.72,-3588.999999999996,73.28774999999999,-3662.287749999996,-0.07230149744338925,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,600611,大众交通,公共交通,2024-08-14,2024-08-28,3600,9.185,9.3463,580.679999999996,50.034510000000004,530.645489999996,0.016048070223189864,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,688676,金盘科技,电气设备,2024-08-14,2024-08-28,1500,37.1162,29.9754,-10711.199999999999,75.47805,-10786.678049999999,-0.19374609200295287,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,601138,工业富联,通信设备,2024-08-15,2024-08-29,2500,21.2632,19.4793,-4459.750000000006,76.39218749999999,-4536.142187500006,-0.08533319890703198,rebalance_unlocked,14,2024-08,2024
production_governed_vol_position_v1_2b_dynamic_score,300709,精研科技,元器件,2024-08-28,2024-09-11,200,33.0456,32.0928,-190.56000000000068,9.77076,-200.33076000000068,-0.03031126080325379,rebalance_unlocked,14,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,600028,中国石化,石油加工,2024-08-28,2024-09-11,5800,7.6216,6.8967,-4204.419999999999,63.15460499999999,-4267.574604999999,-0.09653992927994119,rebalance_unlocked,14,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,601288,农业银行,银行,2024-08-28,2024-09-11,9300,5.2859,4.8826,-3750.689999999998,70.9252875,-3821.615287499998,-0.07774009629391396,rebalance_unlocked,14,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,601398,工商银行,银行,2024-08-28,2024-09-11,6600,6.9262,6.0034,-6090.479999999998,64.00152,-6154.4815199999975,-0.13463330541999938,rebalance_unlocked,14,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,601988,中国银行,银行,2024-08-29,2024-09-12,9700,5.4421,4.9203,-5061.459999999998,75.38646,-5136.846459999998,-0.09731019275647264,rebalance_unlocked,14,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,000333,美的集团,家用电器,2024-09-11,2024-09-27,600,63.8431,78.8545,9006.840000000002,64.21392,8942.626080000002,0.23345321264161675,rebalance_unlocked,16,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,000538,云南白药,中成药,2024-09-11,2024-09-27,900,57.2888,60.6549,3029.489999999996,79.61199749999999,2949.878002499996,0.057212617911354326,rebalance_unlocked,16,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,002085,万丰奥威,汽车配件,2024-09-11,2024-09-27,1200,13.3136,13.668,425.2800000000001,24.28344,400.9965600000001,0.02509943215959621,rebalance_unlocked,16,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,603259,药明康德,化学制药,2024-09-11,2024-09-27,700,38.4891,45.1004,4627.91,43.8844875,4584.025512499999,0.17014188107801947,rebalance_unlocked,16,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,600900,长江电力,水力发电,2024-09-12,2024-09-30,1900,28.826,30.0019,2234.2099999999973,83.8297575,2150.380242499997,0.03926243929091787,rebalance_unlocked,18,2024-09,2024
production_governed_vol_position_v1_2b_dynamic_score,000001,平安银行,银行,2024-09-27,2024-10-18,2800,12.215,12.5433,919.2400000000014,51.992430000000006,867.2475700000014,0.02535663323782239,rebalance_unlocked,21,2024-10,2024
production_governed_vol_position_v1_2b_dynamic_score,000858,五粮液,白酒,2024-09-27,2024-10-18,100,151.8567,146.7269,-512.9799999999989,22.393770000000004,-535.3737699999989,-0.035255195852405524,rebalance_unlocked,21,2024-10,2024
production_governed_vol_position_v1_2b_dynamic_score,600845,宝信软件,软件服务,2024-09-27,2024-10-18,1700,29.5607,28.4651,-1862.5200000000018,73.982895,-1936.502895000002,-0.038534924748060806,rebalance_unlocked,21,2024-10,2024
production_governed_vol_position_v1_2b_dynamic_score,601166,XD兴业银,银行,2024-09-27,2024-10-18,1600,20.2619,21.1456,1413.9200000000017,49.68900000000001,1364.2310000000016,0.04208116588276524,rebalance_unlocked,21,2024-10,2024
production_governed_vol_position_v1_2b_dynamic_score,000063,中兴通讯,通信设备,2024-09-30,2024-10-21,2000,30.1617,31.7524,3181.4000000000037,92.87115000000001,3088.528850000004,0.05119951544508439,rebalance_unlocked,21,2024-10,2024
production_governed_vol_position_v1_2b_dynamic_score,300184,力源信息,元器件,2024-10-18,2024-11-01,2800,10.22,12.91,7531.999999999998,48.57300000000001,7483.426999999998,0.2615119863013698,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,300290,荣科科技,软件服务,2024-10-18,2024-11-01,1100,21.7,25.7,4400.0,39.105,4360.895,0.18269354838709678,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,300337,银邦股份,铝,2024-10-18,2024-11-01,1600,17.0159,18.0069,1585.6000000000051,42.02736,1543.572640000005,0.05669596671348581,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,600418,江淮汽车,汽车整车,2024-10-18,2024-11-01,1600,32.0,40.95,14320.000000000004,87.54,14232.460000000003,0.27797773437500006,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,300563,神宇股份,通信设备,2024-10-21,2024-11-04,1000,61.1163,50.3399,-10776.400000000003,83.59215,-10859.992150000004,-0.17769387462919062,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,000062,深圳华强,元器件,2024-11-01,2024-11-15,800,37.7486,32.5508,-4158.240000000001,42.179640000000006,-4200.419640000001,-0.1390919014215097,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,000099,中信海直,空运,2024-11-01,2024-11-15,1400,25.9775,28.1348,3020.219999999999,56.817915,2963.402084999999,0.08148265903185446,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,002312,川发龙蟒,化工原料,2024-11-01,2024-11-15,2000,19.924,16.9475,-5952.999999999995,55.30725,-6008.307249999995,-0.15078064771130284,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,002384,东山精密,元器件,2024-11-01,2024-11-15,1300,31.1769,30.6255,-716.8200000000013,60.25734,-777.0773400000013,-0.019172906863735684,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,002607,中公教育,文教休闲,2024-11-04,2024-11-18,19300,3.3,3.47,3281.0000000000073,97.99575,3183.0042500000072,0.049976515151515265,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,000063,中兴通讯,通信设备,2024-11-15,2024-11-29,1800,33.8325,31.2629,-4625.280000000009,87.87879000000001,-4713.158790000009,-0.07739367619892129,rebalance_unlocked,14,2024-11,2024
production_governed_vol_position_v1_2b_dynamic_score,002230,科大讯飞,软件服务,2024-11-15,2024-11-29,1300,53.0926,47.6009,-7139.209999999993,98.17616249999999,-7237.386162499993,-0.10485868322515747,rebalance_unlocked,14,2024-11,2024
