signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,planned_shares,planned_price,plan_reject_reason,execution_tradable,locked,skipped_by_position_cap,pattern_score,pattern_sentiment,pattern_risk_level,pattern_pass_count,bullish_pattern_count,bearish_pattern_count,top_pattern_ids,base_rank_score,pattern_adjustment_pct,pattern_adjusted_rank_score,pattern_strategy_mode,pattern_weight_multiplier,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,cash_residual_ratio,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_target_position_ratio,adaptive_position_reason,market_style_state,selected_strategy,target_position_ratio,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,strategy_source,ashare_resolved_strategy,route_reason,risk_veto_reason,dual_intersection_count,dual_union_count,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,governed_nav_drawdown_20d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,fp_classified_label,fp_classified_gate_reason,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,precommit_cap_applied,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible
2026-01-05,2026-01-06,production_governed_vol_position,1,002465,海格通信,通信设备,95.60087667053264,0.04785385353727063,0.19408102531222324,5200,18.32,,,0,0,,,,,,,,,,,,,0.05712637045585711,0.0,0.0,0.0,0.05712637045585711,1.2741650534148416e-05,0.3280655486326497,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.04785385353727063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05,2026-01-06,production_governed_vol_position,2,300058,蓝色光标,广告包装,94.07718569455069,0.023684867636231233,0.09605879266638118,3500,13.6,,,0,0,,,,,,,,,,,,,0.01591895803183796,0.0,0.0,0.0,-0.01591895803183796,2.994851961123882e-06,0.3280655486326497,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.04785385353727063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05,2026-01-06,production_governed_vol_position,3,600118,中国卫星,航空,94.06142411869116,0.03206591513834985,0.13004983355788977,600,96.89,,,0,0,,,,,,,,,,,,,0.025741578682755173,0.0,0.0,0.0,-0.025741578682755173,3.5019187589420785e-06,0.3280655486326497,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.04785385353727063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05,2026-01-06,production_governed_vol_position,4,600362,江西铜业,铜,93.62262834705889,0.04224415781062062,0.17132976459149823,1500,56.0,,,0,0,,,,,,,,,,,,,0.03130755064456725,0.0,0.0,0.0,0.03130755064456725,1.5766779720779765e-05,0.3280655486326497,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.04785385353727063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05,2026-01-06,production_governed_vol_position,5,300136,信维通信,元器件,93.54938246576145,0.02674766357966944,0.10848058387200765,800,63.5,,,0,0,,,,,,,,,,,,,0.032159731748209075,0.0,0.0,0.0,-0.032159731748209075,4.621620311994889e-06,0.3280655486326497,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.04785385353727063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,2026-01-07,production_governed_vol_position,1,002465,海格通信,通信设备,96.45641326099404,0.041868010735084095,0.0,0,,,,1,0,,,,,,,,,,,,,0.0482686253934943,0.0,0.0,0.0,0.0482686253934943,0.0,0.32108485850466784,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.06442287106912177,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,2026-01-07,production_governed_vol_position,2,300058,蓝色光标,广告包装,94.2603471779352,0.023570954338002346,0.0,0,,,,1,0,,,,,,,,,,,,,0.0007320644216690653,0.0,0.0,0.0,0.0007320644216690653,0.0,0.32108485850466784,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.06442287106912177,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,2026-01-07,production_governed_vol_position,3,300418,昆仑万维,互联网,93.84261290013607,0.06442287106912177,0.0,0,,,,0,1,,,,,,,,,,,,,0.006014702606371158,0.0,0.0,0.0,-0.006014702606371158,0.0,0.32108485850466784,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.06442287106912177,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,2026-01-07,production_governed_vol_position,4,002759,天际股份,电气设备,93.43340534670553,0.027561295837739752,0.0,0,,,,0,1,,,,,,,,,,,,,0.02224390243902441,0.0,0.0,0.0,-0.02224390243902441,0.0,0.32108485850466784,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.06442287106912177,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,2026-01-07,production_governed_vol_position,5,300136,信维通信,元器件,93.1342411762918,0.026072008636695475,0.0,0,,,,1,0,,,,,,,,,,,,,0.027760449157829048,0.0,0.0,0.0,-0.027760449157829048,0.0,0.32108485850466784,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1,,,,0,,,,,,,,,,,,,,,0.06442287106912177,,,,,,,,,,,,,,,,,,,,,,,,,,,
