first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,adaptive_switch_count,adaptive_attack_days,adaptive_recent_champion_days,adaptive_balanced_days,adaptive_robust_days,adaptive_defensive_days,adaptive_fallback_days,dual_attack_days,dual_neutral_days,dual_defensive_days,dual_freeze_days,adaptive_avg_target_position_ratio,adaptive_min_target_position_ratio,adaptive_max_target_position_ratio,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct,normal_risk_days,high_risk_days,extreme_risk_days,cap_missing_fallback_days,cap_input_coverage,cap_trigger_count
2026-01-06,2026-01-30,19,500000.0,538435.4140000001,0.07687082800000011,1.8202692459352967,-0.10146823242072489,0.5263157894736842,0.0642103512470309,-0.04633208616376594,0.6917038700687139,5.0,15,10,5,0,1.9763619660147886,812.586,0,0,19,0,0,0,0,0,0,0,0,0.6999999999999998,0.7,0.7,production_governed_vol_position,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,,
2026-01-06,2026-01-30,19,500000.0,533789.603,0.067579206,1.4980520655162222,-0.09626628616049937,0.5789473684210527,0.05794773064105252,-0.042532859822441926,0.6301460501195869,5.0,15,10,5,0,1.8028234226583877,734.397,0,0,19,0,0,0,0,0,0,0,0,0.6999999999999998,0.7,0.7,production_governed_vol_position_v1_2b_strict_precommit_uplift,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,0.0,0.0,0.0,19.0,0.75,0.0
