group_column,bucket,strategy,periods,total_return,avg_cycle_return,max_drawdown,annualized_volatility,win_rate,avg_gross_exposure
index_bucket,index_neutral,baseline_full_liquidity,566,-0.9326072306302835,-0.001371999333321441,-0.9999463866887282,0.4232990606697707,0.43286219081272087,1.0
index_bucket,index_strong,baseline_full_liquidity,137,2.45947137976481,0.011883042744499346,-0.6948676929960889,0.37708846879164554,0.5474452554744526,1.0
index_bucket,index_weak,baseline_full_liquidity,110,8.442858384809558,0.023947611407455372,-0.7910816612365016,0.42248255035790666,0.5545454545454546,1.0
index_bucket,index_neutral,baseline_full_liquidity_detail_hist_mdd_position,566,-0.99683314558097,-0.006350963134757848,-0.9999652268235836,0.43904955082413255,0.4098939929328622,0.7841393830695715
index_bucket,index_strong,baseline_full_liquidity_detail_hist_mdd_position,137,18.470971401364853,0.025107853579860943,-0.6074352315957444,0.41221291319740927,0.5766423357664233,0.8609921838713649
index_bucket,index_weak,baseline_full_liquidity_detail_hist_mdd_position,110,1.441514778234788,0.011921335321581296,-0.7836583963743788,0.4522708023866996,0.4636363636363636,0.7009595981582092
index_bucket,index_neutral,baseline_full_liquidity_detail_market_gate,566,-0.9936153273964117,-0.0054975605795418705,-0.9999314557458617,0.4177995103468826,0.41519434628975266,0.9745583038869257
index_bucket,index_strong,baseline_full_liquidity_detail_market_gate,137,15.601727184792285,0.02372583777830648,-0.6063996948694788,0.39961118388302985,0.5693430656934306,0.9970802919708028
index_bucket,index_weak,baseline_full_liquidity_detail_market_gate,110,3.333360748327255,0.016959623562152904,-0.7620700705498555,0.4425263280108363,0.45454545454545453,0.9527272727272725
index_bucket,index_neutral,baseline_full_liquidity_detail_vol_position,566,-0.9664026649879129,-0.003074816153103243,-0.9995042538606387,0.3875274213861854,0.4416961130742049,0.30854407649734955
index_bucket,index_strong,baseline_full_liquidity_detail_vol_position,137,22.516185327796606,0.026189334646391383,-0.5781179850320317,0.3902982475046721,0.5693430656934306,0.2534888910960959
index_bucket,index_weak,baseline_full_liquidity_detail_vol_position,110,3.2061748002190873,0.016184477217301804,-0.6833754727795549,0.40891602276986627,0.4818181818181818,0.3586766516852714
index_bucket,index_neutral,tiered_liquidity_then_bs_v2,566,-0.9998399351624511,-0.010638849759582635,-0.9999977049262775,0.4955816810752184,0.392226148409894,1.0
index_bucket,index_strong,tiered_liquidity_then_bs_v2,137,3.5916368630349353,0.015400802079312183,-0.7887554825866424,0.4755469895877102,0.5109489051094891,1.0
index_bucket,index_weak,tiered_liquidity_then_bs_v2,110,-0.5347447852243505,-0.0020409442856848562,-0.9250961919820795,0.5113960792312722,0.44545454545454544,1.0
market_liquidity_bucket,high_liquidity,baseline_full_liquidity,104,1.460873593325338,0.013246597751936515,-0.6246459746082276,0.4976440078754743,0.5480769230769231,1.0
market_liquidity_bucket,low_liquidity,baseline_full_liquidity,50,-0.02559084679334067,0.0023799466984723732,-0.6317660123766871,0.38311515401064056,0.54,1.0
market_liquidity_bucket,normal_liquidity,baseline_full_liquidity,659,-0.08188758336268775,0.003018238220078224,-0.999444595748269,0.4065534658038522,0.45068285280728376,1.0
market_liquidity_bucket,high_liquidity,baseline_full_liquidity_detail_hist_mdd_position,104,2.2138077220857184,0.014446306301961429,-0.507517116130447,0.40935565159453163,0.5384615384615384,0.856133045306222
market_liquidity_bucket,low_liquidity,baseline_full_liquidity_detail_hist_mdd_position,50,-0.4429566680630067,-0.006557872315915625,-0.7499605317472322,0.5039793687921104,0.48,0.7007020352909186
market_liquidity_bucket,normal_liquidity,baseline_full_liquidity_detail_hist_mdd_position,659,-0.9159057685864478,-2.7381711784916022e-05,-0.9996795543849152,0.4395150398549454,0.4279210925644917,0.7812009671149688
market_liquidity_bucket,high_liquidity,baseline_full_liquidity_detail_market_gate,104,3.1942081501887403,0.016945818465227285,-0.5215557316768129,0.40304292261537206,0.5865384615384616,1.0
market_liquidity_bucket,low_liquidity,baseline_full_liquidity_detail_market_gate,50,-0.29807169341986817,-0.002546462360907964,-0.7166223780520281,0.47648358195929463,0.46,0.6000000000000001
market_liquidity_bucket,normal_liquidity,baseline_full_liquidity_detail_market_gate,659,-0.8439822487761247,0.0005604507998571616,-0.9994033989614691,0.4202345076269966,0.4233687405159332,1.0
market_liquidity_bucket,high_liquidity,baseline_full_liquidity_detail_vol_position,104,4.455044358960155,0.0192654289956969,-0.4878698599009603,0.38618144308139574,0.5673076923076923,0.2934385713751472
market_liquidity_bucket,low_liquidity,baseline_full_liquidity_detail_vol_position,50,-0.24054182710028682,-0.001859034465440701,-0.6540527164377637,0.42966317022526423,0.44,0.27571789425023585
market_liquidity_bucket,normal_liquidity,baseline_full_liquidity_detail_vol_position,659,-0.19784762339419126,0.0026058156381213037,-0.996946078760471,0.39276800222782254,0.4552352048558422,0.31034120019350186
market_liquidity_bucket,high_liquidity,tiered_liquidity_then_bs_v2,104,0.47649081350676137,0.00972348276689287,-0.6941555405249877,0.5724547752904681,0.4519230769230769,1.0
market_liquidity_bucket,low_liquidity,tiered_liquidity_then_bs_v2,50,-0.2948013616605699,-0.0035820556911183455,-0.5527330644345644,0.41014151242964086,0.5,1.0
market_liquidity_bucket,normal_liquidity,tiered_liquidity_then_bs_v2,659,-0.9996715929229755,-0.0075391841785800865,-0.9999986348627121,0.4888822167876587,0.40819423368740515,1.0
amount_state,amount_high,baseline_full_liquidity,104,1.460873593325338,0.013246597751936515,-0.6246459746082276,0.4976440078754743,0.5480769230769231,1.0
amount_state,amount_low,baseline_full_liquidity,50,-0.02559084679334067,0.0023799466984723732,-0.6317660123766871,0.38311515401064056,0.54,1.0
amount_state,amount_normal,baseline_full_liquidity,659,-0.08188758336268775,0.003018238220078224,-0.999444595748269,0.4065534658038522,0.45068285280728376,1.0
amount_state,amount_high,baseline_full_liquidity_detail_hist_mdd_position,104,2.2138077220857184,0.014446306301961429,-0.507517116130447,0.40935565159453163,0.5384615384615384,0.856133045306222
amount_state,amount_low,baseline_full_liquidity_detail_hist_mdd_position,50,-0.4429566680630067,-0.006557872315915625,-0.7499605317472322,0.5039793687921104,0.48,0.7007020352909186
amount_state,amount_normal,baseline_full_liquidity_detail_hist_mdd_position,659,-0.9159057685864478,-2.7381711784916022e-05,-0.9996795543849152,0.4395150398549454,0.4279210925644917,0.7812009671149688
amount_state,amount_high,baseline_full_liquidity_detail_market_gate,104,3.1942081501887403,0.016945818465227285,-0.5215557316768129,0.40304292261537206,0.5865384615384616,1.0
amount_state,amount_low,baseline_full_liquidity_detail_market_gate,50,-0.29807169341986817,-0.002546462360907964,-0.7166223780520281,0.47648358195929463,0.46,0.6000000000000001
amount_state,amount_normal,baseline_full_liquidity_detail_market_gate,659,-0.8439822487761247,0.0005604507998571616,-0.9994033989614691,0.4202345076269966,0.4233687405159332,1.0
amount_state,amount_high,baseline_full_liquidity_detail_vol_position,104,4.455044358960155,0.0192654289956969,-0.4878698599009603,0.38618144308139574,0.5673076923076923,0.2934385713751472
amount_state,amount_low,baseline_full_liquidity_detail_vol_position,50,-0.24054182710028682,-0.001859034465440701,-0.6540527164377637,0.42966317022526423,0.44,0.27571789425023585
amount_state,amount_normal,baseline_full_liquidity_detail_vol_position,659,-0.19784762339419126,0.0026058156381213037,-0.996946078760471,0.39276800222782254,0.4552352048558422,0.31034120019350186
amount_state,amount_high,tiered_liquidity_then_bs_v2,104,0.47649081350676137,0.00972348276689287,-0.6941555405249877,0.5724547752904681,0.4519230769230769,1.0
amount_state,amount_low,tiered_liquidity_then_bs_v2,50,-0.2948013616605699,-0.0035820556911183455,-0.5527330644345644,0.41014151242964086,0.5,1.0
amount_state,amount_normal,tiered_liquidity_then_bs_v2,659,-0.9996715929229755,-0.0075391841785800865,-0.9999986348627121,0.4888822167876587,0.40819423368740515,1.0
industry_concentration_bucket,industry_diversified,baseline_full_liquidity,266,-0.5130335298321503,0.00025011182080019806,-0.9130741973439187,0.3900751241048728,0.4849624060150376,1.0
industry_concentration_bucket,industry_high_concentration,baseline_full_liquidity,115,0.15176630082501452,0.0038938521061049067,-0.792423350663062,0.3763478251467815,0.43478260869565216,1.0
industry_concentration_bucket,industry_mid_concentration,baseline_full_liquidity,432,2.9252117950825953,0.006878101276901964,-0.997592809648506,0.4443943699326556,0.4675925925925926,1.0
industry_concentration_bucket,industry_diversified,baseline_full_liquidity_detail_hist_mdd_position,304,-0.35436491002205717,0.002062155700648641,-0.9683854639551875,0.42844106226494966,0.45723684210526316,0.7954054443625982
industry_concentration_bucket,industry_high_concentration,baseline_full_liquidity_detail_hist_mdd_position,133,-0.6291261753949435,-0.004008595824214321,-0.9610836408433245,0.41994002955951637,0.40601503759398494,0.7573393309479179
industry_concentration_bucket,industry_mid_concentration,baseline_full_liquidity_detail_hist_mdd_position,376,-0.3712734988445311,0.0028263978807586913,-0.9643594848750685,0.4572417373261474,0.449468085106383,0.7881781641033365
