strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,buffer_kept_count,band_reweight_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,corporate_action_status,ledger_eod_equity,ledger_reconciliation_error_bps,ledger_event_count,strict_ledger_frozen
vls_mom_contrarian_v1_frozen,2024-01-03,2024-01-02,49907.37752050003,447272.0,497179.37752050004,0.9943587550410001,10,0.8996189709850904,0.0,0.0,0.0,0.0,10.0,10.0,500000.0,10.0,1.0,0.0,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0.0,0.08828979372989983,0.0,0.0,NO_ACTION_CONFIRMED,497179.37752050004,0.0,20,
vls_mom_contrarian_v1_frozen,2024-01-04,2024-01-03,49907.37752050003,451742.0,501649.37752050004,1.0032987550410002,10,0.9005134267938755,10.0,0.0,0.0,447272.0,10.0,0.0,497179.37752050004,10.0,1.0,4.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,501649.37752050004,0.0,20,
vls_mom_contrarian_v1_frozen,2024-01-05,2024-01-04,49907.37752050003,444665.0,494572.37752050004,0.9891447550410001,10,0.8990898404583233,10.0,0.0,0.0,451742.0,10.0,0.0,501649.37752050004,10.0,1.0,2.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,494572.37752050004,0.0,20,
vls_mom_contrarian_v1_frozen,2024-01-08,2024-01-04,49907.37752050003,434077.0,483984.37752050004,0.9679687550410001,10,0.8968822552162107,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,483984.37752050004,0.0,22,1.0
vls_mom_contrarian_v1_frozen,2024-01-09,2024-01-08,49907.37752050003,433816.0,483723.37752050004,0.9674467550410001,10,0.896826616533775,10.0,0.0,0.0,434077.0,10.0,0.0,483984.37752050004,10.0,1.0,5.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,483723.37752050004,0.0,22,
vls_mom_contrarian_v1_frozen,2024-01-10,2024-01-08,49907.37752050003,427338.0,477245.37752050004,0.9544907550410001,10,0.8954261688614129,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,477245.37752050004,0.0,24,1.0
vls_mom_contrarian_v1_frozen,2024-01-11,2024-01-10,49907.37752050003,435720.0,485627.37752050004,0.9712547550410001,10,0.8972311285757498,10.0,0.0,0.0,427338.0,10.0,0.0,477245.37752050004,10.0,1.0,6.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,485627.37752050004,0.0,24,
vls_mom_contrarian_v1_frozen,2024-01-12,2024-01-11,49907.37752050003,428406.0,478313.37752050004,0.956626755041,10,0.8956596660975449,10.0,0.0,0.0,435720.0,10.0,0.0,485627.37752050004,10.0,1.0,6.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,478313.37752050004,0.0,24,
vls_mom_contrarian_v1_frozen,2024-01-15,2024-01-12,49907.37752050003,422347.0,472254.37752050004,0.9445087550410001,10,0.8943209848418322,10.0,0.0,0.0,428406.0,10.0,0.0,478313.37752050004,10.0,1.0,8.0,0.10550542710739556,0.0,0.0,0.10550542710739556,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,472254.37752050004,0.0,24,
vls_mom_contrarian_v1_frozen,2024-01-16,2024-01-15,49907.37752050003,417282.0,467189.37752050004,0.9343787550410001,10,0.8931752734076019,10.0,0.0,0.0,422347.0,10.0,0.0,472254.37752050004,10.0,1.0,9.0,0.10652693690305669,0.0,0.0,0.10652693690305669,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,467189.37752050004,0.0,24,
