signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,planned_shares,planned_price,plan_reject_reason,execution_tradable,locked,buffer_kept,band_reweight,skipped_by_position_cap,pattern_score,pattern_sentiment,pattern_risk_level,pattern_pass_count,bullish_pattern_count,bearish_pattern_count,top_pattern_ids,base_rank_score,pattern_adjustment_pct,pattern_adjusted_rank_score,pattern_strategy_mode,pattern_weight_multiplier,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,1,600589,,软件服务,0.49961766392659146,0.1,0.1,13500,3.6850000000000005,,1,0,0,0,0,,,,,,,,,,,,,0.05074626865671639,0.0,0.0,0.0,0.05074626865671639,0.3605214582371943,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,2,603985,,电气设备,0.49885299177977444,0.1,0.1,1800,26.488,,1,0,0,0,0,,,,,,,,,,,,,0.004983388704318803,0.0,0.0,0.0,-0.004983388704318803,0.00012925496486932778,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,3,603613,,互联网,0.49866182374307017,0.1,0.1,2000,24.838,,1,0,0,0,0,,,,,,,,,,,,,0.010628875110717417,0.0,0.0,0.0,-0.010628875110717417,9.747901905459428e-05,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,4,603949,,汽车配件,0.4982794876696616,0.1,0.1,2400,20.47,,1,0,0,0,0,,,,,,,,,,,,,0.00591080064481464,0.0,0.0,0.0,-0.00591080064481464,0.00039823431823742255,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,5,603023,,汽车配件,0.49808831963295735,0.1,0.1,8600,5.75,,1,0,0,0,0,,,,,,,,,,,,,0.0019120458891014325,0.0,0.0,0.0,-0.0019120458891014325,0.0005843419542938008,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,6,002123,,互联网,0.49770598355954887,0.1,0.1,4000,12.298,,1,0,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00023987280178585494,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,7,600520,,半导体,0.4975148155228446,0.1,0.1,1800,27.22,,1,0,0,0,0,,,,,,,,,,,,,0.006060606060605989,0.0,0.0,0.0,-0.006060606060605989,7.165998023872855e-05,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,8,603363,,饲料,0.49713247944943606,0.1,0.1,7500,6.666,,1,0,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0007093454676428092,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,9,600986,,互联网,0.4967501433760275,0.1,0.1,8500,5.83,,1,0,0,0,0,,,,,,,,,,,,,0.0037735849056602655,0.0,0.0,0.0,-0.0037735849056602655,0.00017725922851515605,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-02,2024-01-03,vls_mom_contrarian_v1_frozen,10,000049,,电气设备,0.496367807302619,0.1,0.1,1700,29.348000000000003,,1,0,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0006855187428639213,0.0999720355419574,0.0,0.0,0.0999720355419574,43554.19400000002,0,0.08828979372989983,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,1,600589,,软件服务,0.49961781005159567,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.05113636363636376,0.0,0.0,0.0,0.05113636363636376,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,2,603613,,互联网,0.4990445251289891,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0035476718403548713,0.0,0.0,0.0,-0.0035476718403548713,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,3,600520,,半导体,0.49847124020638256,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0008503401360544505,0.0,0.0,0.0,-0.0008503401360544505,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,4,603985,,电气设备,0.4982801452321804,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.003405704555129785,0.0,0.0,0.0,-0.003405704555129785,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,5,603949,,汽车配件,0.4980890502579782,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0031479538300104304,0.0,0.0,0.0,-0.0031479538300104304,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,6,601083,,水运,0.49789795528377606,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.01035856573705185,0.0,0.0,0.0,-0.01035856573705185,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,7,603860,,建筑工程,0.4975157653353717,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0026041666666667407,0.0,0.0,0.0,0.0026041666666667407,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,8,600178,,汽车配件,0.4973246703611695,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,9,000710,,医疗保健,0.4969424804127651,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.004405286343612258,0.0,0.0,0.0,-0.004405286343612258,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-03,2024-01-04,vls_mom_contrarian_v1_frozen,10,603023,,汽车配件,0.4965602904643608,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0019379844961240345,0.0,0.0,0.0,-0.0019379844961240345,0.0,0.1000467880498488,0.0,0.0,0.1000467880498488,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,1,600589,,软件服务,0.4994269340974212,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.05135135135135127,0.0,0.0,0.0,0.05135135135135127,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,2,600520,,半导体,0.49923591212989493,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.00042283298097256505,0.0,0.0,0.0,0.00042283298097256505,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,3,603613,,互联网,0.49847182425978986,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,4,603363,,饲料,0.4982808022922636,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.005093378607809784,0.0,0.0,0.0,-0.005093378607809784,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,5,603949,,汽车配件,0.49808978032473733,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,6,603023,,汽车配件,0.49751671442215856,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.005791505791505891,0.0,0.0,0.0,0.005791505791505891,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,7,600960,,汽车配件,0.49732569245463226,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,8,002123,,互联网,0.49694364851957973,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,9,603985,,电气设备,0.49637058261700095,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0008726003490402423,0.0,0.0,0.0,-0.0008726003490402423,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-04,2024-01-05,vls_mom_contrarian_v1_frozen,10,002766,,汽车配件,0.4956064947468959,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0036832412523019054,0.0,0.0,0.0,-0.0036832412523019054,0.0,0.09896418213769366,0.0,0.0,0.09896418213769366,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,1,603363,,饲料,0.4992362039335497,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.005347593582887722,0.0,0.0,0.0,-0.005347593582887722,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,2,000710,,医疗保健,0.4990452549169372,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.008310249307479145,0.0,0.0,0.0,0.008310249307479145,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,3,002123,,互联网,0.4988543059003246,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.004803073967339255,0.0,0.0,0.0,0.004803073967339255,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,4,002021,,纺织机械,0.4984724078670995,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.03883495145631066,0.0,0.0,0.0,-0.03883495145631066,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,5,600589,,软件服务,0.4982814588504869,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.002702702702702675,0.0,0.0,0.0,0.002702702702702675,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,6,603613,,互联网,0.4980905098338744,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.005154639175257714,0.0,0.0,0.0,0.005154639175257714,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,7,603918,,软件服务,0.49770861180064924,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.008353221957040358,0.0,0.0,0.0,0.008353221957040358,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,8,603949,,汽车配件,0.49751766278403664,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.004301075268817067,0.0,0.0,0.0,0.004301075268817067,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,9,920808,,IT设备,0.49713576475081156,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.015072285450630662,0.0,0.0,0.0,0.015072285450630662,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-08,2024-01-09,vls_mom_contrarian_v1_frozen,10,002229,,广告包装,0.495608172617911,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.02690205968894488,0.0,0.0,0.0,0.02690205968894488,0.0,0.10271620484038523,0.0,0.0,0.10271620484038523,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,1,002021,,纺织机械,0.4992364955144111,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.02985074626865658,0.0,0.0,0.0,-0.02985074626865658,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,2,600571,,软件服务,0.4984729910288223,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.006359300476947549,0.0,0.0,0.0,-0.006359300476947549,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,3,002123,,互联网,0.4982821149074251,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.003937007874015852,0.0,0.0,0.0,-0.003937007874015852,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,4,603613,,互联网,0.49790036266463067,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,5,600589,,软件服务,0.49770948654323344,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.01388888888888895,0.0,0.0,0.0,-0.01388888888888895,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,6,603918,,软件服务,0.49732773430043903,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0030864197530864335,0.0,0.0,0.0,-0.0030864197530864335,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,7,603363,,饲料,0.49694598205764456,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0017857142857145014,0.0,0.0,0.0,0.0017857142857145014,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,8,600715,,影视音像,0.4967551059362474,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.007968127490039723,0.0,0.0,0.0,-0.007968127490039723,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,9,601858,,出版业,0.4963733536934529,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0009132420091324533,0.0,0.0,0.0,-0.0009132420091324533,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-10,2024-01-11,vls_mom_contrarian_v1_frozen,10,002605,,互联网,0.49503722084367247,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.10493729479158612,0.0,0.0,0.10493729479158612,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,1,002021,,纺织机械,0.4996182477572056,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,2,600589,,软件服务,0.49904561939301395,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0056022408963585235,0.0,0.0,0.0,-0.0056022408963585235,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,3,600715,,影视音像,0.4988547432716167,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.015686274509803977,0.0,0.0,0.0,-0.015686274509803977,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,4,600571,,软件服务,0.4986638671502195,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,5,600678,,水泥,0.4982821149074251,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.005555555555555536,0.0,0.0,0.0,-0.005555555555555536,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,6,002123,,互联网,0.49790036266463067,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.0019305019305019266,0.0,0.0,0.0,-0.0019305019305019266,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,7,920122,,综合类,0.49770948654323344,0.1,0.0,0,,,1,0,0,0,1,,,,,,,,,,,,,0.0007275372862859397,0.0,0.0,0.0,-0.0007275372862859397,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
2024-01-11,2024-01-12,vls_mom_contrarian_v1_frozen,8,603613,,互联网,0.49732773430043903,0.1,0.0,0,,,1,1,0,0,0,,,,,,,,,,,,,0.007863695937090465,0.0,0.0,0.0,-0.007863695937090465,0.0,0.10323869153500513,0.0,0.0,0.10323869153500513,0.0,0,0.0,0,0
