strategy,trade_date,symbol,shares,raw_open,raw_close,prev_raw_close
vls_mom_contrarian_v1_frozen,2024-01-03,000049,1700,26.68,26.47,26.68
vls_mom_contrarian_v1_frozen,2024-01-03,002123,4000,11.18,11.02,11.18
vls_mom_contrarian_v1_frozen,2024-01-03,600520,1800,24.6,23.52,24.75
vls_mom_contrarian_v1_frozen,2024-01-03,600589,13500,3.52,3.52,3.35
vls_mom_contrarian_v1_frozen,2024-01-03,600986,8500,5.28,5.41,5.3
vls_mom_contrarian_v1_frozen,2024-01-03,603023,8600,5.22,5.16,5.23
vls_mom_contrarian_v1_frozen,2024-01-03,603363,7500,6.06,5.98,6.06
vls_mom_contrarian_v1_frozen,2024-01-03,603613,2000,22.34,22.55,22.58
vls_mom_contrarian_v1_frozen,2024-01-03,603949,2400,18.5,19.06,18.61
vls_mom_contrarian_v1_frozen,2024-01-03,603985,1800,23.96,23.49,24.08
vls_mom_contrarian_v1_frozen,2024-01-04,000049,1700,26.5,26.3,26.47
vls_mom_contrarian_v1_frozen,2024-01-04,002123,4000,11.0,11.08,11.02
vls_mom_contrarian_v1_frozen,2024-01-04,600520,1800,23.5,23.65,23.52
vls_mom_contrarian_v1_frozen,2024-01-04,600589,13500,3.7,3.7,3.52
vls_mom_contrarian_v1_frozen,2024-01-04,600986,8500,5.39,5.37,5.41
vls_mom_contrarian_v1_frozen,2024-01-04,603023,8600,5.15,5.18,5.16
vls_mom_contrarian_v1_frozen,2024-01-04,603363,7500,5.98,5.89,5.98
vls_mom_contrarian_v1_frozen,2024-01-04,603613,2000,22.47,23.74,22.55
vls_mom_contrarian_v1_frozen,2024-01-04,603949,2400,19.0,19.62,19.06
vls_mom_contrarian_v1_frozen,2024-01-04,603985,1800,23.41,22.92,23.49
vls_mom_contrarian_v1_frozen,2024-01-05,000049,1700,26.34,25.88,26.3
vls_mom_contrarian_v1_frozen,2024-01-05,002123,4000,11.08,10.8,11.08
vls_mom_contrarian_v1_frozen,2024-01-05,600520,1800,23.66,22.56,23.65
vls_mom_contrarian_v1_frozen,2024-01-05,600589,13500,3.89,3.89,3.7
vls_mom_contrarian_v1_frozen,2024-01-05,600986,8500,5.37,5.18,5.37
vls_mom_contrarian_v1_frozen,2024-01-05,603023,8600,5.21,5.06,5.18
vls_mom_contrarian_v1_frozen,2024-01-05,603363,7500,5.86,5.78,5.89
vls_mom_contrarian_v1_frozen,2024-01-05,603613,2000,23.74,23.39,23.74
vls_mom_contrarian_v1_frozen,2024-01-05,603949,2400,19.62,19.32,19.62
vls_mom_contrarian_v1_frozen,2024-01-05,603985,1800,22.9,22.39,22.92
vls_mom_contrarian_v1_frozen,2024-01-08,000049,1700,25.88,25.31,25.88
vls_mom_contrarian_v1_frozen,2024-01-08,002123,4000,10.83,10.41,10.8
vls_mom_contrarian_v1_frozen,2024-01-08,600520,1800,22.49,22.55,22.56
vls_mom_contrarian_v1_frozen,2024-01-08,600589,13500,3.86,3.7,3.89
vls_mom_contrarian_v1_frozen,2024-01-08,600986,8500,5.17,5.09,5.18
vls_mom_contrarian_v1_frozen,2024-01-08,603023,8600,5.05,5.0,5.06
vls_mom_contrarian_v1_frozen,2024-01-08,603363,7500,5.76,5.61,5.78
vls_mom_contrarian_v1_frozen,2024-01-08,603613,2000,23.4,23.28,23.39
vls_mom_contrarian_v1_frozen,2024-01-08,603949,2400,19.21,18.6,19.32
vls_mom_contrarian_v1_frozen,2024-01-08,603985,1800,22.38,21.85,22.39
vls_mom_contrarian_v1_frozen,2024-01-09,000049,1700,25.31,25.05,25.31
vls_mom_contrarian_v1_frozen,2024-01-09,002123,4000,10.46,10.33,10.41
vls_mom_contrarian_v1_frozen,2024-01-09,600520,1800,23.15,23.26,22.55
vls_mom_contrarian_v1_frozen,2024-01-09,600589,13500,3.71,3.53,3.7
vls_mom_contrarian_v1_frozen,2024-01-09,600986,8500,5.09,5.1,5.09
vls_mom_contrarian_v1_frozen,2024-01-09,603023,8600,5.0,5.04,5.0
vls_mom_contrarian_v1_frozen,2024-01-09,603363,7500,5.58,5.66,5.61
vls_mom_contrarian_v1_frozen,2024-01-09,603613,2000,23.4,23.46,23.28
vls_mom_contrarian_v1_frozen,2024-01-09,603949,2400,18.68,18.74,18.6
vls_mom_contrarian_v1_frozen,2024-01-09,603985,1800,22.0,21.86,21.85
vls_mom_contrarian_v1_frozen,2024-01-10,000049,1700,25.0,24.73,25.05
vls_mom_contrarian_v1_frozen,2024-01-10,002123,4000,10.32,10.16,10.33
vls_mom_contrarian_v1_frozen,2024-01-10,600520,1800,23.28,22.68,23.26
vls_mom_contrarian_v1_frozen,2024-01-10,600589,13500,3.51,3.6,3.53
vls_mom_contrarian_v1_frozen,2024-01-10,600986,8500,5.09,5.01,5.1
vls_mom_contrarian_v1_frozen,2024-01-10,603023,8600,5.04,4.93,5.04
vls_mom_contrarian_v1_frozen,2024-01-10,603363,7500,5.63,5.6,5.66
vls_mom_contrarian_v1_frozen,2024-01-10,603613,2000,23.5,22.92,23.46
vls_mom_contrarian_v1_frozen,2024-01-10,603949,2400,18.55,18.34,18.74
vls_mom_contrarian_v1_frozen,2024-01-10,603985,1800,21.93,21.33,21.86
vls_mom_contrarian_v1_frozen,2024-01-11,000049,1700,24.79,25.58,24.73
vls_mom_contrarian_v1_frozen,2024-01-11,002123,4000,10.12,10.36,10.16
vls_mom_contrarian_v1_frozen,2024-01-11,600520,1800,22.58,23.55,22.68
vls_mom_contrarian_v1_frozen,2024-01-11,600589,13500,3.55,3.57,3.6
vls_mom_contrarian_v1_frozen,2024-01-11,600986,8500,5.0,5.17,5.01
vls_mom_contrarian_v1_frozen,2024-01-11,603023,8600,4.94,5.04,4.93
vls_mom_contrarian_v1_frozen,2024-01-11,603363,7500,5.61,5.78,5.6
vls_mom_contrarian_v1_frozen,2024-01-11,603613,2000,22.92,22.89,22.92
vls_mom_contrarian_v1_frozen,2024-01-11,603949,2400,18.0,18.54,18.34
vls_mom_contrarian_v1_frozen,2024-01-11,603985,1800,21.33,21.83,21.33
vls_mom_contrarian_v1_frozen,2024-01-12,000049,1700,25.52,25.45,25.58
vls_mom_contrarian_v1_frozen,2024-01-12,002123,4000,10.34,10.08,10.36
vls_mom_contrarian_v1_frozen,2024-01-12,600520,1800,23.57,22.7,23.55
vls_mom_contrarian_v1_frozen,2024-01-12,600589,13500,3.55,3.44,3.57
vls_mom_contrarian_v1_frozen,2024-01-12,600986,8500,5.18,5.05,5.17
vls_mom_contrarian_v1_frozen,2024-01-12,603023,8600,5.02,4.95,5.04
vls_mom_contrarian_v1_frozen,2024-01-12,603363,7500,5.69,5.76,5.78
vls_mom_contrarian_v1_frozen,2024-01-12,603613,2000,22.71,22.26,22.89
vls_mom_contrarian_v1_frozen,2024-01-12,603949,2400,18.2,19.07,18.54
vls_mom_contrarian_v1_frozen,2024-01-12,603985,1800,21.91,21.41,21.83
vls_mom_contrarian_v1_frozen,2024-01-15,000049,1700,25.37,25.18,25.45
vls_mom_contrarian_v1_frozen,2024-01-15,002123,4000,10.1,10.04,10.08
vls_mom_contrarian_v1_frozen,2024-01-15,600520,1800,22.73,23.1,22.7
vls_mom_contrarian_v1_frozen,2024-01-15,600589,13500,3.41,3.44,3.44
vls_mom_contrarian_v1_frozen,2024-01-15,600986,8500,5.07,5.02,5.05
vls_mom_contrarian_v1_frozen,2024-01-15,603023,8600,4.46,4.46,4.95
vls_mom_contrarian_v1_frozen,2024-01-15,603363,7500,5.75,5.71,5.76
vls_mom_contrarian_v1_frozen,2024-01-15,603613,2000,22.2,21.65,22.26
vls_mom_contrarian_v1_frozen,2024-01-15,603949,2400,18.82,19.15,19.07
vls_mom_contrarian_v1_frozen,2024-01-15,603985,1800,21.39,21.25,21.41
vls_mom_contrarian_v1_frozen,2024-01-16,000049,1700,25.18,25.18,25.18
