execution_safety,event_count,positive_rate,cumulative_theory_gap,avg_theory_gap,median_theory_gap,max_negative_gap,position_diff_median,position_diff_p90,large_slippage_proxy_p95,open_gap_abs_p95,estimated_turnover_impact_p95
degraded_event,4,0.75,0.0163980689067631,0.004099517226690775,0.0018874422048196999,-0.0111216187330482,0.1,0.13499999999999995,0.04526608938799431,0.04526608938799431,6.416785336329029e-07
execution_safe_event,94,0.5531914893617021,0.03304731519408674,0.0003515671829158164,0.00077975876235435,-0.0271598575536606,0.1,0.1,0.02598032605114286,0.02484937783070588,7.674437290173213e-06
