trade_date,production_strategy,shadow_strategy,production_target_position,shadow_target_position,position_diff,production_risk_decision,shadow_risk_decision,shadow_recovery_status,top5_overlap,buy_list_added_by_shadow,buy_list_removed_by_shadow,sell_list_added_by_shadow,sell_list_removed_by_shadow,theory_gap,execution_feasibility,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,fp_explanation_label,event_source_window,event_source_backtest_dir,event_source_generated_at,source_report_path,appended_at,position_diff_bucket,top5_overlap_bucket,large_slippage_proxy_bucket,open_gap_proxy_bucket,estimated_turnover_impact_bucket
2024-07-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0015005466615631,pass,0.0067864763650517,0.0,0.0,0.0,-0.002860837295411,1.2673651923839714e-05,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2024-07-18,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0005451907036762,pass,0.0158127568966815,0.0,0.0,0.0,-0.0158127568966815,3.519307047752074e-06,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2024-07-19,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0031140141486419,pass,0.0140844773977601,0.0,0.0,0.0,-0.0140844773977601,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2024-07-22,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0043091997037221,pass,0.0155508580108302,0.0,0.0,0.0,0.0082593655875368,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
2024-07-23,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0042069211801563,pass,0.0065629751308237,0.0,0.0,0.0,-0.006298542853638,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2024-07-24,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,blocked_recovery_streak_exceeded,1.0,,,,,-0.0033723423064461,pass,0.0019965740243729,0.0,0.0,0.0,-0.001270894555625,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2024-07-25,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0016871068321424,pass,0.0027871359906452,0.0,0.0,0.0,-0.001797894980258,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2024-07-26,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0002626624276815,pass,0.0030340309187716,0.0,0.0,0.0,-0.0016586115327027,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2024-11-06,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0193920934554415,pass,0.0176759905533048,0.0,0.0,0.0,0.0026525114032534,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
2024-11-07,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0068389204408956,pass,0.0272744996292136,0.0,0.0,0.0,-0.0272744996292136,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2024-11-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0061056790688657,pass,0.019531134102644,0.0,0.0,0.0,0.019531134102644,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-01-13,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,2281.0,,0.0009965878405768,pass,0.0151131061768655,0.0,0.0,0.0,-0.0151131061768655,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-01-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.0005697294410319,pass,0.0098159442920699,0.0,0.0,0.0,-0.0087185506020837,6.804686853918786e-06,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-01-16,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,300493.0,,601988,0.0225966933776287,pass,0.0165296120184909,0.0,0.0,0.0,0.0041813854592217,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-01-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.0071670762187627,pass,0.0179591046402919,0.0,0.0,0.0,-0.014823369592287,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-01-21,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.0076092302824855,pass,0.0103593138787123,0.0,0.0,0.0,0.0068928774444366,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-01-22,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.0079410192858822,pass,0.0272750364295117,0.0,0.0,0.0,-0.0272750364295117,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-01-23,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.0017919011435163,pass,0.0075776801363952,0.0,0.0,0.0,0.0075776801363952,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-03-03,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0015298036182496,pass,0.016593629751615,0.0,0.0,0.0,-0.000389791194604,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-03-04,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0011431987824537,degraded_large_slippage_proxy,0.0466149724821245,0.0,0.0,0.0,-0.0466149724821245,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,3_5pct,3_5pct,le_0.5pct
2025-03-05,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0076971067968369,pass,0.0298104612805729,0.0,0.0,0.0,-0.0153293404330064,1.798151305717322e-05,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-03-06,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,300476.0,600986.0,,0.0022063826328253,pass,0.0097268978465751,0.0,0.0,0.0,0.0086848136782384,2.993715170429821e-07,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-03-07,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,2155.0,,,600498,0.0101697942270752,pass,0.0138168242482819,0.0,0.0,0.0,-0.0061470114069628,3.6961350410792073e-06,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-03-10,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.003233105356061,pass,0.0140141810675951,0.0,0.0,0.0,0.0139622262682706,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-03-18,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0013371345746795,pass,0.0076675405319806,0.0,0.0,0.0,0.0048446735498466,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-03-19,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,300476.0,600489.0,,,0.0097081920248909,pass,0.011395560963589,0.0,0.0,0.0,0.0009386389358554,1.0541331366556644e-05,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-03-20,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0120412265090589,pass,0.0119395619499672,0.0,0.0,0.0,-0.0003558672740452,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-03-21,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,600797.0,300476.0,2155.0,,0.0011363095725843,pass,0.010851202167857,0.0,0.0,0.0,-0.010851202167857,2.833113421435559e-06,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-03-24,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,2553.0,,300476,0.0137154256970892,pass,0.0056538623817947,0.0,0.0,0.0,0.0056538623817947,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-03-25,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,blocked_recovery_streak_exceeded,1.0,,,,,-0.0188083473778244,pass,0.0126024142356485,0.0,0.0,0.0,-0.0085619702525423,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-04-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,002553,0.0091008575904206,pass,0.0071781790000891,0.0,0.0,0.0,0.0018434101184687,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-04-09,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.0012589026824277,pass,0.0074594890606308,0.0,0.0,0.0,-0.0074594890606308,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-04-10,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.0011230758504703,pass,0.0253488827793727,0.0,0.0,0.0,0.0253488827793727,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-04-11,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.0034744999162547,pass,0.0106929210215376,0.0,0.0,0.0,-0.0106929210215376,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,1_3pct,le_0.5pct
