trade_date,production_strategy,shadow_strategy,production_target_position,shadow_target_position,position_diff,production_risk_decision,shadow_risk_decision,shadow_recovery_status,top5_overlap,buy_list_added_by_shadow,buy_list_removed_by_shadow,sell_list_added_by_shadow,sell_list_removed_by_shadow,theory_gap,execution_feasibility,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,fp_explanation_label,event_source_window,event_source_backtest_dir,event_source_generated_at,source_report_path,appended_at,position_diff_bucket,top5_overlap_bucket,large_slippage_proxy_bucket,open_gap_proxy_bucket,estimated_turnover_impact_bucket
2025-04-14,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.0057696056390204,pass,0.0229409869483903,0.0,0.0,0.0,0.0229409869483903,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-04-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.004670431043141,pass,0.0041284668201772,0.0,0.0,0.0,-0.0023706319310755,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-04-16,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,0.004570064112453,pass,0.022597591031787,0.0,0.0,0.0,-0.0010177516329452,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-04-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,600547.0,,,-0.0091375039381778,pass,0.021121962712211,0.0,0.0,0.0,0.0079341750825775,2.712164679489475e-06,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-04-22,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,hard_reduce,blocked_kill_switch,1.0,,,,,-0.0026240954262997,pass,0.0128562674104218,0.0,0.0,0.0,0.0006536304734563,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-04-24,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0025857797078518,pass,0.0137961672035937,0.0,0.0,0.0,0.0096033904664669,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-04-25,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0110540355769059,pass,0.0167369411248124,0.0,0.0,0.0,0.0166367991735966,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-04-28,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.008112259075282,pass,0.0177199024364212,0.0,0.0,0.0,0.0177199024364212,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-04-29,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0063463841455074,pass,0.0220034168291732,0.0,0.0,0.0,-0.0166700834958398,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-04-30,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0091762936335968,pass,0.0059636893462167,0.0,0.0,0.0,-0.0022371857849885,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-05-06,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,blocked_recovery_streak_exceeded,1.0,,,,600547,0.003997534453312,pass,0.0185203131299533,0.0,0.0,0.0,0.0092342422362939,2.6103024168507058e-06,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,1_3pct,le_1pct,le_0.5pct
2025-05-07,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,34.0,,,0.0019234475127378,pass,0.0154058573784257,0.0,0.0,0.0,0.0154058573784257,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-05-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,34.0,,300476.0,,0.0100169490078431,pass,0.0085832604750981,0.0,0.0,0.0,-0.0065459090319742,1.486649893188766e-05,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-05-09,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.010690114892447,pass,0.0087553627305855,0.0,0.0,0.0,-0.004166676517587,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-05-12,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0070822521756266,pass,0.0084209043634299,0.0,0.0,0.0,0.004666717521827,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-05-13,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0005997342615587,pass,0.0075680644901101,0.0,0.0,0.0,0.0075680644901101,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-05-14,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.45,0.0,reduce_position,reduce_position,blocked_recovery_streak_exceeded,1.0,,,,,-0.0038556150240822,pass,0.0072352627007678,0.0,0.0,0.0,0.0020559313403263,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,zero,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-05-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0005995217236014,pass,0.0065744243681787,0.0,0.0,0.0,9.456225315194e-05,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,le_1pct,le_1pct,le_0.5pct
2025-05-16,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,0.0014026485659426,pass,0.0168169734653646,0.0,0.0,0.0,-0.0168169734653646,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,1_3pct,le_0.5pct
2025-07-28,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.45,0.55,0.1,reduce_position,recovery_reduce,recovered,1.0,,,,,-0.0010586012553257,pass,0.0108620943694203,0.0,0.0,0.0,-0.0059733603849023,0.0,unknown_pending_forward_return,missing,,2026-06-19T07:04:16,reports/production_monitor/research_shadow_windows/full_history/research_shadow_candidate_recovery_events.json,2026-06-19T07:04:28,0.05_0.10,full_overlap,1_3pct,le_1pct,le_0.5pct
