order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price_exact,fill_price_exact,gross_notional_exact,price_impact_cost_exact,commission_exact,total_fee_exact,cash_delta_exact,cash_before_exact,cash_after_exact,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,23.08,24.8404818,99361.9272000,7041.9272000,74.521445400000,74.521445400000,-99436.448645400000,500000.0,400563.5513546,23.08,24.8405,4000,99361.9272,7041.9272,74.521445,74.521445,-99436.45,500000.0,400563.55,0,4000,False,0.6,c0.00075_s0.002
2,2023-11-30,2,2023-11-29,002594,BUY,201.6,620.7706632000001,62077.0663200000100,41917.0663200000100,46.557799740000007500,46.557799740000007500,-62123.624119740010007500,400563.5513546,338439.92723486,201.6,620.7707,100,62077.0663,41917.0663,46.5578,46.5578,-62123.62,400563.55,338439.93,0,100,False,0.6,c0.00075_s0.002
3,2023-11-30,3,2023-11-29,300351,BUY,23.0,23.3159388,18652.7510400,252.7510400,13.989563280000,13.989563280000,-18666.740603280000,338439.92723486,319773.18663158,23.0,23.3159,800,18652.751,252.751,13.989563,13.989563,-18666.74,338439.93,319773.19,0,800,False,0.6,c0.00075_s0.002
4,2023-11-30,4,2023-11-29,688041,BUY,71.79,72.18538260000001,28874.15304000000400,158.15304000000400,21.6556147800000030000,21.6556147800000030000,-28895.8086547800040030000,319773.18663158,290877.37797679997,71.79,72.1854,400,28874.153,158.153,21.655615,21.655615,-28895.81,319773.19,290877.38,0,400,False,0.6,c0.00075_s0.002
5,2023-11-30,5,2023-11-29,688271,BUY,138.19,139.1303052,69565.1526000,470.1526000,52.173864450000,52.173864450000,-69617.326464450000,290877.37797679997,221260.05151234998,138.19,139.1303,500,69565.1526,470.1526,52.173864,52.173864,-69617.33,290877.38,221260.05,0,500,False,0.6,c0.00075_s0.002
6,2023-12-14,1,2023-12-13,002142,SELL,20.58,22.0613888,88245.5552000,5925.5552000,66.184166400000,66.184166400000,88179.371033600000,221260.05151234998,309439.42254595,20.58,22.0614,4000,88245.5552,5925.5552,66.184166,66.184166,88179.37,221260.05,309439.42,4000,0,True,0.6,c0.00075_s0.002
7,2023-12-14,2,2023-12-13,002594,SELL,193.0,591.9168938,59191.6893800,39891.6893800,44.393767035000,44.393767035000,59147.295612965000,309439.42254595,368586.718158915,193.0,591.9169,100,59191.6894,39891.6894,44.393767,44.393767,59147.3,309439.42,368586.72,100,0,True,0.6,c0.00075_s0.002
8,2023-12-14,3,2023-12-13,300351,SELL,20.48,20.6784602,16542.7681600,158.7681600,12.407076120000,12.407076120000,16530.361083880000,368586.718158915,385117.079242795,20.48,20.6785,800,16542.7682,158.7682,12.407076,12.407076,16530.36,368586.72,385117.08,800,0,True,0.6,c0.00075_s0.002
9,2023-12-14,4,2023-12-13,688041,SELL,78.13,78.246693,31298.677200,46.677200,23.47400790000,23.47400790000,31275.20319210000,385117.079242795,416392.282434895,78.13,78.2467,400,31298.6772,46.6772,23.474008,23.474008,31275.2,385117.08,416392.28,400,0,True,0.6,c0.00075_s0.002
10,2023-12-14,5,2023-12-13,688271,SELL,140.95,141.3426482,70671.3241000,196.3241000,53.003493075000,53.003493075000,70618.320606925000,416392.282434895,487010.60304182,140.95,141.3426,500,70671.3241,196.3241,53.003493,53.003493,70618.32,416392.28,487010.6,500,0,True,0.6,c0.00075_s0.002
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.7253694,39145.0738800,3945.0738800,29.358805410000,29.358805410000,-39174.432685410000,487010.60304182,447836.17035641,176.0,195.7254,200,39145.0739,3945.0739,29.358805,29.358805,-39174.43,487010.6,447836.17,0,200,True,0.6,c0.00075_s0.002
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.092224199999999,27166.003559999998200,1156.003559999998200,20.37450266999999865000,20.37450266999999865000,-27186.37806266999819865000,447836.17035641,420649.79229373997,14.45,15.0922,1800,27166.0036,1156.0036,20.374503,20.374503,-27186.38,447836.17,420649.79,0,1800,True,0.6,c0.00075_s0.002
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.3266682,55449.3373200,4879.3373200,41.587002990000,41.587002990000,-55490.924322990000,420649.79229373997,365158.86797074997,19.45,21.3267,2600,55449.3373,4879.3373,41.587003,41.587003,-55490.92,420649.79,365158.87,0,2600,True,0.6,c0.00075_s0.002
