strategy,trade_date,risk_decision,recovery_status,risk_governor_reasons,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,governed_nav_ret_10d,governed_nav_drawdown_20d,market_style_state,industry_state,top_industry_weight,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,gross_exposure,position_ratio,target_position_ratio,next_5d_return,max_dd_5d,next_10d_return,max_dd_10d,next_20d_return,max_dd_20d,false_positive_reason,false_positive_type,recoverable_candidate
production_governed_vol_position_v1_2b_gate_tuned,2024-02-01,reduce_position,blocked_dynamic_score_sample_count,negative_recent_champion,,,,33.0,-0.0154070648864023,-0.0365600750885823,defensive,,0.1008776230307015,,,,0.4334380987412609,0.45,0.45,0.023299870304826165,-0.007675952023942001,0.018116711904151428,-0.012506004412953131,0.05688328309736668,-0.023542627866982135,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-02,reduce_position,blocked_dynamic_score_sample_count,negative_recent_champion,,,,34.0,-0.0283028833161108,-0.0323135749085198,defensive,,0.1598694059635617,,,,0.4319356165973732,0.45,0.45,0.02556564430200048,-0.00043658776482224937,0.023452407235917683,-0.012506004412952909,0.07653772560005034,-0.023542627866982024,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-05,reduce_position,blocked_dynamic_score_sample_count,negative_recent_champion,,,,35.0,-0.0168350347089021,-0.0323135749085198,defensive,,0.1600218902130633,,,,0.4275414522491422,0.45,0.45,0.03210537588013329,-0.0017841915248698603,0.04575026712904817,-0.012506004412953131,0.07474059257632981,-0.023542627866982135,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-06,reduce_position,blocked_dynamic_score_sample_count,negative_recent_champion,,,,36.0,-0.0061986378870192,-0.0383119126458462,recent_champion,,0.1578139726569086,,,,0.437743508290052,0.45,0.45,0.002823480829701186,-0.012506004412953131,0.009811081954992584,-0.016845629110088023,0.05030181520110033,-0.023542627866982135,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-19,reduce_position,blocked_dynamic_score_sample_count,negative_recent_champion,,,,39.0,-0.0038455295946434,-0.0383119126458462,recent_champion,,0.1198545748272325,,,,0.4415741463668647,0.45,0.45,-0.0020605575838306134,-0.010740976847944061,0.03333097638548388,-0.016845629110087912,0.03900707570536066,-0.023542627866982024,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-21,reduce_position,blocked_non_whitelisted_reason,high_volatility|negative_recent_champion,,,,,0.0054189147096721,-0.0383119126458462,recent_champion,,0.1275639650527925,,,,0.4383047801818897,0.45,0.45,0.006967927316092082,-0.016845629110087912,0.03669164308000594,-0.016845629110087912,0.04680170203364309,-0.023542627866982135,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-22,reduce_position,blocked_non_whitelisted_reason,high_volatility|negative_recent_champion,,,,,0.0032246191580367,-0.0383119126458462,defensive,,0.0620832595958437,,,,0.4412974249677727,0.45,0.45,0.012739980643113213,-0.016845629110087912,0.015894407602178084,-0.023542627866982024,0.050321258585730666,-0.023542627866982024,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-23,reduce_position,blocked_non_whitelisted_reason,high_volatility|negative_recent_champion,,,,,0.0129533958577987,-0.0383119126458462,defensive,,0.0786716023861055,,,,0.442505554960479,0.45,0.45,0.017864126774084,-0.016845629110087912,0.03807674576003328,-0.023542627866982135,0.03622191420585974,-0.023542627866982135,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-26,reduce_position,blocked_non_whitelisted_reason,high_volatility,,,,,0.0181167119041516,-0.0378022817626342,defensive,,0.0299164959573076,,,,0.4439412838814698,0.5,0.5,0.035464610842142585,-0.016845629110087912,0.05186886853635153,-0.023542627866982024,0.05294610850368553,-0.023542627866982024,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-28,reduce_position,blocked_non_whitelisted_reason,high_volatility,,,,,0.0457502671290481,-0.0378022817626342,defensive,,0.0657703619916685,,,,0.4421915489252801,0.5,0.5,0.029518036232928813,-0.01201045015009472,0.040097335006185286,-0.023542627866982024,0.044933950343181595,-0.023542627866982024,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-29,reduce_position,blocked_non_whitelisted_reason,high_volatility,,,,,0.0098110819549928,-0.0378022817626342,defensive,,0.0631303779668209,,,,0.4483257443066103,0.5,0.5,0.0031147451659425673,-0.023542627866982024,0.023495148435501045,-0.023542627866982024,0.051952956133292316,-0.023542627866982024,reduced_before_positive_forward_return,benign_false_positive,1
production_governed_vol_position_v1_2b_gate_tuned,2024-03-01,reduce_position,blocked_non_whitelisted_reason,high_volatility,,,,,0.0187425634666202,-0.0378022817626342,recent_champion,,0.0573887598437205,,,,0.4522899173130429,0.5,0.5,0.019857875382649492,-0.023542627866982135,0.021554215188796855,-0.023542627866982135,0.06259014322043366,-0.023542627866982135,reduced_before_positive_forward_return,benign_false_positive,1
