strategy,sample,cost_rate,periods,first_signal_date,last_signal_date,avg_selected,avg_bs_count,avg_gross_exposure,pit_status,risk_note,market_gate,position_mode,gross_total_return,total_return,annualized_return,max_drawdown,win_rate,avg_return,median_return,best_period,worst_period,avg_score,avg_liquidity,avg_max_industry_weight,turnover_proxy
baseline_full_dynamic_factor_industry_cap2,all,0.0,7,2026-01-05,2026-04-13,5.0,0.42857142857142855,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.6766120419748987,0.6766120419748987,5.42624519109805,-0.04551142214895798,0.5714285714285714,0.08284665196598451,0.030084591382264447,0.27620544373500905,-0.03978712005465144,72.31485714285714,27.985999999999997,0.2857142857142857,1.0
baseline_full_dynamic_factor,all,0.0,7,2026-01-05,2026-04-13,5.0,0.42857142857142855,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.652127935158753,0.652127935158753,5.094768698845642,-0.04551142214895798,0.5714285714285714,0.08069770085559427,0.015041933609532876,0.27620544373500905,-0.03978712005465144,72.62257142857142,27.986285714285714,0.31428571428571433,1.0
baseline_full_score,all,0.0,7,2026-01-05,2026-04-13,5.0,0.8571428571428571,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.561784689331732,0.561784689331732,3.9777855144408747,-0.2190508690862878,0.7142857142857143,0.07473404708333042,0.13803880859765888,0.2359511756783606,-0.1322448186483337,80.30342857142857,22.016571428571428,0.31428571428571433,1.0
baseline_full_score_hist_mdd_position,all,0.0,7,2026-01-05,2026-04-13,5.0,0.8571428571428571,1.0,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,0.561784689331732,0.561784689331732,3.9777855144408747,-0.2190508690862878,0.7142857142857143,0.07473404708333044,0.13803880859765888,0.2359511756783606,-0.1322448186483337,80.30342857142857,22.016571428571428,0.31428571428571433,1.0
baseline_full_score_market_gate,all,0.0,7,2026-01-05,2026-04-13,5.0,0.8571428571428571,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.561784689331732,0.561784689331732,3.9777855144408747,-0.2190508690862878,0.7142857142857143,0.07473404708333044,0.13803880859765888,0.2359511756783606,-0.1322448186483337,80.30342857142857,22.016571428571428,0.31428571428571433,1.0
baseline_full_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
baseline_full_liquidity_detail_market_gate,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.041335907678860334,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
liq_top_10_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
liq_top_20_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
liq_top_30_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
tiered_liquidity_then_liquidity_detail,all,0.0,7,2026-01-05,2026-04-13,5.0,0.0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.5383233566306413,0.5383233566306413,3.7138035877988145,-0.041335907678860306,0.8571428571428571,0.06552016050923738,0.05144238318136276,0.1517148236722527,-0.04133590767886033,60.46942857142857,29.453142857142858,0.3714285714285714,1.0
