strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,max_per_industry,industry_penalty_step,pit_status,risk_note,market_gate,position_mode,symbol,name,industry,industry_key,is_bs_candidate,sort_col,rank_score,score,dynamic_factor_score,score_liq_breakout_adj,liquidity_detail_score,s_breakout,s_liquidity,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,vol_20,hist_mdd_20,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,market_amount_ratio_20,market_exposure_scale,position_weight,effective_weight,entry_open,exit_close,gross_ret
baseline_full_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,score_liq_breakout_adj,80.18,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
baseline_full_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score_liq_breakout_adj,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
baseline_full_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,605289,罗曼股份,建筑工程,建筑工程,0,score_liq_breakout_adj,77.53,77.53,99.945085118067,77.53,79.52668497162732,99.79,22.92,97.91323448654585,95.07596558667399,76.64287021782903,36.262127036426875,0.048546533472314746,0.0,61.59,,,,,,,0.8633354968324773,1.0,0.2,0.2,100.24,132.72,0.3240223463687151
baseline_full_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score_liq_breakout_adj,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
baseline_full_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,603163,圣晖集成,建筑工程,建筑工程,0,score_liq_breakout_adj,77.08,77.08,99.90847519677833,77.08,79.25823174080173,99.29,23.83,89.30990298370858,73.53102690829215,71.92019037159069,78.05235218744279,0.05518349695108335,0.0,70.28,,,,,,,0.8633354968324773,1.0,0.2,0.2,131.99,110.75,-0.16092128191529664
baseline_full_liq_breakout_adj_50p_50d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,score_liq_breakout_adj_50p_50d,80.18,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
baseline_full_liq_breakout_adj_50p_50d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score_liq_breakout_adj_50p_50d,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
baseline_full_liq_breakout_adj_50p_50d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,605289,罗曼股份,建筑工程,建筑工程,0,score_liq_breakout_adj_50p_50d,77.53,77.53,99.945085118067,77.53,79.52668497162732,99.79,22.92,97.91323448654585,95.07596558667399,76.64287021782903,36.262127036426875,0.048546533472314746,0.0,61.59,,,,,,,0.8633354968324773,1.0,0.2,0.2,100.24,132.72,0.3240223463687151
baseline_full_liq_breakout_adj_50p_50d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score_liq_breakout_adj_50p_50d,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
baseline_full_liq_breakout_adj_50p_50d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,603163,圣晖集成,建筑工程,建筑工程,0,score_liq_breakout_adj_50p_50d,77.08,77.08,99.90847519677833,77.08,79.25823174080173,99.29,23.83,89.30990298370858,73.53102690829215,71.92019037159069,78.05235218744279,0.05518349695108335,0.0,70.28,,,,,,,0.8633354968324773,1.0,0.2,0.2,131.99,110.75,-0.16092128191529664
baseline_full_liq_breakout_adj_40p_30d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,score_liq_breakout_adj_40p_30d,80.18,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
baseline_full_liq_breakout_adj_40p_30d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score_liq_breakout_adj_40p_30d,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
baseline_full_liq_breakout_adj_40p_30d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,605289,罗曼股份,建筑工程,建筑工程,0,score_liq_breakout_adj_40p_30d,77.53,77.53,99.945085118067,77.53,79.52668497162732,99.79,22.92,97.91323448654585,95.07596558667399,76.64287021782903,36.262127036426875,0.048546533472314746,0.0,61.59,,,,,,,0.8633354968324773,1.0,0.2,0.2,100.24,132.72,0.3240223463687151
baseline_full_liq_breakout_adj_40p_30d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score_liq_breakout_adj_40p_30d,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
baseline_full_liq_breakout_adj_40p_30d,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,603163,圣晖集成,建筑工程,建筑工程,0,score_liq_breakout_adj_40p_30d,77.08,77.08,99.90847519677833,77.08,79.25823174080173,99.29,23.83,89.30990298370858,73.53102690829215,71.92019037159069,78.05235218744279,0.05518349695108335,0.0,70.28,,,,,,,0.8633354968324773,1.0,0.2,0.2,131.99,110.75,-0.16092128191529664
baseline_full_liquidity_detail,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,600410,华胜天成,软件服务,软件服务,0,liquidity_detail_score,94.33353834889256,63.88,94.55427420831045,63.88,94.33353834889256,47.87,29.68,97.18103606077247,90.33498077979132,98.18780889621087,70.45579352004393,0.044147563041915854,-0.03169443315725318,63.0,,,,,,,0.8633354968324773,1.0,0.2,0.2,24.01,31.83,0.32569762598917107
baseline_full_liquidity_detail,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300395,菲利华,玻璃,玻璃,0,liquidity_detail_score,93.88853011166027,59.41,89.23668314113125,59.41,93.88853011166027,47.87,29.06,95.13088046860699,93.22716456159618,96.96137653304045,75.87406187076698,0.04351910343657286,0.0,58.31,,,,,,,0.8633354968324773,1.0,0.2,0.2,103.0,113.5,0.10194174757281549
baseline_full_liquidity_detail,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688521,芯原股份,半导体,半导体,0,liquidity_detail_score,92.81252059308072,58.59,88.19330038440417,58.59,92.81252059308072,47.87,29.7,86.7838184147904,88.08347062053817,94.89291598023064,84.09298920007322,0.0670826483876621,-0.06522686025408353,60.14,,,,,,,0.8633354968324773,1.0,0.2,0.2,250.0,240.0,-0.040000000000000036
baseline_full_liquidity_detail,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,601872,招商轮船,水运,水运,0,liquidity_detail_score,92.46912685337726,70.41,97.94984440783452,70.41,92.46912685337726,97.71,27.76,92.98920007321985,89.14515833790956,98.46238330587589,87.16822258832143,0.04838108425646462,0.0,58.82,,,,,,,0.8633354968324773,1.0,0.2,0.2,13.99,16.47,0.1772694781987132
baseline_full_liquidity_detail,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,600150,中国船舶,船舶,船舶,0,liquidity_detail_score,92.1825224235768,73.57,99.13966684971626,73.57,92.1825224235768,97.82,29.43,91.81768259198243,90.68277503203367,99.0481420464946,61.19348343401062,0.019388921292304136,0.0,66.26,,,,,,,0.8633354968324773,1.0,0.2,0.2,37.14,37.0,-0.003769520732364029
baseline_full_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,dynamic_factor_score,100.0,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
baseline_full_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688309,恒誉环保,环境保护,环境保护,0,dynamic_factor_score,99.98169503935567,77.89,99.98169503935567,66.9802,40.791330770638844,99.18,7.81,93.2820794435292,54.82335712978217,11.861614497528826,17.188358045030203,0.03734970812674364,0.0,66.08,,,,,,,0.8633354968324773,1.0,0.2,0.2,37.01,56.51,0.5268846257768172
baseline_full_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,dynamic_factor_score,99.96339007871133,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
baseline_full_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,605289,罗曼股份,建筑工程,建筑工程,0,dynamic_factor_score,99.945085118067,77.53,99.945085118067,77.53,79.52668497162732,99.79,22.92,97.91323448654585,95.07596558667399,76.64287021782903,36.262127036426875,0.048546533472314746,0.0,61.59,,,,,,,0.8633354968324773,1.0,0.2,0.2,100.24,132.72,0.3240223463687151
baseline_full_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,dynamic_factor_score,99.92678015742266,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
baseline_full_dynamic_ic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,000338,潍柴动力,汽车配件,汽车配件,0,dynamic_ic_factor_score,98.81170297150527,74.73,99.50576606260296,74.73,90.99883580450302,98.72,29.46,92.16547684422478,80.83470620538165,97.63866007688084,65.14735493318689,0.04546391745741561,0.0,70.68,,,,,,,0.8633354968324773,1.0,0.2,0.2,29.39,27.82,-0.05341953045253489
baseline_full_dynamic_ic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300394,天孚通信,通信设备,通信设备,0,dynamic_ic_factor_score,98.68814448715602,65.27,95.65257184697053,65.27,89.39803770821894,99.45,29.97,79.60827384221125,80.61504667764964,99.21288669229361,65.42192934285191,0.07367847451707565,0.0,57.31,,,,,,,0.8633354968324773,1.0,0.2,0.2,352.31,340.48,-0.033578382674349205
baseline_full_dynamic_ic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,600893,航发动力,航空,航空,0,dynamic_ic_factor_score,98.65153456586734,73.98,99.29525901519311,73.98,90.26653487095001,98.26,29.37,92.3851363719568,85.19128683873329,97.65696503752517,52.02269815119897,0.043584093238996154,0.0,68.22,,,,,,,0.8633354968324773,1.0,0.2,0.2,58.58,62.09,0.05991806077159456
baseline_full_dynamic_ic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002009,天奇股份,工程机械,工程机械,0,dynamic_ic_factor_score,98.57068765635486,76.98,99.890170236134,76.98,86.7175398132894,96.45,29.13,97.10781621819513,93.59326377448288,95.22240527182866,1.336262127036427,0.05853969872677917,0.0,69.92,,,,,,,0.8633354968324773,1.0,0.2,0.2,34.44,28.53,-0.17160278745644586
baseline_full_dynamic_ic_factor,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,dynamic_ic_factor_score,98.14814814814814,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
liq_top_10_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
liq_top_10_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
liq_top_10_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002009,天奇股份,工程机械,工程机械,0,score,76.98,76.98,99.890170236134,76.98,86.7175398132894,96.45,29.13,97.10781621819513,93.59326377448288,95.22240527182866,1.336262127036427,0.05853969872677917,0.0,69.92,,,,,,,0.8633354968324773,1.0,0.2,0.2,34.44,28.53,-0.17160278745644586
liq_top_10_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002497,雅化集团,小金属,小金属,0,score,76.03,76.03,99.74373055097931,76.03,78.74673256452499,97.84,27.6,79.69979864543292,55.79352004393191,93.7030935383489,35.82280798096284,0.03483264662189422,0.0,65.78,,,,,,,0.8633354968324773,1.0,0.2,0.2,28.24,24.77,-0.12287535410764872
liq_top_10_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,000338,潍柴动力,汽车配件,汽车配件,0,score,74.73,74.73,99.50576606260296,74.73,90.99883580450302,98.72,29.46,92.16547684422478,80.83470620538165,97.63866007688084,65.14735493318689,0.04546391745741561,0.0,70.68,,,,,,,0.8633354968324773,1.0,0.2,0.2,29.39,27.82,-0.05341953045253489
liq_top_20_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,score,80.18,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
liq_top_20_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
liq_top_20_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
liq_top_20_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002009,天奇股份,工程机械,工程机械,0,score,76.98,76.98,99.890170236134,76.98,86.7175398132894,96.45,29.13,97.10781621819513,93.59326377448288,95.22240527182866,1.336262127036427,0.05853969872677917,0.0,69.92,,,,,,,0.8633354968324773,1.0,0.2,0.2,34.44,28.53,-0.17160278745644586
liq_top_20_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002169,智光电气,电气设备,电气设备,0,score,76.71,76.71,99.85356031484532,76.71,80.71710781621819,98.15,25.59,95.8264689730917,86.1431447922387,89.07193849533223,11.495515284642138,0.03732981465466168,0.0,69.37,,,,,,,0.8633354968324773,1.0,0.2,0.2,15.55,16.18,0.04051446945337611
liq_top_30_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,score,80.18,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
liq_top_30_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
liq_top_30_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,605289,罗曼股份,建筑工程,建筑工程,0,score,77.53,77.53,99.945085118067,77.53,79.52668497162732,99.79,22.92,97.91323448654585,95.07596558667399,76.64287021782903,36.262127036426875,0.048546533472314746,0.0,61.59,,,,,,,0.8633354968324773,1.0,0.2,0.2,100.24,132.72,0.3240223463687151
liq_top_30_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
liq_top_30_then_score,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,603163,圣晖集成,建筑工程,建筑工程,0,score,77.08,77.08,99.90847519677833,77.08,79.25823174080173,99.29,23.83,89.30990298370858,73.53102690829215,71.92019037159069,78.05235218744279,0.05518349695108335,0.0,70.28,,,,,,,0.8633354968324773,1.0,0.2,0.2,131.99,110.75,-0.16092128191529664
liq_top_10_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score_liq_breakout_adj,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
liq_top_10_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score_liq_breakout_adj,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
liq_top_10_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002009,天奇股份,工程机械,工程机械,0,score_liq_breakout_adj,76.98,76.98,99.890170236134,76.98,86.7175398132894,96.45,29.13,97.10781621819513,93.59326377448288,95.22240527182866,1.336262127036427,0.05853969872677917,0.0,69.92,,,,,,,0.8633354968324773,1.0,0.2,0.2,34.44,28.53,-0.17160278745644586
liq_top_10_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002497,雅化集团,小金属,小金属,0,score_liq_breakout_adj,76.03,76.03,99.74373055097931,76.03,78.74673256452499,97.84,27.6,79.69979864543292,55.79352004393191,93.7030935383489,35.82280798096284,0.03483264662189422,0.0,65.78,,,,,,,0.8633354968324773,1.0,0.2,0.2,28.24,24.77,-0.12287535410764872
liq_top_10_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,000338,潍柴动力,汽车配件,汽车配件,0,score_liq_breakout_adj,74.73,74.73,99.50576606260296,74.73,90.99883580450302,98.72,29.46,92.16547684422478,80.83470620538165,97.63866007688084,65.14735493318689,0.04546391745741561,0.0,70.68,,,,,,,0.8633354968324773,1.0,0.2,0.2,29.39,27.82,-0.05341953045253489
liq_top_20_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,score_liq_breakout_adj,80.18,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
liq_top_20_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score_liq_breakout_adj,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
liq_top_20_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002008,大族激光,专用机械,专用机械,1,score_liq_breakout_adj,77.23,77.23,99.92678015742266,77.23,87.12787113307706,99.79,28.59,96.44883763499908,87.24144243089877,94.96613582280798,23.86966868021234,0.04141299287544567,0.0,72.71,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,58.6,73.01,0.24590443686006824
liq_top_20_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002009,天奇股份,工程机械,工程机械,0,score_liq_breakout_adj,76.98,76.98,99.890170236134,76.98,86.7175398132894,96.45,29.13,97.10781621819513,93.59326377448288,95.22240527182866,1.336262127036427,0.05853969872677917,0.0,69.92,,,,,,,0.8633354968324773,1.0,0.2,0.2,34.44,28.53,-0.17160278745644586
liq_top_20_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,002169,智光电气,电气设备,电气设备,0,score_liq_breakout_adj,76.71,76.71,99.85356031484532,76.71,80.71710781621819,98.15,25.59,95.8264689730917,86.1431447922387,89.07193849533223,11.495515284642138,0.03732981465466168,0.0,69.37,,,,,,,0.8633354968324773,1.0,0.2,0.2,15.55,16.18,0.04051446945337611
liq_top_30_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,688702,盛科通信-U,半导体,半导体,0,score_liq_breakout_adj,80.18,80.18,100.0,80.18,89.67538714991764,98.7,26.96,98.93831228262859,96.26578802855575,93.19055464030752,55.22606626395753,0.06674115827474587,0.0,71.83,,,,,,,0.8633354968324773,1.0,0.2,0.2,200.62,206.9,0.03130296082145345
liq_top_30_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,300008,天海防务,船舶,船舶,1,score_liq_breakout_adj,77.71,77.71,99.96339007871133,77.71,86.56593812923303,97.29,28.08,96.90646165110745,93.88614314479223,92.14717188358044,18.396485447556287,0.03574382912699369,0.0,72.04,,,,,TRADE,,0.8633354968324773,1.0,0.2,0.2,9.51,9.02,-0.051524710830704534
liq_top_30_then_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,10,10,5,,0.0,trusted,uses_signal_date_or_prior_data,0,equal,605289,罗曼股份,建筑工程,建筑工程,0,score_liq_breakout_adj,77.53,77.53,99.945085118067,77.53,79.52668497162732,99.79,22.92,97.91323448654585,95.07596558667399,76.64287021782903,36.262127036426875,0.048546533472314746,0.0,61.59,,,,,,,0.8633354968324773,1.0,0.2,0.2,100.24,132.72,0.3240223463687151
