strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_cap_skipped
baseline_full_dynamic_factor_industry_cap2,2026-01-06,2026-01-05,29436.863536580146,483925.78,513362.64353658014,1.0267252870731602,5,0.9426587347030393,0.0,0.0,5.0,5.0,500000.0,5.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-07,2026-01-06,29436.863536580146,494846.64,524283.50353658013,1.0485670070731603,5,0.9438531570457351,5.0,485684.73,5.0,0.0,515121.5935365801,5.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-08,2026-01-07,29436.863536580146,512130.05,541566.9135365802,1.0831338270731603,5,0.9456450111688888,5.0,490463.62,5.0,0.0,519900.4835365801,5.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-09,2026-01-08,29436.863536580146,538110.1799999999,567547.04353658,1.13509408707316,5,0.948133174382957,5.0,514701.22,5.0,0.0,544138.0835365801,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-12,2026-01-09,29436.863536580146,594156.9,623593.7635365801,1.2471875270731603,5,0.9527948076811494,5.0,559782.26,5.0,0.0,589219.1235365801,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-13,2026-01-12,29436.863536580146,570656.3200000001,600093.1835365802,1.2001863670731603,5,0.9509461791198871,5.0,599604.47,5.0,0.0,629041.3335365801,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-14,2026-01-13,29436.863536580146,560949.9,590386.7635365801,1.1807735270731603,5,0.9501396959507609,5.0,556073.36,5.0,0.0,585510.2235365801,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-15,2026-01-14,29436.863536580146,525881.23,555318.0935365801,1.1106361870731603,5,0.9469909879054913,5.0,544523.22,5.0,0.0,573960.0835365801,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-16,2026-01-15,29436.863536580146,527086.25,556523.1135365801,1.1130462270731603,5,0.9471057664622132,5.0,524052.69,5.0,0.0,553489.5535365802,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-19,2026-01-16,29436.863536580146,536086.87,565523.7335365801,1.1310474670731603,5,0.9479476071631996,5.0,523204.31,5.0,0.0,552641.1735365802,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-20,2026-01-19,25295.522363190335,547177.0,572472.5223631903,1.1449450447263807,5,0.9558135606949844,0.0,0.0,5.0,10.0,575447.4735365801,5.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-21,2026-01-20,25295.522363190335,558865.0,584160.5223631903,1.1683210447263805,5,0.9566976517672597,5.0,541323.0,5.0,0.0,566618.5223631903,5.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-22,2026-01-21,25295.522363190335,562006.0,587301.5223631903,1.1746030447263807,5,0.9569292409435516,5.0,564573.0,5.0,0.0,589868.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-23,2026-01-22,25295.522363190335,580757.0,606052.5223631903,1.2121050447263806,5,0.9582618313928386,5.0,573166.0,5.0,0.0,598461.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-26,2026-01-23,25295.522363190335,570809.0,596104.5223631903,1.1922090447263807,5,0.9575652902901843,5.0,590397.0,5.0,0.0,615692.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-27,2026-01-26,25295.522363190335,588664.0,613959.5223631903,1.2279190447263806,5,0.9587993647108438,5.0,565258.0,5.0,0.0,590553.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-28,2026-01-27,25295.522363190335,579269.0,604564.5223631903,1.2091290447263807,5,0.9581591022504723,5.0,581739.0,5.0,0.0,607034.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-29,2026-01-28,25295.522363190335,549225.0,574520.5223631903,1.1490410447263806,5,0.955971072610006,5.0,578262.0,5.0,0.0,603557.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-30,2026-01-29,25295.522363190335,543011.0,568306.5223631903,1.1366130447263807,5,0.9554896497439377,5.0,546055.0,5.0,0.0,571350.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-02,2026-01-30,25295.522363190335,527944.0,553239.5223631903,1.1064790447263806,5,0.9542774488432438,5.0,543494.0,5.0,0.0,568789.5223631903,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-03,2026-02-02,1359.6566351904185,590445.0,591804.6566351904,1.1836093132703807,5,0.997702524608507,0.0,0.0,5.0,10.0,566392.5223631903,5.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-02-04,2026-02-03,1359.6566351904185,580368.0,581727.6566351904,1.1634553132703807,5,0.997662726501513,5.0,586309.0,5.0,0.0,587668.6566351904,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-05,2026-02-04,1359.6566351904185,572915.0,574274.6566351904,1.1485493132703808,5,0.9976323931075821,5.0,552016.0,5.0,0.0,553375.6566351904,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-06,2026-02-05,1359.6566351904185,607953.0,609312.6566351904,1.2186253132703808,5,0.9977685403045806,5.0,566296.0,5.0,0.0,567655.6566351904,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-09,2026-02-06,1359.6566351904185,650694.0,652053.6566351904,1.3041073132703807,5,0.9979148086643564,5.0,634078.0,5.0,0.0,635437.6566351904,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-10,2026-02-09,1359.6566351904185,690879.0,692238.6566351904,1.3844773132703807,5,0.9980358556660223,5.0,664150.0,5.0,0.0,665509.6566351904,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-11,2026-02-10,1359.6566351904185,709371.0,710730.6566351904,1.4214613132703806,5,0.9980869593530306,5.0,692759.0,5.0,0.0,694118.6566351904,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-02-12,2026-02-11,1359.6566351904185,718573.0,719932.6566351904,1.4398653132703807,5,0.9981114113623556,5.0,705557.0,5.0,0.0,706916.6566351904,5.0,4.0
