first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,1009864.4098014811,1.0197288196029621,5.718088454149594,-0.2075416688276256,0.6382978723404256,0.09875255388655324,-0.059399485499859406,0.9569903701680587,5.0,95,50,45,18.049876719115986,13601.76549852,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.001,0.001,100,500.0,5
