signal_date,exit_date,role,underlying_strategy,cycle_ret,selected_count
2026-03-02,2026-03-16,attack,tiered_liquidity_then_bs_v2,0.006791875439391703,5
2026-03-02,2026-03-16,balanced,baseline_full_liquidity_detail_market_gate,-0.1194970349020586,5
2026-03-02,2026-03-16,defensive,baseline_full_liquidity,-0.06642728136997396,5
2026-03-02,2026-03-16,fallback,baseline_full_liquidity,-0.06642728136997396,5
2026-03-03,2026-03-17,attack,tiered_liquidity_then_bs_v2,0.020694998977221626,5
2026-03-03,2026-03-17,balanced,baseline_full_liquidity_detail_market_gate,-0.08628842852451506,5
2026-03-03,2026-03-17,defensive,baseline_full_liquidity,-0.053589303256082854,5
2026-03-03,2026-03-17,fallback,baseline_full_liquidity,-0.053589303256082854,5
2026-03-04,2026-03-18,attack,tiered_liquidity_then_bs_v2,-0.10080888527260756,5
2026-03-04,2026-03-18,balanced,baseline_full_liquidity_detail_market_gate,-0.10196865201193686,5
2026-03-04,2026-03-18,defensive,baseline_full_liquidity,-0.024022805438046028,5
2026-03-04,2026-03-18,fallback,baseline_full_liquidity,-0.024022805438046028,5
2026-03-05,2026-03-19,attack,tiered_liquidity_then_bs_v2,-0.0740633592252889,5
2026-03-05,2026-03-19,balanced,baseline_full_liquidity_detail_market_gate,0.05618374800660711,5
2026-03-05,2026-03-19,defensive,baseline_full_liquidity,-0.027863217728960676,5
2026-03-05,2026-03-19,fallback,baseline_full_liquidity,-0.027863217728960676,5
2026-03-06,2026-03-20,attack,tiered_liquidity_then_bs_v2,-0.09792546469266575,5
2026-03-06,2026-03-20,balanced,baseline_full_liquidity_detail_market_gate,-0.017983217161506283,5
2026-03-06,2026-03-20,defensive,baseline_full_liquidity,0.10280199525214795,5
2026-03-06,2026-03-20,fallback,baseline_full_liquidity,0.10280199525214795,5
2026-03-09,2026-03-23,attack,tiered_liquidity_then_bs_v2,-0.08718940804174646,5
2026-03-09,2026-03-23,balanced,baseline_full_liquidity_detail_market_gate,-0.00917219187787122,5
2026-03-09,2026-03-23,defensive,baseline_full_liquidity,0.01659757722819461,5
2026-03-09,2026-03-23,fallback,baseline_full_liquidity,0.01659757722819461,5
2026-03-10,2026-03-24,attack,tiered_liquidity_then_bs_v2,-0.0004421280767110715,5
2026-03-10,2026-03-24,balanced,baseline_full_liquidity_detail_market_gate,0.015152121799018347,5
2026-03-10,2026-03-24,defensive,baseline_full_liquidity,0.005818524293975655,5
2026-03-10,2026-03-24,fallback,baseline_full_liquidity,0.005818524293975655,5
2026-03-11,2026-03-25,attack,tiered_liquidity_then_bs_v2,-0.08357558039565845,5
2026-03-11,2026-03-25,balanced,baseline_full_liquidity_detail_market_gate,-0.019177825320599154,5
2026-03-11,2026-03-25,defensive,baseline_full_liquidity,0.03544188466319792,5
2026-03-11,2026-03-25,fallback,baseline_full_liquidity,0.03544188466319792,5
2026-03-12,2026-03-26,attack,tiered_liquidity_then_bs_v2,-0.04470409365805768,5
2026-03-12,2026-03-26,balanced,baseline_full_liquidity_detail_market_gate,-0.006478747219666434,5
2026-03-12,2026-03-26,defensive,baseline_full_liquidity,0.06103246213423109,5
2026-03-12,2026-03-26,fallback,baseline_full_liquidity,0.06103246213423109,5
2026-03-13,2026-03-27,attack,tiered_liquidity_then_bs_v2,-0.09913455303755245,5
2026-03-13,2026-03-27,balanced,baseline_full_liquidity_detail_market_gate,-0.03066070230694764,5
