first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio
2026-01-06,2026-05-29,94,500000.0,784732.5595675004,0.5694651191350006,2.391750321304571,-0.12299013339875253,0.648936170212766,0.06286347154314553,-0.03803079946853316,0.5576133462478899,5.0,95,50,45,10.444901817022888,5109.490432500002,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,0.6
