strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped
baseline_full_dynamic_factor_industry_cap2,2026-01-06,2026-01-05,211025.15129000007,297459.51999999996,508484.67129,1.0169693425800002,5,0.5849921085041957,0.0,0.0,5.0,5.0,500000.0,5.0,0.6,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-07,2026-01-06,211025.15129000007,304171.76,515196.9112900001,1.0303938225800002,5,0.590399036435186,5.0,298761.82,5.0,0.0,509786.9712900001,5.0,0.6,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-08,2026-01-07,211025.15129000007,314287.7,525312.8512900001,1.0506257025800003,5,0.5982867147228743,5.0,301407.08,5.0,0.0,512432.2312900001,5.0,0.6,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-09,2026-01-08,211025.15129000007,329837.12,540862.2712900001,1.0817245425800002,5,0.609835696642903,5.0,315806.48,5.0,0.0,526831.63129,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-12,2026-01-09,211025.15129000007,363837.6,574862.75129,1.1497255025800002,5,0.6329121154284972,5.0,342992.83999999997,5.0,0.0,554017.99129,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-13,2026-01-12,211025.15129000007,349705.88,560731.0312900001,1.1214620625800003,5,0.6236606509817688,5.0,367215.98,5.0,0.0,578241.13129,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-14,2026-01-13,211025.15129000007,343966.6,554991.75129,1.10998350258,5,0.619768850979313,5.0,340902.24,5.0,0.0,551927.39129,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-15,2026-01-14,211025.15129000007,322859.82,533884.97129,1.06776994258,5,0.6047366705601203,5.0,333973.48,5.0,0.0,544998.63129,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-16,2026-01-15,211025.15129000007,323749.5,534774.6512900001,1.06954930258,5,0.6053942519882747,5.0,321795.45999999996,5.0,0.0,532820.61129,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-19,2026-01-16,211025.15129000007,329096.58,540121.73129,1.0802434625800001,5,0.6093007574681397,5.0,321469.54,5.0,0.0,532494.69129,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-20,2026-01-19,251614.99448500015,293519.0,545133.9944850001,1.0902679889700002,5,0.5384345921726891,0.0,0.0,5.0,10.0,546153.89129,5.0,0.6,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-21,2026-01-20,251614.99448500015,299696.0,551310.9944850001,1.1026219889700002,5,0.543606064449988,5.0,290301.0,5.0,0.0,541915.9944850001,5.0,0.6,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-22,2026-01-21,251614.99448500015,300995.0,552609.9944850001,1.1052199889700003,5,0.544678892897168,5.0,302757.0,5.0,0.0,554371.9944850001,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-23,2026-01-22,251614.99448500015,310220.0,561834.9944850001,1.1236699889700004,5,0.5521549975440027,5.0,306484.0,5.0,0.0,558098.9944850001,5.0,0.6,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-26,2026-01-23,251614.99448500015,304653.0,556267.9944850001,1.1125359889700004,5,0.5476730694924333,5.0,314950.0,5.0,0.0,566564.9944850001,5.0,0.6,5.0
