trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,order_status,submitted_at,filled_shares,filled_price,status_reason,note
2026-06-25,000021,深科技,BUY,53.2,0,900,900,900,0.0,0.09999999999999999,0.09999999999999999,planned,,,,,trusted_strategy:production_governed_vol_position; hold_gate=10d; max_positions=5
2026-06-25,300285,国瓷材料,BUY,98.4,0,500,500,500,0.0,0.09999999999999999,0.09999999999999999,planned,,,,,trusted_strategy:production_governed_vol_position; hold_gate=10d; max_positions=5
2026-06-25,688110,东芯股份,BUY,179.45,0,200,200,200,0.0,0.09999999999999999,0.09999999999999999,planned,,,,,trusted_strategy:production_governed_vol_position; hold_gate=10d; max_positions=5
2026-06-25,688521,芯原股份,BUY,338.05,0,100,100,100,0.0,0.09999999999999999,0.09999999999999999,planned,,,,,trusted_strategy:production_governed_vol_position; hold_gate=10d; max_positions=5
