strategy,total_return,annualized_return,max_drawdown,avg_gross_exposure,annualized_return_per_exposure,calmar,trade_count,avg_top_industry_weight
adaptive_market_style,0.44300432671680223,0.16214651414575343,-0.26681531331142183,0.37804347967561314,0.42890969653777944,0.6077106749735127,606,0.17179488487990416
production_governed_vol_position,0.19010526000730388,0.07391910407626345,-0.24810418157264214,0.5563047881430155,0.13287518937777007,0.2979357446042108,611,0.2653472168984071
