rank,signal_date,strategy,symbol,name,industry,industry_key,candidate_pool,candidate_pool_role,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,selected_strategy,market_regime,market_regime_raw,target_position_ratio
1,2026-06-26,production_governed_vol_position,000021,深科技,元器件,元器件,generic,research,liquidity_detail_score,96.26150271107669,0.2,0.5,0.09999999999999999,53.51,67.78,,,96.26150271107669,29.7,48.69,94.75,93.93880712625872,87.87761425251743,98.7993803253292,98.72192099147948,57.13,0,SCAN,观察,1.1432979708793418,normal_liquidity,index_neutral,0.05191874297623853,0.0,baseline_full_liquidity_detail,normal_risk_on,normal_risk_on,0.5
2,2026-06-26,production_governed_vol_position,688110,东芯股份,半导体,半导体,generic,research,liquidity_detail_score,96.20698683191326,0.2,0.5,0.09999999999999999,190.53,70.01,,,96.20698683191326,29.19,98.18,95.7,96.20449264136329,92.29279628195198,96.43687064291248,97.36638264910921,66.95,0,CORE,可买,1.1432979708793418,normal_liquidity,index_neutral,0.05137307203839621,0.0,baseline_full_liquidity_detail,normal_risk_on,normal_risk_on,0.5
3,2026-06-26,production_governed_vol_position,002008,大族激光,专用机械,专用机械,generic,research,liquidity_detail_score,95.1390265943713,0.2,0.5,0.09999999999999999,151.27,68.34,,,95.1390265943713,29.8,48.69,89.58,97.30828814872193,96.03020914020139,99.14794732765299,66.67312161115414,65.13,0,SCAN,可买,1.1432979708793418,normal_liquidity,index_neutral,0.044125348634783214,-0.010013089005235565,baseline_full_liquidity_detail,normal_risk_on,normal_risk_on,0.5
4,2026-06-26,production_governed_vol_position,001309,德明利,半导体,半导体,generic,research,liquidity_detail_score,94.98225148463725,0.2,0.5,0.09999999999999999,951.0,70.54,,,94.98225148463725,29.84,99.7,97.79,96.10766847405112,91.07281177381874,99.12858249419055,74.43841982958946,66.69,0,CORE,可买,1.1432979708793418,normal_liquidity,index_neutral,0.052826324124685305,0.0,baseline_full_liquidity_detail,normal_risk_on,normal_risk_on,0.5
5,2026-06-26,production_governed_vol_position,603986,兆易创新,半导体,半导体,generic,research,liquidity_detail_score,94.59065582235993,0.2,0.5,0.09999999999999999,770.0,61.86,,,94.59065582235993,29.99,48.69,98.76,84.856700232378,85.3989155693261,99.82571649883812,98.48954298993029,64.42,0,SCAN,可买,1.1432979708793418,normal_liquidity,index_neutral,0.05780923771433022,-0.00672075953612572,baseline_full_liquidity_detail,normal_risk_on,normal_risk_on,0.5
