bs_score_v2_label,n,hit10,max_ret,mdd,avg_v2
观察,63,0.36507936507936506,0.10778188888888889,-0.121074,62.5352380952381
剔除,521,0.2591170825335892,0.0732511669865643,-0.10503987140115162,46.03213051823417
