signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,planned_shares,planned_price,plan_reject_reason,execution_tradable,locked,skipped_by_position_cap,pattern_score,pattern_sentiment,pattern_risk_level,pattern_pass_count,bullish_pattern_count,bearish_pattern_count,top_pattern_ids,base_rank_score,pattern_adjustment_pct,pattern_adjusted_rank_score,pattern_strategy_mode,pattern_weight_multiplier,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count
2025-09-01,2025-09-02,baseline_full_liquidity_detail_vol_position,1,002594,比亚迪,汽车整车,96.6033320358116,0.08247057380984857,0.24860154539125076,1100,108.79,,,0,0,,,,,,,,,,,,,0.008295350957155834,0.0,0.0,0.0,-0.008295350957155834,1.4631413257427998e-05,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0
2025-09-01,2025-09-02,baseline_full_liquidity_detail_vol_position,2,300502,新易盛,通信设备,96.2247930452835,0.028317317302944518,0.08536049305389619,0,543.9062,,,0,0,,,,,,,,,,,,,0.001286982854244667,0.0,0.0,0.0,-0.001286982854244667,1.2403501527497152e-06,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0
2025-09-01,2025-09-02,baseline_full_liquidity_detail_vol_position,3,002436,兴森科技,元器件,94.73455819384974,0.046251522484995464,0.1394218499434637,3200,21.3272,,,0,0,,,,,,,,,,,,,0.021580357470547096,0.0,0.0,0.0,-0.021580357470547096,1.6917796435412755e-05,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0
2025-09-01,2025-09-02,baseline_full_liquidity_detail_vol_position,4,300308,中际旭创,通信设备,94.68820293239911,0.026987347928532697,0.08135139712394487,100,402.9108,,,0,0,,,,,,,,,,,,,0.010046687983630509,0.0,0.0,0.0,-0.010046687983630509,1.3094510898507972e-06,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0
2025-09-01,2025-09-02,baseline_full_liquidity_detail_vol_position,5,000988,华工科技,专用机械,94.14826002335539,0.04818982255017385,0.14526471448744444,900,75.5155,,,0,0,,,,,,,,,,,,,0.0017271271720082915,0.0,0.0,0.0,0.0017271271720082915,5.32034487959896e-06,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0
2025-09-02,2025-09-03,baseline_full_liquidity_detail_vol_position,1,300502,新易盛,通信设备,97.58862813777,0.02600604165756383,0.11069051612402188,100,497.6461,,,0,0,,,,,,,,,,,,,0.008933706674738917,0.0,0.0,0.0,-0.008933706674738917,2.0677834046060413e-06,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0
2025-09-02,2025-09-03,baseline_full_liquidity_detail_vol_position,2,300308,中际旭创,通信设备,96.5183810079782,0.025591770805659,0.0,0,,,,1,0,,,,,,,,,,,,,0.020833528214050823,0.0,0.0,0.0,0.020833528214050823,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0
2025-09-02,2025-09-03,baseline_full_liquidity_detail_vol_position,3,000988,华工科技,专用机械,95.06060323020043,0.04691831943368611,0.0,0,,,,1,0,,,,,,,,,,,,,0.0168330115778208,0.0,0.0,0.0,0.0168330115778208,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0
2025-09-02,2025-09-03,baseline_full_liquidity_detail_vol_position,4,300394,天孚通信,通信设备,94.83776610235454,0.022041514072692073,0.0,0,,,,0,1,,,,,,,,,,,,,0.0016065398309419443,0.0,0.0,0.0,0.0016065398309419443,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0
2025-09-02,2025-09-03,baseline_full_liquidity_detail_vol_position,5,300476,胜宏科技,元器件,94.77027437244601,0.02541380413231145,0.0,0,,,,0,1,,,,,,,,,,,,,0.004805901664875378,0.0,0.0,0.0,-0.004805901664875378,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0
