strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason,planned_shares,planned_price,filled_shares,filled_price,reject_reason,open_weight_drift_bps,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,risk_event_triggered,risk_event_types,missing_cap_risk_label,missed_risk_event
baseline_full_liquidity_detail_vol_position,2026-04-10,300548,长芯博创,通信设备,BUY,229.96,600,137976.0,103.482,232993.63562749999,rebalance_unlocked,600.0,229.96,600.0,229.96,,-319.64329583053535,0.33176677292105766,0.30000000000000004,0.30000000000000004,0.03176677292105762,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-13,601689,拓普集团,汽车配件,SELL,59.9337,1100,65927.07,49.445302500000004,298871.260325,rebalance_unlocked,,,,,,,0.3021880783742119,0.30000000000000004,0.30000000000000004,0.002188078374211866,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-13,600522,中天科技,通信设备,BUY,29.41,3100,91171.0,68.37825000000001,207631.88207499997,rebalance_unlocked,3100.0,29.41,3100.0,29.41,,-23.07719176702083,0.3021880783742119,0.30000000000000004,0.30000000000000004,0.002188078374211866,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-21,600487,亨通光电,通信设备,SELL,59.5,2000,119000.0,89.25,326542.632075,rebalance_unlocked,,,,,,,0.30272218699080455,0.30000000000000004,0.30000000000000004,0.0027221869908045093,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-21,600176,中国巨石,玻璃,BUY,31.8566,3500,111498.1,83.623575,214960.90849999996,rebalance_unlocked,3500.0,31.8566,3500.0,31.8566,,-28.918993637977174,0.30272218699080455,0.30000000000000004,0.30000000000000004,0.0027221869908045093,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-23,300433,蓝思科技,元器件,SELL,27.2,3600,97920.0,73.44,312807.46849999996,rebalance_unlocked,,,,,,,0.3016287756009995,0.30000000000000004,0.30000000000000004,0.0016287756009994436,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-23,601869,长飞光纤,通信设备,SELL,411.2,100,41120.0,30.84,353896.6285,rebalance_unlocked,,,,,,,0.3016287756009995,0.30000000000000004,0.30000000000000004,0.0016287756009994436,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-23,002436,兴森科技,元器件,BUY,29.0735,800,23258.8,17.4441,330620.3844,rebalance_unlocked,800.0,29.0735,800.0,29.0735,,-7.565589025028963,0.3016287756009995,0.30000000000000004,0.30000000000000004,0.0016287756009994436,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-23,601166,XD兴业银,银行,BUY,18.7181,5700,106693.17,80.0198775,223847.19452249998,rebalance_unlocked,5700.0,18.7181,5700.0,18.7181,,-10.620139792719419,0.3016287756009995,0.30000000000000004,0.30000000000000004,0.0016287756009994436,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-24,300548,长芯博创,通信设备,SELL,265.15,600,159090.0,119.3175,382817.8770225,rebalance_unlocked,,,,,,,0.3078542337720673,0.30000000000000004,0.30000000000000004,0.007854233772067232,0.0,0,0.0,0,0,0,,0,0
