trough_date,drawdown,risk_decision,miss_reason
2026-04-28,-0.2408308450711132,"normal,recovery_reduce",no_defensive_action_in_prior_10_calendar_days
2026-03-23,-0.23602486762158958,normal,no_defensive_action_in_prior_10_calendar_days
2026-04-24,-0.2308068892910634,"normal,recovery_reduce",no_defensive_action_in_prior_10_calendar_days
2026-03-24,-0.22778315893471734,normal,no_defensive_action_in_prior_10_calendar_days
2026-04-27,-0.22447945335463038,"normal,recovery_reduce",no_defensive_action_in_prior_10_calendar_days
2026-04-29,-0.22403600334653306,"normal,recovery_reduce",no_defensive_action_in_prior_10_calendar_days
2026-04-21,-0.2233088425447758,normal,no_defensive_action_in_prior_10_calendar_days
2026-03-26,-0.22075530363848006,normal,no_defensive_action_in_prior_10_calendar_days
